"","ISEQ","AEX","IBEX","WIG20"
"2003-11",-0.0102792378566708,0.00596572283336627,0.0172522794523733,-0.084152438985847
"2003-12",0.0434096246949969,0.0164363525907683,0.0668321539439773,0.0863839655458007
"2004-01",0.0371387986625513,0.0463793996098814,0.0249056372726877,0.0368160910777362
"2004-02",-0.0022455187528726,0.00928362632975932,0.0402905245587017,0.0601167899313109
"2004-03",0.0167242382523076,-0.0496929280091188,-0.0280384076983232,0.0186521010346223
"2004-04",0.0279437680516994,0.00749552641861961,0.0113992087287149,-0.00304703325635358
"2004-05",-0.018095265974551,-0.0123605106779473,-0.0185215301494818,-0.0377290836653387
"2004-06",0.0460506826994065,0.023547563548459,0.0149510794949772,0.0213638057384176
"2004-07",-0.0196773363459672,-0.0440993271506486,-0.0196823192034195,-0.0299797895565863
"2004-08",0.0171480656448242,-0.020581397707479,-0.00628841619305209,0.0299213162513583
"2004-09",0.0293201487956374,0.00253777857356052,0.0202935212571305,0.0475138826093509
"2004-10",0.0127550532687215,0.0201889515330682,0.0484605581842306,0.00672882715878576
"2004-11",0.0513860210176744,0.0201827123517011,0.0326313493413211,0.0117791910119771
"2004-12",0.0374917089011735,0.0324187845010018,0.0446106289063404,0.0650988189532471
"2005-01",0.0349251202882044,0.0354516963366813,0.0157584960107402,-0.0373156786036714
"2005-02",-0.0222425118185399,0.0387047930104814,0.0181159573322673,0.108572064363334
"2005-03",-0.0457202809881223,-0.012848243887708,-0.0140773434649492,-0.0449259915978837
"2005-04",-0.025637931754628,-0.0577984254670334,-0.0277789233708317,-0.0697282230662603
"2005-05",0.0658911416198362,0.0473290649972753,0.0472693141144134,0.0312535301427119
"2005-06",0.0523063638723487,0.0525117757145508,0.0377741797195925,0.0679206505693526
"2005-07",0.035059980252675,0.0311075278232495,0.0339765863067227,0.0758218140966151
"2005-08",-0.0137132473863906,-0.0155898202781616,-0.0105479977584587,0.0314728970774516
"2005-09",0.0242329308056695,0.0343685415651662,0.0804283964288,0.108669146290468
"2005-10",-0.038434918972531,-0.0219111794811577,-0.0296008740073653,-0.0712462232950732
"2005-11",0.0432542956777797,0.0624873268470942,0.00609884567107,0.0795586676242261
"2005-12",0.0733571267118049,0.042957065864482,0.0166796839706855,0.0513029670664729
"2006-01",0.0269434050498365,0.0314116970360634,0.0345073827053006,0.056486939490386
"2006-02",0.0483882278093477,0.0182463951165373,0.0573112284255626,0.0112623532934986
"2006-03",0.0173808125814183,0.0217343934824414,0.00967571954766888,0.00998410017944584
"2006-04",-0.0167503331670159,0.00151484349350373,0.00322247904917328,0.114645546158062
"2006-05",-0.0409949276707179,-0.0617596727110311,-0.0464158540212229,-0.119316562645814
"2006-06",-0.0117777712991765,-0.000363306915253436,0.0183060556879031,0.0275259044327338
"2006-07",-0.00121065330992065,0.0313685360590574,0.0233718683601591,0.104364858271014
"2006-08",0.0716473584475215,0.0329251906484835,0.0276442327773536,-0.0720250685468077
"2006-09",0.0222236087200955,0.031150689086572,0.0650490183464993,-0.0143749577902345
"2006-10",0.0483338977339161,0.00609985532132518,0.0632639039791261,0.0644196475985241
"2006-11",0.00846737096707173,-0.0182912918428201,0.00700210141298108,0.035582549583824
"2006-12",0.0820983368006885,0.0369920290558412,0.0214595334478529,0.0211598770439576
"2007-01",-0.0215728496741089,0.0090241087658911,0.0287492041224573,0.0601280174342336
"2007-02",0.0221092874595283,-0.0192073128557144,-0.0209438548017984,-0.0692067848775783
"2007-03",-0.00354777546976892,0.0413904436313295,0.0276031132313233,0.0858269149503854
"2007-04",0.0101522794982234,0.0397845210577863,-0.0182424752356962,0.0199020521328093
"2007-05",0.0405871575637795,0.018047921169714,0.0664227737768073,0.0163774614934684
"2007-06",-0.0556690132994794,0.0144710427338299,-0.0285333965241799,0.0301937464032227
"2007-07",-0.0798238121692411,-0.0259390223260091,-0.00601663296613208,-0.0063921814815604
"2007-08",-0.0189714548418269,-0.0210865563229005,-0.0217938237540087,-0.0357941235526403
"2007-09",-0.0615717289883834,0.0349128626599913,0.00667828941922743,0.00891005261623468
"2007-10",0.00348190566976925,0.0126991686457603,0.0901451201211347,0.0671447914487953
"2007-11",-0.0889975504842914,-0.0735055047259872,-0.00821873052563893,-0.0855911615888096
"2007-12",-0.0378379107094293,0.016135452952758,-0.0366500513535544,-0.0252923939499059
"2008-01",-0.0389178674549235,-0.144327956479518,-0.128656388514525,-0.145819649599977
"2008-02",-0.0374162520929352,0.0117825938711931,-0.00442963712767397,-0.00819419462143767
"2008-03",-0.0371108112799193,-0.00918192732667877,0.00748646270635001,0.0181597732162984
"2008-04",0.0261403453262266,0.0748819147078033,0.0398899955065202,-0.0196171173437726
"2008-05",-0.0367041363387537,0.0209437106608785,-0.0143060820813028,-0.00592282872383743
"2008-06",-0.14679321305976,-0.122734382414892,-0.114308594293939,-0.10814448177112
"2008-07",-0.160848157392889,-0.0609958946938963,-0.0136890097074976,0.0622903874431222
"2008-08",0.0282046018867288,0.0322289876565873,-0.0146448767793981,-0.0564834023011891
"2008-09",-0.210079390820347,-0.197146557476471,-0.0614829687893956,-0.0819400697722775
"2008-10",-0.146782384865091,-0.192366896037403,-0.17032990914074,-0.234198186408972
"2008-11",-0.16206517904859,-0.0565579546747509,-0.0225318768135878,-0.0458747754458222
"2008-12",-0.0769039747129355,-0.0261730386912726,0.0320067686600383,0.0273523603967671
"2009-01",-0.0136049737025185,0.0108156622687188,-0.0810586620441215,-0.108848820771848
"2009-02",-0.102565917467218,-0.115808557140582,-0.0981610736008586,-0.13947408020465
"2009-03",0.0576718534644192,-0.0128747646865454,0.0254694720391979,0.101554132330761
"2009-04",0.195127558769001,0.109595351822202,0.156493953362862,0.189608757482554
"2009-05",0.0383173353377892,0.0776292465033488,0.0427416689153051,0.00214622103852635
"2009-06",-0.00603850178482801,-0.0182694344990049,0.0385705446771851,0.0332839539051359
"2009-07",0.0314181463775589,0.111734934701643,0.109043903041165,0.147769496767542
"2009-08",0.109297339145448,0.046261875899974,0.0469824826170167,0.0351615861075243
"2009-09",0.0811231244957737,0.0508995766020701,0.0344036054758214,-0.00919682562637836
"2009-10",-0.143589107079389,-0.0288743241585163,-0.0290317500315121,0.0375620903405902
"2009-11",-0.0206160604098622,0.0117079282167578,0.0201405746009395,0.0342855384398959
"2009-12",0.059602662338506,0.0962078900858037,0.0253591845400811,0.0153057537903099
"2010-01",0.000443730787001329,-0.0221572578893757,-0.0831071860915505,-0.00254529622559363
"2010-02",-0.0344896772784544,-0.0309850691854542,-0.0560940816449372,-0.049369606822684
"2010-03",0.105849774368987,0.0833386159545106,0.0520342160812231,0.101805290042869
"2010-04",0.0689886236638357,0.00490965950581113,-0.0348716336952395,0.0208046161243789
"2010-05",-0.13226377656756,-0.0728802049911225,-0.107965914366529,-0.0446355671398065
"2010-06",-0.0234182685305476,-0.0121297594463452,-0.0102570780349281,-0.0668827887139916
"2010-07",0.0127455338729869,0.0436539790010035,0.13347147799891,0.0896685644839565
"2010-08",-0.0725467840120926,-0.0428563191300363,-0.0297910560986667,-0.0176023469795973
"2010-09",-0.0102372807410928,0.0566246846253209,0.0321488510202177,0.0757308389994693
"2010-10",0.00301551771743869,0.00849306460302057,0.0283799224744046,0.0137846911540904
"2010-11",-0.0142497904442582,-0.0291196117773752,-0.142949689520405,-0.0149626405458516
"2010-12",0.0903628488284203,0.0829541024042746,0.0638704274473401,0.0507619849900445
"2011-01",-0.0111919995505126,0.0174295424824245,0.0960432888819103,-0.0143249142728038
"2011-02",0.0433712646271907,0.0232293970893971,0.00414583097672749,0.00478767847504113
"2011-03",-0.0342108880330099,-0.00950887208424023,-0.0252792495925788,0.0364815789183204
"2011-04",0.0453819560129183,-0.0155352362498665,0.0285917550354686,0.0341396398954903
"2011-05",-0.0118462033508933,-0.029171528426007,-0.0370350654374062,-0.00326796263812468
"2011-06",-0.00548228485174773,-0.0280162773121779,-0.0110824483627013,-0.0349909250898019
"2011-07",-0.0446993042527917,-0.0307080617819766,-0.0703867746449185,-0.0270163204271221
"2011-08",-0.0866521463616117,-0.110230265141151,-0.0947076034298406,-0.101000986681632
"2011-09",-0.0285702540405985,-0.0435257580469064,-0.0197279587436815,-0.106987086639874
"2011-10",0.0884750962651779,0.0975087717987058,0.0477735263801948,0.0835370283223604
"2011-11",0.00895162618005285,-0.0254309170731707,-0.0564384711130531,-0.0352087435749314
"2011-12",0.0555719307677107,0.04267888513999,0.013823294454457,-0.0627559471519665
"2012-01",0.0365184499785463,0.0192018433155123,-0.00666561641360885,0.0875223830485712
"2012-02",0.066670221790704,0.0181492730299579,-0.0050885920804965,-0.00645750524189914
"2012-03",0.0144904467181108,-0.00228215882806471,-0.0540876170552225,-0.0131974744401431
"2012-04",-0.0093277664286584,-0.0470156147564028,-0.124500506553285,-0.0201003266959104
"2012-05",-0.0503744618363903,-0.0590658213064867,-0.131393550324684,-0.0643675493289655
"2012-06",0.0282820152821861,0.0593608957132048,0.166245279277294,0.0853626541369525
"2012-07",0.00655203938024007,0.062347476895301,-0.0512658013677308,-0.0393926075682328
"2012-08",-0.0026693889721543,0.00860721656321473,0.101274854393667,0.0332255097979108
"2012-09",0.0371710833526833,-0.0185252855275913,0.0388113733918871,0.0500954261852995
"2012-10",-0.00908709406654529,0.0234544747947933,0.0174353036524086,-0.0227121302848083
"2012-11",0.012861369475853,0.0175050726355945,0.0116921403415611,0.0448661523326257
"2012-12",0.0323377416908781,0.0183033820224057,0.0293524110167938,0.066668318508057
"2013-01",0.0440608476645497,0.0339646211248041,0.023850568103283,-0.0349286483054456
"2013-02",0.0593402016652327,-0.0390010068181007,-0.0157851478437473,-0.0163473419021486
"2013-03",0.0536365012836213,0.0222300737739116,-0.0377020481288896,-0.0334174819841682
"2013-04",-0.0252762061442185,0.00945133278739441,0.063004989292295,-0.0214845975013397
"2013-05",0.040091008849324,0.0341216013209709,-0.0116879075573133,0.0717288661794191
"2013-06",-0.0123526191060223,-0.0517089788691043,-0.0670503392209834,-0.0965037215851942
"2013-07",0.0357124025035596,0.0731884334796533,0.0864003345628903,0.0360476300742774
"2013-08",0.0207801471346771,-0.0186041616971101,-0.0169445933195027,0.0247701571828296
"2013-09",0.0114816019148543,0.0330367294829776,0.108027209752264,0.00306599223226067
"2013-10",0.0395490919672734,0.0453430049358288,0.078575410567256,0.0574694860612242
"2013-11",0.0236092562958095,0.0118135712554184,-0.00709543369631216,0.0220287310644254
"2013-12",0.00654340975236489,0.0132140238521454,0.00804064687127037,-0.0710726279462061
"2014-01",0.0248642725240587,-0.0371836100085804,0.000352940330718754,-0.0187798315687762
"2014-02",0.116860570639858,0.0302184382026349,0.0195560762032669,0.069035481283082
"2014-03",-0.0386030076579259,0.0117177244305227,0.0223743886934111,-0.0222590161721323
"2014-04",-0.019690224247244,-0.00659706619224132,0.0114598059185953,-0.00949453191307903
"2014-05",0.000355365410545483,0.0166271456735134,0.032479256515171,-0.00392769434502205
"2014-06",-0.0405877553321028,0.0145870757871458,0.0115569398993438,-0.00852023659091761
"2014-07",-0.0110958656184239,-0.02144495976926,-0.0198013473434404,-0.0365159560114746
"2014-08",0.029119181990656,0.0218654822113102,0.00201729969333342,0.0414158605683261
"2014-09",0.0191402481720984,0.0193885941545204,0.00901315091872634,0.0344729144341884
"2014-10",-0.0228836126622639,-0.0233176797507595,-0.032118658724182,-0.0146423014930268
"2014-11",0.0647578803384901,0.0353495520581375,0.0279544079613432,-0.0189756786595662
"2014-12",0.0301641655356311,-0.00326394601267821,-0.0456052694809788,-0.0417844124571253
"2015-01",0.0472690443235653,0.0610644190141483,0.0120433809397342,0.0108206602934446
"2015-02",0.0923892744890293,0.0744687423854191,0.0744955771493783,0.0111490815890645
"2015-03",0.00710393799719045,0.0113239747055727,0.0306665745561998,0.0121836846774535
"2015-04",0.00459501833623222,-0.00318750738082585,-0.011813086688308,0.0495379683965376
"2015-05",0.0376127927513048,0.011704400798962,-0.0147036067028167,-0.0305492259298585
"2015-06",-0.0174608831302128,-0.0425075190149425,-0.0399460772988027,-0.049212202755752
"2015-07",0.056403523545713,0.0479284451797997,0.0381818681600472,-0.0389716287578089
"2015-08",-0.016398522390938,-0.101367063556251,-0.0824367140624698,-0.0286418467257162
"2015-09",-0.0372402697785569,-0.0536817384304018,-0.0681449814809817,-0.0449875445415514
"2015-10",0.0423418651256635,0.0973072577774401,0.0837665261468408,-0.00306818236811401
"2015-11",0.0637671306024827,0.0160131439454378,0.00252880806039535,-0.065198079639617
"2015-12",-0.00684359742762608,-0.0589963849228153,-0.0811310456313803,-0.0345688885196186
"2016-01",-0.0660278355839941,-0.0238558866348486,-0.0763186169997659,-0.0424387488906222
"2016-02",0.000137095390986275,-0.00929792712228228,-0.040200523510232,0.0246201376211206
"2016-03",-0.00554686815958749,0.0300512470582155,0.0309286262011728,0.0951767466339197
"2016-04",-0.0233811441298557,-0.000977010326180139,0.0346896062696274,-0.0505834238545519
"2016-05",0.0538918521236,0.0186271882514335,0.000919575534621409,-0.0466087396659356
"2016-06",-0.131050277065072,-0.0267711392454412,-0.0963804022678056,-0.0318265274521081
"2016-07",0.0399025773484396,0.0320041796824335,0.0519286479960057,0.00516939035466013
"2016-08",0.0516016282407539,0.0101149726151981,0.0150921845371046,0.0192187482241695
"2016-09",-0.0219741680005551,-0.00451168180254757,0.00718160189523798,-0.0468621066482303
"2016-10",-0.0202259312064097,0.000574821496413414,0.0414492331814647,0.0615088534141364
"2016-11",0.0512500543696099,0.0102079034906464,-0.0497741099718868,-0.00905954834514455
"2016-12",0.0484958393861914,0.0567792097964017,0.0764139176238217,0.0832489906685501
"2017-01",-0.0191568965570219,-0.0133700805641678,-0.00394557538336004,0.0559109203663395
"2017-02",0.0241192548789517,0.0391013726414642,0.0257965261046116,0.0653529946568263
"2017-03",0.0171097623658372,0.0427777768110091,0.0949610581340588,-0.00697775242441523
"2017-04",0.0303667906117204,0.00888610213244712,0.0241710619951558,0.0923316605084652
"2017-05",0.0125073332316554,0.00564159033598544,0.0153231861352414,-0.0402588277861221
"2017-06",-0.0171263497157181,-0.0322857877268294,-0.0400275735294118,0.00816244224480323
"2017-07",-0.0261042613598591,0.0360642969858738,0.00552445736990759,0.0323375945734412
"2017-08",-0.00424101991595938,-0.017889814182819,-0.0193007361539825,0.0598482838212935
"2017-09",0.039352451949241,0.0407333169834372,0.00796155153162781,-0.0249576752799791
"2017-10",0.0132204715370363,0.030387679329638,0.0136781775273322,0.0291180618391986
"2017-11",-0.015067277565795,-0.023979941234053,-0.0296954435311446,-0.04602558517169
"2017-12",0.0248424669411478,0.00827615138424065,-0.016364666438155,0.0218043832954842
"2018-01",-0.0108889743433238,0.0292702679173042,0.0405818051884741,0.0376237704218656
"2018-02",-0.0399690294994057,-0.0444944018235067,-0.0584796627278381,-0.0741989419729736
"2018-03",-0.0134273524604209,-0.0113148302917357,-0.0243792789603936,-0.0651096298301415
"2018-04",0.032082388683669,0.0494975808468958,0.0396024334939638,0.0368669640514299
"2018-05",0.0493255772300567,-0.00518238011920824,-0.0516100864857368,-0.0588165995453493
"2018-06",-0.0221303579725494,-0.00211627575434681,0.0166077011251387,-0.0100135832402288
"2018-07",-0.0216030028391019,0.0409114111194531,0.0257723918416228,0.0780437093473569
"2018-08",-0.00849970640575559,-0.0275664205485415,-0.0477778249448695,0.0155638473935007
"2018-09",-0.0371351681978228,-0.0157587268863908,-0.00105323003391966,-0.0226051771629968
"2018-10",-0.0574561980435762,-0.0562388073235947,-0.0527947199660279,-0.0583035389981227
"2018-11",-0.0535102207737478,0.00127233516224612,0.020655556867375,0.0646876219863561
"2018-12",-0.0582334130265395,-0.0606311306066113,-0.0591922390668393,-0.00630706915515822
"2019-01",0.0525328640775065,0.0671271617290403,0.0605159053780819,0.0454531478545042
"2019-02",0.0603223326161073,0.039221679127003,0.0244018235385566,-0.0201167172945789
"2019-03",0.00377069422958853,0.0146566716123835,-0.00403121347035496,-0.00863551193492917
"2019-04",0.0515715270034245,0.0412036810522671,0.0357455722184763,0.00956710162666674
"2019-05",-0.0581868896252142,-0.0544261499409159,-0.0591811837439497,-0.0406561534737663
"2019-06",0.0120073098864331,0.0393532172538475,0.0216120927773309,0.0394585832242969
"2019-07",-0.00674508312529354,0.0183886656510135,-0.0247640789917158,-0.0216095924250431
"2019-08",-0.0379160589671924,-0.0240172881042026,-0.0176234097647978,-0.0624053184155406
"2019-09",0.0620724833132611,0.0391868987919506,0.0489849197025836,0.0178152441166139
"2019-10",0.047391439401445,-0.00620439329936029,0.00139545156584608,0.00957534429367457
"2019-11",0.0699907141336316,0.0358288205970136,0.0102079395085066,-0.0160247937650972
"2019-12",0.0264859254475283,0.0122051922324402,0.0210864194824636,-0.00409923388329458
"2020-01",-0.0257830134960763,-0.0249429630089808,-0.0189858627212496,-0.0391565004255636
"2020-02",-0.0858549428793527,-0.0850211959287532,-0.0688201378207843,-0.143758168352776
"2020-03",-0.194411170880204,-0.103711673553787,-0.222143278806179,-0.144761463273994
"2020-04",0.0871906525558941,0.0609796063173109,0.020175657290243,0.0897913857380821
"2020-05",0.0509637346064609,0.0383101159074943,0.0251650751783641,0.0448661959870926
"2020-06",0.0144942472809739,0.0509979395065707,0.0190093570069754,0.0209967201695063
"2020-07",0.0210398473462738,-0.0257981571757152,-0.0489531770884492,0.00495786948067445
"2020-08",0.0548971497369422,0.00717055907453346,0.0133917031599713,0.0184833157948336
"2020-09",-0.00832085457179332,-0.00273124538824665,-0.0362866636057106,-0.0485943306614228
"2020-10",0.00734223992219585,-0.0252328039021479,-0.0393651399729351,-0.114880921102567
"2020-11",0.117770604021625,0.135124024732861,0.251805532670705,0.207174284451539
"2020-12",0.0266648217404921,0.0306754964959739,-0.000396155336679027,0.0841183799261218
"2021-01",-0.0446062295912349,0.020012488272982,-0.0391642230158387,-0.0181302230869262
"2021-02",0.0417436724901759,0.0222097052834604,0.060264260393168,-0.0209085168967306
"2021-03",0.10113764554596,0.0746091657001939,0.0431610942249241,0.0165471247011451
"2021-04",0.00111210505496584,0.0110166782373369,0.0273892773892774,0.0509325163499825
"2021-05",0.0171506025986281,0.00254393550382725,0.0378786603516732,0.0960791915939911
"2021-06",-0.00696318522817496,0.0284200341523353,-0.0358185335936509,-0.00669394992298611
"2021-07",0.0183743484169578,0.0339812168554332,-0.016494354144969,0.0157950964880251
"2021-08",0.0555313767290195,0.0441595591843131,0.0196986306763451,0.0508464798420203
"2021-09",-0.0437922936296518,-0.0199080687381482,-0.00568577829031935,-0.0243831370379599
"2021-10",0.0177431294297929,0.0504831604775418,0.0297170851147448,0.0410164957646011
"2021-11",-0.0822959539304429,-0.0413362261115021,-0.0830895889461485,-0.087599010415584
"2021-12",0.0760804172194907,0.0264217157458602,0.0492107518562575,0.033061881086599
"2022-01",-0.0264904613197702,-0.0535510400346613,-0.0115908102389553,-0.0252765867344239
"2022-02",-0.0438581892405364,-0.0337394605338009,-0.0155117514658175,-0.0949212986848417
"2022-03",-0.0859206951264506,-0.00756448941973653,-0.00402167482967408,0.0665889953397205
"2022-04",0.0198137291781051,-0.0182546696781883,0.0164711598962974,-0.128890555776939
"2022-05",-0.00234875485044561,0.00267240295570637,0.0311385800573121,-0.00817492949863297
"2022-06",-0.141184862596216,-0.0752581424976284,-0.0850477099926565,-0.0797425838203296
"2022-07",0.0845429422819965,0.106503078030523,0.00709990475206124,-0.00169224691474501
