"","IRSTCI01CAM156N","CPGRLE01FRM657N","NBDEBIS","CSINFT02DEM460S","CPGRLE01DEM657N","IRSTCI01DEM156N","TRESEGDEM052N","DEULOCOSINOSTSAM","DEULOCOSIORSTM","CCRETT01GBM661N","CCUSSP01GBM650N","IRLTLT01GBM156N","CUSR0000SAD","PCU311212311212","PCU212210212210","DPCCRC1M027SBEA","MICH","EMVMACROINFLATION","PCU212322212322","CUSR0000SETB01","PCU311311","HQMCB100YR","HQMCB10YRP","HQMCB1YR","BAMLC0A2CAAEY","BAMLH0A3HYCEY","BAMLHYH0A3CMTRIV","DTP30A29","CPN3M","EMVMACROINTEREST","M2REAL","T3MFFM","T10Y2YM","T10Y3MM","T6MFFM"
"2002-04",0.002507,-0.00054145866222989,0.0014340871483729,0.00899999999999995,-0.00597668731164885,0.033162,-0.017954816753616,1.97098864052531,0.01602443358,0.674533438128009,0.0236087689713322,0.000129000000000004,0.00162995686315792,-0.0124309392265194,0,0.00969852952715744,-0.003,-0.6174,1.90000000000001,0.0742115027829313,-1.19999999999999,0.0769,-0.000700000000000006,-0.000999999999999994,-0.00129848484848485,0.23895,0.0362065294475638,-0.00108127705627705,-5e-04,-2.9639,-0.00441773591034589,0.0083,0.000699999999999999,9.99999999999959e-05,0.0023
"2002-05",3.09999999999998e-05,0.00051021129252741,0.012337519277374,-0.061,0.00355775052601622,0.0331,-0.0206651689678081,1.7664509257759,0.01290509091,-1.671000097744,0.00679571663920919,0.000358000000000004,0.000818996402482508,-0.0237762237762238,-0.00211640211640218,-0.00565753275618208,-0.005,-1.28208,1.5,0.00604490500863553,-1.5,0.0773,-0.000300000000000009,-0.000500000000000007,-0.000542490118577085,0.21394347826087,-0.0118187614052851,-0.000555731225296445,-0.000300000000000002,-2.30524,0.00362165160364114,0.0052,0.0011,-0.000599999999999996,0.0016
"2002-06",0.002493,0.000287033599304391,0.0161044613710555,-0.033,-3.97054518006698e-05,0.033485,0.0212208693577802,1.50251860576149,0.010071,-2.809355248993,0.0479307288470716,-0.00169900000000001,-0.000823044155170094,-0.00143266475644688,0,0.00554904259476352,-0.003,2.22924,0.400000000000006,0.0025751072961373,0.100000000000023,0.0777,-0.00269999999999999,-0.003,-0.00279668737060041,0.217004761904762,-0.0713941167521321,-0.00146108695652174,-0.000199999999999999,0.54625,0.00399869960988308,0.0038,0.000400000000000001,-0.002,8e-04
"2002-07",0.002454,0.00284305395990865,0.0124223602484472,-0.047,-0.00224766976387626,0.033017,0.0172651615811374,1.209300726815,0.00908582213,-0.741961618642989,0.0184775536759922,-0.000962999999999999,0.000821013613110044,-0.00143472022955538,-0.00212089077412514,0.00867402456085808,0,6.51035,2.09999999999999,0.014554794520548,-0.100000000000023,0.081,-0.000899999999999998,-0.0017,-0.00182939958592132,0.233969565217391,-0.0600799800700343,-0.000586739130434784,-9.99999999999994e-05,4.39229,0.00543988602143575,0.0016,0.0015,-0.0026,1e-04
"2002-08",2.99999999999988e-05,-0.0006749037687,-0.00275015866299988,0.045,-2.7481040310945e-05,0.032927,-0.0110450605030107,0.905416425172604,0.00767232412,0.507568072430999,-0.00811294237894467,-0.002567,0.000823723228995155,0.0086206896551726,0,0.00439218345456793,-0.001,3.35758,2.40000000000001,0.0101265822784811,-0.799999999999983,0.0809,-0.00220000000000001,-0.0013,-0.00269130434782609,0.248208695652174,-0.050847822576304,-0.0022600790513834,-5e-04,5.91441,0.00479855721232814,0.0012,0.000400000000000001,-0.0033,-0.001
"2002-09",-1.000000000001e-06,-0.000527459673755085,0.00127280441238864,-0.028,0.000287952006455534,0.033186,0.0110744371023008,0.609147628126507,0.00245038095,0.41151166220601,0.00708443356733435,-0.002454,-0.00164880461665295,0.0427350427350428,0,-0.00332959968084945,-0.003,-1.49331,4.30000000000001,0.00751879699248104,4.89999999999998,0.0763,-0.00359999999999999,-5e-04,-0.00275072463768116,0.258004761904762,-0.0035186847589016,-0.00203484848484848,0.000199999999999999,-0.974350000000001,0.00266025641025647,0.0029,-0.0026,-0.004,-0.0011
"2002-10",1.99999999999853e-06,-0.000572021690154682,0.00254237288135584,0.047,-0.003230590544096,0.033004,-0.014615710731135,0.346282766141201,0.00202947826,1.004288006612,-0.00236618277163136,0.001154,-2.72304643533783e-06,-0.0013661202185794,0,0.00366401872036448,0.015,0.19081,4.30000000000001,0.0439469320066337,-4.09999999999999,0.0815,0.00149999999999999,0.000299999999999998,0.000472463768115945,0.265934782608696,-0.040804927129703,0.00175144927536232,-0.000199999999999999,-0.917440000000001,0.00562605888182066,0.0015,0.0016,0.0012,-0.0016
"2002-11",-1.79999999999972e-05,0.00223332443400965,0.00359256128486907,0.046,-0.000491216404963139,0.033043,0.00991483482323741,0.120616637644389,0.00291491775,0.00225851749600281,-0.00512820512820511,0.000218000000000003,-0.00248412163385137,0,0,0.00412614657790611,0.02,0.43652,4.60000000000002,-0.00635424940428919,1.69999999999999,0.0789,-0.00149999999999999,-0.0022,-0.00141185770750989,0.242013636363636,0.0722214670468435,0.000347360248447205,-0.0034,0.22112,0.00715216631170734,9e-04,0.001,0.0047,-4e-04
"2002-12",8.00000000000106e-06,-0.00069329859977935,0.00600126342387863,-0.022,-0.0013616415630157,0.030945,-0.0104857606593611,-0.0714010761240047,3.57320299999997e-05,-0.605556938551004,0.0385309278350514,-0.000734000000000005,0.000813390160727012,0.00957592339261293,0,0.00878358767548071,0.007,0.74173,4.5,-0.00319744204636285,1.70000000000002,0.0766,-0.00140000000000001,-0.0015,-0.00204545454545455,0.223643181818182,0.0563989378012022,-0.00075487012987013,-5e-04,0.15418,0.00205150864789805,7e-04,6e-04,0.000200000000000002,3e-04
"2003-01",0,-0.00356120344694517,0.0149659863945579,-0.004,-0.00153958726927967,0.027868,-0.000199170197463849,-0.215973223725001,-0.00175727273,-2.368797487951,0.0242585928775283,-0.001745,-0.000844407530454006,0.00271002710027113,0.00425079702444209,-0.000620854659438508,0.006,2.02792,4.59999999999999,0.0994386527666398,1.5,0.0778,-0.0011,-0.0015,-0.00169268774703557,0.20664347826087,0.0706354020514353,-0.00106857707509882,-5e-04,1.33464,0.00125988220101414,0,0.0012,0.000400000000000001,-2e-04
"2003-02",2.99999999999988e-05,0.00397028061799039,0.00742421117756242,0.022,-3.58561779276501e-05,0.027635,0.0108251531815142,-0.296055136284011,-0.002949,-4.54787351808601,-0.041250227148828,-0.001768,0.00249302649930261,0.0067567567567568,-0.00211640211640218,-0.00168189463157409,0.006,2.87037,6.09999999999999,0.0838803792851932,0.0999999999999943,0.0749,-0.0018,-0.0022,-0.00217913043478261,0.20718,0.0222647353111705,-0.00207869565217391,0,1.33572,0.000723520714712489,-9e-04,-0.000399999999999998,-0.0015,-6e-04
"2003-03",0.002451,-0.00206652857981251,0.00368474923234396,0.00799999999999995,-0.000929276855566564,0.02749,0.0203387173176472,-0.298280519113007,-0.0029972381,-5.23216643693199,-0.00195855446044979,0.001112,0.00167364016736404,0.00402684563758382,0,0.00980481437634695,0.004,3.09659,6.09999999999999,-0.00874831763122463,0.300000000000011,0.0758,-0.000999999999999994,-0.0012,-0.00109571428571428,0.20447619047619,0.0437870877104694,-0.000103809523809523,-0.000700000000000001,3.35075,0.00191751540299268,-0.002,-0.000299999999999998,-0.000499999999999997,-9e-04
"2003-04",0.002453,-0.00106176293190712,0.000407913522333159,-0.00899999999999995,0.00247224509643545,0.025605,-0.0293934399509129,-0.218632795873006,-0.00134638095,-6.56917769050301,0.0103817180477306,0.00142,-0.00251466890192786,0.0574866310160427,0,0.00396801539109015,-0.004,0.92002,5.19999999999999,-0.0930074677528854,0.799999999999983,0.0751,9.99999999999959e-05,-9.99999999999994e-05,0.000172077922077921,0.181159090909091,0.0904271335217715,0.00225335497835498,0.000100000000000001,0.57665,0.010228092743074,-0.0011,0.000999999999999994,0.0015,-9e-04
"2003-05",4.30000000000014e-05,-0.00035166112825036,0.0193679918450562,-0.085,-0.00387687280246503,0.025571,0.0307142393925688,-0.0625740698479973,-0.00285889178,-6.71817167118,0.0322661487375477,-0.002466,-0.00252734790479481,0.0847029077117574,0,0.00684172704952379,-0.007,0.66108,5.59999999999999,-0.109281437125748,1.19999999999999,0.0696,-0.00439999999999999,-0.0014,-0.00412549407114624,0.162139130434783,0.0721699458212779,-0.00322045454545455,-0.000100000000000001,2.80092,0.0118947793409732,-0.0018,-0.0019,-0.0033,-0.0015
"2003-06",3.29999999999983e-05,0.00014968247646502,0.00330000000000008,-0.016,0.00126135739134559,0.022133,-0.0260979155006016,0.165457308672998,-0.000887333330000002,-3.78258082453,0.00151735858218016,-0.00106999999999999,0.00166363842834427,-0.00233100233100236,0.00636267232237553,0.00741974335717366,-0.006,-1.40103,5.09999999999999,0.00672268907563023,1,0.0693,-0.0025,-0.0017,-0.00215610766045549,0.149385714285714,0.0458249497639527,-0.00130909090909091,-0.0018,2.75634,0.00506414584740034,-0.0026,-0.000499999999999997,-0.000899999999999998,-0.0028
"2003-07",-0.002502,-0.00330485353719382,-0.0076746735771952,-0.028,0.00085398577527524,0.020783,-0.0212310592897887,0.436500090239988,0.00385217392,-6.45422476069101,-0.0239379431549602,0.002951,-1.14521300962345e-05,0.0210280373831777,0.00632244467860898,0.00599244302751223,-0.009,-6.97968,3.40000000000001,0.0442404006677797,-0.299999999999983,0.0752,0.00559999999999999,8e-04,0.00397784679089027,0.146404347826087,0.0243705777933345,0.00369673913043478,0,-3.86338,0.00448896082083872,-7e-04,0.0041,0.0067,-4e-04
"2003-08",2.50000000000007e-05,-0.00018138364173919,-0.0065287263961431,0.062,0.000620869435074143,0.020981,0.013041672454414,0.700143470857,0.00751954545,-6.851696721783,-0.0189991307587234,0.001962,-1.1530035742946e-05,0.0411899313501143,0,0.00969805452037908,-0.001,-3.91888,3.09999999999999,0.0927258193445244,1,0.0794,0.005,0.0021,0.00521739130434782,0.144981818181818,-0.0143075855481354,0.00150802277432712,3e-04,-4.43398,0.0052593178087188,3e-04,0.000800000000000002,0.0042,2e-04
"2003-09",-0.002482,0.00218363372519107,-0.000303306035790096,0.029,-0.000653126806626134,0.020209,0.0224126242103757,0.911366606783005,0.00948925541,-7.77039591911901,0.0592405063291139,0.001092,-0.00513106266397356,0.0472527472527473,0,-0.000639358316743888,0.003,-4.10946,3.09999999999999,0.0716898317483541,-3.59999999999999,0.0762,-0.0019,-0.0012,-0.00207272727272727,0.138609090909091,0.0478233688371497,-0.00113317099567099,0,-5.83474,-0.00783258233283923,4e-04,-0.000299999999999998,-0.0017,2e-04
"2003-10",2.000000000002e-06,0.00295330203029512,0.0112257281553398,-0.048,0.0011841661169053,0.020148,-0.000839768968502463,1.0475886504325,0.00875091305,-6.958543545072,0.0107552581261949,0.001939,0.0025083268226489,0.0251836306400841,0,0.00287895310796071,0.001,-2.47786,3.29999999999998,-0.0655290102389078,7.30000000000001,0.0757,-0.000399999999999998,0.000399999999999999,-0.000418577075098819,0.1291,0.0340793760586715,-0.000972677865612649,0.000100000000000001,-4.03344,-0.00042672518897835,7e-04,-0.000200000000000002,0.000400000000000005,1e-04
"2003-11",-1.10000000000041e-05,0.00136006505056608,0.000600060006000547,0.014,-0.00120700050366738,0.01973,-0.011454083435656,1.11310531574041,0.00840480952,-5.48583330669599,0.0169661858595411,0.001579,0.00256089292233874,0.0337768679631525,0,0.00743769301030839,0.003,-2.63946,7.5,-0.0051132213294377,-0.300000000000011,0.074,-0.000200000000000006,0.001,0.00108654244306419,0.12797619047619,0.0222127112644617,-0.00176891304347826,9.99999999999994e-05,-4.33821,0.000365920595230884,4e-04,-0.0017,0,4e-04
"2003-12",0,0.00038341360896337,0.0160919540229885,-0.027,-0.00026053042222432,0.020567,-0.0152190855715691,1.12275058580501,0.00750197076,-5.04059147384899,0.0374353310469104,-0.00169,0.00172558400186562,0.0386138613861386,0,0.00307975707336716,0.001,-1.5928,7.09999999999999,0.0242290748898679,-1.40000000000001,0.0737,-5e-04,-5e-04,-0.000523498964803318,0.122404347826087,0.0319826525130829,-0.000812608695652178,-9.99999999999994e-05,-1.95401,-0.00298725842833625,-4e-04,-0.000100000000000003,9.99999999999959e-05,3e-04
"2004-01",-0.00253,-0.00067133921715209,0.0064922289986229,0.026,0.00387200968076377,0.020214,0.00545637789656928,1.09448577374501,0.00733252381,-0.999750105228998,0.0146243066061522,-0.001085,0.000867297442190718,0.0533841754051476,0.00418848167539276,0.00437589670014349,0.002,-1.98268,6.5,0.0630824372759857,-3.09999999999999,0.0729,-0.00139999999999999,-0.0012,-0.00141086956521739,0.108841304347826,0.0449025084120107,-0.000761709486166006,-0.000400000000000001,-1.3167,-0.00296563531857663,-5e-04,0.000300000000000002,-0.0011,-1e-04
"2004-02",2.000000000002e-06,0.00061648740145371,0.000195465207193157,-0.023,-0.00054442881759564,0.020315,0.0027597981475751,1.040661499401,0.00772,3.34923173350501,0.0210956483322289,0.000181000000000008,0.00174140215852014,0.00633484162895925,0,0.00488536533104766,-0.001,-3.18589,4.5,0.0182063385030342,0.5,0.0731,-0.000400000000000005,3e-04,-0.000851345755693581,0.113157142857143,-0.0116620856195995,-0.000945681818181821,0,-0.35433,0.00423170095979897,0,-0.000500000000000004,-0.0011,0
"2004-03",-0.002471,-0.0005809588280517,-0.0109439124487004,-0.002,0.0028544593079042,0.020057,-0.00863471612717726,0.969148871235006,0.00414202071,4.48115616496699,-0.00789616008653327,-0.000968000000000004,-0.00174140215852014,0.0125899280575539,0,0.00914040399732752,-0.002,-4.05536,4.5,0.00132450331125811,1.69999999999999,0.072,-0.0025,-8e-04,-0.00209648033126294,0.115652173913043,-0.00791630775279428,-0.00215782608695652,-9.99999999999994e-05,-2.92142,0.00372530458945297,5e-04,-0.000899999999999998,-0.00260000000000001,1e-04
"2004-04",-0.002523,0.00035510583937352,-0.00908911282355263,-0.025,0.0035165958819097,0.02078,-0.00278854305433385,0.891740875862013,0.004345,5.21197759539601,-0.0333624073266463,0.002482,-7.58120225596848e-07,0.0142095914742453,0,0.000239470347936255,0.008,0.0501100000000001,4.90000000000001,-0.0264550264550265,3.40000000000001,0.0743,0.00509999999999999,0.0029,0.00473354743083004,0.114509090909091,0.00629770574180122,0.00334782608695652,5e-04,1.33849,0.00505004411183108,7e-04,0.000299999999999998,0.0051,0.0011
"2004-05",2.59999999999982e-05,0.00043458433160077,0.00578265204386841,0.056,0.00063280577758831,0.020152,-0.0150962230917547,0.79547494049099,0.00752695238,6.39733158188601,0.0346830588766072,0.001548,0.00087108013937276,0.0604203152364273,0.0145985401459854,0.00759080090695297,0.013,-0.10984,4.5,0.0502717391304348,2.40000000000001,0.0756,0.0043,0.0036,0.00448674242424243,0.124571428571429,-0.0274423487164364,0.00176785714285714,0.000200000000000001,0.854649999999999,0.0081423858098495,0.0021,-0.000899999999999998,0.0029,0.0033
"2004-06",2.00000000000027e-05,-0.000790950006734435,-9.91276764471527e-05,-0.001,-0.00170441506395152,0.020277,0.00640407441293744,0.651014962227009,0.00735260606,6.086014411484,-0.0125361094456858,0.000882000000000008,-0.00174367916303397,0.0115606936416186,0,-0.00362004864003584,0.012,0.29661,5,0.036869340232859,-1.90000000000001,0.074,0.000399999999999998,0.0029,0.00152121212121212,0.119818181818182,0.0222749746464621,-0.000133766233766233,0.0027,-1.532,-0.0033327328409295,0.0054,-0.0022,-0.0024,0.0061
"2004-07",-3.20000000000008e-05,0.0014908061504331,0.00168533756320022,-0.028,-0.00093615348977771,0.020677,-0.0299840489373668,0.451254338399011,0.00278209486,6.376829625957,0.00237346138985473,-0.000917000000000008,-3.04572779574741e-06,-0.00489795918367342,0,0.0113204371063447,0.013,1.97461,5,-0.0131004366812228,-2,0.0731,-0.0024,-0.000199999999999999,-0.00168498023715415,0.118404347826087,0.0153204334021817,-0.000786363636363637,0.0016,0.40305,0.00114475071546916,0.0019,-0.0011,-0.003,0.0044
"2004-08",5.99999999999906e-06,0.00136207524692121,-0.000791765637371489,0.023,0.000702146427750032,0.020405,-0.00345285072084123,0.220911108607993,-0.000234454550000001,5.91183039676601,-0.0127202643171807,-0.00101199999999999,-0.000877947025180736,-0.00738310090237904,0,0.00448026188032302,0.003,-0.01491,4.79999999999998,-0.0037926675094816,-2.70000000000002,0.0725,-0.0021,-0.000299999999999998,-0.00156501976284585,0.119990909090909,-0.000811784614808131,-0.00105681818181818,0.0012,-1.41003,0.00364095928745511,0.0013,-0.000900000000000001,-0.00360000000000001,0.0033
"2004-09",0.002517,-0.00230278089221386,0.00118858954041201,-0.00900000000000004,0.00021794692523479,0.020518,0.000324796225566359,-0.0124474833150003,-0.001263,3.57013303374501,0.0032907579898489,-0.000962000000000005,0.00788782981074732,-0.102479338842975,0,0.00767775522322123,0,0.28278,4.79999999999998,0.0234771573604062,-1.99999999999997,0.0707,-0.0019,0.000799999999999999,-0.000995454545454549,0.11595,0.0258013511571078,-0.000702272727272728,0.0013,0.0549999999999997,0.00233855009893857,0.0012,-0.0017,-0.0033,0.003
"2004-10",0.002464,-0.00338793089743237,0.005639097744361,0.005,-0.00166309789626543,0.021114,-0.0164270486465274,-0.230131743942991,-0.00330242443,1.53009835063399,0.0184011563264399,-0.001426,-0.00177275649857633,-0.0294659300184161,0,0.00465925753360841,0.005,0.51698,4.59999999999999,0.0706757594544325,-3.10000000000002,0.0701,-0.000300000000000002,0.0011,-9.54545454545444e-05,0.115036363636364,0.0158882314350681,-0.00034220779220779,0.002,0.19712,-0.000867432400095569,0.001,-8e-04,-0.0014,0.0029
"2004-11",1.69999999999997e-05,-0.00218357885983931,0.00678799803246433,-0.027,0.00237432684698081,0.02085,0.00418138299918214,-0.41459227448901,-0.00583845455,0.699600785360005,0.0411594519351492,-0.000780000000000003,-1.21405265951502e-05,-0.00759013282732457,0,0.00417388457708712,0.000999999999999997,1.96204,5.19999999999999,0.0376375217139548,0.100000000000023,0.0683,5e-04,0.003,0.0017,0.107772727272727,0.0371918055141931,-0.000450974025974028,0.0023,2.27703,-0.000568811184624152,0.0023,-0.0018,-0.0023,0.0039
"2004-12",2.19999999999977e-05,-6.04533732381302e-05,0.00586281024037527,-0.019,0.00509668830220832,0.020535,0.0206591314368278,-0.552598887976004,-0.00738428822,2.09121088862099,0.0126356629790805,-0.001587,-0.00261170974304892,-0.00669216061185463,0.0472764645426518,0.00823157065431479,0.004,0.41523,5.59999999999999,-0.0178571428571428,1.29999999999998,0.0666,0,0.0017,0.000804841897233205,0.101725,0.0307466453922247,-0.00103784584980237,0.0016,0.35043,0.00290558351306003,0.0013,-0.0012,-0.000700000000000003,0.0034
"2005-01",-1.89999999999947e-05,-0.00317454915008663,-0.00806294929084905,0.021,-0.00907004697087666,0.020771,0.00569125818445793,-0.645624473729001,-0.00662090476,-1.28159331045499,-0.0272341306824065,0.000102999999999999,0.000865050605085349,-0.0192492781520693,0.108930323846909,-8.08352980802285e-05,0.002,0.615270000000001,7.20000000000002,-0.0517045454545454,2.29999999999998,0.0641,-9.99999999999959e-05,0.00210000000000001,0.002352950310559,0.103833333333333,0.00279126440922006,-0.000571894409937889,0.0019,-0.8096,0.00149338430751778,0.0019,-0.0022,-0.00159999999999999,0.004
"2005-02",-9.00000000000206e-06,-0.00157228919288039,-0.00548428165703652,-0.00700000000000001,-0.00012410124774792,0.020585,-0.0159782092300468,-0.713997641146989,-0.006338,-2.969186567969,0.0230466255056418,0.000465,-0.00259590596669268,-0.00196270853778213,0,0.00774734232474161,0.003,0.69792,7.40000000000001,0.0389454763331336,-0.799999999999983,0.0612,-0.000899999999999998,0.00169999999999999,0.000308571428571429,0.103345,0.00922729820885371,-0.00114321428571429,0.00152372881355932,-0.57585,-0.00286302227789204,0.0015,-0.0021,-0.0026,0.0035
"2005-03",-0.000177,0.0015115478763677,0.00462826193993116,-0.00199999999999997,-0.00125058938979693,0.020567,0.00384237020435663,-0.781956235395,-0.00325687785,-2.775048396369,-0.0205504396233286,0.002076,-0.000865799571137416,0.00786627335299905,0.00884955752212391,0.00259379094579781,0.003,1.18078,7.40000000000001,0.0236447520184544,-1,0.0632,0.0032,0.0028,0.00353195652173913,0.106747826086957,-0.00382509700966471,0.00108684782608695,0.00137627118644068,-0.2191,-0.00224315836698075,0.0022,-0.000200000000000001,0.0011,0.0046
"2005-04",0.00016,-0.0001692346309789,-0.00362673985493034,0,-0.00667179052328489,0.020757,-0.00572052809279111,-0.869154514059005,-0.00703019048,-1.54795823120901,0.0156167003080845,-0.001742,0.000863552679711721,-0.00195121951219512,0.00175438596491229,0.00940150424067854,0.000999999999999997,1.90144,8.79999999999998,0.0185915492957747,-3.39999999999998,0.0637,-0.000900000000000012,0.000799999999999995,-0.000798320158102772,0.119163636363636,-0.0307868539820516,-0.00081506211180124,0.0015,-0.25608,-0.000929256594724204,9e-04,-8e-04,-0.002,0.0035
"2005-05",-8.79999999999978e-05,-0.00018226059190638,-0.00649286768322688,-0.00400000000000003,0.00304174848380547,0.0207,0.00105308056662734,-0.955149940371996,-0.00988942424,-1.799813273604,-0.0491108786610878,-0.00204500000000001,0.00260115650379322,-0.000977517106549364,0.000875656742556963,2.64225225581338e-05,-0.000999999999999997,0.25216,8.90000000000001,-0.0492256637168141,-2.20000000000002,0.0634,-0.00159999999999999,0.000899999999999998,-0.00089545454545454,0.128440909090909,-0.0306901456634078,-0.000701785714285714,0.0012,-1.17815,0.00321041735425598,-0.0014,-0.0019,-0.0026,0.0017
"2005-06",6.99999999999971e-05,-0.000268203985716027,-0.0153480542627983,0.019,-0.00230082941385034,0.020623,-0.0261816292297188,-1.00890773004501,-0.01184663637,-2.10804249399899,-0.0135306088773994,-0.001326,-0.00260040624307745,-0.00684931506849318,0,0.0101724024043861,-0.000999999999999997,-0.15297,8.69999999999999,0.0063990692262943,-0.199999999999989,0.0611,-0.0015,0.000400000000000005,-0.000831818181818191,0.119045454545455,0.0346339243421969,-0.000344318181818182,0.0018,-0.30849,0.0045160904414403,-0.0026,-0.0014,-0.0028,0.0018
"2005-07",-1.40000000000001e-05,-0.00325570621844078,0.000201126307320942,0.063,0.00172069475028558,0.020729,-0.0153676152400266,-1.009592333613,-0.01034503896,-4.981231833623,-0.0210203512684695,0.000164000000000004,-0.00260040364026515,-0.00689655172413794,0.0279965004374454,0.00908912574380438,0,-1.52352,9,0.101734104046243,2,0.0618,0.00139999999999999,0.0021,0.00172727272727273,0.118868181818182,0.0259250614912296,0.00182467532467532,0.002,-1.84428,-0.00133980409086853,-7e-04,-5e-04,-0.000699999999999999,0.0027
"2005-08",-3.99999999999984e-05,0.00109472745658422,0.00281520209129305,-0.022,-2.9253988577317e-05,0.020609,-0.0191378709356863,-0.960995872303997,-0.00866045849,-3.368705303162,0.0154345597448455,0.000238000000000002,0.000857508853892019,0.00496031746031744,0,-0.00487299118714368,0.003,1.03418,9.40000000000001,0.108604407135362,1.59999999999999,0.0617,0.000700000000000006,0.0018,0.00123418972332016,0.118278260869565,0.012608845289481,0.000394099378881987,0.0017,1.13848,-0.00113290799594534,-5e-04,-9e-04,-0.0015,0.0028
"2005-09",0.002539,0.000474580775818592,-0.00290755965510314,0.047,-0.00073432532352286,0.020941,0.047664898198567,-0.876352672336012,-0.00969136363,-0.556877007257,-0.00931067362162763,-0.00114000000000001,0.00609605397824187,-0.00296150049358335,0,-0.000442800583454805,0.015,2.10316,10.4,0.187884524372929,1.09999999999999,0.0633,-0.000399999999999998,-0.000399999999999998,-0.000552371541501971,0.119190909090909,-0.000334244857087551,-0.000863092885375491,0.000800000000000002,0.0471399999999997,-0.00844675262655215,-0.002,3e-04,-0.000300000000000001,0.0017
"2005-10",0.002452,-0.00109499421558086,-0.0025138260432378,-0.016,0.00311082170022011,0.020671,-0.00965678129252356,-0.76498343923501,-0.00705490476,-0.458603589027987,0.00634093868538765,0.00137300000000001,-0.00348735832606795,0.0158415841584159,0.00255319148936173,0.00496416938110755,0.015,1.87484,9.5,-0.0474103585657371,0.699999999999989,0.0654,0.0028,0.00339999999999999,0.00301883116883116,0.119219047619048,-0.0193646997646248,0.00163804112554112,0.00289999999999999,2.19716,0.00367237590680602,-2e-04,-6e-04,-0.000399999999999999,0.0035
"2005-11",1.00000000000065e-05,-0.00028475578931533,-0.00524193548387097,0.068,-0.000736948225940691,0.020859,-0.0280964541091402,-0.647881021483002,-0.00522872727,-0.214010378872004,-0.0284106891701829,-0.000352999999999999,-0.00086880973066894,0.00877192982456143,0,0.00656026759668604,0.005,0.31869,10.7,-0.155165202843998,-0.400000000000006,0.0661,0.0011,0.0021,0.00140844155844157,0.120636363636364,-0.00401708186726368,0.000585822510822516,0.00220000000000001,0.15342,0.00752781693308946,-0.0021,-7e-04,-0.001,0.003
"2005-12",0.002554,0.00023990113599613,-0.000405350628293499,-0.031,-0.00668899723367528,0.022757,-0.014070763314675,-0.539781310493993,-0.00541604762,-1.45732943601899,-0.00295309785755649,-0.000942999999999999,0.00086880973066894,0.00676328502415457,0,0.00400582196633059,0.001,1.35221,10.1,-0.00792079207920793,-0.799999999999983,0.0649,-0.000399999999999998,0.000499999999999994,-0.000383596837944672,0.120859782608696,0.00594749855415344,-0.000331818181818183,0.00104347826086956,0.49221,0.00404834196582726,-0.0025,-5e-04,-0.000699999999999999,0.0017
"2006-01",0.000523999999999997,0.00131047012935844,0.00283860502838595,-0.0580000000000001,0.00264799770017607,0.023264,-0.000182137120972259,-0.439560546969005,-0.00609698269,-1.111053490743,0.0286892386317441,-0.001434,0,0.0537428023032629,0.0585738539898133,0.0134320316108174,0.001,-0.42804,11.6,0.0638722554890219,-0.299999999999983,0.0637,-0.000400000000000005,0.00060000000000001,-0.000263372859025029,0.113512121212121,0.0161438320720662,-0.000944318181818185,0.00107826086956522,0.17864,0.00029647198339755,-4e-04,-5e-04,-0.0042,0.0018
"2006-02",0.00180400000000001,-0.00157941411333103,-0.00545895673271335,0.041,0.00098724190868453,0.023495,-0.0426883420742129,-0.339550671128009,-0.005336,-2.042452385793,-0.014001016202789,0.000791000000000007,-0.000869565217391233,-0.00637522768670318,0,-0.000556997278308713,0.001,0.38181,11.5,-0.0140712945590994,-1.60000000000002,0.0625,0.0016,0.00219999999999999,0.00198924242424242,0.112625,0.0135899774313271,-0.000445340909090906,0.00107826086956522,0.52077,0.00311203319502074,-3e-04,-0.0012,-5e-04,0.002
"2006-03",0.002504,-0.00080295638944827,0.00477739377922348,0.01,-0.00177005872375894,0.0252,0.00804027853328182,-0.239141508302993,-0.00644199172,-2.516895898036,-0.00664185513884907,0.001634,-7.5680175593007e-07,0.00366636113657193,0.0761828388131514,0.00537041962736384,-0.002,-0.807370000000001,11.5,-0.00903901046622257,-0.900000000000006,0.065,0.00140000000000001,0.000600000000000003,0.00120021739130435,0.111747826086957,0.0121990893340254,0.00172157608695652,0.0021,-0.000849999999999795,0.000590929236224058,-0.0013,9e-04,6e-04,0.002
"2006-04",0.000912999999999997,0.0005748946026596,0.00627212948912503,0.046,0.00414000721537385,0.026283,-0.040623990385501,-0.144484456285994,-0.00243980952,-4.056358684207,0.0424231944204276,0.00199999999999999,0.00174140215852014,0.00273972602739714,0,0.00503937007874011,0,-1.46009,10.3,0.0753720595295246,-1.40000000000001,0.0688,0.0026,0.0014,0.0020871635610766,0.108133333333333,0.0210859231355667,0.00264217391304348,0.0011,-0.78565,0.000501993208327223,-0.0012,0.0011,0.0018,0.0011
"2006-05",0.003944,0.00083621855658642,0.0099527495727354,0.071,-0.00391610188759639,0.025768,0.0329449034502727,-0.0863745900630022,-0.00104763636,-0.301524629865,0.0394802322366601,0.001311,-0.00174140215852014,0.0036429872495447,0,0.0026324036352241,0.008,2.90571,10.3,0.015625,-0.199999999999989,0.07,0.0012,0.000899999999999998,0.000943271221532087,0.106078260869565,0.0209372795129559,0.000559999999999998,0.0014,1.29852,-0.00197745115400505,0,4e-04,0,7e-04
