"","AUTPROMANMISMEI","LCEAMM01ATM661N","AUTPRMNCG01IXOBSAM","AUTPRMNCG02IXOBSAM","PIEAMP02BEM657N","BELPPDMMINMEI","BELPRMNCG02IXOBSAM","BELPRMNVG01IXOBSAM","BSSPFT02BEM460S","DNKPRMNCG02IXOBSAM","DNKPRMNIG01IXOBSAM","DNKPRMNVG01IXOBSAM","DNKPROMANMISMEI","DNKPIEAMP02GPM","DNKPIEAMP01GPM","PIEAMP01DKM661N","BSCICP02IEM460S","BSSPFT02IEM460S","IRLPIEAFD02GPM","IRLPROMANMISMEI","PIEAFD01IEM661N","IRLPIEAMP01GPM","BSCICP02NLM460S","BSFGLV02PLM460S","POLPROMANMISMEI","BSPRFT02PLM460S","ESPPROMANMISMEI","BSSPFT02ESM460S","BSPRFT02ESM460S","BSPRTE02ESM460S","ESPPIEAMP02GPM","SWEPROMANMISMEI","BSSPFT02SEM460S","BSCICP03SEM665S","BSPRFT02SEM460S","LCLCMM01SEM661N","SWESLMNTO02IXOBM","BSCICP02CHM460S"
"2003-06",0.0171821304894042,1.7848251678697,0.00829015539739419,0.0237068965980032,0.00132978723404255,0.00132978723404253,-0.0237623762376238,0,-0.086,-0.070879120879121,0.0290697674418605,0.0441501103752759,0.0113519091847265,-0.00313153083974305,-0.00127713920817369,-0.00127713920817363,-0.036,-0.002,0.0016393645686766,0.00323974082073386,-3.28488132094941,-0.0066933872172618,-0.109,-0.043,0.00863930885529141,0.000999999999999973,0.0149735976396344,-0.043,0,-0.046,0.00220822612832774,0.00372786579683138,-0.082,-0.00613552456147326,0.091,3.00513113407541,0.300025002083501,-0.213066666666667
"2003-07",0.00450450443487926,1.6454854520499,-0.00102774926690652,-0.00315789476782369,0.00265604249667995,0.00265604249667994,0.100405679513185,0.0207972270363961,-0.117,0.010053222945003,0.00659133709981163,-0.0454545454545454,0.00204081632653064,0.00836388796574218,0.00639386189258313,0.00639386189258317,0.011,0.082,0.00373250283920012,0.0258342303552217,-1.53558307533541,0.0269820796909095,-0.1,-0.074,0.038543897216275,-0.000999999999999973,0.00951945596779624,-0.01,0.025,0.028,0.00327594982967673,0.0102135561745589,0.018,-0.00211805922139408,0.055,3.20886883808041,0.200016668055696,-0.206633333333333
"2003-08",0.006726457498067,2.5284319785673,0.0133744856288349,0.0707497358601183,0.00132450331125828,0.00132450331125811,0.0497695852534563,-0.0730050933786079,-0.074,0.107142857142857,-0.0112254443405052,0.0143964562569214,0.0091649694501017,-0.00208767587638426,0.00127064803049555,0.00127064803049559,0.083,-0.035,0.00457667697361507,0.0398740818467995,-1.1002373581012,0.0040810253909651,-0.101,-0.054,0.00618556701031014,0.033,-0.019500156945093,0.038,-0.018,0.059,-2.39156903364401e-05,0,-0.002,0.00245806101298229,0.183,3.0560655600766,1.10009167430621,-0.180733333333333
"2003-09",-0.00111358582941556,0.175301830038507,0.00913705594636816,-0.0493096646376593,0.00396825396825412,0.00396825396825418,-0.105355575065847,0.0256410256410247,-0.039,-0.032258064516129,0.0331125827814569,-0.00764192139737974,0.0171543895055499,-0.00623700623700608,-0.00634517766497462,-0.00634517766497467,0.064,0.011,0.000940242373589647,-0.0887991927346111,-1.7572136222911,0.0002534097737801,-0.085,-0.04,-0.00204918032786983,-0.049,0.00915319827645922,-0.011,-0.064,-0.002,-0.00220357811498502,0.00459558823529416,0.067,0.00276749054838099,0.189,2.54672130006381,6.9005750479206,-0.186566666666667
"2003-10",-0.00334448158739442,1.8014341961033,0.00503018104608555,0.00726141089649746,0.00131752305665335,0.00131752305665334,0.0107948969578018,-0.00892857142857029,-0.047,0.0459016393442624,-0.00915750915750912,-0.00440044004400442,-0.0138888888888888,0.00106446352015134,0.00510855683269477,0.00510855683269473,0.135,0.007,0.00556350580023758,0.148394241417497,-1.75721362229099,-0.00692637058331383,-0.078,-0.039,0.0205338809034901,0.00800000000000001,0.0473580773134898,0.033,0.065,-0.026,-0.00109874298570334,-0.00914913083257085,-0.054,0.00207194572932035,0.215,3.0051311340753,2.6002166847238,-0.157566666666667
"2003-11",0.00894854599266059,2.84218765092911,-0.0210210211209835,-0.0185375901877574,0,0,-0.00873786407766997,0.0558558558558548,-0.008,-0.0470219435736677,-0.00092421441774504,0.00552486187845314,-0.00603621730382298,0.00414617278843882,0.00127064803049555,0.00127064803049559,0.126,0.431,0.00378010584296361,-0.00192864030858375,-1.3851909184726,-0.00018456383667747,-0.065,-0.034,0.00804828973843219,-0.024,-0.0238896753130646,-0.012,0.00899999999999999,0.081,0.00764828810698396,0,0.013,0.00141531445872034,0.248,3.1579344120792,-2.00016668055669,-0.130533333333333
"2003-12",0.0199556539918957,0.259646938049698,0.00511247451136176,0.0188877230573747,-0.00263157894736842,-0.00263157894736843,-0.0127326150832517,0.0511945392491469,-0.009,0.025767543859649,-0.0027752081406105,0.0153846153846156,0.00708502024291491,-0.00831600831600829,-0.00888324873096462,-0.00888324873096447,0.095,-0.181,-0.0136464333584889,-0.0521739130434772,-2.2637977296181,-0.00787525417215627,-0.032,-0.088,0.0339321357285429,0.028,-0.00514308481914372,0.005,-0.00499999999999999,-0.024,-0.00217964369979951,0.0129270544783011,0.003,0.00156783457270238,0.236,2.750459004069,5.1004250354196,-0.0818666666666667
"2004-01",0.00869565217049839,2.7226204431897,-0.00915564597683782,0.0370751801606191,0.00395778364116095,0.00395778364116084,0.0446428571428572,-0.0633116883116887,0.01,-0.0203099946552645,-0.0241187384044527,0.0411255411255411,-0.0301507537688442,2.93892905423798e-05,0.00256081946222806,0.00256081946222797,0.16,-0.035,0.00180504315661627,-0.0417940876656467,-2.0500825593396,0.0106539003419508,-0.03,-0.02,0.013513513513512,0.011,-0.0430609219442324,0.024,-0.022,0.017,-0.00557649096039671,0.0164083865086599,0.054,0.000775780238507329,0.262,2.6485901520665,-1.50012501041759,-0.108333333333333
"2004-02",0.00538793104860402,1.1936320960596,-0.0205338809688922,-0.0198609732457141,0.00131406044678055,0.00131406044678073,0.0104463437796771,0.04679376083189,0.05,0.00327332242225853,0.0285171102661597,0.00831600831600832,0.0145077720207254,-0.00103519668737067,0,0,0.075,-0.103,0.00449353347660526,0.012765957446808,-1.46434468524251,0.0166412472988685,-0.04,0.002,0.0114285714285731,0.003,0.0407872595272183,0.028,0.078,-0.102,0.00104226148547653,-0.0026905829596412,-0.04,0.000714295024885958,0.27,2.0883114660523,3.80031669305771,-0.102033333333333
"2004-03",0,-1.36888925135581,0.00524109022227948,0.00303951370801325,0.015748031496063,0.015748031496063,-0.0695488721804511,-0.0231788079470208,0.054,-0.0119630233822731,0.034195933456562,-0.0608247422680412,0.0122574055158324,0.00417972831765919,0.00510855683269477,0.00510855683269473,0.008,-0.099,0.00334693046390583,0.0252100840336125,-0.364107327141298,0.0164191528612099,-0.028,-0.021,0.0225988700564963,-0.003,0.0132684548813249,0.019,0.004,-0.034,0.00208406101745212,-0.0116906474820143,0.117,0.00130780960005095,0.324,1.17149179802941,8.00066672222709,-0.0791333333333333
"2004-04",0.015005359018492,1.5401380722812,0.021897810207087,0.0383838384127928,0.0142118863049096,0.0142118863049094,-0.00707070707070712,0.0457627118644062,0.078,0.0390753990093562,-0.0116175156389635,0.0274423710208562,0.00403632694248235,0.0124224270865728,0.00127064803049555,0.00127064803049559,0.121,0.079,0.00344878051973013,0.0153688524590172,1.0210835913313,0.0100556631538973,-0.029,-0.041,0.0441988950276249,-0.00100000000000003,-0.0121519657631707,-0.005,-0.003,0.062,0.0181942268924551,0.0354868061874432,-0.054,0.00245851607574399,0.319,2.13924589205371,4.90040836736389,-0.0687
"2004-05",0.00105596616101744,2.67452755639241,-0.0275510203935228,-0.0262645914961599,0.0191082802547771,0.0191082802547771,-0.0132248219735503,-0.0291734197730947,0.117,-0.010593220338983,-0.0036166365280289,0.00213675213675213,-0.00100502512562806,0.00727546167443061,0.00634517766497462,0.00634517766497456,0.155,0.052,-3.9079031752314e-05,-0.0504540867810289,2.34295149638811,0.0402948834702629,-0.016,-0.006,-0.0423280423280428,-0.016,0.0198142130023815,-0.014,-0.005,-0.015,0.0128150469894097,-0.0061511423550088,0.09,0.00262457242114511,0.361,2.3429835960588,5.70047503958661,-0.0565
"2004-06",0.0116033755078679,-0.367890554719892,0.0440713535960644,-0.0129870129423441,0.005,0.00500000000000012,0.00412371134020617,0.0200333889816353,0.124,0.0326552462526766,0.000907441016333888,-0.0522388059701492,-0.0291750503018109,0.00311000859273452,0.00252206809583859,0.00252206809583866,0.127,-0.048,0.00166697482017118,0.017003188097767,2.920773993808,0.0141292819783511,-0.004,-0.021,-0.00920810313075571,0.017,-0.00929963265124167,-0.012,-0.039,0.021,0.00108210998409428,-0.00530503978779839,-0.00999999999999998,0.00223472474202446,0.318,1.27336065003189,13.9011584298687,-0.0430666666666667
"2004-07",0.00417101153181099,2.87618612123761,-0.0221105527896309,0.0151821862793875,0.00746268656716418,0.00746268656716409,0.0924024640657084,-0.00163666121112838,0.083,-0.150336962156558,-0.0398912058023572,-0.0101237345331834,-0.0300518134715027,-0.00319312416087456,0.00251572327044025,0.00251572327044025,0.086,0.048,0.000862069889140526,0.125391849529781,1.6859752321981,-0.0198614627222356,-0.005,0.011,-0.00929368029739652,-0.002,-0.00175137085713484,0.045,-0.03,0.022,0.00091322584059133,-0.0453333333333333,-0.032,0.0026669155657888,0.333,2.3429835960588,1.9001583465289,-0.0408
"2004-08",0.010384216019218,0.471224039238606,-0.0113052414772216,-0.0269192423302202,0.019753086419753,0.019753086419753,-0.0507518796992482,0.0278688524590163,0.056,0.183648566198902,0.0745986779981114,0.0443181818181819,0.0448717948717949,-1.38886811525001e-05,0.00125470514429109,0.00125470514429105,0.007,0.041,-0.00448160539671459,-0.214484679665738,4.24264189886479,0.00229466053677712,-0.012,0.045,0.00750469043151947,-0.019,0.0022422856555393,-0.013,-0.02,0.031,0.00199920066310708,0.0577281191806331,0.047,0.00223762431947949,0.306,1.6808360580422,8.3006917243103,-0.0487333333333333
"2004-09",0.00719424464793672,1.54741292962869,0.0135135134288658,0.029713114799004,0.00968523002421322,0.00968523002421318,0.0287128712871287,-0.00159489633173926,0.141,0.0340206185567009,-0.0342706502636203,0.00108813928182805,-0.00408997955010215,0.00622314622314621,0.0012531328320802,0.00125313283208039,0.097,0.027,-0.0043525265967933,0.133569739952719,3.87853457172349,-0.00325668607519971,-0.009,0.045,0.00372439478584718,0.012,0.0033997800866894,0.00300000000000002,0.056,-0.018,0.00306398376835095,0,-0.052,0.00085958911693762,0.371,2.13924589205369,7.5006250520876,-0.0357
"2004-10",0,4.6684174443452,0.0205128205797314,-0.00298507465630515,0.0239808153477218,0.0239808153477219,0.0202117420596728,0.0479233226837061,0.133,-0.02642073778664,-0.0263876251137398,-0.0695652173913044,-0.0349075975359343,-8.13676619214998e-05,0.00375469336670839,0.00375469336670831,0.086,-0.131,-0.00811709521183289,0.00729927007299147,3.6569040247678,0.00318755638266204,-0.028,0.068,0.0111317254174392,0,-0.0160148508612939,0.00599999999999999,-0.00700000000000002,-0.027,0.00619959739666298,-0.00792253521126751,0,-0.00174509129100853,0.283,2.4957868740626,-0.800066672222698,-0.0658666666666667
"2004-11",0.00714285706299966,-0.571118993728405,0.00703517591309843,0.0169660678932639,-0.00702576112412192,-0.0070257611241219,-0.0377358490566038,-0.0533536585365844,0.132,-0.0409626216077829,0.0112149532710282,0.0771028037383179,0.0297872340425531,-0.00104058272632696,0,0,0.027,0.076,-0.00262758969176365,-0.0155279503105581,2.920773993808,-0.011102228125889,-0.026,0.06,0.0110091743119263,0.00899999999999998,0.0101877956052265,0.046,0.00300000000000002,-0.074,-0.00313890599438538,0.0053238686779058,0.013,-0.000860232924762339,0.29,1.42616392803571,12.5010417534796,-0.0680333333333333
"2004-12",-0.00709219850283149,1.01440570453741,-0.0259481038522115,0.0510304215983108,-0.00117924528301874,-0.00117924528301883,-0.0323529411764706,0.012882447665056,0.111,-0.0315002669514148,-0.0369685767097967,-0.00433839479392628,-0.0123966942148761,0.00831600831600829,0,0,0.069,-0.058,-0.00544626555934679,0.0410094637223972,3.07116615067081,-0.00013950256026396,-0.024,0.079,-0.039927404718692,-0.026,-0.00633129081193373,0.011,-0.021,0.085,-0.00097820491195883,-0.0485436893203883,-0.05,-0.00147045617035213,0.315,1.17149179802939,6.6005500458372,-0.0517
"2005-01",-0.0122448980153469,2.6364239048029,0.0112704917595834,-0.128851540278158,-0.0188902007083827,-0.0188902007083827,0.0324214792299899,0.141494435612082,0.1,-0.0628445424476296,0.0662188099808061,-0.0446623093681917,0.0104602510460252,0.00399820305480711,0.00623441396508729,0.00623441396508717,0.03,-0.025,-0.00118280520900935,-0.0363636363636367,3.4352734778122,0.015968679660784,-0.025,0.052,0.0472589792060487,-0.02,-0.0143658624963854,-0.053,-0.003,-0.01,-0.001304354335044,0.025974025974026,0.02,-0.00238730592552028,0.287,1.3752295020345,2.90024168680729,-0.0118
"2005-02",0.0051652892698193,1.9234096884614,-0.0101317121794162,0.0460878884633014,0.00361010830324923,0.00361010830324915,-0.012757605495584,-0.0988857938718651,0.01,-0.00235294117647067,-0.0342034203420342,0.0205245153933866,-0.00931677018633537,0,0.00247831474597274,0.00247831474597282,0.158,0.048,-0.00170698241547933,0.0419287211740038,4.3848813209494,0.00517572242999804,-0.034,-0.002,-0.00902527075812332,0.025,0.00964864795584819,-0.00700000000000001,-0.029,-0.047,0.00073058611208454,0.0379746835443038,0.013,-0.00409588399189043,0.227,1.5280327800384,5.0004167013918,-0.0376333333333333
"2005-03",0.00924974313645421,2.35593083972621,0.0102354144526879,-0.0286885244823903,0.0203836930455634,0.0203836930455634,-0.0367793240556659,0,-0.006,0.113797169811321,0.00372786579683138,0.0100558659217878,0.0491118077324975,0.00090933020651398,0.00123609394313968,0.0012360939431395,0.131,-0.046,-0.00581153620987238,-0.0412474849094562,3.235036119711,-0.0226829263154345,-0.037,0.031,-0.0200364298724958,-0.018,-0.0735149362369367,-0.019,0.05,-0.049,-0.00043274823604279,0.0113240418118468,-0.096,-0.00510524804184487,0.146,3.0051311340754,0.500041670138998,-0.0464333333333333
"2005-04",0.0081466395074552,2.1570055512107,0.0131712260819743,0.0717299577014248,0.00470035252643949,0.00470035252643952,0.0515995872033024,0.0355486862442036,-0.022,-0.0142932768660667,0.00835654596100266,0.0807522123893805,0.0298804780876494,0.00045048011696678,0.00370370370370357,0.00370370370370376,0.101,-0.052,-0.00247018037745018,0.0556138509968509,3.1210835913313,0.0057598524762906,-0.046,0.048,0.0278810408921932,0.029,0.196637334043535,-0.07,0.01,-0.04,-0.00141675918895983,-0.032730404823428,0.013,-0.00363760385629219,0.14,1.6299016320409,3.3002750229186,-0.0440666666666667
"2005-05",0.00303030301371887,0.9910923048824,0.00399999992322475,0,-0.0105263157894737,-0.0105263157894737,-0.0245338567222767,-0.0835820895522391,-0.063,-0.0225563909774436,0.00920810313075515,-0.0808597748208802,-0.0154738878143135,-0.0074931558576421,-0.00123001230012287,-0.00123001230012298,0.045,0.207,-0.00338017820104921,0.00894632206759627,3.17069143446849,-0.007662715874518,-0.033,0.029,-0.0144665461121153,-0.001,-0.09556148210216,0.046,-0.00699999999999999,0.084,-0.0093983971642905,0.00356188780053435,-0.032,-0.000646716340577891,0.188,1.2733606500319,7.5006250520875,-0.0580666666666667
"2005-06",0.010070493358816,1.2957567601232,-0.00796812744885744,-0.0137795275584487,0.00709219858156042,0.0070921985815604,0.0764587525150904,0.110749185667752,-0.096,-0.138461538461538,0,0.0601336302895323,-0.0117878192534382,0.0042571290276707,0.00862068965517242,0.00862068965517238,0.081,-0.163,-0.00276309237024552,-0.00591133004926181,4.02821465428281,0.0147513267979344,-0.051,0.04,0.0311926605504587,0.00600000000000001,0.000764652652656794,-0.033,-0.031,0.019,0.00301864101022237,0.0283939662821651,0,0.000262905341985142,0.156,2.1901803180549,3.300275022919,-0.086
"2005-07",0.0059820538064097,2.9941430554628,0.0230923694276288,-0.0139720558876001,0.00821596244131456,0.00821596244131451,-0.0299065420560748,-0.0557184750733133,-0.028,0.0121173469387754,-0.031934306569343,-0.0903361344537816,-0.0347912524850895,0.00067924586889139,0.00488400488400475,0.00488400488400487,0.127,0.095,0.00190340867189384,-0.0297324083250741,4.09232198142421,-0.00148275095041666,-0.051,0.045,0.0088967971530256,-0.00100000000000003,0.000954074099481783,0.014,0.00600000000000001,0.041,0.00184192707430332,-0.00172562553925804,-0.027,0.0011288687690354,0.115,2.08831146605239,8.1006750562547,-0.0549333333333333
"2005-08",-0.00792864209820876,1.27186742186899,-0.00294406280516857,0.0495951415925613,0.00465657741559941,0.00465657741559933,-0.00867052023121384,-0.00465838509316829,-0.044,0.114051669817265,0.0669180018850142,0.084295612009238,0.05870236869207,0.00272799932153393,0.00364520048602674,0.00364520048602679,0.098,-0.075,0.00023937800177785,0.0388151174668028,0.842786377709004,-0.00856274943767839,-0.03,0.042,0.00529100529100424,-0.00299999999999995,0.0171912464836823,-0.005,-0.029,-0.048,0.00181132853529683,-0.0518582541054451,-0.008,0.00331915556492635,0.225,2.1901803180549,1.80015001250099,-0.0481
"2005-09",0.00899100894198335,2.3571506274897,-0.0147637795199922,-0.0270009642210973,0.0185399768250291,0.0185399768250292,0.0291545189504374,-0.00624024960998426,0.012,0.121606334841629,-0.010600706713781,0.0042598509052183,0.036964980544747,-0.00102564102564095,0,0,0.117,0.034,0.00341228422320365,-0.0255653883972473,1.67813209494321,0.0114583333333333,-0.014,0.029,0.0122807017543864,0.043,-0.00114598853246839,0.035,0.004,-0.058,0.00378345541732587,0.0446672743846854,0.072,0.00221128348933064,0.197,2.3429835960588,4.30035836319701,-0.0532333333333333
"2005-10",0.0128712871386272,2.0653555961498,-0.00999000991049226,0.0138751238844199,0.00682593856655278,0.00682593856655278,0.00566572237960328,-0.0188383045525896,0.074,-0.0685829551185074,-0.0187499999999999,-0.0296924708377518,-0.0506566604127578,-0.00035771227668532,0.00242130750605327,0.00242130750605329,0.026,0.049,0.00475924061019704,0.0221997981836524,2.36386996904019,0.0108207907399634,0,0.012,0.0294627383015598,-0.046,-0.016002203098302,0.019,0.033,0.019,-0.0022619416535626,0.0244328097731241,-0.031,0.00182287134226833,0.314,2.190180318055,7.60063338611519,-0.0192666666666667
"2005-11",0.015640273698577,2.43303795789581,0.0161453076851636,0.0166177908397518,-0.0124293785310733,-0.0124293785310734,0.155868544600939,0.0960000000000001,0.053,0.030319436924743,0.0136487716105551,0.0480874316939892,-0.0118577075098815,-0.00621118012422361,-0.00483091787439601,-0.00483091787439605,0.101,-0.046,0.00386063531445183,0.137216189536032,4.2712383900929,0.0215710357210765,0,0.024,0.0218855218855221,0.021,0.0123509360325256,0.035,-0.014,0.067,-0.00285598280485922,-0.0238500851788758,0.007,0.00143985851300399,0.265,2.39391802206009,5.90049170764199,-0.0113666666666667
"2005-12",-0.0279114533240692,3.94046507231069,0.00397219467242138,-0.025000000112859,0.00457665903890148,0.00457665903890159,-0.0982940698619008,0.192700729927007,0.032,-0.0136626379400947,-0.00448833034111307,0.02711157455683,0.0390000000000001,0.00374999999999986,0.00121359223300971,0.00121359223300965,0.093,0.063,0.00197201567130381,-0.197916666666667,4.3137151702786,-0.00219308236859087,0.01,0.023,0.0230642504118608,0.017,0.00459002761914329,-0.047,0.035,-0.017,0.00206621734638673,-0.0148342059336822,0.059,0.00294502802876018,0.319,2.2920491700575,8.70072506042141,0.00883333333333334
"2006-01",0.0188118812851377,1.0880999450266,-0.0059347180976147,0.00295858001407612,0.0148063781321185,0.0148063781321184,0.0369369369369368,-0.184822521419828,0.05,-0.0372935535428875,-0.0207394048692516,-0.00812182741116751,0.00096246390760335,-0.00091620708059083,0.00727272727272714,0.0072727272727271,0.083,-0.105,-0.00120068163567747,0.154761904761905,3.89999999999999,-0.0176480759457904,0.034,0.016,-0.0354267310789038,-0.028,0.00266409214963881,0.041,-0.102,-0.024,0.00769597581693551,0.0566873339238263,-0.013,0.00223418385240914,0.266,2.0373770400511,13.9011584298691,0.0211333333333333
"2006-02",0.0136054420240448,1.8611264676981,0.0318407959652105,0.0373647985553585,0.00112233445566779,0.00112233445566789,-0.00781928757602079,0.0300300300300291,0.1,-0.032650802434975,0.0294659300184161,0.0665301944728762,0.0221153846153845,-0.0012376237623761,0.00240673886883273,0.00240673886883269,0.157,0.039,-0.00128966798689551,-0.162136832239925,3.40000000000001,-0.0010972001802542,0.023,0.035,0.0233722871452413,-0.011,0.00297434642285133,0.02,0.028,0.085,0.00253986196447188,-0.0259849119865884,-0.027,0.000265994253528357,0.308,2.3429835960587,4.7003916993083,0.0411
"2006-03",-0.00767018216428128,1.43641162352409,0.0106075216560071,-0.00568720384677412,0.00672645739910314,0.00672645739910305,-0.0350262697022767,-0.00728862973760824,0.133,-0.0245995423340962,0.0026833631484795,-0.0767754318618042,-0.0366886171213546,-0.00261074377820043,0.0036014405762305,0.00360144057623035,0.184,0.056,0.00120275175021668,0.129753914988814,3.30000000000001,0.00629304407713485,0.032,0.018,0.0081566068515504,0.021,0.0166639854922208,-0.027,0.039,-0.021,-0.00526183306733779,0.0077452667814113,0.031,-0.000416283903075465,0.223,1.2733606500319,13.901158429869,0.0252333333333333
"2006-04",0.0125603864837702,4.400403689192,-0.0133587785842971,-0.0133460440481178,0.0111358574610245,0.0111358574610245,0.137931034482759,-0.00587371512481616,0.128,0.0158357771260997,0.00624442462087416,-0.00623700623700629,-0.01171875,0.00859319991863674,0.00717703349282311,0.00717703349282317,0.154,0.00700000000000001,0.00115596441324201,0.0386138613861384,2.40000000000001,-0.0199751172737985,0.042,0.019,0.0226537216828471,-0.00800000000000001,-0.0224191711327164,0.00800000000000001,-0.058,-0.00600000000000001,-0.000366304169977281,0.0145175064047822,-0.013,-5.97176495420459e-06,0.176,3.46354096808679,0.300025002083501,0.0634333333333333
"2006-05",0.0200381680612725,0.841713722136802,0.0125725338787719,0.0338164250214301,0.00220264317180617,0.0022026431718063,-0.0598086124401914,0.051698670605612,0.137,0.0265588914549655,0.0239361702127661,0.0491631799163181,0.0573122529644268,0.00493010792521809,0.00237529691211402,0.00237529691211402,0.102,-0.046,0.00854014905132791,0.0810295519542423,1.90000000000001,0.0072862694300517,0.027,0.004,0.0300632911392404,0.041,0.0450744547727893,-0.004,0.102,-0.066,0.00965849164371066,0.015993265993266,0.046,0.00104097877867138,0.211,2.750459004069,14.501208434036,0.0567333333333333
"2006-06",0.0102899905139746,3.9423104303913,0.0114613180454675,0.00560747669201311,0.00109890109890098,0.00109890109890109,-0.131467345207803,-0.0196629213483139,0.163,-0.0140607424071991,0.0320346320346321,-0.0019940179461615,-0.019626168224299,-0.00266703212603408,0.00236966824644537,0.00236966824644536,0.217,0.00900000000000001,-0.00247831474597274,-0.0661375661375664,1.2,-0.00830519831963068,0.052,0.01,0.00768049155145967,0.011,-0.00418376281823951,0.028,-0.019,0.063,-0.00112826044378731,-0.0165700082850041,0.02,0.00227147828625363,0.305,3.0560655600767,8.600716726394,0.0508333333333333
"2006-07",0.00833333351170462,2.5830121832183,-0.0132200189490248,0.0381040897627183,0.00878155872667411,0.00878155872667419,0.044921875,-0.00573065902578773,0.132,-0.0359383913291501,-0.028523489932886,-0.024975024975025,-0.0123927550047666,0.00351270917695259,0.00709219858156042,0.0070921985815604,0.279,0.034,-0.00370828182941904,-0.0236071765816814,1.09999999999999,0.0102564102564103,0.061,-0.036,0.00914634146341431,-0.018,-0.0186056024894949,-0.028,-0.033,0.014,-0.00129712088961887,-0.025273799494524,-0.074,0.00110153122782242,0.262,2.1901803180549,4.40036669722471,0.0604
"2006-08",0.00367309430390561,2.3316386852447,0.00287081339580064,-0.0519247993720169,0.00108813928182808,0.00108813928182805,0.0588785046728972,-0.0489913544668585,0.186,0.0195266272189349,0.000863557858376662,0.0522540983606559,0.0193050193050193,-0.00014023553538322,0.00234741784037559,0.00234741784037551,0.159,-0.071,0.0036693268048037,0.0116054158607362,1.5,0.0165332563349855,0.064,-0.064,-0.00604229607250728,0.00200000000000003,0.0154131567112092,-0.011,-0.06,0.034,-0.00503844383985916,0.0328435609334485,0.06,0.000616339834882851,0.163,2.4448524480613,12.0010000833403,0.0587333333333333
"2006-09",0.00457456586960947,3.46626790108709,0.0200381680361645,0.0519357888527496,-0.0097826086956523,-0.00978260869565228,-0.0388349514563106,0.0772727272727269,0.192,0.0551363900174116,0.0215703192407248,-0.0340798442064265,-0.00946969696969702,-0.00720288115246086,-0.00585480093676815,-0.00585480093676816,0.171,0.061,0.0012048192771083,0.00860420650095617,1.2,-0.010437925170068,0.074,-0.031,0.0182370820668702,-0.00200000000000003,-0.00758004426184822,0.027,0.098,0.019,-0.0145212063411928,0.0251046025104602,-0.032,0.00100843546276086,0.155,1.98644261404981,8.30069172431,0.0710666666666667
"2006-10",0.00728597405547582,1.14567503039301,-0.00467726854219752,0.0107719929262824,-0.00768386388583962,-0.00768386388583964,0.0275482093663912,0.0393811533052042,0.224,-0.020902090209021,0.0143581081081081,0.0786290322580645,0.0219885277246654,0.00472368052058488,0,0,0.14,0.039,-0.00243793733565066,-0.0426540284360195,1.40000000000001,-0.00410896634405939,0.07,-0.023,0.0104477611940288,0.036,0.0102101987723493,0.00900000000000001,-0.038,0.027,-0.00772613424489858,0,0.019,0.00103928454738145,0.201,1.7827049100447,11.700975081257,0.106166666666667
"2006-11",0.00542495498122308,1.8005108354788,0.00845864671728003,0.0248667847079842,0.00110619469026549,0.00110619469026552,-0.0455764075067024,-0.0392422192151564,0.143,0.00561797752808979,0.025811823480433,-0.030841121495327,-0.00935453695042099,0.00501213935683738,0.0023557126030623,0.00235571260306222,0.138,-0.039,-0.00605232273112205,-0.0257425742574261,-0.300000000000011,-0.01841134811214,0.061,-0.042,-0.00147710487444541,0.003,0.0135959653764763,-0.034,-0.006,-0.00600000000000001,0.0039521319169472,-0.000816326530612144,0.021,0.000645988422971699,0.311,1.73177048404339,10.500875072923,0.106733333333333
"2006-12",0.00539568353210695,3.83900173075041,0.00931966441725351,-0.0190641243759739,0.00110497237569049,0.00110497237569063,0.0440074906367041,0.11830985915493,0.142,0.0262569832402233,0.00405844155844148,0.0154291224686596,0.0358829084041548,0.0010519207683076,0.00352526439482975,0.00352526439482981,0.187,-0.01,0.00720130249645152,0.0945121951219516,0,0.00811707267809734,0.071,-0.052,0.0591715976331357,0.02,-0.00711818072165948,0.072,0.011,0.037,0.00095446953083272,0.0351307189542482,-0.00800000000000001,-0.00140780526586004,0.249,2.39391802206001,9.500791732645,0.096
"2007-01",0.000894454126597388,0.957337345998695,-0.0193905817074626,-0.0556537103336536,0.00441501103752772,0.00441501103752762,-0.063677130044843,-0.0201511335012601,0.13,-0.0332063146434404,-0.0396119644300728,-0.00189933523266861,-0.0464904284412033,-0.00503190693203964,-0.00234192037470726,-0.00234192037470726,0.177,0.051,0.00236582050622695,-0.00278551532033378,1.30000000000001,0.00721649484536083,0.059,-0.027,-0.0111731843575417,-0.034,0.0164533023795101,-0.043,0.02,-0.088,-0.00802175666694023,-0.02052091554854,-0.045,-0.00102609005752174,0.191,1.98644261404979,9.5007917326441,0.1183
"2007-02",0.0169794460236774,2.5899823724548,0.00564971751115673,0.0346117868973277,0.0032967032967033,0.00329670329670328,-0.0162835249042146,-0.0308483290488422,0.049,-0.0320945945945945,0,0.0114176974310181,0.0143403441682601,0.00601089345211371,0.00352112676056325,0.00352112676056326,0.22,0.053,-6.43455472881199e-05,0.0251396648044679,0.399999999999991,-0.0186496649316641,0.07,-0.023,-0.00282485875706218,-0.011,-0.0117889581605655,0.003,-0.014,0.067,-0.00406746266466416,0.00564061240934732,0.023,0.000232729907889251,0.203,1.98644261404981,11.4009500791729,0.138866666666667
