"","TRESEGAUM052N","CCUSMA02ILM618N","INTDSRKRM193N","IRSTCI01KRM156N","KORB6FARA01CXCUM","KORLOCOSIORSTM"
"1999-12",0.13442713414352,-0.00842798429345104,0,0.000300000000000002,0.0896493071189155,0.0515
"2000-01",-0.383454129514007,-0.020462791690381,0,-9.99999999999959e-05,-0.208117166337634,0.0524
"2000-02",-0.159065824099062,-0.0124939096540675,0,0.00239999999999999,-0.0374536178107606,0.0452
"2000-03",-0.532175311894017,-0.0126044819000182,0,0.000800000000000002,0.141880496325744,0.0444
"2000-04",-0.395057817501569,0.00974939439694844,0,0,-0.442568904127654,0.042
"2000-05",-2.38116757938854,0.0245980560381691,0,0.000200000000000006,-0.104281996687958,0.0417
"2000-06",-1.64757300096084,-0.00777262657125377,0,0,0.457028154878242,0.0383
"2000-07",0.701545382556088,-0.0048360790461861,0,0.000199999999999992,-0.614363919805677,0.0314
"2000-08",-0.42124618462882,-0.00986471337037609,0,0,0.405001410172041,0.0303
"2000-09",-0.0821474329048012,-0.0026341951360227,0,-9.99999999999959e-05,-0.0441619270659084,0.0318
"2000-10",-2.69144798018898,0.0160767412315277,0,0.002,-0.252852642632132,0.0286
"2000-11",0.47105105401873,0.00168400527359536,0,0.000199999999999999,-0.578375339642088,0.0221
"2000-12",0.59512782309258,-0.00738463126615407,0,0.000199999999999999,1.09066666666667,0.0155
"2001-01",-0.844276605345285,0.00896708044082284,0,-0.000499999999999994,-1.45567602040816,0.0088
"2001-02",-0.0455391249476181,0.0015396235184757,0,-0.0017,-1.19407511080009,0.0061
"2001-03",-2.72251266821218,0.00884887445624827,0,-0.00100000000000001,4.82932692307692,0.0135
"2001-04",2.97738906423382,0.0039472615872751,0,-0.000199999999999992,-4.01649484536082,0.0221
"2001-05",0.929415073752952,-0.00853171238236539,0,0,-1.34887218045113,0.0202
"2001-06",-0.576540321532081,0.00533813079896084,0,0,0.962382445141066,0.0146
"2001-07",-0.211231767610012,0.00874201890289905,0,-0.00220000000000001,1.23172923322684,0.0136
"2001-08",0.760150236438314,0.0084201586676893,0,-0.00199999999999999,-0.789603185254776,0.0082
"2001-09",-0.0470774407319394,0.0237169677611504,-0.005,-0.0028,1.21667021050393,0.0088
"2001-10",-0.442294570910368,-0.00388507793983051,0,-0.003,-0.549064748201439,0.0162
"2001-11",-0.857721683193062,-0.0180799118093268,0,0,2.33546054031057,0.0217
"2001-12",-1.60251325535387,0.0093450880968966,0,-0.000200000000000006,0.021109693877551,0.0265
"2002-01",1.28973080149284,0.0592149833728846,0,-0.000299999999999995,0.221660108675286,0.0287
"2002-02",1.68134287327854,0.0282830608642264,0,0.000299999999999995,-0.646574642126789,0.0265
"2002-03",-1.23107519363449,0.00105252401389699,0,0,-0.0789816288152756,0.0296
"2002-04",-1.27779511982773,0.0285798998323112,0,0,-0.365792366891786,0.0305
"2002-05",2.67194749577303,0.0197697354465982,0,0.00240000000000001,0.934373452204061,0.0255
"2002-06",-8.52729855944047,0.0101291973591846,0,0.000499999999999994,0.145563948278069,0.0203
"2002-07",0.484502996876713,-0.0453809543287589,0,-0.000199999999999992,2.42177022798391,0.0183
"2002-08",-0.708423845823393,-0.00893660439190425,0,9.99999999999959e-05,-0.746456332876086,0.015
"2002-09",0.712427215346871,0.0203684879994215,0,9.99999999999959e-05,-0.398041994074456,0.0147
"2002-10",-0.0289225035409808,0.00562353553762129,0,0,-0.826877808688209,0.0141
"2002-11",0.282625744426709,-0.0232572187990816,0,0,10.2632880098888,0.0122
"2002-12",0.669247989628108,0.00199146514935911,0,0.000100000000000003,0.249122036874451,0.0126
"2003-01",-0.0783794677685997,0.0290626620250363,0,-0.000299999999999995,-0.818397469688983,0.0087
"2003-02",0.307803409194913,0.0069160661106451,0,0.000199999999999992,3.76971456216739,0.0059
"2003-03",-0.304053502981129,-0.0167922735381986,0,-0.000599999999999996,-1.27020996044224,0.007
"2003-04",0.856299205420498,-0.0370556703717521,0,0,3.27702702702703,0.0053
"2003-05",0.451454525008778,-0.0277744889099365,0,-0.0018,-3.34219764788485,0.0035
"2003-06",-0.0330078481496887,-0.0219443796069837,0,-5e-04,0.570315134709784,0.0018
"2003-07",0.600607082056798,-0.00237539121171437,0,-0.0019,-0.681819266470995,0.0081
"2003-08",-0.152978015654869,0.0185400476398909,0,-0.000799999999999995,2.04072296385181,0.0119
"2003-09",-0.0489897569148176,0.00293801003066552,0,0,-0.228314218769269,0.0072
"2003-10",0.455721126779371,-0.00438607364070787,0,0,-0.594125543339299,0.0126
"2003-11",0.0856770456443912,0.0109943265186347,0,0.000299999999999995,4.01803291597764,0.0131
"2003-12",-0.0552052318683734,-0.0229594514771823,0,0,-0.522283598016446,0.0136
"2004-01",-0.215393786270713,0.00706568562402965,0,0.000100000000000003,-0.2915051573484,0.0138
"2004-02",0.297304055451852,0.00955558068528783,0,-0.000300000000000002,1.66533753709199,0.0138
"2004-03",0.385198935693016,0.00883201636370323,0,0,-0.85361653272101,0.0113
"2004-04",-0.234122056890455,0.0095303883163651,0,0,0.601901366607249,0.0113
"2004-05",-0.00667424069133371,0.00996241478573889,0,9.99999999999959e-05,0.470474777448071,0.0099
"2004-06",-0.404078862914133,-0.0162793263115816,0,0,-0.659317929573201,0.0082
"2004-07",-0.406742871602597,-0.00509228508745463,0,0,1.28150451651118,0.0071
"2004-08",0.592964882569585,0.00900262998179358,-0.0025,-0.00159999999999999,0.413383526968261,0.0041
"2004-09",-0.813054500330705,-0.00931328320801939,0,-0.000800000000000002,0.417799412196914,0.0023
"2004-10",-0.0867435708169582,-0.00712543747931116,0,0.000599999999999996,-0.34028632506316,0.0015
"2004-11",-0.00624137432493155,-0.0122492421573109,-0.0025,-0.0024,4.85575412411626,0.0019
"2004-12",2.06607733555487,-0.0143922621571119,0,-0.000699999999999999,-0.564970235599899,0.0012
"2005-01",0.534617827088008,0.00848504269224981,0,-0.000100000000000003,-0.445996993408627,0.0063
"2005-02",-0.54845988024282,-0.00192219853836861,0,0,-0.35689685162637,0.0121
"2005-03",-1.02514448853297,-0.0092696915657503,0,-0.000199999999999992,1.59147462944931,0.0105
"2005-04",-72.9658619671219,0.00959563211531345,0,9.99999999999959e-05,-0.869452678161399,0.0086
"2005-05",-0.0787135007964165,0.000693724393845851,0,0.000399999999999998,1.61704509114167,0.006
"2005-06",0.942552925285073,0.0247311269288726,0,-0.000199999999999999,-0.660841938046068,0.007
"2005-07",-0.0187956275991527,0.017395692242318,0,-0.000299999999999995,0.573049900918753,0.0115
"2005-08",-0.412128423535508,-0.0112302572739936,0,0,-0.484310581768209,0.0143
"2005-09",0.24506554636869,0.00645399936713487,0,0,1.16877637130802,0.0157
"2005-10",0.317013076487609,0.0183867786127294,0,0.0021,-0.266946549252509,0.0161
"2005-11",0.153508978952877,0.0168685453309094,0,0.000399999999999998,2.51808911859198,0.019
"2005-12",-0.306207578908614,-0.0190241307606749,0,0.0021,-0.22961168903359,0.0163
"2006-01",0.209307596334911,0.0016760657806516,0,0.000399999999999998,1.79987630778746,0.0155
"2006-02",-0.135335449387808,0.0184186696588513,0.005,0.0018,-1.02589920111917,0.0111
"2006-03",0.177743430539733,-0.00250941898792079,-0.0025,5e-04,-3.75337597725657,0.0116
"2006-04",-0.0120473882085183,-0.0228501126032203,0,0,7.65978316985028,0.0119
"2006-05",0.127654828882295,-0.0234973151819422,0,-0.000100000000000003,-0.852271372361989,0.0097
"2006-06",-0.514164501586646,-0.000391598339305577,0.0025,0.0021,-0.0607344632768362,0.0086
"2006-07",1.06496317167471,-0.00935760263493202,0,0.000399999999999998,0.473684210526316,0.0079
"2006-08",0.210110396871304,-0.0117858225438302,0.0025,0.0021,0.398979591836735,0.0041
"2006-09",-0.0260577578930975,-0.00667308500325858,0,5e-04,1.1288944461811,0.0029
"2006-10",-0.13606263818607,-0.0177200997256152,0,0.00010000000000001,-0.543292056189124,0.0019
"2006-11",-0.121260338158204,0.00613614369423687,0,-0.00010000000000001,1.86914585789304,0.0032
"2006-12",0.522062308775761,-0.0231597384752459,0,0.000300000000000002,0.79986553115195,0.0038
"2007-01",0.333230865502977,0.00649231597219235,0,0.0013,-0.512161208649815,0.0037
"2007-02",-0.216480174078285,-0.0023959608008477,0,-0.000300000000000002,-0.517292721317055,0.0034
"2007-03",0.0790401745489937,-0.00414888572783312,0,0,-0.547986251872742,0.0022
"2007-04",0.439670742865931,-0.0279841968926605,0,0.000900000000000005,2.66231234158705,0.0027
"2007-05",-0.0121449538206821,-0.0198588688208203,0,-0.000800000000000002,1.39187606473595,0.0052
"2007-06",0.0892017264865399,0.0451781594834308,0,-0.000699999999999999,-1.02697589530148,0.0081
"2007-07",-0.184549444127114,0.0169893065175168,0.0025,0.0013,-20.980198019802,0.0076
"2007-08",-0.600594991721701,-0.0068863112843125,0.0025,0.0025,-0.612817971589032,0.0041
"2007-09",-1.010348638639,-0.0329593874148338,0,0.000600000000000003,-1.92086177474403,0.0046
"2007-10",256.046455698039,-0.017503267361718,0,0.000199999999999999,-1.98158443363447,0.0049
"2007-11",0.302997057678674,-0.0249974149773732,0,0,-0.417345132743363,0.0059
"2007-12",0.264466756309657,-0.00268477312173898,0,-0.000100000000000003,1.11198865937627,0.0091
"2008-01",-0.0188059371606771,-0.0378731937106109,0,0,-2.3770256016876,0.0052
"2008-02",-0.249319934643941,-0.0390447960672359,0,-0.000200000000000006,0.185920200543138,0.0017
"2008-03",0.175909854659971,-0.0285178880135128,0,0,-0.58264341494921,0.0023
"2008-04",0.380499635412064,0.0036108751062025,0,0.000200000000000006,2.39237478897017,3e-04
"2008-05",0.0657576972706879,-0.0393798449612417,0,-0.000200000000000006,-0.0608385518185212,0.0039
"2008-06",-0.0743653135516114,-0.00547204033323934,0,-0.000199999999999992,-0.539962907356708,0.0085
"2008-07",0.0134667013917056,0.00333367828156672,0,0.000300000000000002,7.80341716260319,0.0104
"2008-08",-0.197189930685184,0.0543594107231875,0.0025,0.00239999999999999,-1.13249885513662,0.0061
"2008-09",-0.344615688099784,-0.00784492530062986,0,0,-5.05439433838051,0.0064
"2008-10",-0.831855491263434,0.0400083358869445,-0.01,-0.0034,3.0569323509712,0.0028
"2008-11",-1.52886992299742,0.0601641286958585,-0.0025,-0.0088,-0.454465406917116,0.0117
"2008-12",2.69192822553854,-0.00375355109071518,-0.005,-0.0073,-0.715439922231801,0.0103
"2009-01",-1.18046577908608,0.0132772480355092,-0.0025,-0.0084,-2.44658222952722,0.0154
"2009-02",1.06544787681879,0.043944989176111,-0.0025,-0.0037,-0.719288865124983,0.0254
"2009-03",-0.643812350370878,0.0155457306626487,0,-0.0029,1.59428571428571,0.0272
"2009-04",-5.86328166955426,0.00384359201144346,0,0.000300000000000002,0.665473568281938,0.0263
"2009-05",0.912386728400786,-0.0279784501445942,0,0.0011,0.88251501625613,0.0262
"2009-06",0.0825758387234949,-0.0298268976829082,0,0.000199999999999999,-0.624426750970864,0.0279
"2009-07",0.107237769258549,-0.014599072766678,0,0,0.44802681146242,0.0268
"2009-08",0.77427726412269,-0.0145763454688249,0,5e-04,0.27300129180422,0.0293
"2009-09",-0.104191744885734,-0.0171952105238147,0,0.000100000000000003,0.525510204081633,0.0286
"2009-10",-0.0165111726219817,-0.0106759974376638,0,0,-0.264047746632421,0.0292
"2009-11",-0.231040375210098,0.0148454760488166,0,9.99999999999994e-05,-0.292299580707525,0.0284
"2009-12",-0.216126101743485,0.00224867703108989,0,0,-0.465817575478057,0.0276
"2010-01",0.250532791594402,-0.0194196428571445,0,0,1.31875539616125,0.0284
"2010-02",-0.232651022030138,0.00924122266707816,0,0,-1.08564022512782,0.0276
"2010-03",-0.410409498514641,-0.0014099394637358,0,9.99999999999959e-05,-4.65133779264214,0.0246
"2010-04",-0.392792332825623,-0.00770725025814223,0,-9.99999999999959e-05,3.25472864666819,0.0244
"2010-05",-2.98065614242998,0.0219941289108294,0,9.99999999999959e-05,-1.76244860175238,0.024
"2010-06",0.0583275318079373,0.0153206347177166,0,-9.99999999999959e-05,-1.47010574167408,0.0241
"2010-07",-0.673254598256699,0.000354120188390317,0,0.0021,0.880446860266074,0.0224
"2010-08",4.01912837199599,-0.0164371600174632,0,0.000600000000000003,-0.80251369436415,0.02
"2010-09",-0.752110786140093,-0.0158240756292425,0,0,1.32864305353388,0.0164
"2010-10",-0.0251020907269583,-0.0330387436256883,0,-0.000100000000000003,-0.0767467703847756,0.014
"2010-11",-0.664580514173811,0.0104801364854987,0,0.0011,-0.353306251410517,0.0166
"2010-12",-0.63215249998052,-0.0127024042248058,0,0.0013,-2.09940091897865,0.0152
"2011-01",4.93272235408626,-0.00490665837858717,0,0.0016,-2.44074701089832,0.0164
"2011-02",-1.17373089830329,0.0209318877211653,0,0.000899999999999998,-0.233283149120552,0.0166
"2011-03",-6.31187140586718,-0.0264519671371479,0.0025,0.0017,-1.61872605363985,0.0121
"2011-04",-1.03145224770946,-0.0371611182203994,0,0.000899999999999998,-3.36535335552287,0.0109
"2011-05",120.603540891391,0.0115896864301723,0,0.000100000000000003,-0.720073303226651,0.0095
"2011-06",0.0214209309973641,-0.016225930006823,0,0.0019,-2.51180734159458,0.0071
"2011-07",-0.886596610449145,0.00166287931458386,0,5e-04,-5.65047943086916,0.0072
"2011-08",10.0359927618831,0.0375812386656929,0,-9.99999999999959e-05,-0.90979381443299,0.0048
"2011-09",-0.789820421566989,0.0400277780876637,0,0,-24.7467281105991,0.0031
"2011-10",1.02528575601008,-0.00597213239842354,0,-9.99999999999959e-05,-1.790345116669,0.0036
"2011-11",-0.369617409658267,0.0158115870089364,0,0.000199999999999992,-0.620240234931298,0.0027
"2011-12",0.974075159686359,0.0137312630563058,0,0,-0.975896136140278,0.0025
"2012-01",1.01013543225646,0.00853207360720898,0,0,25.4173819742489,0.0024
"2012-02",0.404472095604502,-0.0179252094916037,0,-9.99999999999959e-05,-0.0956500548312417,0.003
"2012-03",0.239871219118071,0.00573244200639089,0,0,-0.209961376089104,0.0044
"2012-04",-0.471502507801857,-0.0028988512898519,0,0,-0.920357000739014,0.0039
"2012-05",0.108658970748995,0.0207416184121385,0,9.99999999999959e-05,-10.0563882940757,0.0023
"2012-06",-0.55771015008465,0.0162027336800514,0,0,-1.36065573770492,0.0015
"2012-07",0.261162067402622,0.0260483447832578,0,-0.0018,1.91936188811189,4e-04
"2012-08",-1.19814894699757,0.00551458197030086,0,-0.000800000000000002,-0.180627292462011,-6e-04
"2012-09",-3.94479283517866,-0.0183851517681896,0,-9.99999999999959e-05,0.357573542846702,-0.001
"2012-10",0.48532686742603,-0.0210307050613892,-0.0025,-0.00190000000000001,-0.00666218034993271,5e-04
"2012-11",-0.187982117837466,0.00978964949105166,0,-0.000499999999999997,0.759907865320778,0.0012
"2012-12",-0.372758181175473,-0.0305812081933402,0,0,-1.22426668719686,0.0023
"2013-01",-1.61195435614225,-0.0106985660221577,0,9.99999999999994e-05,-2.08273257809818,0.001
"2013-02",5.04130422808441,-0.0108877029026887,0,-9.99999999999994e-05,2.86873811033608,8e-04
"2013-03",-0.873886452443538,-0.0034650919884841,0,-9.99999999999994e-05,-0.389772168496968,-5e-04
"2013-04",-3.4180604171452,-0.0167439024533771,0,9.99999999999994e-05,-1.60932044050497,-0.0012
"2013-05",-1.62953682549312,0.00469031697348887,0,-0.002,-2.10271104253912,0.0013
"2013-06",-1.64629352397178,-0.000878814092482694,0,-0.000599999999999996,-5.1967819308415,0.0059
"2013-07",0.862392170481571,-0.00650206584471957,-0.0025,-0.000100000000000003,-1.48696211273307,0.007
"2013-08",1.85259628623894,-0.00769668327477102,0,0.000200000000000002,-0.168272287153406,0.0076
"2013-09",-0.317714625990343,-0.00313250578083191,0,0,0.718779397930386,0.0067
"2013-10",0.139790200907618,-0.00839444123629784,0,0,0.639448568398727,0.0058
"2013-11",0.930460902721036,-0.000244062177913396,0,0,-0.405416684054584,0.00737
"2013-12",-0.359713809862919,-0.00913277222050812,0,0,-0.462871982032566,0.00799
"2014-01",-1.11666912297466,-0.00339055314742776,0,0,0.89905919247354,0.00758
"2014-02",-4.70452800492214,0.00749019607843016,0,-9.99999999999994e-05,-0.20012385179069,0.00671
"2014-03",2.47540249710779,-0.0111050886086058,0,-0.000100000000000003,-0.229247311827957,0.00689
"2014-04",-0.116561415168052,-0.00149547314555631,0,0.000100000000000003,-0.628459821428571,0.00678
"2014-05",0.684488258434839,-0.00234188973493665,0,0,7.96320216281165,0.00592
"2014-06",-0.00585728670156938,-0.00328159589847377,0,-0.000100000000000003,-0.23989141545319,0.00492
"2014-07",-0.238022032775439,-0.0096215503550775,0,0.000100000000000003,-0.266396243469059,0.00275
"2014-08",-0.205090670060031,0.0218093362257563,0,-0.0015,-0.751510051987859,0.00433
"2014-09",-0.354857871055938,0.0386771321270567,0,-0.0011,1.02854033135808,0.00419
"2014-10",-2.5555017029855,0.0269348615215481,0,-0.0017,-1.14754977942053,0.0036
"2014-11",-0.699020721273133,0.0267689545417444,0,-0.000800000000000002,10.7070707070707,0.00345
"2014-12",-1.5392088326603,0.0270135237943849,0,0.000100000000000003,0.0334771354616048,0.00347
"2015-01",-3.57852911382028,0.00288318695434508,0,0,-2.34516613791952,0.00168
"2015-02",-1.12342320422484,-0.0129121860700997,0,0,-0.950597055683821,0.00126
"2015-03",-9.17409518622666,0.0268942945516653,0,-0.0017,13.4874371859296,0.00149
"2015-04",1.86977054634705,-0.0143951970527357,-0.0025,-0.000900000000000001,0.18054110301769,0.00127
"2015-05",0.108752765076574,-0.019603577471599,0,9.99999999999994e-05,-0.148494197149993,0.0037
"2015-06",0.216241257366154,-0.0099170904787389,0,-0.0017,-0.654842828059763,0.0047
"2015-07",0.144228149204728,-0.00927048420452237,0,-0.000900000000000001,-1.97250824752574,0.00568
"2015-08",-0.100607207419117,0.0147419221053418,0,9.99999999999994e-05,2.990234375,0.00456
"2015-09",-0.447572004632485,0.0172620535442858,0,-9.99999999999994e-05,-1.14627611613468,0.00366
"2015-10",0.375250635460605,-0.0116331772171023,0,0,2.92691088411412,0.00304
"2015-11",0.0895455268002459,0.00610649922786877,0,9.99999999999994e-05,-0.276718841099699,0.00455
"2015-12",-0.121046526475313,-0.00193021418670125,0,-9.99999999999994e-05,-2.18751162646493,0.00422
"2016-01",-0.428537254325209,0.0171943152835166,0,9.99999999999994e-05,-1.18808417315023,0.00282
"2016-02",0.758259200659731,-0.0102629040038593,0,0,-5.41699056079956,0.00096
"2016-03",0.124425792030056,-0.0109149935870498,-0.0025,0,-0.935323695788812,0.00121
"2016-04",-0.493208297460268,-0.0227195305369522,0,0,-13.7949465500486,0.00079
"2016-05",-0.970164246289454,0.00966744936793695,0,0,-0.694895944098435,0.00061
"2016-06",10.5376890446393,0.0111548087236313,0,-0.0021,-2.98879761015683,0.00126
"2016-07",0.629203737555894,0.00020541417896669,0,-5e-04,-3.4618850920015,0.00016
"2016-08",0.292005772225567,-0.0160825446102207,0,0,0.570571486678869,0.00034
"2016-09",-0.866611080885093,-0.00781580323129738,0,9.99999999999994e-05,-0.383813531887342,0.00113
"2016-10",-8.83112677186462,0.0127304476579049,0,-9.99999999999994e-05,-0.884259745718189,0.00182
"2016-11",-0.57608409690103,0.00765587877728424,0,0,-3.34725374489333,0.00509
"2016-12",3.75645716604078,-0.00379688442567705,0,-0.000100000000000001,-3.64378263391994,0.00653
"2017-01",-0.247009979157093,-0.00231530953907633,0,0.000200000000000001,-0.81310803891449,0.00581
"2017-02",0.394780918755406,-0.0236578718745163,0,-9.99999999999994e-05,-1.59334637964775,0.00631
"2017-03",0.739075254702497,-0.0210468571375283,0,0,-5.15303430079156,0.00679
"2017-04",-0.12768605399715,-0.000332884723031501,0,0,-1.27144218551461,0.00629
"2017-05",-0.284224379359165,-0.0144284181638072,0,0,-1.45933294324166,0.00676
"2017-06",0.78597542606627,-0.0180254383689886,0,9.99999999999994e-05,2.90573248407643,0.00624
"2017-07",-0.333881905829594,0.00539124029169047,0,0,-0.579908675799087,0.00702
"2017-08",0.571889443438036,0.0136179680680935,0,-9.99999999999994e-05,1.69409937888199,0.00757
"2017-09",-0.397892708996843,-0.0181978931722256,0,0.000200000000000001,-2.80720461095101,0.00739
"2017-10",0.550286282902789,-0.00600392748245437,0,-0.000100000000000001,-3.275554138096,0.01007
"2017-11",0.159524711764415,0.0013328847248828,0,0.000200000000000001,-0.0402943237561317,0.01095
"2017-12",-0.211532773377277,-0.00416687436421359,0,0.0025,-0.441986126323476,0.00788
"2018-01",-0.380419488590869,-0.0221097543242409,0,-0.000200000000000001,0.88968856320335,0.00954
"2018-02",0.195804671198002,0.0202239203838632,0,0,-0.889412090575445,0.01047
"2018-03",-0.950762547759282,-0.00630619380619279,0,0,6.43769567939887,0.01011
"2018-04",-4.47503440356013,0.0184362361553672,0,-0.000200000000000001,1.62586293988887,0.00966
"2018-05",-2.72421998884221,0.0151744188769569,0,3e-04,0.188810516191087,0.01032
"2018-06",-2.84074496549188,0.00403346960855044,0,-9.99999999999994e-05,-0.197497235632029,0.00952
"2018-07",-0.652859461567578,0.0113175482948908,0,0,-0.500907380024197,0.00848
"2018-08",1.8274160769879,0.00579280044629393,0,9.99999999999994e-05,-1.83199784526295,0.00742
"2018-09",-0.438424677720215,-0.0209971776871276,0,0.000400000000000001,-2.53512463580447,0.00588
"2018-10",2.94593988577358,0.0187584751690788,0,-0.000200000000000001,0.137494727962885,0.00644
"2018-11",0.154712615418861,0.0133100438191651,0,-9.99999999999994e-05,-1.01946607341491,0.00538
"2018-12",-0.109174884221066,0.0130753773540802,0,0.0026,-16.2309523809524,0.00123
"2019-01",-0.312593960204241,-0.0171046187379218,0,-0.000199999999999999,-0.742535563545412,0.00129
"2019-02",-0.157375747353024,-0.0171818106831001,0,9.99999999999994e-05,-4.55980570734669,0.00109
"2019-03",-0.359424377870237,-0.00239388698699783,0,0,-3.48439365512536,0.00078
"2019-04",-0.656803001487782,-0.00626503284789393,0,-9.99999999999994e-05,-1.75882191404641,0.00021
"2019-05",3.90197924182889,-0.00044693732487433,0,0,0.207454989595585,-0.00034
"2019-06",-0.758163647833582,0.00109985843406202,0,9.99999999999994e-05,0.0815225535741047,-0.0023
"2019-07",2.82679266849145,-0.0146353726647652,0,-0.0013,-2.15331855341555,-0.00209
