"","ARGXTEXVA01GPSAM","IMP3570","XTEITT01BRM156S","EXP3510","BRAXTEXVA01NCMLM","XTEXVA01BRM657S","XTIMVA01BRM657S","IMP3510","BRAXTIMVA01NCMLM","XTEITT01CNM156S","XTEITT01INM156S","EXP5330","XTEXVA01INM657S","IMP5330","XTIMVA01INM657S","MEXXTIMVA01NCMLM","IMPMX","RUSLOCOBXNOSTSAM","XTEXVA01RUM657S","RUSXTEXVA01NCMLM","TURLOCOTXORSTM","TURXTIMVA01CXMLM","TURLOCOMGORCXMLSAM"
"1999-05",-0.00142339730364582,15.9,0.010252477469068,-227.4,2083446213.38183,0.134270821515752,0.12222666268308,59.8000000000001,500190136.248191,1.09285307734693,0.769446526834958,-24.2,-0.00764549749726858,-33.6999999999999,0.0638768440817072,19606838260.5472,997.5,0.00143732560115684,-0.120425860324995,-33173951300,0.047,-765453121,-0.0213520434374536
"1999-06",0.019636973956209,21.5,-0.0622020270646,-215.3,1959295495.2003,-0.0489063344966076,0.0165842401081213,116.5,1012562205.95626,1.09528824220233,0.770893440823374,38.8,0.0316298919644615,-37.8000000000001,0.0296935935832514,20433915363.8427,1567.2,0.00135355466094844,-0.0073247078638544,2562368300,0.04,-580943618,0.0315607589912601
"1999-07",-0.0550993795941587,50.1,0.062659892534048,-114.2,1631316423.68371,-0.0680015259688507,-0.128456193939791,49.6999999999999,-1464756632.1028,1.22617159988521,0.77154258233355,40.3,0.118229538397274,57.6,0.11728870994801,16245049794.3118,1815.3,0.00125949794505686,0.103503577286499,17897563200,0.057,-574394967,-0.00639457947493027
"1999-08",0.0784612848386866,66.5,-0.0669087098344061,-161.6,3359616765.77995,0.0281557344756984,0.104669582632271,165.3,2550770892.66611,1.26909304841407,0.750570181972143,-24.2,-0.00465510350994534,61.8,0.0231567815985512,25271487021.628,1711,0.001151687890389,0.0135186625315753,-645755200,0.026,-551075444,-0.0737121099803182
"1999-09",-0.0330372618994362,42.2,0.0588360680029141,-64,2581149512.5191,0.0107429980845186,-0.0513373214320133,173.5,-2256697190.0236,1.2060244281477,0.689947714295099,-2.19999999999999,-0.0195628982714563,-6.60000000000002,0.0665835085901678,2579786740.74402,1508.4,0.00103530516127015,0.0305520187029432,-39267523700,0.12,-16072567,0.163483411972558
"1999-10",0.0379512917798477,27.1,0.018451151942392,-129,3696756889.04372,0.0879535972422498,0.0673938513471738,144.5,1029699795.45402,1.22971837332133,0.771859291374973,-0.800000000000011,0.0272789846287908,15.7,-0.0817383488052086,10828539399.09,1039.3,0.000914286167706058,0.0967924553861435,14853150200,0.136,-78618006,-0.0116044408508298
"1999-11",0.0565337907118103,67.3,-0.0255529706402859,-112.7,3294932446.45506,-0.0299514128285609,-0.00388170292525724,191.9,798937059.793101,1.17744650753677,0.761159512403872,77.7,-0.0343893432045672,47.6,-0.0208155515991508,18734524518.787,1801.2,0.000781523204377521,0.0420892138454591,18041915800,0.141,336502119,0.0491714461079216
"1999-12",0.0341205424738232,66.7,0.0985367118989781,-277.6,3846687090.16079,0.101544345679483,-0.0018928090152902,151.9,-288330765.400701,1.32356451959539,0.680529979734036,-140.8,-0.025602380212204,-53.5,0.0898447375603236,13254348306.647,1647.2,0.000637055943647935,0.129618475107242,9770300000,0.202,564097328,0.0939494048953402
"2000-01",-0.0398743828056456,80.5,-0.0358502991512002,-98.5999999999999,1789433120.92145,-0.0763064721073893,-0.0436331096701797,331.4,-1909763554.97738,1.08632314304335,0.693182536244672,-43,-0.0844407582176538,14.6,-0.101152323266947,19138599834.885,2140.3,0.00049040456295768,0.0424851439940245,-11595863900,0.206,1002556339,-0.0776729355560921
"2000-02",0.0264830045874401,70.9,-0.038475208325472,141.5,1068612496.87445,0.113076350744232,0.156998850930686,334.7,178787376.186839,1.05478229121739,0.719712426021249,120.2,0.201288695395809,28.5999999999999,0.157007041326163,27305963716.179,2435.2,0.000343329439076223,0.0680468124584719,23531671900,0.274,1143393756,0.206602685584211
"2000-03",0.0387274087581589,6.69999999999999,0.0441325468098821,161,524899550.672421,-0.0371614177978798,-0.0788548987199596,193.3,-1086205101.66083,1.16611481981533,0.70345726188546,8.5,-0.0220566582339394,107.1,0.000541202925816451,12537669999.143,2348.3,0.000197125582421132,-0.00574824065925142,8245788900,0.272,1118903622,-0.0710399208672802
"2000-04",-0.0180122250331979,25,-0.051297791001908,-17.5999999999999,1102114179.77322,-0.0114009198209935,0.0409957010714093,129.2,787469368.292669,1.10491800364094,0.754640193858435,-21.9,0.0743972526762964,-81.0000000000001,0.00152702664908526,16333681338.7,2124.1,5.13081363808787e-05,-0.0289371984130581,-48911101600,0.239,1157408362,0.0378499352536754
"2000-05",0.0244384358408046,26.8,0.0389903393837979,100,1871764849.50535,0.049098009749754,0.00847190058012532,168.6,861140705.76881,1.1687648890419,0.864206679874881,28.3,0.0315545158512303,72.7,-0.099228786416902,37900432171.897,2426.6,-8.66363393330349e-05,-0.00283342983949256,37083605900,0.202,1288726385,0.000853120875997204
"2000-06",-0.0192016931399365,67.3,-0.0179359026420339,367.4,1171646464.51974,-0.0228461459423064,-0.00512366612273008,368.6,-1266157604.34897,1.15467867926958,0.876145599072363,-103.7,-0.00945817202667515,-87.2,-0.0229559272609885,25524827705.007,2394.2,-0.000217227451261404,0.00970018934202161,1359912400,0.14,1377991639,0.0704049957790698
"2000-07",0.0198714999593568,17.9,-0.027249531177842,270.7,1585299424.5241,0.0288182790282549,0.0579704481629062,261.2,1068686728.84842,1.06232600261775,0.810788232792548,-74.8,0.0218206944761064,-32.4,0.104189316392524,26435814407.969,1785.4,-0.000333487384271414,0.0165354764280432,-26778652800,0.155,1059442416,-0.090306634921639
"2000-08",-0.0633562313139746,55.3,0.0141390059445941,307.6,1954620459.33255,0.0373341949612992,0.0223037444815657,347.6,-110289616.966243,1.10831435445206,0.91283513523939,-17.4,7.25358590861017e-05,49.0999999999999,-0.111726737160586,29829439611.156,2634,-0.000432722498485805,-0.00626674115604696,13309179300,0.105,1700692688,0.0855839479884892
"2000-09",0.0384097005779265,68,-0.083881831893477,308.7,723136563.191239,-0.074199035039019,0.0128683130470487,136.1,-139225164.690196,1.0989067248338,0.908070773831156,35.2,0.0526258416878835,-134.1,0.0581486380182717,23721808445.046,2500.5,-0.000522633804672434,0.0238134216907063,-14019109400,0.135,999780413,-0.0307437873313769
"2000-10",-0.00255839541974793,82.1,0.015198067448152,111.7,245212062.31824,-0.0102935581748328,-0.0268751684519541,70.1000000000001,-188136844.464561,1.11454446009431,0.890954298388542,35.6,-0.0237050645816391,60.8,-0.00494907640462395,36915792540.964,2795.2,-0.00060735997805339,-0.0155486346789207,-16497550000,0.096,1465088403,0.123965117149044
"2000-11",0.0528894053064175,9.5,0.00993302084536296,114.6,807935996.705971,0.0142710817166002,0.00328513061566647,63,212338576.523298,1.03925225992249,0.818571008336893,-7.19999999999999,0.0164433963053957,-142.7,0.106323829922679,21518799045.202,1938.3,-0.000689428389159974,0.0732865464511214,10681502500,0.044,1514294243,-0.011974999285519
"2000-12",0.0880293167781522,-8.89999999999998,0.000134172661099941,351.2,520805293.526812,0.0535772180283158,0.053423094429941,134.9,91620963.4587011,1.06625985341327,0.937521709867198,19.7,-0.0256638344276074,55.9,-0.149285473480212,18646668555.393,683.699999999999,-0.000755787179935075,-0.0350770338696339,-53386010500,-0.089,3270206,-0.155486570850501
"2001-01",-0.0339051257021558,-1.30000000000001,0.070555392407384,257.3,2633454184.26349,0.100768808642823,0.0221403974489571,261,1976520202.91073,1.13287268565605,0.898117946624374,-11.1,-0.0331741529989939,74.9,0.00924408050302996,22152889105.254,1122.9,-0.000814130297674076,0.0552995710309816,17352039200,-0.056,842513603,0.159339250043744
"2001-02",-0.0793613356488811,-38.3,0.0571910173883899,111.3,817755304.96718,-0.0474550949406137,-0.0995891737642198,-40.8999999999999,-2508394407.61817,0.980298385971245,1.01215710386209,-1.69999999999999,0.0444776895915341,-178.4,-0.0732030094028448,651177439.721008,-68.3999999999996,-0.000859952736885217,-0.0433541654183028,-36086124900,-0.113,-337019845,-0.117672213907259
"2001-03",-0.0516923896076606,91.9,-0.0937077086759898,271.8,2983490330.19058,0.0636465491183999,0.16842834194453,148.4,2808655512.08761,1.13346709188104,0.826192124135513,-68.3,-0.0161078030164345,-159.2,0.205353388781585,13894375182.098,392.700000000001,-0.00089976023340943,-0.0420058059458891,-10454909400,-0.02,-1055077954,-0.227494869107787
"2001-04",0.073112595557712,3.40000000000001,0.0176524666931189,240.1,2960496106.42828,-0.0758211347802966,-0.0926590791178385,53.0999999999999,-573038075.156211,1.07336949263464,0.766805875701688,19.8,-0.120176545258579,72.8000000000001,-0.0520375078348406,12369733301.595,-74.1000000000004,-0.000918803508664356,-0.0147886275046098,14306567600,-0.015,-1453504731,-0.0284429981601868
"2001-05",-0.0144458789979378,40.1,0.00923588849104195,302.4,3067891111.94382,0.00987720670969735,0.000341462626884555,159.8,219343704.191999,1.08722562276735,0.819689540666855,74.1,0.123808210055175,39.9,0.0513038118444672,-9453504611.79102,64.0999999999985,-0.000920756594508632,-0.000483423622514413,-65408000,0.12,-1139223587,0.134981788964061
"2001-06",0.0585520761604786,-34.4,0.000278568351787967,79.2,3187772103.70536,-0.0188275666645967,-0.0191069244501596,-233.1,-259289944.648787,1.06138345460671,0.914766890180788,97.8,0.0345648148711459,1.20000000000005,-0.0729638698180012,-17776387648.922,-506.700000000001,-0.000901902747195593,0.0566295605345228,11780278000,0.127,-1665567830,-0.0869527332993659
"2001-07",-0.0492806716635026,-16.4,-0.00552889034548099,72.4000000000001,3235829919.34019,-0.0691710533459452,-0.0638810900121455,-12.9000000000001,220801546.607776,1.08786826794885,0.721372293171502,38,-0.0719689934394024,73.3,0.176829282048618,-8468083423.42401,-368.299999999999,-0.000863306276778442,-0.0917360291946091,-22766566800,0.076,-1240942436,0.0118174619011602
"2001-08",0.0620480077838115,-59.2,0.103783307684232,34.3,4379986443.4488,0.112798792579693,0.00553134962797813,14.4000000000001,-219123661.887766,1.07463307937742,0.831141217891018,57.9,0.0373718306592418,-72.6999999999999,-0.0996339969120616,-19281077503.435,-741.199999999999,-0.000796677783619137,0.0330485886770288,14588162800,0.092,-1376883187,0.166349818854487
"2001-09",-0.0705657819014064,12.6,-0.00682785106959005,-193.4,4004198801.64846,-0.0802634620693309,-0.0743935147625906,31,-1155921861.4898,1.08466538514359,0.947509829394594,-103.9,0.0292526849299984,56.4,-0.0971551919235428,-14824447008.225,-1656.6,-0.000692852667454891,-0.00634116926187425,-11051605100,-0.051,-1218542501,-0.0378694316215525
"2001-10",-0.027199065051706,-56.6,0.00656188356121001,-318.8,4835194733.85184,-0.00359867306559023,-0.00967294021957965,104.7,1358184181.09024,1.11752819178336,0.929833529863778,-10.6,-0.0126854601502416,-10.8000000000001,0.00608356352657858,-14824472524.82,-905.5,-0.000570613138530573,-0.082698175909443,-13773011300,-0.044,-1659657630,0.044476385001466
"2001-11",0.0214946852550682,8.19999999999999,0.0667505281435201,12.4000000000001,2890671900.96657,0.00457243076054628,-0.0540868891162284,139.8,-2504363882.3785,1.14800201642695,0.918021427239176,12.6,0.0256450298388646,113.7,0.038841916087264,-20886057222.909,-1066.6,-0.000441440426296236,0.0188304043837342,-17390254400,0.134,-1803041593,-0.0145311330075341
"2001-12",-0.0638636227433024,-36.1,0.0207670726312499,-310.4,1110722722.4108,-0.0424443861897371,-0.0595296408288757,-11.5999999999999,-1967641203.322,1.09050532020879,0.811287283462092,-14.9,-0.128052779584653,-55.4000000000001,-0.0133381256180738,-19383550563.694,-780.699999999999,-0.000286511233889564,-0.0689492119144126,-4575981100.00003,0.209,-996789859,-0.0996367205279433
"2002-01",0.0405708024790683,-11,-0.03055798943538,-249.2,546674691.9631,0.0319911451917939,0.0598162966585467,-267,526246202.544552,1.20026888160892,0.983806845490633,5.39999999999998,0.261716080508776,92.5,0.040462582821244,-23266663385.454,-724.1,-0.000121363346825998,0.035128159223645,2932098600.00003,0.185,-639392014,0.234533444703883
"2002-02",0.00110861591636502,-8.30000000000001,-0.0273214580627901,-164.7,705065569.521452,-0.019642337807136,0.00457480736057227,-25.7,950841504.570589,1.14839448740264,0.890125971943272,-86.5,-0.137211317543208,-22.9999999999999,-0.0464075436876135,-13138871267.49,-274.5,4.26652702547603e-05,-0.0119728587991283,1782226800,0.162,-556305133,-0.0701312095453336
"2002-03",0.0264327931615481,-94.3,0.03590525570876,-336.8,-788400130.559761,-0.000189223542291939,-0.0316258361291055,-97.2,-3002806355.98233,1.06211747836326,0.826952567058298,76.6,0.0020104519146565,56.8,0.0785570574871604,-21581777984.893,-990.400000000001,0.000208620045373253,0.120077321362586,35139103800,0.158,829721156,0.0745945074644812
"2002-04",-0.0632297561690116,15.3,-0.0696064378680998,-236.2,367343147.089699,0.0446491075968294,0.11245904544721,173,2269684031.62259,1.10473534128317,0.969941382765754,31.5,0.151464548162223,101.8,-0.0182844232667037,5811965824.20502,990.5,0.000366212541335953,0.0792862471475595,42045502100,0.177,1174581719,0.00713197108190688
"2002-05",-0.00271749695856493,-23.7,-0.05051543757957,-517.4,-1343952234.7039,-0.125753907524493,-0.0825336068476234,-0.299999999999955,-1239744472.0832,1.09321714785699,0.830907048802028,-36.8,-0.0134133153595138,-0.799999999999955,0.151670640534514,2507061061.41701,497.700000000001,0.000506189230781162,-0.0501208111810665,-30357361800,0.237,745677296,-0.0202491566481868
"2002-06",0.0055573404042847,31.1,0.0593460369766801,-497.2,-925804450.968401,-0.0160307008280199,-0.0700420468437093,195.5,-313284884.161423,1.10313042347192,0.944946283748524,0.0999999999999659,0.0235593651501486,-51.3000000000001,-0.0999671558082728,6797672148.01099,-126.200000000001,0.000621485706086222,-0.0076976275192805,-27171316500,0.169,637790404,0.0215892237730706
"2002-07",0.0328390374789428,53.2,0.11313127124989,-463.3,5974677227.1176,0.366116358224887,0.236708205167987,188.8,4843646838.85042,1.11524576537225,0.97458253743862,10.4,0.100847759025627,41,0.0673718837586623,18703579029.374,714.5,0.000693336741988793,0.0473251191106356,64122652900,0.161,1163360468,0.0625306355803708
"2002-08",-0.0398840365329849,7.09999999999999,0.10236942707389,-342.2,3486761310.1182,-0.0595960255461975,-0.133839758102987,152.3,-2556886572.118,1.07696786587629,0.92824000192019,40.9,-0.00642314746585058,-33.3,0.043181341118571,10766672278.761,289.299999999999,0.000731638902992771,0.0683646922356156,-6780163400,0.171,916672131,0.0356197626027486
"2002-09",0.124731867985192,-51.7,0.24286882817959,-196.9,8992175219.8651,0.186683237607768,-0.000522758887144237,140.9,2066939622.5141,1.09443781189953,0.880526020253265,40.9,-0.0272595841276446,45.9,0.0254513151553326,18248295853.133,721.800000000001,0.000734142833009654,0.00676199005891224,7668069200,0.151,1084910970,0.0268252506610109
"2002-10",0.0235467190153355,70.9,0.0114907558064499,25,11024418616.5025,-0.0238821436290341,-0.0311137463620913,473.9,1059862677.7109,1.08814159289029,0.870368673641793,76.5,0.0585974500646008,126.2,0.0709514576799438,12523398866.456,749.4,0.000710594166113632,-0.0186611078566354,20878924800,0.191,1465625444,0.00407848365848529
"2002-11",-0.0323507865166232,79.8,-0.15203191664633,-307,6836869062.4707,-0.099378776951383,-0.00150549362984688,113.2,-232674618.923298,1.04103960848843,0.851056960998359,105.9,-0.0763902988794841,-178.9,-0.0554322596880726,15927627685.703,610.699999999999,0.000668970823587411,-0.0209850062572751,-31650013700,0.324,1402866881,0.0867649319684896
"2002-12",-0.0719322848263239,105.5,0.0318005682256999,-217.6,8662154110.7834,-0.0377729068068823,-0.0591593307976609,266.8,1168819657.0107,1.09866522789454,0.815634467164851,79.1,-0.0849447527111799,71.1000000000001,-0.0452044766938144,25607203058.076,819.4,0.000614530314080319,0.061636399462996,56682933700,0.236,1929205053,0.0191865006188054
"2003-01",0.219560635104789,7.01432,0.000901046785140247,-206.801554,7038077644.2815,0.0668898578809727,0.066218399304386,341.333961,-693870681.075901,1.00820214222494,0.855050236029578,142.060757,0.192994522353825,-29.11626,0.138000330938435,22627035030.736,848.571871,0.000560277041396606,0.11605499487404,-4221750500,0.192,993367894,-0.0236293834266582
"2003-02",-0.0109121068960918,90.316372,-0.10494718373962,-192.372911,9048939916.6511,0.103828941592018,0.191143610511339,281.120522,2219122571.7489,1.00771335877267,0.875417982800946,123.325962,-0.0825837563068782,3.63850699999989,-0.103928647664598,23460951400.25,935.246349999999,0.000518554003259508,0.0043866046451643,5562430400,-0.005,1147852598,0.112124191031735
"2003-03",-0.0754027199151232,-15.667073,0.0586247374850899,-138.5831,7979676105.03086,-0.103377178220999,-0.141319772316428,430.855292,-1581737328.26831,1.00448821627287,0.773360460890921,-5.63844699999999,0.0272649455073574,-50.406105,0.162829303895606,31157293992.305,728.073584000002,0.00048744324669947,0.0273119346987933,-5334170300,-0.039,1816852839,0.0799114453556251
"2003-04",-0.00784799785506204,10.796557,-0.0148057753853399,-211.431408,7016835677.682,0.05420886548854,0.065597208798698,176.7636,-1332007353.52079,1.09813112638441,0.758043956313624,21.933091,-0.0104065341825345,-42.3906939999999,0.0095884974018689,14556045547.036,-316.532649999999,0.000462507617188246,-0.113864712493387,-80917262400,0.251,998531165,-0.165610765520819
"2003-05",0.162691688404682,17.498101,0.15670708506326,-86.21362,7832721083.6502,0.0451873498141521,-0.0620555348689044,137.052596,-1562962113.5776,1.06364235987883,0.800471229131246,104.944834,0.0748881872987981,-62.1521620000001,0.0179160280114991,2981519786.649,-433.804834,0.000436327064642583,0.0435021641906508,32406571600,0.143,1227367328,0.0682476938754222
"2003-06",-0.013333898246041,15.44294,-0.00270865912020013,-74.9920540000001,5837158369.6038,-0.0661554670644774,-0.0644963173940149,95.1518759999999,-436298915.218679,1.05593071820775,0.778623596128146,48.12846,-0.0417830937856706,129.924375,-0.0148961982324949,13437387654.932,108.470253000001,0.000407255958148944,0.0500660900404519,23835420900,0.143,1790512999,0.0690889025643477
"2003-07",0.00337291820765264,-5.13507199999998,-0.0741761145829303,-19.054308,-670272847.092102,-0.0430456614305529,0.00589541777590004,247.369153,-4034908533.61602,1.07610886550268,0.831618324631238,169.937954,0.0221933108738896,-138.541595,-0.0429457744288045,8446265445.28198,-168.039734,0.000371463773597425,0.0106466855232512,-22068058000,0.178,1667505662,0.00596852282822247
"2003-08",-0.183266746652562,22.874358,0.14313460756268,-102.972008,1328365068.1428,0.0950637722992816,-0.00329838780825306,53.552989,1312001328.6179,1.03813905707517,0.780462938104042,13.011553,-0.00330113206218218,19.352781,0.0620274227625199,8253581206.10901,-451.028786999999,0.000323721269784194,0.0530566804381841,-3860134900,0.209,1555950311,0.06924802163028
"2003-09",0.0741453569649445,12.211053,-0.0717083679638499,-128.64432,-447769444.119801,0.132855057539173,0.186235832108088,115.029595,1882319449.4423,1.0564193622669,0.868878244546976,87.332447,0.152060405434787,114.447016,0.0348290506085459,19338572686.547,407.725777,0.000267626754539174,-0.0297997264362228,-2786769400,0.182,1695640860,-0.035795109859356
"2003-10",0.0726663234568899,-82.51427,0.0252855075890901,-125.395296,-3019047272.8419,0.0429978700475551,0.025951218922864,-13.7903269999999,-2099185327.1438,1.07098726874146,0.819830708081664,125.929991,0.0389439407476008,-160.406397,0.101100237549985,17562414976.857,307.821721,0.000202458816789708,0.0524468587768034,18668556600,0.296,1745283478,0.0395809939364888
"2003-11",0.0228174374991704,-72.3895869999999,-0.0990220017731198,-36.7132760000001,-1005186677.5392,-0.0805967962742379,-0.0177260982526693,52.6259870000001,608261359.660599,1.04665397777411,0.807047136008172,-8.079294,-0.0380487716783834,0.541223000000059,-0.0228115292550246,16966532339.618,208.654078000001,0.000129735466668723,-0.0156043387214853,-16456637900,0.31,282657800,-0.0462467637337811
"2003-12",-0.00614601322531951,-17.963842,0.15790529226652,158.281914,786471449.4216,0.015975567059247,-0.0839188466087829,212.770755,549701056.1987,1.12816968179973,0.834701392973277,55.805812,0.123621137619316,50.020489,0.08639476189654,31786453372.525,1268.833039,5.45015555688533e-05,0.0543273439279213,9751430200,0.298,2864371796,0.122843645719446
"2004-01",0.0609836359554362,-6.85297700000001,-0.1101395325209,233.197284,61740812.0167007,0.0565310985080536,0.134324313915897,-40.9686349999999,242871293.3634,1.0230243092382,0.742134731164788,-83.230184,-0.136952419594948,-39.2941,-0.0293042660385152,6589887891.47798,370.225511000001,-2.28035992313469e-05,0.0645314573175425,-34170772700,0.203,1904400926,0.037832591448965
"2004-02",0.0457615263096015,-48.957366,-0.0428327344408799,505.517411,-1140211579.8576,-0.0356815425748363,-0.00725461747801972,-96.7940510000001,-2417161076.5357,0.832644525037894,0.831787570699608,1.10468199999997,0.194433915573481,119.384096,0.0656938430597876,17563995382.315,751.437675000001,-9.82726185196903e-05,0.0455949867798301,12226849800,0.169,1953418733,0.0617580029459044
"2004-03",-0.0186191720263044,45.652309,0.05660761938175,333.107856,5013863585.409,0.187212847806836,0.142694539943117,-21.8234689999999,5733247371.6295,1.05857376083553,0.867489017587149,93.448344,0.071145551983577,213.77914,0.0270626353613786,31873322660.403,1810.96668,-0.00016646842216872,-0.0121704084116045,2247094600,0.18,2696338768,-0.004559844727409
"2004-04",0.0363985765135812,29.087542,-0.13505967818956,257.105459,1405258591.5608,-0.150186012424287,-0.0666855522513314,126.638227,-1732681542.0395,1.02321983912057,0.818808041168824,107.703272,-0.127601943169662,-184.991385,-0.075734854552253,21581143631.601,1421.152612,-0.000223304643436339,0.0637134360255581,73011491700,0.203,2720932196,-0.0121222279192504
"2004-05",0.0218755819200404,29.776791,0.13199425305792,270.334995,5751473241.5367,0.151020729182673,0.0501753239745785,228.557029,2613980995.8583,1.01671632346783,0.775340385270568,34.2164,0.0565264736148112,23.2971170000001,0.115758173749274,44428208026.491,1554.987384,-0.000262219760224225,-0.0144546195696332,-31542153600,0.227,2458698675,0.00213571904315524
"2004-06",-0.0688807128982683,-31.938072,0.0691571074367001,130.095387,12248113952.7557,0.129678345692154,0.0800970853872414,529.847861,3594636795.7961,1.04980874581841,0.705555129572779,141.959434,0.0103469197190499,-103.809337,0.110278612057197,48241803077.821,2430.187144,-0.000284791679816321,0.0556084633913412,20660487200,0.198,2740520737,0.0463602242476417
"2004-07",0.038109656939956,70.606074,-0.0325260129470601,208.990091,9685257325.2608,-0.0663799008253163,-0.0467016908246513,376.286043,-2004169189.8192,1.04249609010949,0.765984864505783,126.588617,-0.0392672360679087,198.87645,-0.115060935076997,30931291215.208,1088.394921,-0.000295757530301866,0.0250962642950461,9765473300,0.209,2461032911,0.0452212588582246
"2004-08",-0.0464439724517516,66.118959,-0.00959223979626977,199.437003,7966850671.8264,0.00178178831414578,0.0080477204473173,172.888821,522593487.654299,1.0669672771142,0.739165949159448,185.261766,0.0239303775410209,-112.015193,0.061081307108381,51497714790.145,1875.769276,-0.000296987241771518,0.0581778339959261,22710943400,0.235,1908594910,-0.0144525589302332
"2004-09",0.0850846952937184,86.684752,-0.0241764000774802,206.806416,4553625708.7982,0.00962910436002604,0.0258004835479985,661.295548,-2571110673.9166,1.1476578885511,0.73382844119167,156.013197,0.110552594301188,-28.7766080000001,0.118630208887906,27178105299.985,1703.933424,-0.000284259189597846,0.00313989210071803,-4177744200,0.263,2281023270,0.0508396574827676
"2004-10",-0.0182973734512903,144.779768,-0.10361922014815,147.241703,1774672646.2229,-0.0297262235922751,0.0417916789388369,378.989938,-818267648.442303,1.02045910368668,0.742943485763096,111.637495,-0.0134616783428094,151.101851,-0.0255653456413909,24045090670.91,1509.363987,-0.000253431107093194,0.061515001250243,-3671294000,0.251,1512204445,0.0192521285521519
"2004-11",0.10165040092851,101.803912,0.0406523683519597,108.849373,5447999092.5216,0.0504731719951063,0.020949506811245,532.022002,2187327093.4859,1.15705771952243,0.809657178038264,156.174078,0.129902816696443,35.921643,0.0368016982742345,57145598377.216,2216.40764,-0.000199187055155536,0.0114032932805259,43998576800,0.232,3323177084,0.0606542484875423
"2004-12",-0.0318589458613607,88.960527,0.00717282895457982,74.732315,3876798374.1039,-0.000662261623405154,-0.00559347611709906,402.645611,-761753606.887199,1.19139992704689,0.712727369324048,98.786804,-0.0417454176421347,-46.0898390000001,0.0885757084506654,18736453993.691,1108.703957,-0.000134209637281058,-0.0137618064333925,-37080958299.9999,0.27,2239731254,0.0232461224561353
"2005-01",0.0576827842966097,140.095046,0.0845803511119603,8.7465279999999,3645063851.6716,0.0924247699088194,0.0323558219666789,644.705399,-1570827135.0029,1.13731038448962,0.729849396039944,172.472633,0.148063143215785,-81.6868750000001,0.121129959580458,31223456588.214,873.180156,-6.83227582600754e-05,-0.00257883190955638,-63030794900.0001,0.222,889722895,0.00417531919008929
"2005-02",-0.0586117228287961,77.262222,0.08856341072801,-208.140383,3454881768.1547,0.0446690306512238,-0.0122045235864804,498.962451,-220202358.939402,1.14808977887439,0.734248691363268,191.742869,-0.0103446087479597,-1.90489699999989,-0.0162741887195014,22800935288.255,897.902198,-1.10245221807137e-05,0.063152617700968,43527697000,0.174,2184294957,0.0434392766601204
"2005-03",0.0526129933864956,66.17643,-0.0303662274784402,-48.0536810000001,2065684997.8231,-0.0352761069784759,-0.0169253211277839,434.560307,-1472868092.9977,1.18654503836407,0.727586981607758,232.947319,0.0476758096186491,-59.5940150000001,0.0572682189634762,10117288666.6,520.546721999999,3.93822796675991e-05,0.0685645280298772,44038371200,0.15,1744465222,0.000492920213406078
"2005-04",0.0483069871526683,144.947362,0.0553241428159101,113.764436,4722571413.234,0.047203117198254,0.0121270793805051,490.145624,-177299588.497398,1.14341984821141,0.686166570869822,180.94043,-0.0694968245383385,2.68208200000004,-0.0133270468825746,26570243736.881,1705.761,8.63611344210646e-05,0.0397828533332993,-19344616599.9999,0.146,1663466015,-0.0225619092295867
"2005-05",-0.0465098476149109,55.717891,-0.20418783941372,147.336807,-402593709.554897,-0.0319920951324874,0.104554879360131,341.322614,312384896.310099,1.17231272923888,0.633143140296054,250.900954,0.00740070430710027,212.994856,0.0917668419230202,15707868586.769,1363.774043,0.000134612316383897,0.0282969933936119,42939507599.9999,0.12,1821067103,-0.0168341981683874
"2005-06",-0.00478181346982761,99.16646,0.10363004575321,258.458662,-4455961226.2914,0.0218284052609732,-0.0464381313463947,155.152647,-3071067759.3341,1.19058927871003,0.675862352151635,106.960727,-0.00503410718240149,-84.8922809999999,-0.0679228871670216,5168850377.841,998.676633999999,0.00018256790720983,-0.0363894675193214,-49947315499.9999,0.073,1479734057,-0.0109715205115378
"2005-07",0.0497170214371061,-6.08027800000002,0.16472193000911,204.306364,-911496658.759399,0.0782739756934765,-0.0252387807816325,153.575086,12698533.1925983,1.16180900546662,0.67323928050689,125.44894,-0.0321615418809374,-165.019029,-0.0283906543381393,986158384.225983,497.143656,0.000228849302117418,0.0761352572209904,40622285999.9999,0.091,867656968,0.0124145036375487
"2005-08",0.0431993377472447,132.083498,-0.27897170077611,142.086931,-364943875.255699,-0.0328761150727883,0.154888388312167,216.159385,3688320123.2834,1.1754197424219,0.677523667860068,123.627596,0.108877628607391,273.236707,0.101865532183907,14607056153.443,1616.841714,0.000272996135392223,-0.0322065826340268,-38799725900,0.131,2388819622,0.0529145432872042
"2005-09",-0.0378761142137669,62.448081,0.21251341284052,154.818123,-1307155462.3646,-0.0112603411217061,-0.138650782672159,-125.094315,-3415528024.542,1.1675493929155,0.654782050285526,128.338163,-0.0404743964576935,-97.0683079999999,-0.00714855266092866,12699593008.082,996.73774,0.000322364204694114,0.0398427643945888,11954277000,0.143,1879387293,-0.00757528727403611
