"","RBARBIS","ARGCCUSMA02STM","IRSTCB01BRM156N","IRSTCI01BRM156N","TRESEGBRM052N","IRSTPI01INM156N","INTDSRINM193N","IRSTCB01INM156N","IRSTCI01INM156N","TRESEGINM052N","CCUSSP01TRM650N","INTDSRTRM193N"
"2011-10",0.0120481927710843,0.00448279697559917,0.115,0.115,67587611134.894,0,0,0,0,13877835185.815,0.0604,0
"2011-11",-0.00143678160919536,0.00915528865220083,0.115,0.115,66218714172.305,0,0,0,0,10411676734.411,-0.0516704148264552,0
"2011-12",0.0140801644398767,0.00655479237937495,0.11,0.11,63300001511.255,0,0,0,0,-3991183953.54797,-0.0254033642293162,0.03
"2012-01",-0.0103374885983581,0.00755420835806442,0.105,0.105,56925935132.027,0,0,0,0,-10458385477.456,0.0708044676940467,0
"2012-02",-0.0260112647209422,0.0101966254815988,0.105,0.105,48425161858.646,0,0.035,0.0175,0.0175,-10848591884.12,0.0152437273927786,0
"2012-03",0.0193460203974345,-0.00192488754053854,0.0975,0.0975,47827033946.343,0,0,0.0175,0.0175,-13796576118.097,-0.0199752419536363,0
"2012-04",0.00825167612171218,0.00983659925199043,0.09,0.09,46083209019.337,0,-0.005,-0.0025,-0.0025,-20838540898.29,0.013747076607153,0
"2012-05",0.0287468030690536,0.0119101987453047,0.085,0.085,39368509435.487,-0.00130000000000001,0,-0.0025,-0.0025,-26064530600.41,-0.0497330406266094,0
"2012-06",0.0207836117740652,0.0146786230462981,0.085,0.085,38038609910.434,0,0,0,0,-26396764432.87,0.018775713062928,-0.01
"2012-07",-0.0119824646858256,0.0118451917629046,0.08,0.08,30022498321.21,0,0,0,0,-29272910166.297,0.0112525827888523,0
"2012-08",-0.0119305856832973,0.00895389606991559,0.075,0.075,24004174286.918,0,0,0,0,-28023369368.906,-0.0136329835577961,0
"2012-09",-0.0198582975750923,0.0131277982561249,0.075,0.075,28751996254.689,-0.000600000000000003,0,0,0,-14995989540.954,0.0147847959754064,0
"2012-10",-0.00946854001221742,0.0129129396369057,0.0725,0.0725,23786190555.347,-9.9999999999989e-05,0,0,0,-21126632221.633,-0.000335270451497061,0
"2012-11",0.00185013876040685,0.0168590487585465,0.0725,0.0725,24645530253.764,-5e-04,0,0,0,-12012608960.627,0.00443396755907277,0
"2012-12",-0.0146711808761669,0.0147940804842746,0.0725,0.0725,19209933627.841,0,0,0,0,-698914634.953003,-0.0001122397440948,-0.025
"2013-01",-0.0155143690129114,0.0162787736114158,0.0725,0.0725,16630484086.871,0,0,0,0,3497091613.86899,0.0129899661749242,0
"2013-02",-0.0215758857747222,0.010549055517912,0.0725,0.0725,15892725162.215,-0.000300000000000009,-0.0025,-0.0025,-0.0025,-2234394475.23801,-0.0263201594154767,0
"2013-03",-0.00270241055021081,0.0144515140803583,0.0725,0.0725,10068600860.452,-0.00119999999999999,-0.00249999999999999,-0.000999999999999987,-0.000999999999999987,-213897610.636993,-0.00482000716115361,0
"2013-04",-0.00682852807283774,0.0156481390068122,0.075,0.075,3004267129.71198,0,0,-0.0015,-0.0015,2488751567.802,0.0102676832322346,0
"2013-05",-0.00283749863581784,0.0150093891527678,0.08,0.08,678233013.36499,0,-0.0025,-0.0025,-0.0025,5446055338.20502,-0.0379590962629844,0
"2013-06",0.0128050782532561,0.0179598722707337,0.08,0.08,-5417895846.26599,0,0,0,0,-2201254187.67099,-0.0316760848151795,-0.04
"2013-07",0.00421439377566468,0.0201508103562147,0.085,0.085,-5263101583.91998,0,0.02,0.01,0.01,-6084545462.33499,0.00158371628112342,0
"2013-08",-0.00860863015172719,0.0259517421992277,0.09,0.09,-11460422315.069,0,0,0.01,0.01,-10285079467.238,-0.0640081650506678,0
"2013-09",-0.0338651904916965,0.0284386155650489,0.09,0.09,-10928828416.963,0.000299999999999995,-0.00749999999999999,-0.00374999999999999,-0.00374999999999999,-11071262883.45,0.0105844793713159,0
"2013-10",-0.0312324457926075,0.0190161068797596,0.095,0.095,-13205646294.251,0.000200000000000006,-0.00750000000000001,-0.00750000000000001,-0.00750000000000001,-6640370480.69699,0.0228328853834376,0
"2013-11",-0.000463875681317449,0.0289679082344334,0.1,0.1,-15126561754.606,0.000799999999999995,0,-0.00375,-0.00375,3549177454.57599,-0.014213197969544,0
"2013-12",-0.0337626174730247,0.0507506427186342,0.1,0.1,-13351823779.708,0.000200000000000006,0,0,0,5906760175.18903,-0.0547467465593099,0.00749999999999999
"2014-01",-0.0662824207492795,0.121653433620565,0.105,0.105,-11587869659.73,0,0.0025,0.000500000000000014,0.000500000000000014,2623126520.582,-0.0637272089761575,0
"2014-02",-0.0763888888888891,0.102411753359481,0.1075,0.1075,-10483981147.333,0,0,0.00199999999999999,0.00199999999999999,8936064352.586,0.0203022985421695,0
"2014-03",0.00612642717905887,0.0114346692671081,0.1075,0.1075,-12356749970.075,0,0,0,0,16524884290.072,0.0202573227484255,0
"2014-04",-0.00691945751453082,0.00862757949932313,0.11,0.11,-11567309187.466,0,0,0,0,20344237857.009,0.0339166941836884,0
"2014-05",0.00585284280936449,0.00530458105758314,0.11,0.11,-5336274762.25598,0,0,0,0,26674147419.02,0.012610460950562,0
"2014-06",0.00429481850928215,0.0102841914961496,0.11,0.11,3901567946.716,0,0,0,0,34898004796.329,-0.0149625935162091,0
"2014-07",0.00869085391088431,0.00605111342694586,0.11,0.11,4874899081.112,0,0,0,0,42070504003.27,0.015068656716416,0
"2014-08",0.00355579868708955,0.017816162697351,0.11,0.11,12395655258.46,0,0,0,0,43876359367.307,-0.0308283380007869,0
"2014-09",0.0134914145543745,0.011767887799647,0.11,0.11,7127218490.36798,0,0,0,0,38451203385.246,-0.0528727065477088,0
"2014-10",0.0235309936802475,0.00542784336950097,0.1125,0.1125,11674905266.871,0,0,0,0,35905058951.56,0.0278716596818516,0
"2014-11",0.0261429322122964,0.00611246209733096,0.1125,0.1125,13166018594.974,0,0,0,0,26474164367.451,0.00314173993626166,0
"2014-12",0.0248367686595825,0.005144647873212,0.1175,0.1175,4750562928.81305,0,0,0,0,26961607834.896,-0.0468773562549814,-0.0125
"2015-01",0.017114303560275,0.005834983294146,0.1225,0.1225,813730295.495972,0,-0.0025,-0.0015,-0.0015,37218357057.702,-0.0408306643248278,0
"2015-02",0.0173176123802505,0.00966124287776338,0.1225,0.1225,90816140.5209961,0,0,-0.001,-0.001,43569383690.996,-0.0359561752988041,0
"2015-03",0.0381504285886756,0.0114473134314474,0.1275,0.1275,-950188220.869019,0,-0.00249999999999999,-0.00249999999999999,-0.00249999999999999,38793161520.069,-0.0392528372662717,0
"2015-04",-0.0132573555064542,0.0093276108726752,0.1325,0.1325,-1999894505.31702,-0.001,0,0,0,41323554258.912,-0.0203427328633579,0
"2015-05",-0.00777843252799049,0.0094831136123561,0.1325,0.1325,-1991442951.61401,-0.00149999999999999,0,0,0,40457146136.8,0.0021419713652242,0
"2015-06",0.00391970542819808,0.0154811490608113,0.1375,0.1375,-4541185208.875,-0.000300000000000022,-0.0025,-0.0025,-0.0025,40082220358.403,-0.0102651839178762,0
"2015-07",0.0182205395172741,0.00620946251696974,0.1425,0.1425,-8125303258.43597,0,0,0,0,35204939581.736,-0.0317969031328783,0
"2015-08",0.0318382523820591,0.0111755153029356,0.1425,0.1425,-10667154502.9839,0,0,0,0,34704919985.554,-0.0480760990659007,0
"2015-09",0.0283783783783784,0.013409171210927,0.1425,0.1425,-13942539671.84,0,0,0,0,37140314209.062,-0.0422842697920275,0
"2015-10",-0.00657030223390265,0.0132901435595572,0.1425,0.1425,-14553154533.722,-0.00294999999999999,-0.005,-0.005,-0.005,38181365439.018,0.0440438038765432,0
"2015-11",0.00628306878306883,0.0146043311500248,0.1425,0.1425,-18146375240.174,-0.000549999999999995,0,0,0,34999780475.135,-0.00157418339236615,0
"2015-12",-0.0943148209004272,0.195684707691463,0.1425,0.1425,-6789818623.453,0,0,0,0,30856118097.918,0.00410624699333373,0
"2016-01",-0.134615384615385,0.186167775717247,0.1425,0.1425,-3940284647.49103,0,0,0,0,22471075843.518,-0.0180020583421922,0
"2016-02",-0.0669461914744932,0.0873269105665906,0.1425,0.1425,-3209167997.63,0,0,0,0,10898916777.386,0.0107950475800696,0
"2016-03",-0.0202216896345118,0.0114129697463032,0.1425,0.1425,-5149682690.39301,0,0,0,0,17364440911.271,0.0338334596872292,0
"2016-04",0.0524384650665037,-0.0372730168843608,0.1425,0.1425,-2511610567.19397,0,-0.00749999999999999,-0.00599999999999999,-0.00599999999999999,10415212474.555,0.011430507507401,0
"2016-05",0.0623184195235327,-0.0185307743216435,0.1425,0.1425,-3252692648.82397,0,0,-0.0015,-0.0015,8081378392.18799,-0.0523042603890288,0
"2016-06",0.0254341583481472,0.00415542818611092,0.1425,0.1425,-4824872015.93402,0,0,0,0,5922880727.64899,0.0215627373800131,0
"2016-07",-0.0429390585411388,0.0490040542922616,0.1425,0.1425,538003477.700989,0,0,0,0,9675027650.87402,-0.0394826299643478,0
"2016-08",-0.00724536714504664,-0.00261224240387159,0.1425,0.1425,1007394553.87897,0,0,0,0,11629646952.434,0.0196817774471203,0
"2016-09",-0.00224561403508772,0.0185327002603768,0.1425,0.1425,8603115619.88104,-5.00000000000084e-05,0,0,0,18322493665.7549,-0.0138564663509646,0
"2016-10",0.0154733436488956,0.00439097744360661,0.14,0.14,6010489233.078,-0.000199999999999992,-0.0025,-0.0025,-0.0025,10168752218.446,-0.0335202733191534,0
"2016-11",0.0311677517661726,0.0105715540498157,0.14,0.14,8288822808.06,0,0,0,0,8123763388.97198,-0.093602103418053,0
"2016-12",-0.0134336378291241,0.0255548657457698,0.1375,0.1375,8330060702.151,0,0,0,0,6834201667.17499,-0.0282056013740822,-0.0025
"2017-01",-0.00721677559912859,0.0112245929821007,0.13,0.13,9975408889.466,-0.000250000000000014,0,0,0,11467332598.287,-0.0817289518620379,0
"2017-02",0.0256480592511317,-0.0197777777777799,0.1225,0.1225,9551288934.93903,0,0,0,0,14981770575.622,0.068065378403962,0
"2017-03",0.0278149237764107,-0.0050361110211451,0.1225,0.1225,12382411300.872,-4.99999999999806e-05,0,0,0,9734337560.39899,-0.0138663884236229,0
"2017-04",0.0333073119958367,-0.010513809547059,0.1125,0.1125,12788321428.223,-0.000950000000000006,-0.0025,-0.0025,-0.0025,9557549131.93799,0.0248480414227832,0
"2017-05",-0.00906572651725002,0.0247253741373534,0.1125,0.1125,12924955474.772,0,0,0,0,18420619167.037,-0.00388232490995133,0
"2017-06",-0.010292249047014,0.0244264180640463,0.1025,0.1025,13181735032.148,0,0,0,0,22957214889.32,0.0162806597726683,0
"2017-07",-0.0573886249839517,0.0670409218496091,0.0925,0.0925,11853508002.283,-0.000750000000000001,0,0,0,28502970652.957,-0.00625636960706411,0
"2017-08",-0.0194769817488424,0.0128928846531391,0.0925,0.0925,12274746039.179,0,-0.0025,-0.0025,-0.0025,31684204207.837,0.0256380476757347,0
"2017-09",0.0205584108904016,-0.00996767325068437,0.0825,0.0825,10896468328.58,0,0,0,0,28103843447.541,-0.0312772480522051,0
"2017-10",0.0127943378249626,0.0129780477702595,0.075,0.075,12821412808.98,-0.000625000000000001,0,0,0,32506745124.073,-0.0577993321672757,0
"2017-11",0.0123639295793576,0.000770069510700466,0.075,0.075,15270872404.464,-0.000125,0,0,0,40029965934.942,-0.045699400622138,0
"2017-12",0.0257533519182265,0.0134946977052253,0.07,0.07,8645665585.75397,-5e-04,0,0,0,48204953219.771,0.0473604746642657,0
"2018-01",-0.0803675423838488,0.0713031338185044,0.07,0.07,7702360620.54504,-0.000999999999999987,0,0,0,57005141196.094,-0.00200904068307672,0
"2018-02",-0.0270194202082747,0.0448587594432563,0.0675,0.0675,7919886260.63495,0,0,0,0,54951728001.229,-0.00100351229302431,0
"2018-03",0.00766560601677746,0.0434471318439189,0.065,0.065,9296522035.90698,0,0,0,0,52827053141.986,-0.0419360143708314,0
"2018-04",0.0364575857614466,-0.0221406136748008,0.065,0.065,4923217553.13605,0.000249999999999986,0,0,0,45834557913.062,-0.0258062925945581,0
"2018-05",-0.0963855421686747,0.170061472169513,0.065,0.065,5989483480.44598,0,0,0,0,31030308660.498,-0.0958795739180814,0
"2018-06",-0.0631417624521072,0.121947099242766,0.065,0.065,2301428071.909,0,0.0025,0.002,0.002,18413315526.841,-0.027121951219512,0.0975
"2018-07",-0.00572550302633734,0.0362797280714302,0.065,0.065,-1493202504.034,0.00025,0,5e-04,5e-04,9262160969.72601,-0.0566327156706349,0
"2018-08",-0.0213886146758803,0.0937572649075904,0.065,0.065,-197874681.609009,0,0.0025,0.0025,0.0025,2639079573.99799,-0.237466956745502,0
"2018-09",-0.165265635507734,0.276376836141305,0.065,0.065,-313316493.834961,5e-04,0,0,0,1041933685.85901,0.0694592701314289,0
"2018-10",0.0582074521651561,-0.0383996919282068,0.065,0.065,47500397.7349854,0,0,0,0,-7440937391.89105,0.0851175501782693,0
"2018-11",0.062238294632661,-0.0154856481080613,0.065,0.065,-1193510333.98401,0.000200000000000006,0,0,0,-8817714348.138,0.0688164346993503,0
"2018-12",-0.00645045690736423,0.0371092085915705,0.065,0.065,783282612.231018,0.000299999999999995,0,0,0,-14924960728.626,-0.0182503584552721,0
"2019-01",0.0225428313796212,-0.0118273101415937,0.065,0.065,1334674190.96899,0,0,0,0,-23543637257.005,-0.0032558183556225,0
"2019-02",0.00476190476190474,0.0272497613198741,0.065,0.065,1421039896.85303,0,-0.0025,-0.001875,-0.001875,-20549069661.265,-0.00234172135404664,0
"2019-03",-0.0175530981218185,0.0812254434857522,0.065,0.065,4650478550.28802,-0.000149999999999997,0,-0.000625000000000001,-0.000625000000000001,-13482983019.292,-0.0600426022898726,0
"2019-04",-0.0151867071645525,0.0421843837376075,0.065,0.065,3896892722.23395,-9.9999999999989e-05,-0.0025,-0.0025,-0.0025,-3294646530.08099,-0.0505683781210209,0
"2019-05",0.00562409288824384,0.0374024914915354,0.065,0.065,3605758732.85699,4.99999999999806e-05,0,0,0,7459609967.80902,0.000792733835398796,0
"2019-06",0.0369835828973479,-0.0256067248360218,0.065,0.065,8252516880.77203,0,-0.0025,-0.0025,-0.0025,20536692701.548,0.0292695629529915,0
"2019-07",0.046972860125261,-0.0263736314109102,0.065,0.065,5852713976.65295,0,0,0,0,19937840573.75,0.0330526636716664,0
"2019-08",-0.129611166500498,0.235673258003767,0.06,0.06,4379190397.03302,0,-0.0035,-0.0028,-0.0028,20834645816.406,-0.0418095115349962,0
"2019-09",-0.0213822069492173,0.0737625592001738,0.055,0.055,-4897977065.72601,0,0,-0.000699999999999999,-0.000699999999999999,26639383665.54,0.027373680307899,0
"2019-10",-0.0054623488099883,0.0368502199126026,0.05,0.05,-11079192003.576,0,-0.0025,-0.0025,-0.0025,46616315794.025,-0.0134547892953867,-0.0125
"2019-11",0.0170655158885837,0.0206193328918571,0.05,0.05,-13879311761.644,0,0,0,0,51665338709.517,-0.000704899486552502,0
"2019-12",0.0258437801350047,0.00217116855812605,0.045,0.045,-18345997480.925,-0.00129999999999998,0,0,0,57953197340.461,-0.0336470133124784,-0.045
"2020-01",0.0137243842827599,0.00226684154526668,0.045,0.045,-18162473478.791,-0.00120000000000002,0,0,0,64641285220.146,-0.00526183704199512,0
"2020-02",0.0137240356083086,0.0224635830566697,0.0425,0.0425,-16565525468.547,0,0,0,0,72119071227.759,-0.0408408890315306,0
"2020-03",0.0532381997804612,0.0288624316598671,0.0375,0.0375,-41668685242.753,-0.00119999999999998,-0.0075,-0.00190000000000001,-0.00190000000000001,57259766356.726,-0.0445195765005361,0
"2020-04",0.0132013201320131,0.0418855644110745,0.0375,0.0375,-45366372636.356,-0.000300000000000022,0,-0.00559999999999999,-0.00559999999999999,52869819282.132,-0.0663063707945566,0
"2020-05",0.00137150694325383,0.0299175041384994,0.0314,0.0314,-41394329221.386,0,-0.004,-0.0016,-0.0016,61653928614.438,0.0242085661080047,0
"2020-06",-0.0428008902585174,0.0268230506710199,0.0269,0.0269,-40115955431.675,-0.0049,0,-0.0024,-0.0024,66157537205.668,-0.00415428533880147,-0.0375
"2020-07",-0.014487569307816,0.0278950612306024,0.0225,0.0225,-32244334545.086,-0.000899999999999998,0,0,0,93534526004.818,-0.0136963613189459,0
"2020-08",-0.000362976406533599,0.0254765023571193,0.0203,0.0203,-31349130769.798,0,0,0,0,103895179759.408,-0.0503514962525274,0
"2020-09",-0.00726216412490921,0.0260334981830106,0.02,0.02,-20750073007.658,0,0,0,0,101074492303.93,-0.064420573124934,0
"2020-10",0.00969275786393564,0.0316988799471665,0.02,0.02,-16089716112.007,-0.000399999999999984,0,0,0,105464436641.688,-0.0602053946150065,0
"2020-11",-0.0217351928998371,0.0304164843716725,0.02,0.02,-11043434856.632,-0.000600000000000003,0,-0.02,-0.02,115068200908.994,0.0654938465382435,0
"2020-12",-0.0286983891871875,0.0337820996955203,0.02,0.02,-2069358985.495,-0.000399999999999998,0,0.02,0.02,116708483550.896,0.0622626614582593,0.0675
"2021-01",-0.00362180709111704,0.0404321387767861,0.02,0.02,-4562005138.92297,-0.000100000000000003,0,0,0,111456084850.78,0.00257907808192903,0
"2021-02",0.00306102927109242,0.0311695419531763,0.02,0.02,-6711176583.90802,0,0,0,0,97696504195.268,-0.00667574839544449,0
"2021-03",0.0413885180240321,0.0272573690998079,0.024,0.024,4023187288.81702,0.000399999999999998,0,0,0,95756661459.549,-0.114723705525892,0
"2021-04",0.0119047619047619,0.0197667477593251,0.0275,0.0275,11514569624.587,0.000100000000000003,0,0,0,103629349180.816,0.0184353479618435,0
"2021-05",-0.00380090497737562,0.0133694105471951,0.034,0.034,6649455770.78601,0,0,0,0,99824188957.338,-0.0437869200161221,0
"2021-06",0.00181686046511631,0.0122345597324376,0.039,0.039,693492173.252991,0,0,0,0,103416271802.66,-0.0178641110983588,0
"2021-07",0.029923830250272,0.0103043162526548,0.0425,0.0425,-2317280233.66199,0,0,0,0,85422823922.322,0.034619928872101,0
"2021-08",0.0193696073252334,0.0101544914016569,0.051,0.051,11036720134.943,0,0,0,0,97832677348.074,0.00461063129265193,0
"2021-09",0.0210744515460355,0.0109987540031511,0.055,0.055,9059707487.66302,-5e-04,0,0,0,89530175583.6769,-0.0529247281457457,0
"2021-10",0.0375570969379124,0.0098839773434467,0.065,0.065,10035079937.933,0,0,0,0,78303366817.144,-0.0672929498358795,0
"2021-11",0.0109245067666721,0.010720175089133,0.0775,0.0775,8167775683.91003,0,0,0,0,59482221777.2391,-0.251051622220991,0
"2021-12",0.0288709677419354,0.0157026475765474,0.089,0.089,3104516572.65698,-0.000200000000000006,0,0,0,45269615933.684,-0.0245049733624855,0
"2022-01",0.00564351779275762,0.0206521525553611,0.0925,0.0925,-483462293.779053,0,0,0,0,36916381237.9399,-0.0462337128318479,-0.01
"2022-02",-0.00670303975058473,0.0222989928586623,0.1064,0.1064,-2443835406.45398,0,0,0,0,41258308291.541,-0.0308351391068266,0
"2022-03",0.0197740112994351,0.0296644122152785,0.1123,0.1123,1352759154.27295,0,0,0,0,21584244063.015,-0.0413977761102394,0
"2022-04",0.0107725453985843,0.0355008266639354,0.1175,0.1175,-10026677797.61,0,0,0,0,1910180425.46704,-0.00942663107747388,0
"2022-05",0.0321254567600486,0.0391840504992167,0.1262,0.1262,-9866066191.13501,0,0.004,0.004,0.004,1438992697.06006,-0.0960512370998636,0
"2022-06",0.0109160643162707,0.0422181526159024,0.1299,0.1299,-11212447506.179,0,0.005,0.0038,0.0038,-26736594354.8701,-0.0187664266170385,0
"2022-07",0.0592441266598571,0.0465531932242087,0.1325,0.1325,-9033401307.57202,0.0025,0,0.0012,0.0012,-47981673474.553,-0.0684505862646556,0
