"","BRAPROMANMISMEI","BSPRFT02BRM460S","BSCICP02BRM460S","BSCURT02BRM160S","INDPRMNTO01IXOBM","INDPRMNCG02IXOBSAM","CCRETT01INM661N","WPIAMP01INM661N","INDWPIAMP01GPM","BSCURT02MXM160S","MEXPROMANMISMEI","BSCICP02RUM460S","RUSPPDMMINMEI","TURPROMANMISMEI"
"2017-01",0.00598086124401931,0.106,-0.114,0.0109999999999999,2.62008733624499,-0.0119101253613781,-0.010158442149378,3.28142802886461,0.00819048694537341,0.7695467058,0.00641418364736523,-0.0573311412,0.0182623529411743,0.00858778625954204
"2017-02",0.00951248513674274,0.078,-0.12,-0.00099999999999989,0.698689956332004,0.00739293829194954,0.0126883428185562,3.19027725028489,-0.00098566308243698,0.76244737116,-0.00201597154040623,-0.107324313866667,-0.00463191084463233,0.0132450331125826
"2017-03",-0.016489988221437,0.118,-0.096,-0.00200000000000011,3.66812227074199,0.0224788035067636,0.0206163800356804,3.19027725028501,-0.00014453325668962,0.76595792887,0.00471116870908639,-0.12290207172,-0.00207920757820301,0.0149393090569563
"2017-04",0.00119760479041831,0.107,-0.092,0.003,2.88209606986941,0.0172139873597625,0.016014591341915,3.09912647170481,-0.00100505473783468,0.7728798934,-0.00222003210930766,-0.13286815116,9.92158244026431e-05,0.0294388224471021
"2017-05",0.00598086124401931,0.158,-0.085,-0.00099999999999989,2.794759825328,-4.75814385431095e-05,-0.00496916334971997,2.552221800227,-0.0054945054945055,0.76828112644,-0.00561840626662402,-0.11158977259,-0.000992063504262508,-0.0142984807864165
"2017-06",0.00951248513674274,0.14,-0.109,-0.00200000000000011,-0.698689956332004,-0.019137407473069,-0.00569096643487366,2.36992024306801,-0.00182149362477232,0.77105704023,0.000322337827269203,-0.0575024151966667,-0.00119165828286161,0.00725294650951946
"2017-07",0.00706713780918666,0.117,-0.094,0.003,-0.0873362445420014,-0.0344389839601356,0.0018082944369191,2.09646790733001,-0.00272727272727263,0.76954695935,0.00215833045749481,-0.12763684481,-0.00437462696939173,-0.0036003600360035
"2017-08",0.00116959064327515,0.154,-0.08,-0.004,3.930131004366,0.0975294575948857,0.00281831774566066,2.369920243069,0.00268281724797048,0.76469885208,0.00515672197266115,-0.106326218836667,0.00579189154538384,0.032520325203252
"2017-09",0.00934579439252303,0.15,-0.059,-0.00199999999999989,4.017467248909,-0.0475331500704355,-0.0175944545645216,3.007975693126,0.00616384137158754,0.77374449179,-0.0207887822778939,-0.0875362140766666,0.0124106428991408,0.0131233595800524
"2017-10",0.00347222222222299,0.188,-0.035,0.00399999999999989,2.09606986899601,-0.0899246948298859,0.00285344428196077,2.643372578808,-0.0036231884057971,0.75454525515,0.0248235554797775,-0.0862603472333333,0.013337256462487,0.00604490500863553
"2017-11",0.00576701268742785,0.232,-0.01,0.004,10.480349344978,0.156531361678597,0.0147724374568037,2.73452335738699,0.00083346827581618,0.7727502965,0.000122733349354975,-0.0151170109,0.00522597485363541,0.00429184549356232
"2017-12",0.0344036697247692,0.204,0.001,0.00200000000000011,9.257641921398,-0.0496492158679763,0.00659830457329003,2.82567413596699,0.000853485064011478,0.78415729424,0.00169484879792803,-0.0640459001666667,0.00288822570150038,0.0316239316239317
"2018-01",-0.0299334811529923,0.203,0.003,0.00099999999999989,9.34497816593901,0.0355404250640523,-0.0129267640578156,3.007975693126,0.00162914715289393,0.77084706014,-0.0067382397206418,-0.0841539522,0.000628525815461023,-0.0223695111847556
"2018-02",-0.00800000000000045,0.199,0.005,0.00700000000000001,8.73362445414899,0.00926345812350493,-0.0249638192852839,3.372578807444,0.00342981741954181,0.77357872939,0.0047372409418569,-0.115245809733333,0.00784686719772165,-0.00677966101694916
"2018-03",0.0149769585253454,0.199,0.014,0.005,6.55021834061201,0.00949090522219542,-0.00461062336523788,3.19027725028499,-0.00187486931672978,0.79434676053,0.0160574660635371,-0.0710535280733333,0.000825763831543869,0.000853242320818959
"2018-04",0.00227014755959187,0.204,0.005,0.003,5.065502183406,-0.00417378542577096,-0.0041981094216591,3.372578807444,0.00164637344148204,0.75673053627,-0.0217262642174,-0.0526932777166667,0.0180928807166392,0.0119352088661553
"2018-05",-0.125707814269535,0.203,0.002,-0.001,3.930131004367,0.025518626111992,-0.00681817629886183,3.919483478922,0.00515907136715392,0.77007460222,0.0232722714644011,-0.05362671895,0.0329956584659907,-0.0151642796967144
"2018-06",0.148963730569947,0.265,-0.018,-0.00300000000000011,7.248908296943,0.0532461623775164,0.00729258534448318,4.28408659323999,0.00342172797262618,0.7676901546,0.000939284899565962,-0.0954055702233333,0.0147380218548645,-0.0316509837467922
"2018-07",-0.00450958286358505,0.261,-0.004,-0.005,7.248908296943,-0.0439752179427272,0.000632800476420226,4.64868970755799,0.00341005967604433,0.76240639791,-0.00382380326546683,-0.05751993255,0.0039761431411538,0.0265017667844523
"2018-08",-0.0067950169875427,0.258,-0.007,0.00300000000000011,5.67685589519701,0.012929870739016,-0.00295784158472101,4.55753892897799,-0.000926581262233155,0.76139668775,0.00367446872490174,-0.0764596072666667,0.00682068206820197,-0.00516351118760761
"2018-09",-0.0216647662485738,0.169,-0.036,0.0069999999999999,5.240174672489,-0.0423386604900787,-0.035486992872648,4.28408659323901,-0.00288534479644538,0.76852904539,0.00520364058007972,-0.100110016403333,0.0145323426573452,-0.032871972318339
"2018-10",0.00116550116550118,0.131,-0.048,-0.00399999999999989,8.90829694323099,0.0116413931032853,-0.0152962207607048,4.73984048613701,0.00422297297297288,0.75366300948,-0.0119889627363886,-0.0787689234333333,0.0163704900377002,-0.0223613595706619
"2018-11",-0.0011641443539,0.121,-0.037,-0.00900000000000001,-0.786026200872996,-0.033082759772984,0.0273458079163085,4.37523737182001,-0.00347956532062838,0.77869850811,0.00737767648665577,-0.109059609166667,0.00249019815618667,-0.000914913083257085
"2018-12",-0.0011655011655014,0.111,-0.045,-0.005,3.318777292576,0.00844360967847035,0.0166454735003998,3.737181921762,-0.0059631401736664,0.77538609222,-0.0143594835652313,-0.0598463010333333,-0.0204006130754121,-0.0183150183150184
"2019-01",-0.00350058343057247,0.139,-0.023,-0.00399999999999989,1.484716157205,0.0155712664649355,-0.00688645094963458,2.916824914546,-0.00782021427313079,0.76283314195,0.00369176419405459,-0.0568570101,-0.0142972754248771,0.021455223880597
"2019-02",0.0128805620608903,0.16,-0.018,0.00199999999999989,-0.349344978166002,0.00126575459005362,-0.00789506221854541,2.461071021648,-0.00437519206407801,0.76895629378,0.0065173377392187,-0.0859305609666667,-0.00602079912424269,0.010958904109589
"2019-03",0.00231213872832425,0.136,-0.029,0,3.842794759825,-0.0357298930235764,0.0311943310191203,2.278769464489,-0.00175137890873931,0.76830517264,-0.00679214493696556,-0.0981655162,-0.00357929515419009,0.032520325203252
"2019-04",0.0161476355247971,0.171,-0.023,0,2.707423580786,0.0631820128920983,0.00325415612860414,2.005317128751,-0.0026271722166502,0.77240795178,0.00794633190243244,-0.0418273346966667,0.00480795799945311,-0.00349956255468054
"2019-05",-0.00908059023836527,0.182,-0.034,0.00600000000000001,4.97816593886401,0.00616918679078182,0.00796662904946088,1.549563235853,-0.00431518951061393,0.75425410774,0.00584021903868681,-0.08214261802,0.0155098449015472,0.00702370500438976
"2019-06",-0.00916380297823571,0.196,-0.045,-0.00100000000000011,0.349344978166002,-0.0527195161088035,0.00605856597191967,1.09380934295501,-0.00426489829303081,0.77350749038,0.00414558457749381,-0.121582176753333,-0.00010831889081675,-0.0496948561464691
"2019-07",-0.0138728323699429,0.184,-0.049,0.00300000000000011,5.32751091703101,0.0203600033658025,0.00679406337520327,0.273452335739009,-0.00762946895874485,0.77220218599,0.00183974464652392,-0.102721095713333,-0.00330408406456539,0.0449541284403669
"2019-08",0.0105509964830022,0.208,-0.041,0.003,-1.921397379913,-0.0637016723337369,-0.0163453475095465,0,-0.00254453292628477,0.76220778531,-0.00650907688577851,-0.104950119616667,-0.0069561436878427,-0.0263388937664618
"2019-09",0.0023201856148487,0.191,-0.041,-0.002,-4.890829694323,-0.0505963336175139,0.00299362004943493,-0.455753892897008,-0.00424448217317497,0.76189863175,0.00640444423677633,-0.0821042043,-0.000273627756801398,0.0405770964833183
"2019-10",0.018518518518519,0.189,-0.046,0.002,-6.637554585153,-0.0801461832076572,0.00269575640352993,-1.00265856437501,-0.00507114939366848,0.75808547068,-0.028627206750534,-0.107330253366667,0,-0.0147313691507799
"2019-11",-0.0204545454545455,0.21,-0.031,-0.003,3.318777292576,0.188919084749368,-0.00249343001692082,-0.911507785796005,0.000841042893187647,0.74828648232,0.000586708367289024,-0.1024637251,-0.00936063061090009,0.0079155672823219
"2019-12",-0.012761020881671,0.225,-0.006,-0.00300000000000011,-0.349344978166002,-0.0489940130849581,0.019349185434566,-0.273452335738995,0.00590654707802407,0.75576093181,-0.00754166080607666,-0.122847745933333,-0.0111620710615045,0.0226876090750436
"2020-01",0.0188014101057585,0.228,0.009,0.00600000000000012,2.09606986899499,0.0391798984039471,-0.00551045728593791,0.638055450056996,0.00847027809218162,0.7320224,0.0238663140760234,-0.1333485701,0.0058675607711669,0.00341296928327628
"2020-02",0.00692041522491271,0.194,0.014,0.005,4.27947598253201,-0.0207743279894118,0.00130881827123996,0.546904671478003,-0.000846740050804498,0.75173938666,-0.00520508241453554,-0.1428641817,0.000555555555558973,0.0212585034013606
"2020-03",-0.0916380297823594,0.108,-0.025,-0.00900000000000001,-28.8209606986901,-0.353235179112192,-0.0224809946653258,0.273452335739009,-0.00252952537216487,0.74561809356,-0.0528488060868425,-0.175294406996667,0.00333148250971194,-0.0582847626977518
"2020-04",-0.219419924337958,-0.552,-0.418,-0.18,-73.4497816593889,-0.926100791785003,0.0093984084694223,0.182301557158993,-0.000847446754827644,0.74111642465,-0.301530352686766,-0.30253289473,-0.02711676812396,-0.317418213969938
"2020-05",0.10177705977383,-0.411,-0.386,0.03,-44.8908296943229,5.92122736726663,-0.000256024683552014,-0.36460311431901,-0.0050561817722939,0.54590154743,-0.00527430717285959,-0.186015213163333,-0.00284414106939712,0.212435233160622
"2020-06",0.107038123167154,0.003,-0.224,0.0629999999999999,-19.1266375545849,1.07353223460865,-0.0144996768889737,0.0911507785800012,0.00422726507505757,0.53896746598,0.279661427224322,-0.147051639123333,0.0159726183685134,0.175213675213675
"2020-07",0.0940397350993385,0.187,-0.102,0.0570000000000001,-13.275109170306,0.173686901203629,0.00709376506032955,0.638055450056996,0.00506257960310534,0.64351665934,0.0951330467531719,-0.10509545571,0.0168444693992145,0.101818181818182
"2020-08",0.0387409200968525,0.288,-0.013,0.03,-8.471615720524,0.104817090148624,-0.0057476267748704,1.458412457273,0.00759213513629299,0.67564046417,0.0151250895942319,-0.0699962090366667,0.00662617338486871,0.0222772277227723
"2020-09",0.0361305361305368,0.326,0.067,0.029,0.436681222706994,0.11297157258371,0.0225682434568977,2.00531712875001,0.00501375013152899,0.68343011565,0.0443717110094071,-0.08563299204,0.00713110257816973,0.00968523002421295
"2020-10",0.0112485939257614,0.355,0.112,0.0159999999999999,4.978165938865,0.03339362763305,0.00242619778864084,2.369920243069,0.00334609482202792,0.6959272769,-0.000199833485748813,-0.0736975656666667,0.0125272331154624,0.00959232613908867
"2020-11",0.0100111234705198,0.3,0.131,-0.00099999999999989,-1.834061135371,-0.0166909125912849,-0.0192482604574574,3.463729586024,0.0099667774086377,0.70665240516,0.00489679759727291,-0.0102516698666667,0.0111350188273307,0.0110847189231988
"2020-12",0,0.318,0.149,-0.00400000000000011,3.14410480349399,0.0284075126622001,-0.00966211931378469,4.830991264717,0.0122824702886248,0.711518398,0.0049713411742982,-0.0619646346666667,0.00915039633984249,0.0101801096319498
"2021-01",0.00220264317180652,0.219,0.113,0.00600000000000012,-1.135371179039,-0.0172984403189886,-0.00150783157436407,5.924800607672,0.00944093914525664,0.71512227848,-0.00865329240322465,-0.0380560569333333,0.0216669302546271,0.0232558139534884
"2021-02",-0.0153846153846184,0.1,0.079,-0.00800000000000012,-3.930131004366,0.0485502389940731,0.00733240410946001,6.562856057728,0.00558659217877104,0.71229286747,-0.0216120550114225,-0.00872644773333333,0.0282249742002001,0.031060606060606
"2021-03",-0.025669642857141,0.04,0.042,-0.00800000000000001,27.6855895196511,-0.0344617884117234,0.0131611231092665,8.477022407899,0.0167628667628669,0.70861614298,0.0307717235389549,-0.00942416009333333,0.029106237767855,-0.0264511388684791
"2021-04",-0.0217640320733106,0.045,0.035,-0.0159999999999999,72.0524017467249,-0.117982281776314,-0.0217848715317156,10.208887200912,0.0147940462550448,0.72613866018,0.00281010970190176,-0.01746059557,0.0257473057980206,-0.00452830188679243
"2021-05",0.0117096018735365,0.12,0.042,0.011,23.6681222707423,-0.33244046462703,0.0199885520955823,12.123053551083,0.0165294669673319,0.72964171347,-0.00858309619683129,0.0254104323766667,0.0306631804135959,0.018953752843063
"2021-06",-0.00347222222222188,0.209,0.076,0.016,12.3144104803489,0.459873726991242,-0.000475869969311038,11.849601215343,-0.0026236384808886,0.72218176187,0.00343747930007376,0.0555449041566667,0.0329797047970464,0.0193452380952381
"2021-07",-0.0139372822299648,0.205,0.084,0.0069999999999999,10.917030567686,0.0831193390109402,-0.00359035422578147,12.396505886821,0.00447597861576548,0.72741657427,0.0169813757275796,0.0395813179466667,0.0225050234427373,-0.0364963503649635
"2021-08",-0.00471142520612566,0.212,0.07,-0.00399999999999989,11.528384279476,0.027694427326693,0.00729235980715748,12.57880744398,0.00090550120637943,0.73256221168,-0.007907192113906,0.07501704116,0.00572077383291769,0.0704545454545455
"2021-09",-0.00591715976331375,0.195,0.064,0.005,4.71615720524001,0.012430736189764,0.00617085099155368,12.66995822256,0.00014335943984212,0.73251416484,-0.0202730515735369,0.0529254328166667,-0.00247503256622117,-0.0276008492569002
"2021-10",-0.00119047619047541,0.18,0.052,0.0109999999999999,3.842794759825,-0.00971709648384866,-0.0152531479157026,14.128370679833,0.0116811860762796,0.73221863749,0.0205710702005102,0.0895751327,0.0017411744221516,0.0131004366812226
"2021-11",-0.00119189511323026,0.198,0.021,-0.00599999999999989,0.349344978166002,-0.0373597558307461,0.0117321535462005,13.672616786935,-0.00481593119818892,0.73436064979,0.00137478821606019,0.0457976648333333,0.010863425020641,0.0352011494252873
"2021-12",0.0274463007159906,0.185,0.001,-0.01,0.698689956332004,0.0592138476416748,-0.00386006104223113,12.031902772503,-0.0147123275795638,0.72917645363,0.0201402950984975,0.0404790181666667,0.00704982160512402,0.0208188757807077
"2022-01",-0.0162601626016261,0.131,-0.016,0.01,2.270742358079,-0.0340038491865183,0.009552308444994,10.846942650968,-0.0110923950340007,0.75624506716,0.00296186238226137,0.0607805155,0.0159217996329009,-0.0299116247450715
