"","BSEMFT02BRM460S","BRALOCOBPORSTSAM","BRAPRMITO01IXOBSAM","CHNPRINTO01IXPYM","INDLOCOPMNOSTSAM","INDPRENEL01IXOBM","INDPRINTO01IXOBM","INDLOCOPGNOSTSAM","INDPRMITO01IXOBM","MEXLOCOBPNOSTSAM","MEXPRENTO01IXOBSAM","MEXPRINTO02IXOBSAM","MEXLOCOBPORSTSAM","BSEMFT02RUM460S","RUSPRINTO01GPSAM","RUSLOCOBPNOSTSAM","RUSPRMITO01IXOBSAM","CP0430TRM086NEST","CP0440TRM086NEST","TURLOCOPEORMLSAM","TURLOCOPENOSTSAM","CP0730TRM086NEST","SERVCOTRM086NEST"
"2000-01",-0.029,0.149,0.0356902356902358,0.0139664804469273,0.000265487742762138,1.3513803652636,2.02235286074919,0.00135832249305889,0.255569158577501,0.00173488704608116,-0.0474825413598097,0.0212690636254211,0.10107508911,0.01,-0.0643656992818895,-0.00017968455115247,0.0122609382904024,0.00251884833235572,4.52,0.0308234817756037,0.00325255555769433,-0.0700000000000003,0.226600985221675
"2000-02",0.049,0.192,0.0165149544863468,0.0284664830119374,-0.000314031465626696,3.3502971555494,3.2464085396236,0.00133331932508285,2.50457775405891,0.000934011736363871,0.02425668127279,0.00913033662680651,-0.01460494162,0,-0.0338183819769014,-0.00063286920105321,0.0331178021077245,0.009352750228663,4.73,0.0396871800619016,0.00169921468314049,0.170000000000001,0
"2000-03",0.026,0.207,-0.0090827683254453,-0.00089285714285714,-0.000835798188150938,2.8716832761852,3.539117506311,0.00127660396158058,2.0445532686195,0.0010089120678245,0.0169366349714315,0.000487047385255845,-0.14224237239,0,0.000174586890803724,-0.0010429853478422,-0.0276832419609426,-0.00467164752879068,4.95,-0.0113471150743663,-0.000569248217220708,0.489999999999998,0.0138331102186524
"2000-04",0.031,0.203,-0.00193648334624275,-0.0044682752457551,-0.0012835690808658,1.5203029109216,2.5279410759364,0.00118527576878891,2.4023500906279,0.00281920625767196,-0.00971682647898309,-0.00070733850267457,0.0047656162,0.02,0.0975411054598909,-0.00139197274173886,0.0232342478859706,0.0363699129583992,4.95,-0.0532607449414052,-0.00206824523748761,0.0800000000000018,0.0303697183098592
"2000-05",0.015,0.236,0.00685551675074336,0.000897666068222502,-0.00164078346735008,2.6464532153079,2.394891545624,0.00107359731989187,1.686756446611,0.00356014537230598,0.00275243965588201,0.0113662202330143,0.2128003011,0.02,-0.0781702584527594,-0.00166968133249923,-0.0116669864800959,-0.0499670910481005,4.95,0.0190882478818357,-0.00187962459440993,-0.220000000000001,0.0316104228961982
"2000-06",0.025,0.254,0.0218396711202462,0.00627802690582957,-0.00190517135527501,1.9989167902858,2.288451921374,0.000953127732227221,2.5556915857743,0.00177876983250669,-0.000405757418398878,0.0052988463692063,0.0240057158,0.02,0.0122065331889456,-0.00188593912614721,-0.000451814379164306,-0.00429785871289834,4.95,-0.00331266178275857,-0.00117965647734264,-0.58,0.0260869565217392
"2000-07",0.029,0.298,-0.0115665074176509,0.00534759358288772,-0.00207269338319582,1.069842789167,1.9691330486241,0.000834808133651332,0.715593644016799,-0.000637838803281499,-0.0150819410698865,-0.00303977350328322,-0.195905715,0.02,0.000314131315011112,-0.00205538133798444,0.00714852292059742,0.00128778103001492,4.45,0.0238327186152274,-0.000433468729312492,-0.48,0.0104923325262307
"2000-08",-0.00799999999999998,0.26,0.0123378275248021,0,-0.00217998808140119,0.450460121754496,1.9425231425617,0.000725778089752271,1.891211773473,-0.00147535881723504,0.0108606376438523,0.00318936761493993,0.1051803922,0.03,0.00198597940972244,-0.00219366386369613,0.00172385430335154,-0.000888933827092098,4.54,-0.00267438464808545,-0.000296680190708165,-0.0800000000000001,0.0211661341853036
"2000-09",0.00599999999999999,0.257,0.079406960673452,-0.00709219858156029,-0.00225205037811527,0.9290740011187,2.31506182743649,0.000634396417857452,2.5556915857743,-0.00239687804371047,0.0116441010581334,-0.00183710760747924,-0.066257939,0.01,-0.00281709979626605,-0.00230395152022878,0.0107748212717655,-0.00600156939145458,4.59,0.0076011755712615,-0.000647638535013151,0.34,0.026984747751271
"2000-10",0.00900000000000001,0.264,0.0046560353858689,-0.00535714285714284,-0.00228587473354835,4.617216247984,2.6077707941239,0.000557131111684095,3.2712852297911,-0.00283346376544746,0.00277582187866598,-0.0100743735130908,0.0468686736,0.01,0.00436917333499676,-0.00239393663446907,0.00601294580335732,0.00646796984903508,4.39,0.0123116587706968,-0.00159244467310748,-0.35,0.023990860624524
"2000-11",-0.00700000000000002,0.23,0.0223612559378985,-0.00718132854578102,-0.00229068547250144,3.0124520642335,2.9536995729363,0.000487391933057468,2.91348840778279,-0.00336747478611965,0.00705689615798044,-0.00814888162619798,-0.00755333867999999,0.03,5.54398604499228e-06,-0.00246330434716791,0.0105862361148203,0.00115090112784744,4.26,-0.0176400259104168,-0.00304668453004997,-0.460000000000001,0.030866493120119
"2000-12",-0.016,0.217,0.00759292837715342,-0.0018083182640144,-0.00227219973815074,1.8018404870182,1.5433745516244,0.00041276418071412,1.891211773473,-0.00342356115567333,-0.0148492119425102,-0.0162985297697315,-0.08724416432,0.03,0.018436517399882,-0.00251356080239606,-0.00141880314538578,-0.00480137197447328,4.14,0.0164198353896756,-0.00449403510614843,-0.4,0.06998556998557
"2001-01",0.00499999999999999,0.217,-0.0159712068383762,-0.0733695652173914,-0.00223080223604522,1.0979965467767,1.9425231425616,0.000330484538904052,3.0668299029292,-0.00231764208232688,-0.0108182036357628,0.0191869094125332,-0.0210408693,0.01,-0.0160650767229588,-0.00253417563110947,0.00338619008478891,0.000255382420987438,4.86,-0.018070521267152,-0.00602043194289892,-0.0899999999999999,0.0620364126770061
"2001-02",0.04,0.378,0.00514344496513885,0.163245356793744,-0.00217633507521287,0,1.250665584937,0.000242208582254433,-0.868935139163312,-0.000883385370949119,0.00299881677075886,-0.00319740229665344,0.0400255691,0,0.0122120390674408,-0.00251218123555652,0.00165262112563513,0.0035673914000911,4.64,0.0104140428363078,-0.00693217922334177,-0.140000000000001,0.0101587301587303
"2001-03",-0.034,0.288,-0.0665226290652717,-0.0579831932773109,-0.00212573397157489,0.788305213070402,1.0643962424995,0.000128585273410975,0,-0.000223839491579003,-0.00285030936419173,-0.00773884652238988,0.0913344848,0.01,-0.00597854934883017,-0.00245275910770137,0.0026368553893763,0.0901303842006695,4.61,-0.0773734921619077,-0.00695026577971869,0.160000000000002,0.205216844751728
"2001-04",-0.018,0.304,0.0131562918747723,-0.00535236396074923,-0.00207089305781938,0.619382667412502,1.0377863364371,-9.52301405499067e-06,0.971162802594201,-0.000553017106316056,0.0111385650272786,-0.0247587800171729,-0.123406319,0.01,0.000154678933740125,-0.00236545884876327,0.0282142626583051,0.0321534150107328,4.8,0.0307562326703188,-0.00507909786509408,2.18,0.0362451108213819
"2001-05",-0.021,0.214,-0.0268125526031027,-0.0116591928251121,-0.00199587059806572,1.323226607654,0.665247651562197,-0.000178465079102907,-1.27784579288709,-0.000906682394333003,-0.0124987095126786,0.0133704221486708,0.1252064052,0.01,0.0412006001467317,-0.00224745950029304,-0.0129376786633667,-0.0613394212360543,5.57,-0.0160425878354512,-0.00292162634649995,0.609999999999999,0.0868142929038751
"2001-06",-0.039,0.138,0.0321225599209281,-0.000907441016333999,-0.00189989243005306,0.872766485899398,1.091006148562,-0.00037990933197618,-2.6068054174898,-0.00135532841922836,0.0123595492598167,0.00632266349921817,-0.24488230276,0,-0.00982683842393403,-0.00211144136505748,0.00649466905495166,-0.0536848875147804,6.26,0.0234862908100895,-0.0007194167957566,0.65,0.079184996526974
"2001-07",-0.066,0.008,0.00371079722288803,-0.0181653042688465,-0.00177663630893132,1.9989167902858,1.0643962424996,-0.000612171505838477,-1.686756446611,-4.85225099562392e-05,-0.0142150123364193,0.00649257752738608,0.16263509361,-0.02,-0.00155078854833152,-0.00196157100034322,0.00742450047048404,0.00996580482298559,7.23,0.0106563920589544,0.000759124567675906,0.350000000000001,0.0105127655009656
"2001-08",-0.016,-0.036,-0.0170542635658921,0,-0.00162905974419147,1.1824578196057,1.250665584937,-0.000868275671248919,0.408910653723908,-4.51851567890849e-05,0.0359465327785202,-0.00295744658890484,0.08285304775,-0.02,-0.00539608106228476,-0.00181102818592371,0.00485026421838608,-0.00768360620209019,7.26,0.00671808735110613,0.00149600436223052,0.799999999999999,-0.0125265392781317
"2001-09",-0.012,-0.017,0.0282698374181025,0.0129509713228493,-0.00147984035888782,1.9989167902858,0.824907087937099,-0.00113166120542285,2.76014691263629,-0.00106136626046671,-0.00381790941356097,0.000461464699487824,-0.1334944331,-0.03,0.0115129455916106,-0.00166976754034587,0.0075590955420417,0.0291512085036256,7.67,0.00962704697315031,0.00165647064192065,0.49,0.0002150075252636
"2001-10",0.02,0.034,-0.0906194690265477,-0.00639269406392695,-0.00134099476718474,-0.0844612728289036,1.3304953031245,-0.00139111741674824,2.5045777540589,-0.0011000957614743,0.0121907844452196,-0.0239239774065623,0.064332115,-0.02,0.009587291480836,-0.00154083337428945,0.0022253018529923,-0.0276246818989681,8.33,-0.00624442760590804,0.0013965173856636,0.539999999999999,0.0496560619088564
"2001-11",0.103,0.263,0.123394316854807,-0.00827205882352933,-0.0012011131708104,1.0416890315573,1.037786336437,-0.00162751868478861,2.4534639223433,-0.000812925509060092,0.0203415727311631,0.0183905504173985,-0.14558370313,-0.04,0.00957333124588352,-0.00141005978385389,0.0259868148611724,0.00627880861778318,9,0.0220765541650221,0.000958856123311369,0.41,0.0700389105058365
"2001-12",0.102,0.457,0.0203280203280201,0.00741427247451343,-0.00106714131273467,1.8581480022375,1.3837151152494,-0.00182644093174855,1.22673196117169,0.000558156482565408,0.00433654106403414,-0.00279004367958546,0.17215356443,-0.03,-0.0293470527539612,-0.00126804709216133,-0.0144613947532732,-0.0189551162308834,9.43,0.010682685728296,0.000104682610368112,0.0800000000000018,0.0442105263157895
"2002-01",-0.032,0.23,0.109659287100859,0.091076356945722,-0.000939580503049653,1.8018404870182,1.7030339879993,-0.00199505490891239,1.6867564466111,0.000843132718134409,-0.0774364060345116,-0.0149993497694407,-0.1121314146,-0.03,0.013293312087758,-0.00108021268511338,-0.000851042920056,0.0116490880152651,10.5,-0.00698016410947766,-0.000817952091223484,0.229999999999999,0.0218108504398826
"2002-02",0.018,0.378,0.016518424396442,-0.134064080944351,-0.000811724655806811,1.1824578196057,1.0643962424996,-0.00212930183256876,1.3800734563181,0.00138158181871217,0.0144616406040512,-0.00569807630534669,-0.0279433709,-0.06,0.00013753147927782,-0.000852608976161795,0.0111993975955682,-0.0132212683677482,10.67,-0.0190031819476845,-0.00123175562843914,0.24,0
"2002-03",-0.049,0.305,0.00750000000000028,0.079844206426485,-0.000687431955327611,2.393069396821,1.5167646455619,-0.00222516005021822,2.35123625891241,0.00115788106064052,-0.00227546565551051,-0.00324693274058885,0.2061988966,-0.05,-0.000528193565625764,-0.000599163054874507,0.00965346635114872,0.00494808621457699,10.93,0.00799765256238749,-0.00091907043788042,-0.669999999999998,0
"2002-04",-0.034,0.344,-0.00248138957816424,0.0108205590622181,-0.000574423202171492,2.224146851163,1.7562538001242,-0.00227472780751736,2.24900859548151,-0.00149948300557279,0.0133066298554234,0.0097168123832434,0.0506850265,-0.06,0.00109430052897268,-0.000328104953744912,-0.0132554650575279,-0.0050031393542842,11.04,0.0188080566120108,-0.000437681070101004,-2.17,0
"2002-05",0.011,0.303,-0.014925373134328,0.00713648528099919,-0.000483953319025066,1.0135352739477,1.7828637061868,-0.00226913962372344,5.0602693398331,-0.0033996273673601,0.0254175747662011,0.000675211494803873,-0.363249531,-0.07,-0.00884241703931961,-5.80608071691913e-05,0.0260830319276137,-0.00600654234678033,10.48,-0.000346474405175212,-0.000143673562916669,0.0900000000000034,0
"2002-06",-0.004,0.288,0.0202020202020208,-0.00442869796279899,-0.000412700400795996,1.6329179413602,1.9159132364992,-0.00220919524852947,5.5202938252726,-0.00162728620530739,-0.00802088083245245,-0.0016439123071037,0.1252491282,-0.08,0.0218592337868682,0.000208240746623511,0.0120906817051158,0.023720909941938,10.11,0.00348273197811566,0.000162686230519515,-0.670000000000002,0
"2002-07",-0.027,0.245,0,0.00355871886120984,-0.000361507455874932,2.7027607305272,3.0335292911237,-0.00211251190793416,7.6159609256075,0.000267974476740207,0.00668444151462255,0.0027085819471675,0.04182119117,-0.09,0.0164691324523424,0.000442564927608524,-0.00290243896710052,-0.0248490663988747,9.19,0.0115055328522242,0.000515019783717374,0.669999999999998,0.158206278026906
"2002-08",-0.042,0.175,-0.0123762376237626,-0.000886524822695023,-0.000328692283116827,1.8299942446278,2.6609906062488,-0.00197493600138199,3.680195883515,0.00140143158012229,-0.00629532627512874,0.0077804613906669,0.01121543926,-0.09,0.0113249463408727,0.00064793466755253,0.0162564591156691,-0.00126394330660751,9.33,-0.00154462211869066,0.000897674087053657,-0.189999999999998,0.00758866346600606
"2002-09",-0.031,0.183,0.00751879699248037,0.00976042590949411,-0.000313629214330424,-0.1689225456579,2.68760051231141,-0.00181021328527409,0.664479812301309,0.001744734328335,0.0128421462649659,-0.000457325501636463,0.04787971447,-0.09,-0.00672492927313166,0.000825701761935527,-0.00301922484333694,0.00301707993887268,9.5,0.00168828496443685,0.00151240174599199,-1.22,0.00876114355979096
"2002-10",-0.006,0.21,0.00621890547263693,0.00351493848857642,-0.000291000915609185,3.15322085228171,3.0335292911237,-0.00162424252983073,2.8623745760673,0.00141524388974279,-0.00895229016409016,0.00916064630939251,-0.047082276,-0.09,0.00554847325621662,0.000977214284876959,0.0118186246854906,0.00363400541333769,9.37,0.00628538489514185,0.00227029875023987,-0.52,0.00106658540301696
"2002-11",0.103,0.335,-0.00123609394313884,0.00262697022767067,-0.000254793945987153,1.5766104261409,1.8360835183118,-0.00142334836222435,2.5556915857744,0.00139646890881684,-0.0178740517307168,-0.00313963390589289,-0.0442488473,-0.09,-0.0116646706629865,0.00111006737660468,-0.00685050760872796,-0.00780302316809034,9.15,0.0296444335523218,0.00286190110404516,-0.100000000000001,0.0302891933028919
"2002-12",0.096,0.435,-0.00123762376237646,0.00349344978165944,-0.000207775388842202,1.323226607654,2.9004797608112,-0.0012117559822088,4.3957895275319,0.00160584327484647,0.0376779845962312,-0.00301796335536897,0.1417816352,-0.09,-0.000373788369172978,0.00122542536163994,0.00838073798020611,-0.00553805878562486,8.76,-0.00433193210364802,0.00286588803313581,0.0199999999999996,0.0292509971930861
"2003-01",-0.021,0.162,-0.00619578686493183,-0.000870322019147163,-0.00016831650213911,2.0833780631147,3.1665788214362,-0.000990905233133943,1.73787027832651,0.000963379766651729,-0.0253880859853515,-0.00375506693460304,-0.1335082568,-0.09,0.028808199905596,0.00131831014668937,0.0242007481265776,0.00641125204301818,8.16,0.0191306981553721,0.00256137245038102,0.18,0
"2003-02",-0.012,0.297,0.0249376558603496,0.0435540069686411,-0.000143624301405909,0.253383818486896,3.1665788214361,-0.000760868406649795,4.80470018125581,0.00118588389140917,0.00542797929565486,0.0217675705479752,0.083997304,-0.08,0.0251297033528224,0.00138193474851023,-0.0014315634117088,0.0110913916467852,8.63,0.0171557909114426,0.00168066808761846,0.400000000000002,0
"2003-03",-0.072,0.235,-0.0535279805352805,-0.0242070116861435,-0.000127513704438753,-0.309691333706198,2.8738698547487,-0.000522950123553967,5.72474915213449,0.0011923658705193,0.00880899130943646,-0.0144863827900782,-0.0755447119,-0.09,0.0180840530188224,0.00141018591775355,0.00888833588440963,-0.00948084120416115,8.63,0.0253820588663627,0.000299265601093168,1.56999999999999,0.045787282905124
"2003-04",-0.062,0.281,0.0244215938303343,-0.0171086398631308,-0.00011260084600806,0.872766485899398,1.8626934243742,-0.00028438388673413,4.08910653723889,0.00154308927678737,-0.00691137947979592,-0.000175718488112708,0.1701053521,-0.1,0.00422775353458554,0.00140198694034499,-0.00353923096842634,-0.0027318265580587,8.7,-0.0300903703103508,-0.00117238858331103,1.26000000000001,0
"2003-05",0.011,0.208,-0.0188205771643668,-0.0104438642297651,-8.95890224753559e-05,2.4212231544307,2.8738698547488,-5.99398110232574e-05,3.27128522979119,0.000461931946741378,0.00787198412023726,0.000609954248125488,-0.1605724512,-0.09,-0.00185557900377067,0.00135695592350737,0.0131509800848575,0.00612645459874606,8.93,-0.0102608791789461,-0.00159998511011794,0.339999999999996,0.00603897886357396
"2003-06",0.001,0.161,0.0115089514066498,0.0281442392260334,-7.03776920176757e-05,2.393069396821,2.9536995729363,0.000148724403980838,3.8335373786615,0.000970067237057171,-0.000383412030308561,0.00757142819827394,-0.0250454024,-0.06,-0.000691934079325506,0.00126904055406563,0.00547747843957991,-0.00101450598568587,8.94,0.0158511436011548,-0.00110066859364377,0.590000000000003,0.0583901773533424
"2003-07",-0.021,0.109,-0.00884955752212346,-0.00342172797262619,-4.3281639877657e-05,-0.675690182631797,3.0069193850612,0.000344014106055557,2.04455326861951,0.00206972099559044,0.00802284331246583,-0.000295834154439123,0.12217217371,-0.08,0.0098025900116057,0.0011359309390353,0.0159044645521942,-0.00506786187740671,8.97,-0.00425429022395674,-0.000247755740049094,-1.03,0
"2003-08",0.02,0.109,0.0114795918367347,0.0051502145922746,-2.51409247054024e-06,0.5630751521932,2.63438070018641,0.00051992341515561,0.868935139163298,0.00219443980709522,-0.00840637269867039,-0.00180998205882554,-0.05066064864,-0.07,-0.0020729739988126,0.000976655052898234,0.00101150070388845,0.00509435610292042,8.56,0.0114995324402665,0.000861690103616253,-0.630000000000003,0.00064449600412475
"2003-09",0.035,0.193,0.0327868852459015,-0.00683176771989746,6.46869468874378e-05,2.7027607305272,3.432677882061,0.000669830228073209,3.01571607121369,0.00212627717115366,-0.00323662477043352,-0.00135994743335677,0.03942971433,-0.06,0.0190016632244932,0.000803094818734751,0.0120694143286217,0.00241479391185595,7.97,0.00651617262351967,0.0017964982576768,0.0300000000000047,0.0280819270900425
"2003-10",0.057,0.292,0.00244200244200288,0.00773860705073082,0.000160387543272744,1.238765334825,2.8738698547487,0.000790920168007636,1.686756446611,0.00146726668454389,0.0058154725823818,0.00501268170792946,0.0213336268,-0.07,-0.00291489488740433,0.000630422181610468,-0.000639633524071148,-0.0133220613151921,7.53,0.025538196858464,0.00229023251547078,-0.130000000000006,0
"2003-11",0.075,0.41,0.0170523751522536,0.00597269624573382,0.000280126861355035,2.1959930935534,3.8052165669358,0.000878647136431043,3.78242354694601,0.000472781381927634,0.028642254197095,0.000408521291380914,-0.0132037667,-0.09,0.000232144902807803,0.000465470128503176,0.00693524199029261,-0.00208554923755522,6.92,0.0187403008248117,0.00198684300430174,-0.189999999999994,0
"2003-12",0.067,0.517,-0.0215568862275449,0.00169635284139091,0.000419840919737124,2.5901457000886,3.7253868487484,0.000931757549343937,4.2424480323853,-0.000273925999839997,-0.010655815354322,0.0151136978015014,-0.0479600189,-0.1,0.0240869000199489,0.000301000331497381,0.00494804350151701,0.0033395544094329,6.92,-0.00489024710657804,0.00110970021503243,-0.41,0
"2004-01",-0.039,0.312,0.0232558139534875,-0.0922946655376798,0.00056267766349416,2.9842983066238,4.0180958154357,0.000960803921082443,6.59368429129779,-0.000483610864938089,0.102148403744919,0.00567318652274418,0.08478963193,-0.09,0.00164315775766346,0.000138048635721644,0.0100259884838754,0.00104105191013248,4.32,-0.00186858021970926,0.000238765007256392,-0.34,0.00776845006891369
"2004-02",0.036,0.355,0.0143540669856466,0.149253731343284,0.000699602783412967,5.5462902491027,4.0180958154358,0.000964362308209177,7.66707475732299,-0.000804646780503515,0.00724466518336642,-0.00134861196346248,-0.10600397638,-0.09,0.0057917745610541,-1.73977543724835e-05,0.0218626468314793,0.0022830293831646,3.84,0.0217325398218267,-0.000511560665213961,-0.760000000000005,0.00124331717020998
"2004-03",-0.026,0.245,0.00825471698113178,-0.0308441558441558,0.000817346460282087,5.1521376425675,4.1777552518108,0.000947089780237942,4.1402203689544,-0.00013136746954856,0.0402539618179187,0.0161431895209623,0.00251393885,-0.06,0.00730972447390074,-0.000153697076616388,-0.0142570972271797,-0.00582230605891609,3.49,-0.0175191688641529,-0.00131927830187573,-1.73,-0.00372531975661239
"2004-04",-0.011,0.216,0.00584795321637421,-0.00251256281407042,0.000899995643185214,4.786138793642,5.4018109306852,0.000908544825705571,6.28700130100491,0.000569126073069137,-0.013739898118225,-0.00103927120658764,0.0435860656,-0.05,0.0101303300584425,-0.000271749000425481,0.00894517091221725,0.00103562551781289,2.81,0.0214482349436314,-0.00172760581211306,-1.46,-0.000747849931447164
"2004-05",0.017,0.25,0.0116279069767444,-0.0134340890008395,0.000916803190624149,1.4921491533119,4.6567335609355,0.000842511431292214,3.884651210377,-0.000313986396619614,-0.0117407510624314,-0.00128810463144391,0.07985834447,-0.09,0.00609309436968449,-0.000367318073487222,0.00447996062278255,0.00373211693966402,2.38,-0.00214642889788119,-0.00205479887937154,-1.01,0.00236996382686794
"2004-06",0.016,0.287,-0.00114942528735651,-0.011063829787234,0.000878836796620597,2.0833780631148,4.9760524336853,0.000743108940609138,1.9423256051885,-0.00212251071664393,0.00816635316464676,0.00157608351464944,-0.03540691753,-0.07,0.00819356128646822,-0.000427665660676979,0.00746545965259537,0.00473720758006335,2.09,-0.0125125028541856,-0.00191147361792088,-0.780000000000001,-0.0013688402190144
"2004-07",-0.00499999999999998,0.359,0.0115074798619106,-0.00602409638554224,0.000783842652282374,6.3345954621733,5.72112980343501,0.000607053390498491,3.01571607121369,-0.00327158657586069,0.00737353229076843,-0.00526081654653288,-0.11673752452,-0.08,-0.00237055805220572,-0.000454975154224768,0.000486733821381868,0.00259171603742137,1.95,-0.00370392417748888,-0.00105168032149483,0.130000000000003,0.000249221183800552
"2004-08",-0.024,0.264,0.0091012514220703,0.00346320346320361,0.000645834232362308,3.4910659435977,5.8009595216225,0.000433409632823567,3.0668299029292,-0.00271727941175848,0.0158002690844175,9.63254282202453e-05,-0.02360553189,-0.08,0.0210153059392143,-0.000455702491350074,0.00377704544151691,0.000891957822105827,1.99,0.0057367763241869,0.000233479083624921,0.140000000000001,-0.00236701133673844
"2004-09",-0.00600000000000001,0.275,0.00338218714768534,0.00172562553925792,0.000482191844478841,3.6599884892556,6.38637745499729,0.000234865338335499,3.5779682200841,-0.00152499326094757,0.00524945013334865,0.00691549690765081,0.01199352187,-0.06,-0.0236510755502928,-0.000432429280327273,-0.00280008739803828,-0.000541586967843122,2.29,0.036658750858156,0.00138382566381368,0.829999999999991,-0.000124875124875135
"2004-10",0.014,0.289,-0.0101123595505588,-0.00344530577088709,0.000302869491995539,1.6892254565795,6.7323062338097,2.1417050952488e-05,4.5491310226783,-0.00105476532675963,0.00803158995590691,0.00530904024874079,0.1101677505,-0.05,0.00499522843531354,-0.000391414793529221,0.00282716316838383,0.00165272160521557,2.37,0.0066947815980043,0.00182001800635923,0.70000000000001,0.00836767828150364
"2004-11",0.03,0.342,0.00454029511918375,-0.00777873811581686,0.000123050615761677,1.6610716989699,5.5614703670602,-0.000194611732482919,2.7601469126363,-0.00231361674181085,0.0018315305123584,-0.000730687663650142,-0.05365465526,-0.06,0.0179448917749158,-0.000332338249600439,-0.00230969532268188,-0.00349008065242229,2.66,-0.021328489365063,0.00199051720717991,0.249999999999993,0.00284864998761458
