"","BELLOCOBDNOSTSAM","BVEMTE02BEM460S","BSEMFT02BEM460S","BCEMFT02BEM460S","X00XHOUBEM086NEST","CP0500BEM086NEST","CP0410BEM086NEST","CP0430BEM086NEST","CP0432BEM086NEST","SERVHOBEM086NEST","CP0400BEM086NEST","CP1252BEM086NEST","BELLOCOBPNOSTSAM","CP0611BEM086NEST","BELPRCNTO01IXOBM","SERVRPBEM086NEST","BELCPGRSE01IXOBM","CP1120BEM086NEST","BVDEFT02BEM460S","BVDETE02BEM460S","CP0730BEM086NEST","BCEMFT02DKM460S","BSEMFT02DKM460S","CP0430DKM086NEST","DNKPRMITO01IXOBSAM","DNKLOCOBPNOSTSAM","CP1252IEM086NEST","IRLCP120000GPM","CP0730IEM086NEST","SERVTRIEM086NEST","BVEMTE02NLM460S","BSEMFT02NLM460S","CP0444NLM086NEST","NLDLOCOBPNOSTSAM","BVDEFT02NLM460S","CP0550PLM086NEST","CP0444PLM086NEST","ESPBRODFT02STSAM","BVEMTE02ESM460S","BVEMFT02ESM460S","CP0440ESM086NEST","CP0400ESM086NEST","CP0500ESM086NEST","ESPPERMITMISMEI","CP1252ESM086NEST","ESPPRMITO01IXOBSAM","ESPPROCONMISMEI","ESPPREND401IXOBSAM","CP1120ESM086NEST","SERVCOESM086NEST","BVDETE02ESM460S","ESPCPHP1200GPM","SWEPRINTO01GPSAM","BVDEFT02SEM460S","CHELOCOBDNOSTSAM"
"2000-12",-0.00212872441740786,0.093,0.039,-0.031,-0.159574468085105,1.22,0,1.97000000000001,1.7,0.0300000000000011,-0.0129760225669958,1.64,-0.00165879337007024,0,7.86961618686381,2.02000000000001,1.26407520609061,6.08999999999999,0.312,0.179,1.21000000000001,-0.016,0.092,-0.200000000000017,-0.00659229208924939,-0.00309256452782725,0,0.0104347826086957,2.3,3.4,-0.076,-0.004,-0.0600000000000023,-0.0014237549994689,-0.074,-0.200000000000003,0.100000000000001,0.068,-0.00100000000000003,-0.026,-0.149999999999999,-0.000969326775733137,-0.0699999999999932,-0.00892410341951411,2.42,0.0230076562336126,0,-0.0440300223704249,5.13000000000001,-4.19,-0.026,-0.001,-0.0515947467166982,0.588,-0.00139711625022965
"2001-01",-0.00203423514152812,-0.029,0.045,-0.00800000000000001,-0.0316455696202514,1.53,0.0100000000000051,2.15000000000001,1.98999999999999,0.0200000000000102,-0.0105744498428124,1.88,-0.00277445191529191,0,7.5006250520877,1.66000000000001,1.18746458753959,2.05,0.414,0.189,-0.220000000000013,-0.022,-0.001,-0.0999999999999801,0.00918836140888191,-0.000858658077478092,0.0390977443609022,0.00468171026648014,1.7,3.2,-0.031,-0.047,3.64000000000001,-0.00167323909562667,-0.064,-0.400000000000006,-1.40000000000001,-0.083,0.109,0.038,-0.0500000000000043,-0.00611488749234035,-0.599999999999994,-0.0226373811327162,2.7,-0.033498050633727,0.00661813368630004,0.0268562055768187,4.24000000000001,-3.45999999999998,0.032,-0.002,0.00989119683481715,0.36,-0.00259982571767359
"2001-02",-0.00189151913312824,0.025,-0.003,-0.012,-0.0784313725490225,1.42,0.039999999999992,2.75999999999999,1.76000000000001,0.039999999999992,0.00765453495089541,1.88,-0.00374190071692571,0.000294492981250727,-2.40020001666821,2.02,1.3311094973227,1.7,0.394,0.192,-0.530000000000001,0.015,-0.018,1.89999999999999,0.105715730905412,0.000889918772374765,0.0144717800289436,0.0100766083398626,0.299999999999997,2.3,-0.062,-0.002,0.199999999999989,-0.0018217613784528,0.012,-0.100000000000009,0.200000000000003,0.096,-0.113,-0.038,-0.160000000000004,0.0080596536333003,-0.219999999999999,-0.0277251592905121,2.75,-0.000469758180611346,0.00394477317554354,0.000905160479623746,4.63000000000001,0.450000000000017,-0.042,-0.005,-0.00979431929480914,0.618,-0.00333784283982641
"2001-03",-0.00192719306724054,-0.00900000000000004,-0.013,-0.018,-0.120567375886526,1.61999999999999,0.0100000000000051,3.58999999999999,2.05,0.0600000000000023,0.00401318618317337,1.88,-0.00444386517660122,-0.000785083415112964,-6.700558379865,1.16,1.06297233239439,-0.219999999999999,0.403,0.184,-0.349999999999994,-0.016,-0.023,0.0999999999999943,-0.0608417200365965,0.00147306968409988,0.0228245363766049,0.00292890878979309,0.200000000000003,2.6,-0.096,0.007,-0.989999999999995,-0.00175857265510282,0.014,-0.0999999999999943,0.600000000000001,-0.059,0.198,0.288,0.100000000000001,-0.000168857658499943,0.0699999999999932,-0.0246191994332247,1.91,-0.0264219137543132,0.00327439423706588,0.00494728218659057,4.47,0.580000000000013,0.058,0,0.00296735905044536,0.538,-0.00448982478243964
"2001-04",-0.00192148700670725,-0.031,-0.088,-0.004,0.403225806451626,1.8,0.0799999999999983,3.72,2.02999999999999,0.11999999999999,0.0062812276945039,1.88,-0.00459422195194048,-0.000883912787271512,-0.400033336111292,1.59,1.31195684268491,1.63,0.387,0.158,1.77,0.005,-0.083,-0.100000000000009,-0.0901120311738919,0.0012210135677686,0,-0.00255595886267396,0.200000000000003,2.7,-0.129,0,-0.289999999999992,-0.00161519306249791,0.029,-0.0999999999999943,-0.5,-0.067,-0.274,-0.322,0.260000000000005,0.00530308978545713,0.370000000000005,-0.0237879063010751,2.38,0.0155595973689455,-0.00261096605743982,-0.0443486914542206,2.09,0.580000000000013,-0.129,0.001,-0.0483234714003946,0.423,-0.00493187745384238
"2001-05",-0.00180654249394763,0.004,-0.074,0.018,0.189655172413791,1.95,-0.0299999999999869,3.59,2.05999999999999,-0.039999999999992,0.00226982550716426,1.88,-0.00402399411395538,0.000982994200334097,-6.300525043753,1.73,1.4843307344246,2.12,0.37,0.159,-1.59999999999999,-0.028,-0.075,0.300000000000011,0,0.000833882491420024,0.00418410041841,-0.0020802112853686,0.600000000000001,3,-0.113,-0.032,0.039999999999992,-0.00155907764457042,-0.014,-0.100000000000009,0.299999999999997,0.026,0.012,-0.031,0.0999999999999943,-0.00708593924187473,0.0900000000000034,-0.00595238095237394,2.52,0.0127973160289987,0.00130890052356269,0.0890026255442191,2.64999999999999,-0.489999999999981,0.011,0,0.0404145077720207,0.196,-0.00446117387284417
"2001-06",-0.00176997644927501,0.01,-0.079,0.015,-0.1304347826087,2.18000000000001,0.0199999999999818,3.65000000000001,2.11999999999999,0.140000000000001,0.00736022646850665,1.88,-0.00306996888154032,0.0146322301875674,6.700558379865,1.94,1.66628095348301,1.93000000000001,0.289,0.141,0.780000000000001,-0.021,-0.077,0.199999999999989,-0.178265524625268,-1.32641460725003e-05,0,-0.00192398211343864,1,3.5,-0.1,-0.03,-0.0799999999999983,-0.00186299774815701,-0.00900000000000001,-0.200000000000003,-0.100000000000001,-0.031,0.026,0.061,-0.399999999999999,0.00366821007177776,-0.0100000000000051,0.0231100299401195,2.42,0.0392179423903203,0.00261437908496576,0.00845362712484898,3.58,-0.489999999999981,0.08,0.001,-0.00796812749003984,0.02,-0.00424153344241673
"2001-07",-0.00196214595217736,0.00399999999999998,-0.116,-0.033,-0.0777777777777782,2.18000000000001,-0.0499999999999972,3.69,2.11999999999999,-0.019999999999996,-0.00351271603203596,2.39,-0.00249556713900567,-0.00232288037166084,7.6006333861155,2.20999999999999,1.8961128091359,4.95999999999999,0.362,0.102,2.18000000000001,0.00600000000000002,-0.119,0.100000000000009,0.172638436482085,-0.000765578674693845,0,-0.000403867765499161,1.09999999999999,3.59999999999999,-0.084,-0.032,-0.0100000000000051,-0.00228624671516042,0.015,-0.0999999999999943,-0.299999999999997,0.076,0.108,0.156,0.100000000000001,-0.00446642207688619,-0.600000000000009,0.0194787379972525,2.37,-0.0242068244131127,-0.00260756192959433,-0.0298692652221298,9.09,-0.489999999999981,0.01,-0.002,-0.00100401606425704,0.195,-0.00458965971451197
"2001-08",-0.00219409265249249,-0.109,-0.112,-0.025,0.0421686746987997,2.52000000000001,0.100000000000009,3.81,2.06,0.0799999999999983,-0.00155104342921597,2.39,-0.00216710497123074,0,0.700058338194992,1.81,1.67585728080191,3.05,0.301,0.082,-0.440000000000012,-0.00300000000000002,-0.129,-0.5,0.1,-0.00168509999262201,0,0.00300682183566763,1,3.5,-0.077,-0.022,-0.129999999999988,-0.00251735433225242,-0.003,-0.199999999999989,-0.299999999999997,0.001,-0.141,-0.045,-7.105427357601e-15,-0.00269969826901706,-0.149999999999991,0.000358808754938655,2.42,0.0165123424534415,0.00392156862745208,0.0348129893626994,17.52,-1.13,-0.085,0,0.0221105527638193,0.047,-0.0039173478091965
"2001-09",-0.00202191816723729,0.039,-0.139,-0.041,-0.0809248554913297,2.5,-0.039999999999992,3.73,2.02000000000001,-0.039999999999992,0.0069199265640445,2.39,-0.001764969018343,0.000485060147458194,-9.10075839653301,2.25,1.8673838271792,2.84,0.075,0.116,-1.84,-0.029,-0.12,0,0.0626262626262626,-0.00321196025769077,0.00694444444444442,0.0093431410504581,1,3.5,-0.068,-0.029,-0.110000000000014,-0.00220084658102826,0.002,-0.200000000000017,-0.199999999999996,-0.01,0.154,0.021,0.0500000000000114,0.00540670463844384,0.0799999999999983,-0.000358680057393923,2.51,-0.0359779221046261,-0.00130208333333592,-0.0137963604939759,4.41,-1.13,-0.026,-0.001,-0.0117994100294985,0.166,-0.00347723270266098
"2001-10",-0.00123688187120496,-0.105,-0.145,0.031,0.157232704402515,2.46000000000001,0.169999999999987,3.86999999999999,2.05,0.129999999999995,-0.00953716690042061,2.39,-0.000842235025956151,-0.000969649956365726,7.10059171597599,2.33,2.3366238658038,3.81,0.043,0.042,-0.609999999999999,0.037,-0.105,0,-0.0945817490494297,-0.00378663077612285,0.0137931034482759,0.0139676113360326,1.7,4.1,-0.06,-0.021,-0.0300000000000011,-0.00115651399709715,-0.021,-0.0999999999999801,-0.20000000000001,-0.07,-0.049,-0.082,0.149999999999999,-0.0036598410526093,0.0799999999999983,-0.00242195909580356,2.56,0.011773918819683,0.0117340286831782,-0.0153852423939786,0.989999999999995,-1.13,0.021,0,0.00199004975124359,0.18,-0.00210606910132849
"2001-11",0.000116634050222997,-0.062,-0.179,-0.064,-0.0434782608695642,2.23999999999999,0.0100000000000051,3.80000000000001,1.87,-0.0100000000000051,-0.00509770603228543,2.39,0.000728194282648031,0.000679413762981529,-0.800066672222997,3.16,2.7867112497904,2.89999999999999,-0.007,-0.036,-1.98999999999999,-0.032,-0.08,-0.400000000000006,0.132808398950131,-0.00206102477047942,0.0571428571428572,0.0138051960881159,1.8,4.3,-0.099,-0.00199999999999997,0.710000000000008,0.000630084883878501,-0.014,-0.200000000000017,-0.199999999999996,0,-0.087,-0.068,-0.0600000000000023,0.000952834683182524,1.4210854715202e-14,-0.0137577555975172,2.61,-0.0277099326300193,0,0.0333830042634167,-0.659999999999997,-2.73999999999998,-0.053,-0.002,0.00496524329692162,0.106,0.000127292540363699
"2001-12",0.00157646580424897,0.00399999999999999,-0.148,0.019,0.0397727272727233,2.06,0.019999999999996,3.66,1.28,-0.039999999999992,-0.00654711073156855,2.39,0.00200706951846485,0,-7.70064172014341,2.78999999999999,2.61433735805089,0.790000000000006,0.052,-0.021,1.91,0.035,-0.084,1.4210854715202e-14,-0.00556070435588518,0.00159278762734405,0.0437580437580436,-0.00734359250050404,3.2,4.7,-0.14,0.00299999999999997,0.159999999999997,0.00231497164212313,-0.013,-0.0999999999999943,-0.100000000000001,0.00600000000000001,0.026,0.031,-0.250000000000007,-0.0017485296455253,-0.0800000000000125,-0.0155908096280086,2.6,0.0234322246520013,0.00644329896907192,0.0269972562135736,1.42999999999999,-2.73999999999998,-0.077,0.002,-0.00395256916996053,0.073,0.00195700947699118
"2002-01",0.00288147621818036,0.031,-0.117,0.003,0.224043715846993,1.95999999999999,0.11999999999999,3.63,1.66000000000001,0.209999999999994,0.00229226361031509,3.27999999999999,0.0032572367691508,0.0063045586808923,3.9003250270855,2.86,2.6622189946452,3.48,0.134,0.016,-1.31999999999999,0.025,-0.063,0.199999999999989,-0.0293569431500466,0.00513415230426917,0,-0.0135890248203908,2.9,4.6,-0.181,-0.015,-3.06,0.00339132310897838,-0.00900000000000001,-0.0999999999999943,0.300000000000004,0.11,-0.019,0.038,-0.0399999999999991,0.00955107741622596,0.0799999999999983,-0.00916921367045997,3.91,0.00806268556434264,-0.0243277848911613,-0.0227188517716796,2.30999999999999,-1.25,0.101,0.006,-0.0138888888888889,0.013,0.00358212337869079
"2002-02",0.00366890386847785,0.024,-0.114,-0.02,0.00446428571428803,1.98,0.110000000000014,3.13000000000001,1.89,0.140000000000001,-0.000428816466552129,3.27999999999999,0.00400351070078431,0.000867469879518135,-5.90049170764229,3.24000000000001,3.0740010693565,4.81,0.154,0.064,1.2,-0.031,-0.083,-0.599999999999994,-0.0129620739318291,0.00652247678741413,0,-0.0103615520282187,2.9,4.59999999999999,-0.173,-0.002,-0.419999999999987,0.00363836698001219,0.041,-0.200000000000003,-0.500000000000007,-0.042,0.075,0.00600000000000003,0.350000000000009,-0.00606451648613748,0.0700000000000074,-0.00551504954196846,3.49,0.0252705847031451,0.00262467191600901,-0.052121163746653,2.59,-2.33000000000001,-0.021,0.003,0.023138832997988,0.163,0.00447268868145168
"2002-03",0.00389374509316842,-0.089,-0.109,-0.028,0.00888888888889339,1.76000000000001,0.019999999999996,2.51000000000001,2.04000000000001,0.0300000000000011,0.00643500643500627,3.27999999999999,0.00399564586926537,-0.000577812018490054,0.400033336110994,3.32000000000001,3.0740010693565,3.66000000000001,0.261,0.029,0.199999999999989,0.032,-0.089,0,-0.0953307392996109,0.00588972349567141,0.0197287299630087,0.0100866232471416,3.7,4.59999999999999,-0.164,0.004,0.579999999999998,0.00302170951172132,0.046,-0.200000000000003,-0.5,-0.014,-0.1,-0.07,-7.105427357601e-15,0.000943356728055234,0.0799999999999983,-0.000281981389234853,3.86,-0.0404987525330024,-0.00196335078533771,0.0241779293503361,4.78999999999999,-3.94,-0.026,0,0.00393313667649934,0.169,0.00440274778055327
"2002-04",0.00316048937389479,-0.012,-0.068,0.066,-0.334801762114544,1.66,-0.00999999999999091,2.33999999999999,2.35000000000001,0.340000000000003,0.00511508951406658,3.27999999999999,0.0036732601688092,0.00019271535941412,11.1009250770898,1.48999999999999,2.0301813915999,2.15000000000001,0.255,0.091,-3.16,-0.011,0.078,-0.0999999999999943,0.173655913978495,0.00396994445719989,0.0120918984280531,0.00830811901159876,3.7,4.8,-0.156,0,0.409999999999982,0.00201477501925962,0.055,-0.200000000000003,7.105427357601e-15,-0.053,-0.00499999999999999,0.00599999999999999,0,0.000622057008617949,0,0.00545317788642241,3.3,-0.0261763646684693,0.017704918032782,0.0306060574917077,4.8,-3.94,0.014,-0.001,-0.0137120470127326,0.224,0.0041036991023542
"2002-05",0.00181523270088535,0.024,-0.091,-0.032,-0.185430463576161,1.57000000000001,0.149999999999991,2.51000000000001,2.5,-0.0800000000000125,-0.00226180378852125,3.27999999999999,0.00280841483251515,9.63391136801217e-05,-7.50062505208801,1.94,2.11636833746969,5.5,0.2,0.084,2.15000000000001,0.004,-0.003,0.199999999999989,0.00916170407695827,0.00151200783469418,0,-0.00181768988587206,3.6,4.8,-0.148,0.015,-0.139999999999986,0.00102790876885872,-0.023,-0.200000000000003,-0.200000000000003,-0.132,0.026,0.001,-0.149999999999999,-0.00157876643860866,-0.0100000000000051,0.00869646530765111,3.07,-0.0338467806383878,-0.000644329896902107,-0.021649597622634,4.30000000000001,-2.87,-0.055,0.001,0.00297914597815297,0.122,0.00266407665569091
"2002-06",0.000174595375254771,0.011,-0.092,-0.045,-0.186991869918692,1.42,-0.039999999999992,2.50999999999999,2.52000000000001,-0.159999999999997,-0.00580901105128928,3.27999999999999,0.00167610834015619,0,-4.90040836736399,2,2.12594466478869,4.11999999999999,0.248,0.037,0.640000000000001,0.015,-0.005,-0.0999999999999943,-0.0998638220608261,-0.000584836059115301,0,-0.00461921466007017,3.3,4.3,-0.138,0.04,-0.0100000000000051,0.000193383839452554,-0.016,-0.0999999999999943,7.105427357601e-15,0.087,-0.066,-0.015,0.0900000000000034,0.000936144707402109,0.0100000000000051,0.0192824696393816,2.93,0.0044439398608429,0.00386847195357309,0.0492518449056103,4.03,-3.14000000000001,0.025,-0.001,-0.0158415841584158,0.068,3.39420909218902e-05
"2002-07",-0.00127625096412776,-0.016,-0.105,0.018,0.140000000000001,1.41,0.0599999999999881,2.45,2.53,-0.0799999999999983,0.00627048596266211,1.56,0.000973608486721123,0.00317888450052983,3.0002500208351,1.87,1.809925863266,3.80000000000001,0.265,0.027,-3.58000000000001,-0.025,0.041,0,0.104387291981846,-0.00188317676771965,0.026284348864994,-0.00493421052631579,3.5,4.3,-0.13,-0.015,-0.0900000000000034,-0.000559158144956662,-0.00499999999999998,0,0.0999999999999872,0.064,0.028,0.00899999999999999,-0.0399999999999991,-0.000943683108949545,-0.149999999999991,0.0258299226921335,2.89,0.045951139171013,0.00385356454720709,-0.0391101612589807,3.91,-3.54000000000001,-0.038,0,0.00704225352112663,0.041,-0.00154697002802151
"2002-08",-0.00195945423987531,0.011,-0.072,0.003,0.0438596491228045,1.25999999999999,0.0699999999999932,2.34999999999999,2.58,0.0900000000000034,0.00127460699617621,1.56,0.000523752985793324,-0.0029767620510851,-13.5011250937578,2.34,2.0301813915999,6.48,0.162,0.011,-1.38999999999999,-0.022,0.008,0.5,-0.180365296803653,-0.00316505737725115,0,0.00090491998409683,3.7,5.00000000000001,-0.19,0.00699999999999999,-0.0400000000000063,-0.00126853847408448,-0.059,0,7.105427357601e-15,-0.044,0.017,-0.036,7.105427357601e-15,-0.000158779576436396,0,0.0238496320595769,2.65,-0.0764316854182362,0.00255918106206532,-0.0268313888832796,4.02,-4.20999999999999,-0.007,0,-0.00299700299700293,0.065,-0.00171349228103979
"2002-09",-0.00199651320310779,0.039,-0.083,-0.021,-0.0336134453781446,1.23999999999999,-0.0499999999999972,2.42,2.56999999999999,-0.0400000000000063,0.00678925035360689,1.56,-2.55391590131548e-06,-0.000866801502455994,7.600633386116,1.76000000000001,1.75246789935279,3.89,0.115,0.02,2.61999999999999,-0.003,-0.02,-0.0999999999999943,0.137604456824512,-0.00484594410588413,0.00814901047729899,0.0105137826526195,4.2,4.7,-0.25,-0.013,0.0500000000000114,-0.00233541664055159,-0.051,-0.0999999999999943,-7.105427357601e-15,0.066,-0.038,-0.002,-0.0500000000000114,0.0010867304176061,0.149999999999991,0.0262383096640117,2.47,0.0615787837354451,0.0070197830248826,0.0130376064824516,4.69,-3.68000000000001,0.015,0.002,0,0.14,-0.0015020885080429
