"","BVSP","HSI","BSESN"
"2004-07",0.0561728686935552,-0.0038841525344403,0.0781697409734667
"2004-08",0.0208622464968438,0.0500284756894882,0.00420868625940529
"2004-09",0.0193834144630092,0.0209917600448588,0.0754090420636997
"2004-10",-0.00830286083028609,-0.00498246693336735,0.0158786446717043
"2004-11",0.0900572618427902,0.0770138507617846,0.0990820283622535
"2004-12",0.042502387774594,0.0120973855255841,0.0590925189067866
"2005-01",-0.0704306000916171,-0.0357304447164341,-0.00708044757784276
"2005-02",0.15555829329391,0.0345190107163786,0.0240880672216641
"2005-03",-0.0543018586303706,-0.0477952107336507,-0.0329229449989191
"2005-04",-0.0664011123219721,0.0290074223780834,-0.0521160130994573
"2005-05",0.014611173724038,-0.00301240241530365,0.0911000720414699
"2005-06",-0.00618875709128419,0.0240850626312101,0.071292986230626
"2005-07",0.0395592990299789,0.0478781808954838,0.061381571479056
"2005-08",0.0769142154980416,0.00151665651648547,0.0222659992163821
"2005-09",0.126190051702621,0.0352244755691611,0.106214555034923
"2005-10",-0.0440096251266464,-0.0675469484875748,-0.0859531326365897
"2005-11",0.0570643174140557,0.0382841207699203,0.113590144088413
"2005-12",0.0482188175580411,-0.00406436315323122,0.0693063279103452
"2006-01",0.147268053562889,0.0589328204674804,0.055539887754904
"2006-02",0.00591407654430354,0.0104957376557626,0.0453987495809289
"2006-03",-0.0170422170422171,-0.00712633534469054,0.0877240745125056
"2006-04",0.0635276138279932,0.0541764361170312,0.050706716067926
"2006-05",-0.0949632088794192,-0.0482201926224263,-0.122623013657555
"2006-06",0.00276485080755551,0.02583764158377,0.0202565189837589
"2006-07",0.0121754797848816,0.0432589230593476,0.012689858661074
"2006-08",-0.0227904091485287,0.0248023839525444,0.0889036300109203
"2006-09",0.0059891808346213,0.00866944073809606,0.0645667921404323
"2006-10",0.0772037641636258,0.0445360865537814,0.0407470176996012
"2006-11",0.0679774851641495,0.0347150580279019,0.0566590667144713
"2006-12",0.0606219593627779,0.0529649148734344,0.0066149633619883
"2007-01",0.0037774879704997,0.00709748065640148,0.022050609060341
"2007-02",-0.0168003225661932,-0.0226251196267043,-0.0818136845842192
"2007-03",0.0435842522555363,0.00760348307988634,0.010357770475844
"2007-04",0.0687916166357385,0.0261629524049041,0.0612197376042807
"2007-05",0.0676525859955879,0.0155268732346749,0.0484480905808866
"2007-06",0.0406367184510599,0.0551630222254507,0.00729142266432481
"2007-07",-0.00384247683482863,0.0648613634385775,0.0614641048251974
"2007-08",0.00837901186719092,0.0344707034331542,-0.0149437830969703
"2007-09",0.106667642806157,0.131684104399717,0.128765034033602
"2007-10",0.0802613081948234,0.155111501125602,0.147294890584885
"2007-11",-0.0353960623411617,-0.0864034378115144,-0.023933915452093
"2007-12",0.0139669237850364,-0.0290102749664384,0.0477091226753903
"2008-01",-0.0688100679335065,-0.156652102397615,-0.13004784177292
"2008-02",0.0672213817448311,0.0373439371028805,-0.00396574204461031
"2008-03",-0.0397076658948794,-0.0609276185215547,-0.110035326556494
"2008-04",0.113174124130692,0.127188281836303,0.105013031584665
"2008-05",0.0696204396770201,-0.0474554019477531,-0.0504265965275483
"2008-06",-0.104348904164313,-0.0990949972984522,-0.179949319315495
"2008-07",-0.0847919037804915,0.0284630153393446,0.0664222987587744
"2008-08",-0.0642803125787749,-0.0646343119898296,0.0145433204813403
"2008-09",-0.110255028735632,-0.152652449598423,-0.11700347028418
"2008-10",-0.247956238267294,-0.224661058306266,-0.238901047051858
"2008-11",-0.0177416324449097,-0.00575786302125481,-0.071039600650898
"2008-12",0.0260684227784458,0.0359469757570727,0.0609927348088379
"2009-01",0.0466311584553929,-0.0770997055662449,-0.0231224399280885
"2009-02",-0.0284471133050049,-0.0351432647450663,-0.056517010260246
"2009-03",0.0718382526255139,0.0596686588235251,0.0918719574588933
"2009-04",0.155500171040414,0.143265166830291,0.174563526806407
"2009-05",0.124931275111017,0.170737158264228,0.282551027119462
"2009-06",-0.032576412647092,0.0114319778218039,-0.00898515621955176
"2009-07",0.0641406781307685,0.119409749911818,0.0811703274399724
"2009-08",0.031461125515831,-0.0412738541490677,-0.000234195883853205
"2009-09",0.0890261820885483,0.0624137458187293,0.093204428569748
"2009-10",0.000455151337819926,0.0380629742427314,-0.0718497739342787
"2009-11",0.0893315568842816,0.00315502559938841,0.0647912852763022
"2009-12",0.023029652168725,0.00233714455926504,0.0318198523728657
"2010-01",-0.0464512742753834,-0.0800324501543033,-0.0633760431022899
"2010-02",0.0168343475734687,0.0241879147807957,0.00437651272962425
"2010-03",0.0581778265642152,0.0306011739653409,0.0668441130642499
"2010-04",-0.040385380549082,-0.00615648630523946,0.00176527920139957
"2010-05",-0.0663853102324893,-0.0636423560705953,-0.0349729590724697
"2010-06",-0.0334829571589449,0.0184061368025381,0.0446318092316724
"2010-07",0.107965734541158,0.044752384621779,0.00945650607045434
"2010-08",-0.0351033103754721,-0.0234581434719761,0.00575489223604131
"2010-09",0.0657763450763682,0.0887045287312067,0.116742868573696
"2010-10",0.0179029238081521,0.0330147947517687,-0.00183263135474954
"2010-11",-0.0419962361863795,-0.0038244221504965,-0.0255132374939754
"2010-12",0.023631932648992,0.00119345430525342,0.0506033089069602
"2011-01",-0.0393910973234254,0.0178807290052874,-0.106359184858618
"2011-02",0.0121366879459257,-0.00466237593378727,-0.0275188774536232
"2011-03",0.0178680082513394,0.00811979781524674,0.0909938775105419
"2011-04",-0.0357793751002377,0.00821552887227739,-0.0159041529907802
"2011-05",-0.0228781395067515,-0.0015463083745525,-0.0330624442143183
"2011-06",-0.0342927886103374,-0.0542992798703993,0.018515087974462
"2011-07",-0.0573841420421768,0.00188187353997926,-0.0344197403232941
"2011-08",-0.0395763561872057,-0.0849099448981183,-0.0835540239298184
"2011-09",-0.0738295424373838,-0.143290041516077,-0.0133713243887449
"2011-10",0.114937695894809,0.129172692362732,0.0760464488235437
"2011-11",-0.0250779937604991,-0.0944138880899562,-0.0893278131954011
"2011-12",-0.00212747252747247,0.0247391387500384,-0.041463807434452
"2012-01",0.111322549952426,0.106111433178985,0.112496917989531
"2012-02",0.0434424150177575,0.0632446708833747,0.0325196879994023
"2012-03",-0.0197684312891266,-0.0518678895997757,-0.0196297390097991
"2012-04",-0.0417138162483918,0.0262036321989512,-0.00490621090493948
"2012-05",-0.118570042057587,-0.116842076446671,-0.0635309377057995
"2012-06",-0.00247751881079095,0.0435835935354589,0.0746954363686563
"2012-07",0.0320485695888142,0.0182779272675666,-0.0111188180241901
"2012-08",0.0171845196712836,-0.0158732758114726,0.00838760761473445
"2012-09",0.0370655964669389,0.0696936042927552,0.0795126927203946
"2012-10",-0.0356225496823036,0.0384560848202491,-0.0137165132486159
"2012-11",0.00713184271395528,0.0179546039279603,0.0450960473798698
"2012-12",0.0604958677685949,0.0284393185606531,0.00448867601409142
"2013-01",-0.0195399658747867,0.047341358785423,0.0241044164652715
"2013-02",-0.0391057713224343,-0.0298893314369142,-0.0519448313915305
"2013-03",-0.0186681526887712,-0.031304527995624,-0.00136624757470349
"2013-04",-0.00784355479841004,0.0196137285753981,0.0354862144548926
"2013-05",-0.0429976748345555,-0.0151668848959933,0.013131600359362
"2013-06",-0.113052741748589,-0.0709565795318886,-0.0184455812712359
"2013-07",0.0163727163537519,0.0519327059162733,-0.00258361607928537
"2013-08",0.0367790355350996,-0.00695911990564557,-0.0375266103221017
"2013-09",0.0465925451927691,0.0519290904626395,0.0408195611590212
"2013-10",0.036646413695594,0.015158000769635,0.0920934584461959
"2013-11",-0.0326968445886169,0.0290833916283604,-0.0176044555348522
"2013-12",-0.0185777981022065,-0.0240731744623747,0.0182162024248569
"2014-01",-0.0750965888131711,-0.0545331417227973,-0.0310254601496004
"2014-02",-0.0114402065534541,0.0363751187332604,0.0295541569990847
"2014-03",0.0705185373932986,-0.0300346614797892,0.0599499643703265
"2014-04",0.0240206287811167,-0.000771513578943117,0.00140850845900586
"2014-05",-0.00749622283345597,0.0428156204196815,0.0802727743269616
"2014-06",0.0376471047444329,0.00472541218467337,0.0494042475642273
"2014-07",0.0500489015949444,0.0675325672736597,0.0189342718521524
"2014-08",0.0977807232800159,-0.00059737253461456,0.0286981854709689
"2014-09",-0.117021276595745,-0.0731175996665062,-0.000285290855030929
"2014-10",0.00947963633675797,0.0464431598605224,0.0463874076333743
"2014-11",0.000640685350271841,-0.000442174399019502,0.0297195580997185
"2014-12",-0.0851931801551296,-0.0159420934051253,-0.0416313765446443
"2015-01",-0.0619713240146379,0.0382126763523924,0.0612205385340927
"2015-02",0.0996631704613287,0.0129039713846422,0.00127368627896596
"2015-03",-0.00839423841187992,0.0031261595432841,-0.0432109431487002
"2015-04",0.0992961876832845,0.129798946699321,-0.0338435131008048
"2015-05",-0.0616941435913853,-0.0251949862083675,0.0302513609836954
"2015-06",0.00608415466262313,-0.0428147624203185,-0.00171081727670741
"2015-07",-0.0417475179442739,-0.0614761218641546,0.0120129768643698
"2015-08",-0.083338248304335,-0.120379347191487,-0.0651431381948252
"2015-09",-0.033607858276498,-0.0380367896952055,-0.00487993484636962
"2015-10",0.0179764309017068,0.0860458793550014,0.0191933955794366
"2015-11",-0.0163291111644029,-0.0284283582377668,-0.0191755791856835
"2015-12",-0.0392287234042553,-0.00372876728535121,-0.0010759280249435
"2016-01",-0.0679123414071511,-0.101818483562816,-0.0477399347232672
"2016-02",0.0591001336435182,-0.0290187732089457,-0.0751362143189236
"2016-03",0.169673318689536,0.0871063026171175,0.101724170724285
"2016-04",0.0770352612126661,0.0139748647722868,0.010447527234769
"2016-05",-0.100888501419005,-0.011959952991011,0.0414479471560005
"2016-06",0.0630260769103812,-0.000995465460648548,0.012440387391121
"2016-07",0.112193607235042,0.0527546660618359,0.0389685020661379
"2016-08",0.0103475954491519,0.0495862872261819,0.0142703747957884
"2016-09",0.00804822023799234,0.0139387732375584,-0.0206033137580388
"2016-10",0.112358010519643,-0.0155646215058165,0.00271115100491559
"2016-11",-0.0464998074701579,-0.00631229307039149,-0.0461213166286427
"2016-12",-0.0271217652570026,-0.0346299677548942,-0.000988624030982987
"2017-01",0.0737875039434142,0.0618265496960475,0.0386645451078611
"2017-02",0.030786596774443,0.0162644904593912,0.0393173600959908
"2017-03",-0.0251717620233416,0.0156212284825969,0.0305176881949603
"2017-04",0.00644774098239576,0.0208837749089907,0.0100572370824259
"2017-05",-0.0411601914285278,0.0424746688526227,0.041024933618083
"2017-06",0.00301382532570038,0.00405015794285757,-0.00719812624425331
"2017-07",0.0480127186009538,0.0605253472511109,0.0515280449564246
"2017-08",0.074560072815534,0.023653593104999,-0.024125809003394
"2017-09",0.0488317921931249,-0.0148729183592686,-0.0140801332631564
"2017-10",0.000188440520095812,0.025086402572648,0.0616745118433109
"2017-11",-0.0314501803305163,0.0329896534784362,-0.00192024494833065
"2017-12",0.0615664642703311,0.0254238576135504,0.0273753940639037
"2018-01",0.111397607392477,0.0992046599322165,0.056029627861887
"2018-02",0.00668919953364022,-0.0621075831812266,-0.0495197970479312
"2018-03",-0.00134532820158861,-0.0243587825363879,-0.0355534163988093
"2018-04",0.00877398495888282,0.0237616492261334,0.0664776299124206
"2018-05",-0.108703477907449,-0.0110323200490852,0.00460801692246626
"2018-06",-0.0519972900435156,-0.0496725524550262,0.00286225237742488
"2018-07",0.0887401563981693,-0.0128509136049499,0.0616285477061036
"2018-08",-0.0320878566018682,-0.0242962162027481,0.0276146418998338
"2018-09",0.0347426902110124,-0.00358682137288213,-0.0625676100060456
"2018-10",0.101862821708553,-0.101078795322887,-0.0492749307067345
"2018-11",0.023792093704246,0.0611320869249881,0.0508753096945851
"2018-12",-0.0180662316767966,-0.0249389601139333,-0.00348045557675547
"2019-01",0.10817299486841,0.0811265141729498,0.00522240122545181
"2019-02",-0.0185843070415015,0.0247189660621472,-0.0107359492801261
"2019-03",-0.00176807833947101,0.0146047240144711,0.0782176993960515
"2019-04",0.00983073940156154,0.0222967191186729,0.00927369115883203
"2019-05",0.00702624723672329,-0.0942122369957433,0.0174896570682073
"2019-06",0.0405750798722044,0.061020921699428,-0.00804645694195738
"2019-07",0.00836907108263096,-0.026797440600022,-0.0485730927009821
"2019-08",-0.00664951086315957,-0.0739087770247771,-0.00395751318718562
"2019-09",0.0356948633015277,0.0142873824253635,0.035747103163065
"2019-10",0.0236288128311615,0.0312142709944168,0.0378025254621857
"2019-11",0.00944786420443955,-0.0208212095105865,0.016565500555392
"2019-12",0.0684818863008509,0.0699622511244888,0.0112744973527097
"2020-01",-0.0162912361105106,-0.06658871188996,-0.0128533806170049
"2020-02",-0.0842907499055037,-0.00694347790530836,-0.059577391829962
"2020-03",-0.299043888952886,-0.0966879455538779,-0.230533258228184
"2020-04",0.102519857573268,0.0440659324105208,0.14419235007491
"2020-05",0.085670633244727,-0.0682578776731891,-0.0383633673738086
"2020-06",0.0875599235724174,0.0638338357746613,0.0768471970555005
"2020-07",0.0826460191886889,0.00688413852619263,0.0770736968308172
"2020-08",-0.0344274720149254,0.0236508600710088,0.0271598747204322
"2020-09",-0.0479626442854412,-0.068236745238505,-0.0145064508056801
"2020-10",-0.00688138853947551,0.0276383365658226,0.0406153063135288
"2020-11",0.158974795640327,0.0926714811965932,0.114495895048471
"2020-12",0.0956762912350304,0.0337733597111263,0.0815771759587935
"2021-01",-0.0276515849999162,0.0386535573733662,-0.0306914729191106
"2021-02",-0.0514796520899601,0.0246254814839106,0.0608009498062936
"2021-03",0.0599718271459082,-0.0207680106362103,0.00833320274250116
"2021-04",0.0193768540905739,0.0122111135698357,-0.0146798942403574
"2021-05",0.0615842683398657,0.0148623739849643,0.0646767001724176
"2021-06",0.0046428345059264,-0.0111091443178041,0.0104985828573567
"2021-07",-0.0394394410182805,-0.0994493191388883,0.00198406111534544
"2021-08",-0.024794541916733,-0.00316008514383059,0.0944257307670591
"2021-09",-0.06568390567515,-0.0503632327697102,0.0273484512616629
"2021-10",-0.0673821173375143,0.0326176485582459,0.00305397313328148
"2021-11",-0.0153235234442179,-0.0749482784755988,-0.0378043275177951
"2021-12",0.0285237698081735,-0.00330517509809947,0.0208350460836317
"2022-01",0.0721795043025319,0.0172918861300619,-0.00411386646768153
"2022-02",0.00670890130618917,-0.0457620514063924,-0.0304561897187299
"2022-03",0.0606052571105338,-0.0315312510968668,0.0412683140840697
"2022-04",-0.101025841882016,-0.041254043198473,-0.0257414877166994
"2022-05",0.032212911120175,0.0154489335321892,-0.0261906435942432
"2022-06",-0.11503264452048,0.0207604813503464,-0.0458454800813676
"2022-07",0.0469140062105498,-0.0779183775328821,0.0858430680301161
"2022-08",0.0616294285852761,-0.0100274870672766,0.0341638313712378
"2022-09",0.00469307816622999,-0.136890201175963,-0.0354425978118584
"2022-10",0.0562810690949407,-0.00832153086054499,0.0111192948211627
