"","CANPROMANMISMEI","CANSTMNIS01STM","BSPRFT02FRM460S","FRAPROMANMISMEI","DEUPIEAMP02GPM","DEUPRMNCG02IXOBSAM","DEUPRMNVG01IXOBSAM","BSFGLV02DEM460S","DEUODMNTO01IXOBSAM","DEUPIEAFD02GPM","ITASLMNTO02IXOBSAM","ITAPROMANMISMEI","JPNPROMANMISMEI","HOHWMN03JPM661S","BSCICP02GBM460S","LCEAMN02GBM661S","GBRPROMANMISMEI","AMDMUO","CAPUTLGMFNS","CAPUTLGMFDS","AMTMUO","CAPGMFOS","CAPUTLGMFOS"
"1993-01",-0.00157658115833004,0.0144,-0.222,0.00249801294424912,-2.51929551337698e-05,0.0142517814726837,-0.0171232876712328,0.29,-0.0163690476190483,-0.00309022974602042,0,0.021237303785778,0.00930684927622494,0.00764818355640506,-0.2122259475,0.00417827298050177,0.0115894039735094,-0.0120160480109648,0.00726500000000008,0.00454199999999993,-0.0120160480109648,-0.000198607094988534,0.0104060000000001
"1993-02",0.0128668792469373,0.0142,-0.209,-0.00906104881640057,-0.00428391269347174,-0.0210772833723609,-0.0278745644599303,0.284,-0.0302571860816936,-0.00710463346106794,0.00955414012738798,-0.00813743218806984,0.0122950819672134,-0.00664136622390865,-0.1714335754,0.00416088765603373,0.0130932896890346,0.00101014862653459,0.000192999999999999,0.000649000000000122,0.00101014862653459,0.000181244008760406,0.00579799999999997
"1993-03",0.0113958681177198,0.0137,-0.244,-0.0056006400731512,-0.00321199143468953,-0.0223285486443429,0.010752688172043,0.281,-0.021840873634945,-0.00607185109074309,0.00473186119873792,-0.00455788514129196,-0.0404858299595144,0.0095510983763154,-0.140196911,0.00276243093922468,-0.00323101777059775,-0.00470478484243009,-0.00673199999999996,-0.000353000000000048,-0.00470478484243009,0.000158039297407875,0.000941999999999998
"1993-04",-0.000258564964447094,0.0139,-0.227,0.000689655172413817,-0.00320624418038869,0.00081566068515615,-0.0124113475177304,0.283,0.00318979266347541,0,-0.0141287284144418,-0.00549450549450259,0.0189873417721527,0.00756859035004598,-0.09439816307,0,-0.001620745542949,-0.00276456579193429,0.00455099999999997,0.00133399999999995,-0.00276456579193429,0.000125047355148178,-0.00152399999999997
"1993-05",-0.00111410637726383,0.014,-0.159,-0.00356076269239602,-0.00106269925611062,0.0130399348003312,0.0161579892280073,0.29,0.022257551669316,-0.00302624443982384,0,-0.00644567219153425,0.0144927536231878,-0.0206572769953062,-0.07690463217,0.0110192837465575,0.00162337662337597,-0.00870755799766831,-0.00271300000000008,-0.00202500000000005,-0.00870755799766831,7.85131664683414e-05,-0.00490600000000008
"1993-06",0.00245974287222284,0.0141,-0.214,-0.0107204610951009,-0.00212314225053084,-0.0209171359613859,-0.0335689045936396,0.289,-0.0139968895800918,-0.00201819635156542,0.0079617834394905,-0.00370713623725472,-0.0193877551020409,-0.021093000958773,-0.09516801197,0,-0.0145867098865473,-0.00149059829059828,-0.000987999999999989,-0.0037529999999999,-0.00149059829059828,3.61148543999157e-05,0.00765400000000005
"1993-07",-0.00220535643328279,0.0143,-0.225,0.0167793055231882,0,-0.0690221857025457,-0.0365630712979891,0.305,0.0110410094637223,0.00101419878296151,0.015797788309637,-0.00465116279069533,0.0052029136316345,0.0342801175318315,-0.1393622636,0.00681198910081782,0.0115131578947363,-0.000346955918337555,0.00220100000000001,-0.000634000000000023,-0.000346955918337555,-1.05176002481722e-05,-0.00569900000000001
"1993-08",0.00975687461420449,0.014,-0.179,-0.00870960348384142,0.00106044538706253,0.134157105030891,0.0796963946869069,0.281,-0.00468018720748897,-1.83103233603102e-05,-0.0419906687402809,0.00186915887850381,-0.00828157349896497,-0.00662878787878762,-0.0672545815,0.00541271989174397,-0.00487804878048714,0.000639351149918754,0.000803000000000109,-0.00497900000000007,0.000639351149918754,-5.7172376352943e-05,-0.011005
"1993-09",0.0165447338841676,0.0136,-0.133,0.00404624277456644,-0.00212539851222096,-0.0536964980544773,-0.0210896309314587,0.271,0.0407523510971792,-0.00101522842639583,0.0470779220779236,0.00652985074626522,-0.00104384133611757,0.00285986653956094,-0.04100994441,0.00403768506056568,0.0065359477124185,-0.0088904304647851,-0.000993000000000133,0.0085630000000001,-0.0088904304647851,-8.66242069836876e-05,-0.000434999999999963
"1993-10",-0.00548011639185275,0.0138,-0.163,0.00506620610247577,-3.39160103919003e-06,0.0123355263157934,0,0.259,-0.0120481927710844,0.00097536438141061,0.027906976744186,-0.00185356811862747,-0.0125391849529783,-0.00190114068441027,-0.1013089184,0.00536193029490661,-0.00649350649350666,-0.00448278720229878,0.000918000000000085,0.00877800000000006,-0.00448278720229878,-0.0001152767320729,0.00220100000000001
"1993-11",0.0064758375188958,0.0138,-0.119,-0.0198189941574064,3.39882491294005e-06,-0.00649878147847527,-0.0233393177737882,0.241,0,0.00203873598369005,0.00301659125188403,0.0102135561745629,-0.00105820105820065,-0.00476190476190486,-0.05788466328,0,0.00816993464052218,-0.00922334700183403,-0.000121000000000038,0.00388799999999989,-0.00922334700183403,-0.000135163684647832,0.00605999999999995
"1993-12",-0.00417639705811057,0.0141,-0.036,0.0038569424964936,0.00105817952422589,0.0204415372035986,0.03125,0.232,0.0381097560975612,0.00202739500806636,-0.022556390977444,-0.00183823529411675,-0.00847457627118664,-0.00669856459330131,-0.06954088386,0.00266666666666704,0.00972447325769865,-0.00650337423814118,0.00106600000000001,0.00511600000000001,-0.00650337423814118,-0.000142087160319049,-0.00240200000000002
"1994-01",0.00133309979760221,0.0143,0.021,0.0216556060076842,0.00107063466860252,-0.0272435897435944,-0.0392156862745099,0.198,-0.0469897209985317,-0.00303850485420914,0.0169230769230782,0.00828729281767515,-0.010683760683761,0.0192678227360334,-0.0424785899,0.00664893617021312,0.00802568218298649,0.00169640067010168,-0.002695,0.00011300000000003,0.00169640067010168,-0.00014697877578318,-0.000324999999999909
"1994-02",0.00459647247461215,0.0144,-0.025,-0.00490028490028493,0.00212427038137611,-0.00576606260295842,0.0612244897959184,0.181,0.0323574730354388,0.00201816347124096,0.0136157337367617,0.0146118721461199,0.0151187904967607,-0.0217391304347845,-0.01484378917,0,0,-0.0023549887528177,0.00331700000000001,-0.00376599999999994,-0.0023549887528177,-0.000146046709720404,-0.00139200000000006
"1994-03",0.0217744587823334,0.0137,0.056,0.00606962895098495,0,0,-0.020979020979021,0.163,0.0328358208955219,-6.17165216141011e-06,0.0134328358208964,0.012601260126015,0.0106382978723409,0.00869565217391233,-0.03664691176,0.0158520475561419,0.00796178343948983,-0.00247810497854584,0.011491,0.00611700000000004,-0.00247810497854584,-0.000138847505489648,0.00673699999999999
"1994-04",0.00678790862357803,0.0137,0.08,0.0151394422310758,0.00106044299442023,0.0298260149130067,0.0267857142857142,0.132,-0.00433526011560592,0,0.0412371134020619,0.0186666666666655,0.0105263157894739,0.00478927203065149,-0.057445762,-0.0104031209362818,0.00789889415481926,0.000801374593125681,0.000987999999999989,0.0079729999999999,0.000801374593125681,-0.000121965960043768,0.00252700000000006
"1994-05",0.0118763282116876,0.0133,0.091,0.00908275398071301,0.00105932203389827,-0.0144810941271115,-0.0104347826086957,0.142,-0.0130624092888246,0.00304880562678825,-0.0282885431400285,-0.000872600349039687,-0.00416666666666676,-0.0276453765490943,5.393598e-05,0.00919842312746466,0.0125391849529768,0.00154965368301818,0.00462800000000008,0.00133099999999997,0.00154965368301818,-9.74461456574316e-05,-0.00599300000000003
"1994-06",0.0148314732039139,0.0133,0.088,0.00377819757750864,0.00106157112526549,-0.0155102040816336,0.00351493848857642,0.122,0.0264705882352929,0.00406195171374194,0.0218340611353713,0.00960698689956696,0.0135983263598325,0.0264705882352945,0.02152546796,0.0052083333333337,-0.00928792569659465,0.00637008575748532,0.00195699999999999,-0.00147699999999995,0.00637008575748532,-7.24146866802888e-05,-0.00595800000000002
"1994-07",-0.00130030676251036,0.0133,0.094,0.0105169932469833,0.00105820105820102,-0.0373134328358241,0.00350262697022763,0.096,-0.00573065902578707,-0.00202737000889874,0.00284900284900313,0.000865051903113701,0.00722394220846212,0.00286532951289331,-0.01619437243,0.00259067357512976,0.00937500000000013,0.00130847847319249,-0.00460199999999999,0.00454099999999991,0.00130847847319249,-3.53984414507291e-05,-0.00712500000000005
"1994-08",0.0126899131694518,0.013,0.108,0.00558720420683612,0.0021141649048625,0.0594315245478065,-0.0226876090750436,0.101,-0.00864553314120997,0.00405474001779732,0.0497159090909083,0.00259291270527084,0.00819672131147553,0.00380952380952415,0.07914212314,0.00516795865632913,0.00154798761609976,0.000592712898272785,0.00990399999999991,-0.000829999999999997,0.000592712898272785,-2.85353286166856e-06,0.0144320000000001
"1994-09",0.00915371173504065,0.0133,0.12,-0.00381305153066791,0.00212539851222096,-0.0252032520325211,0.0339285714285713,0.076,0.0450581395348837,3.08267740792997e-06,-0.00947225981055522,0.00431034482758386,-0.00508130081301061,-0.00189753320683173,0.0487063105,0.00514138817480747,0.0061823802163834,0.00354251012145745,-0.00507499999999994,0.00399300000000014,0.00354251012145745,2.13717014893033e-05,0.00754499999999991
"1994-10",0.0017405659530938,0.0131,0.136,0.0132327209098864,0.00317466736765509,0.0183486238532078,0.0224525043177894,0.057,0.0083449235048676,0.00406195171374209,-0.0150273224043713,-0.00343347639484792,0.00919305413687699,-0.000950570342205248,0.05544850925,0.00511508951406703,0.00614439324116756,0.00696937796152075,0.00466699999999987,0.00550499999999998,0.00696937796152075,4.65846094414024e-05,-0.00376699999999996
"1994-11",0.0142944147888087,0.0128,0.144,0.0160820291419319,0.00209179665581829,0,-0.0135135135135136,0.054,0.00413793103448179,-1.44444857144002e-05,0.0443828016643559,0.0180878552971566,0.00708502024291269,-0.00095147478591795,0.07553272603,0.00381679389313017,0.00458015267175504,0.00283861438692856,0.00451500000000016,0.00302799999999992,0.00283861438692856,7.02269358946461e-05,0.00548399999999993
"1994-12",0.0187199773947446,0.0128,0.162,-0.00478011472275341,0.00316359861297868,0.0565110565110594,0,0.047,0.0398351648351662,-7.19298786455991e-06,0.0398406374501983,0.0262267343485647,0.00703517587939473,0.0114285714285733,0.09720145064,0.00760456273764332,0.00607902735562305,0.000826160997836833,0.00290599999999996,0.00796500000000011,0.000826160997836833,9.27021747155754e-05,0.00468500000000005
"1995-01",0.0101496168816593,0.0123,0.165,0.00117408474757186,0.00308442827001839,-0.0914728682170572,-0.0222602739726027,0.042,-0.072655217965654,0.00101626016260167,-0.0025542784163477,-0.00659521846661648,-0.0259481037924111,-0.00941619585687603,0.0739016778,-0.00125786163522035,-0.0226586102719029,-0.00481491104831233,-0.00159500000000012,-0.00198900000000013,-0.00481491104831233,0.000112275886731683,0.000810000000000088
"1995-02",-0.00249495069502148,0.0128,0.106,0.00415778251599153,4.34954341549801e-05,0.000853242320820513,0.0192644483362523,0.041,0.0199430199430195,0.00225733634311513,0.00768245838668458,-0.00248962655601526,0.0215163934426261,0.000950570342206136,0.1151087782,0.00629722921914211,0.0061823802163834,0.00276336918473685,-0.00330099999999989,-0.00768799999999992,0.00276336918473685,0.000127627239509986,0.00300599999999995
"1995-03",-0.00660678754589061,0.0131,0.065,-0.00637010298333152,0.00110497237569031,-0.0281329923273609,-0.00687285223367706,0.026,0.00139664804469297,0.0010172939979653,0.0304955527318926,0.00249584026622163,0.00902708124372409,0.000949667616334082,0.09021509776,0.00125156445556951,-0.00768049155146011,0.0048571316655952,-0.00329600000000008,0.000470999999999999,0.0048571316655952,0.000149420445325399,0.00160000000000005
"1995-04",-0.0111362658598338,0.0134,0.063,0.00331231969227486,0.00229186878699694,0.0307017543859627,0.00519031141868509,0.06,-0.0153417015341708,0,0.0234278668310723,0.00248962655601526,0.0129224652087503,0.000948766603415363,0.0527661123,0.00375000000000036,0.0108359133126945,-0.00277224271913667,-0.00400999999999996,-0.00712299999999999,-0.00277224271913667,0.000171231252942605,-0.012204
"1995-05",0.000727480208258857,0.0134,0.077,-0.00724174653887122,-0.00105932203389827,-0.0085106382978779,0.0137693631669535,0.067,0.0198300283286132,-0.0031627860039264,0.0301204819277112,0.00910596026490396,-0.0186457311089284,-0.0170616113744073,0.09704649805,0.00124533001245353,0.00153139356814624,0.00604276845251772,-0.00122,-0.000532000000000088,0.00604276845251772,0.000180160288489439,0.00653099999999995
"1995-06",-0.00563030959575761,0.0136,0.006,0.0082600300364728,0,-0.0145922746781098,-0.00848896434634971,0.07,-0.0347222222222225,-0.00417617620370107,-0.0116959064327486,-0.000820344544708362,0.00100000000000233,0.0221793635487002,0.03820049661,0.00248756218905477,0.00152905198776843,-0.00242041652191405,-0.00145399999999996,0.00143300000000013,-0.00242041652191405,0.000195022134391154,0.00429000000000002
"1995-07",-0.00283109473774779,0.0141,0.024,0.00446856048515798,-0.0021571021571021,0.0165505226480847,-0.00513698630136983,0.08,0.0316546762589927,-0.00011549694562026,-0.00710059171597588,-0.00328407224958771,-0.0159840159840163,-0.00754716981132331,0.00021597706,0.00496277915632803,0.00152671755725131,-0.00224300007560674,-0.00373199999999996,-0.0137130000000001,-0.00224300007560674,0.000203790458284336,-0.00846100000000005
"1995-08",0.00448511072617186,0.0135,-0.01,-0.00815591568689755,8.60551171395199e-05,-0.0368466152527857,-0.00860585197934594,0.099,-0.046025104602511,-0.00089845406309823,0.0417163289630518,0.0181219110378898,0.0101522842639548,0.000950570342206136,0.0256016699,0,0.00152439024390327,0.00488185721830581,-0.00122900000000004,0.011776,0.00488185721830581,0.000213302950049399,-0.000424999999999898
"1995-09",-0.00127369392705656,0.0138,-0.045,0.00608714224690288,0.00109769484083436,0.0258007117437702,0.03125,0.118,0.0365497076023396,0.00326948209210303,-0.0286041189931354,-0.00647249190938981,-0.00904522613065606,0.00474833808167352,0.00177708125,0.00617283950617331,-0.00152207001522142,0.00932324229461456,0.00148899999999996,0.00516099999999997,0.00932324229461456,0.000213671287077277,0.00261999999999996
"1995-10",9.3141223589166e-05,0.014,0.011,-0.0116760428829211,-0.0032061958694207,-0.0164787510841209,-0.0437710437710438,0.119,-0.0437235543018336,0.00236520715244123,-0.00471142520612544,0.00732899022801736,0.0131845841785019,-0.00283553875236553,-0.01780691259,0.00490797546012134,0.00457317073170804,0.00183610447004279,-0.00214299999999989,-0.00672199999999989,0.00183610447004279,0.000213044626391268,-0.00877700000000003
"1995-11",-0.000823864857507295,0.014,-0.022,-0.00923638706905805,-0.00425558957767594,-0.0132275132275174,0.022887323943662,0.105,0.0235988200589972,-0.00314662595364351,0.0224852071005925,-0.00485044462409601,0.00800800800800827,0,-0.04103192872,-0.00122100122100144,-0.00151745068285358,0.00428693783375178,-0.00435800000000008,-0.00274800000000008,0.00428693783375178,0.000209710391758655,-0.00485000000000002
"1995-12",-0.0104107663958818,0.0139,-0.021,0.0246070460704606,-0.002098635886674,-0.0116175156389645,0.0378657487091221,0.133,0.0129682997118159,-0.0010101010101009,0.00925925925925908,0.015434606011381,0.0119165839126121,0.0094786729857832,-0.08937372186,0.0036674816625919,-0.00303951367781163,0.00698913601137696,-0.00252100000000011,0.000206000000000039,0.00698913601137696,0.000189545384485346,-0.010236
"1996-01",0.00987545193053196,0.0138,-0.064,-0.0106855691917054,-0.00518382141418784,0.0235081374321904,-0.0281923714759535,0.146,-0.024182076813656,0.00112359550561805,-0.0481651376146798,-0.0160000000000073,-0.0166830225711511,-0.0075117370892005,-0.04303156657,0.00609013398294822,0.00457317073170804,0.0108645616857723,-0.008077,-0.010881,0.0108645616857723,7.30484728133085e-05,-0.00747699999999996
"1996-02",0.000272632047179533,0.014,0.006,-0.00769971126082769,-0.0011061946902656,-0.00795053003533985,-0.00853242320819114,0.168,-0.011661807580175,-0.00337967079878299,0.0204819277108439,-0.0113821138211322,0.000998003992018548,0.00851466414380164,-0.05152316656,0.00363196125908027,0,0.00323627457048614,0.00101000000000007,0.012173,0.00323627457048614,0.000260053078927402,0.00558299999999989
"1996-03",-0.00986945918806559,0.0144,0.024,0.0108847936200021,-0.0022026672165244,0.0160284951024039,0.00344234079173833,0.194,0.0383480825958709,0,-0.0188902007083822,-0.0123355263157912,-0.00199401794615672,-0.00375234521575918,-0.05954348715,0.00603136308805841,0.00151745068285192,0.0227747468248443,0.00341199999999997,-0.0142540000000001,0.0227747468248443,0.000138698929717629,0.000685000000000047
"1996-04",0.0173495407261461,0.0141,0.08,-0.0059701492537314,-0.00331610993862685,-0.0245398773006101,-0.00514579759862777,0.186,-0.00710227272727204,0.00112359550561805,-0.00481347773766605,-0.00832639467111129,0.00299700299700079,-0.00470809792843607,-0.08038328122,0.0035971223021567,-0.00909090909090904,0.00197556078350258,-0.00290699999999999,0.0119360000000001,0.00197556078350258,9.97420557684592e-05,0.00455700000000003
"1996-05",0.0065295252743176,0.0137,0.036,0.0164092664092663,0,-0.00359389038634006,-0.00172413793103454,0.182,0.00286123032904007,0.00561546394879721,0.00362756952841581,0.00335852225021638,0.00796812749004006,0.00283822138126721,-0.1059219961,0.00119474313022705,-0.00152905198776687,0.0103743584561236,0.00269200000000014,0.001448,0.0103743584561236,6.90628192077103e-05,0.00218099999999999
"1996-06",0.00135119839271125,0.0135,0.019,-0.00464281945763423,-0.00219538968166832,0.0288548241659086,0.0172711571675301,0.184,0.018544935805991,0.00559666945891312,0.00240963855421716,0.00418410041840778,0.000988142292492444,-0.00471698113207764,-0.07180881547,0.00357995226730345,0.00459418070444051,0.00472426869597409,0.00296699999999983,0.003861,0.00472426869597409,3.81314839283942e-05,-0.003861
"1996-07",0.013684500554586,0.0133,0.006,-0.0204600869288667,-1.20891210014004e-06,-0.00701139351445501,-0.0220713073005093,0.184,-0.00560224089635786,0.00112866817155749,-0.0156249999999999,-0.00083333333333302,0.00691016781835918,0.000947867298578098,-0.05341958801,0.00475624256837137,-0.00457317073170671,0.00955872697158,-0.000261999999999873,-0.00132999999999994,0.00955872697158,-1.12712425421879e-05,-0.00154599999999994
"1996-08",0.00168659920269798,0.0135,0.016,0.0282467532467532,-0.00220022002200202,-0.0114739629302747,0.0190972222222223,0.182,0.00422535211267494,-0.00112994350282478,0.00854700854700896,0.00333611342785467,0.00196078431372082,0.0104166666666676,-0.02457246539,0.00236686390532559,0.00918836140888235,-0.00564149150209692,-0.00122,-0.00111600000000012,-0.00564149150209692,-1.37608199872741e-05,0.00665699999999991
"1996-09",-0.00186465914309142,0.0134,0.024,-0.00305231028312813,0.0011049483309719,-0.0142857142857109,0.0136286201022147,0.17,-0.00280504908835777,-0.00114498929083489,0.00242130750605352,-0.0149625935162098,0.0127201565557757,-0.00749765698219174,-0.00846329563,0.004722550177096,0.00455235204855753,0.00545828955308281,0.00418399999999997,0.00110400000000022,0.00545828955308281,-6.10528682245537e-05,-0.00409199999999998
"1996-10",-0.00816963850046692,0.014,0.037,-0.00960726351351349,0.00219539232697123,-0.00815217391304779,-0.0218487394957982,0.144,0.0140646976090002,-0.00337837837837846,0.0060386473429952,0.00337552742615843,0.00386473429951706,-0.00283286118980408,0.00894559029,0.0023501762632181,0.00302114803625386,0.0133691466703039,-0.00128700000000004,-0.00899600000000012,0.0133691466703039,-6.87846080058563e-05,0.00441700000000012
"1996-11",0.0209507611430508,0.0136,0.036,0.012685214795864,0.00219538968166845,0.0100456621004548,0.034364261168385,0.158,-0.00693481276005492,0.0022334455667789,-0.0180072028811527,-0.00588730025230977,0.00288739172280805,0.0236742424242411,0.03906600612,0.00586166471277894,0.00150602409638623,0.0147168451656188,0.00215499999999991,0.00272499999999998,0.0147168451656188,-6.3413396807821e-05,0.00533099999999986
"1996-12",-0.0144699071365144,0.0138,0.053,-0.000947368421052697,-0.00109649122807029,0.00904159132007809,-0.00830564784053156,0.151,-0.0041899441340788,0,0.0171149144254272,-0.00676818950931113,0.0105566218810054,-0.0157261794634569,-0.03601521511,0.00233100233100236,0.00300751879699113,-0.00178767119094414,0.00146800000000014,0.00257099999999999,-0.00178767119094414,-6.2716030059029e-05,0.0101460000000001
"1997-01",0.0232651131529338,0.0134,0.051,-0.00979875671688957,0.00109648858276765,-0.0170250896057358,-0.0117252931323284,0.118,0.0140252454417957,-0.00112359550561805,-0.010817307692307,0.00851788756388827,0.0132953466286756,-0.00281954887218006,-0.02998091582,-0.00116279069767444,0.00149925037481324,-0.00102627635455188,-0.00265300000000002,-0.00450699999999993,-0.00102627635455188,-4.77430563923242e-05,0.00315300000000007
"1997-02",0.0115750967536714,0.0135,0.066,0.0188337944243455,-0.00109529025191674,0.00911577028258548,0.00677966101694905,0.106,0.00276625172890776,0.00334209028252706,0.0170109356014574,0.020270270270268,0.00281162136832025,0.00754005655042267,-0.03150926858,0.00698486612339999,0.00748502994011924,0.00505684085583602,0.00364399999999998,0.00843499999999997,0.00505684085583602,0.000371779014215035,0.0125369999999999
"1997-03",-0.00964909215843812,0.0137,0.115,0.0109660574412533,0.00109769484083409,0.0252935862691925,0.0168350168350169,0.092,0.0344827586206899,0.00221483942414175,0.013142174432498,0.00662251655629631,0.00467289719626418,-0.023386342376053,0.00737263769,0,-0.00594353640415923,-0.00181830769105462,0.00504000000000004,0.00215299999999996,-0.00181830769105462,1.38290609064118e-05,-0.00176699999999996
"1997-04",0.0158994290552654,0.0135,0.103,0.0296487603305786,-0.00109890109890094,-0.0299559471365602,-0.0165562913907285,0.08,0.00933333333333342,0.00440126637283507,0.0283018867924525,0.0180921052631564,-0.0251162790697659,0.0105363984674329,-0.00691729423,0.00462427745664784,-0.00149476831091255,0.00399818041993139,-0.00677800000000006,-0.00558599999999998,0.00399818041993139,4.21977219822178e-05,0.00550799999999996
"1997-05",0.00928964595162429,0.0135,0.111,-0.0216715160028093,0.0032894736842106,-0.0717529518619436,-0.00841750841750843,0.09,-0.0158520475561436,0.00210406877073529,-0.011467889908257,-0.00242326332794707,0.0286259541984695,0.0331753554502339,-0.03562084139,0.00575373993095574,-0.00299401197604798,0.000306796455789904,-0.000388999999999973,0.00161299999999998,0.000306796455789904,0.000122561782614161,0.00351000000000001
"1997-06",-0.00723715147552928,0.0136,0.096,0.00748641165008701,0.00219538968166832,0.10469667318982,0.0526315789473684,0.072,0.0174496644295312,-0.00446927374301676,0.00348027842227361,0.00890688259108829,-0.00649350649350433,-0.0238532110091699,-0.04854274107,0.0034324942791748,0.00150150150150075,0.00313811355705673,-0.00482499999999997,0.00309099999999995,0.00313811355705673,0.000179809394251773,0.00672200000000001
"1997-07",0.0254973543751003,0.0128,0.111,0.00162866449511401,0.00219300618586445,0.0248007085916795,0.017741935483871,0.072,0,0.00109170305676878,0.0057803468208093,0.00722311396469122,0.00560224089635408,-0.00281954887218006,0.00293337866,0.00228050171037641,0.0119940029985011,0.00416701256785568,0.00490699999999999,-0.0025409999999999,0.00416701256785568,0.000209497457222874,0.00837299999999996
"1997-08",-0.00448938207626781,0.0135,0.127,0.0418699186991869,0.00327510917030575,-0.0959377700950755,-0.0507131537242472,0.065,0.00791556728232146,0.00109051254089415,-0.0103448275862077,0.00637450199202849,-0.00557103064066411,-0.00377002827521133,-0.0180532979,0.00568828213879469,-0.0162962962962959,0.00546642012997611,0.0013979999999999,0.00704700000000003,0.00546642012997611,0.000272422395033001,0.000626000000000015
