"","AUSLOCOBDNOSTSAM","LREMTTTTAUM156S","LFEMTTTTAUM657S","AUSLOCOBPNOSTSAM","ISRPERMITMISMEI","ISRCPGRLH01IXOBM","LFEAICTTKRM647S","LFESEETTKRM647S","LFEASETTKRM647S","KORPISPPR02GPM","KORCP120000GPM","KORCPGRSE01IXOBM","KORB6DBSE01CXCUSAM"
"1997-12",-0.0649496654635588,-0.0015579389999999,-0.00175458500524493,0.981450111904493,11.5741662293484,-0.301861479121307,-0.00872533764208128,-0.0059533603241787,-0.00116672196493584,-0.00480607882878018,0.0188304772936143,3.12863133543829,-0.230335520842961
"1998-01",-0.169736767836486,-0.000309000000000115,0.000877243047908594,0.829334155290695,-48.5984690830789,-0.100620493040289,-0.0472744868281951,-0.0414686415419588,-0.0428457723227256,0.0263976268911047,0.0352058263394636,4.0964813169048,-0.0112885793202834
"1998-02",-0.348180587702496,8.30390000000625e-05,0.00155201580221722,0.570110754324602,-26.2101663017317,-0.201240986080798,-0.0275951326901017,-0.0122966445308176,0.00410567439655884,-0.00505830347358179,0.0123902835924374,4.49198147544421,0.165917648487793
"1998-03",-0.736566515824451,-0.000608415000000084,0.000355953966747968,0.197959408530892,-46.6223919219708,-0.301861479121314,-0.0269308931269133,-0.0117012130168628,0.00154538763559242,0.0115338719183553,0.0030297497392033,4.4362470357584,0.0287529951036567
"1998-04",-3.07908201286791,0.00173852800000007,0.00378483152480405,-0.214403539599004,-53.7449557554157,0,-0.0254473265691576,-0.0111897144267513,-0.00238332785796402,-0.00706876656983838,-0.00184147783442208,4.1532875727383,0.0778227848101265
"1998-05",1.30521056711374,-0.000556746999999969,-0.000178501899362665,-0.564181853856795,-44.6028844935851,-0.402481972161695,-0.021465219093575,-0.00518773937579131,0.00244086717063086,-0.00989606501423781,-0.00331951244681883,3.7545719657555,-0.0818339831822238
"1998-06",0.369137976863804,0.00090732299999996,0.00234424961501438,-0.764040746251794,-15.678326487034,-0.3018614791212,-0.0127696598631118,-0.00707279470194244,0.00319698718968064,0.0128458498023714,-0.00422442338465079,3.46946887043971,0.0276285495011512
"1998-07",0.0874686766636275,0.00022891199999997,0.00144628353303548,-0.792112448067499,-5.906516349686,-0.201240986080805,-0.0152717719550503,-0.00533801013933921,-0.000466382788073427,-0.00136585365853644,-0.0048433285039695,3.299050102939,0.0374408762758276
"1998-08",-0.0932007009794318,0.000223442000000018,0.0014354705660546,-0.66518411692941,-35.2219467617307,0.201240986080805,-0.00665964029578392,0.00289567595580342,0.00497845737064218,0.00110150148240125,-0.00955215181992179,3.01394700762329,0.0822575226760092
"1998-09",-0.274569644654958,0.00235271100000001,0.00509824626050404,-0.424187901533699,-39.6301188903567,0.100620493040296,0.0011108463422147,0.000161157150224023,0.00337270313791294,0.00160958347883034,0.00416133162612037,2.5594969609547,-0.123010066072458
"1998-10",-0.54038735196041,0.000125739999999985,0.00126201625333464,-0.130785568617995,-3.9087240549392,1.20744591648511,-0.00285424205131291,0.00423387928564489,0.00354293066751366,-0.00838865222479707,-0.00184405197489778,2.3901500096017,0.0710421196339182
"1998-11",-1.34659824700238,-0.00208713199999999,-0.0025302317622664,0.160725825151999,-7.94773891170961,0.603722958242486,-0.00524248781694969,-0.00233680607766151,0.00653034315187861,0.028517878445321,-0.00506028642737564,2.1607813539717,0.0076007931262394
"1998-12",3.97594639835451,0.000907588999999986,0.00260499239267763,0.427786006055001,-46.4269557192237,0.301861479121214,-0.00163471805050652,0.00344529474821997,0.00656763330403964,0.0230921503945554,-0.0282731408960215,1.7063313073031,0.0997516750222553
"1999-01",0.788783016903306,-0.000798113999999961,2.21497778441362e-05,0.704123282615299,-0.846890211903499,-0.503102465202119,-0.003660083889507,-0.0102090986074249,-0.00908025052598638,-0.0238087178973521,-0.0644905175945576,0.340837535001498,-0.0725545330606681
"1999-02",0.432692229094018,-0.000268150000000023,0.000929854394683235,1.0360681540198,12.3993413076129,-0.402481972161695,-0.002898482642546,0.00489168917942684,0.00299590776054637,0.00494241860039369,-0.016775017048984,-0.398715606982805,-0.0488768432174193
"1999-03",0.29306710472647,0.000996832999999975,0.00310420124907286,1.43825122754851,-2.23665876477081,-0.3018614791212,0.0171365477024867,0.0185775242185064,0.00758789428730888,-0.00299472821449054,-0.000666857627274611,-0.739553141984302,0.0955807775899542
"1999-04",0.208226964584005,-0.000402734999999987,0.000185732728975613,1.8453616903446,-23.9083621360453,-1.3080664095254,0.00715669658765106,0.00543240999382788,0.000931396649248128,0.0168245019561298,-0.000831210133535744,-0.797431213965694,-0.0614530065244225
"1999-05",0.142714011635265,-0.00130223799999996,-0.00136098449272248,2.16179130248349,-6.731691427951,0.201240986080904,0.0110463197107546,0.00911992702317899,0.00390286191363809,0.00366356658096327,-0.00010112250664127,-0.854237469799301,0.0519023015500235
"1999-06",0.0853963374487312,0.00293711100000005,0.00593283610118752,2.31098262888951,-11.4221602938781,-0.3018614791213,0.0145333414714912,0.00763811904395229,0.0081280940240156,-0.0155417520309838,-0.00266860524896576,-0.796359397817909,0.0559053360125028
"1999-07",0.0336483302322759,0.000572958999999984,0.0020994069156287,2.2913478502971,-21.1505401639497,0,0.00841494742927651,-2.39069208074483e-05,-0.003153161265666,-0.00368010056745027,0.0049313477685274,-0.796359397817909,-0.097729098828604
"1999-08",-0.0172721839819199,-0.000117871000000047,0.000914487002375435,2.1370050845118,19.6304808092507,-0.3018614791213,0.010724545033769,0.0133973563933714,0.00599975636008332,0.00379937655358177,0.0126935960715555,-0.796359397817895,-0.083848893888264
"1999-09",-0.0709645267815546,0.000236958000000009,0.00152082780191238,1.8906958121751,5.7110801469391,-0.301861479121101,0.0137726626877364,0.0177639401798195,0.0157002713525847,-0.00304267219721613,-0.00416133162612037,-0.739553141984402,0.223512559472042
"1999-10",-0.127168353349448,0.00205473,0.00463179170294628,1.58643143131199,2.36694956660209,-1.60992788864671,0.00251827970767549,-0.00234108571583802,0.00100065627986434,-0.0081571006249779,0.0203814303612463,-0.56913437448361,0.0323214584378659
"1999-11",-0.191223202362768,4.63429999999487e-05,0.00119286151107225,1.24536289078399,-18.5664392609616,-0.50310246520209,0.01127150948142,0.00673580045406141,0.00239788042961009,-0.0200007365905983,0.00084107081589751,-0.170418767500706,0.0299323585402407
"1999-12",-0.273086955926793,0.00162092400000002,0.0038768899177015,0.875860345098005,13.4416677222634,-0.40248197216161,0.000128656770984836,0.00172707540927708,0.00720699947416858,-0.005330377976275,-0.000865334434205669,0.055734439685807,-0.0391694195375177
"2000-01",-0.390999875805532,-0.00404353600000007,-0.00541325277641862,0.476278544654008,26.2101663017318,1.00620493040411,0.00505367566080173,0.00335652031934597,0.00228886755737245,0.0239974673703529,0.0157492765245828,0.651664217864507,0.148330058939096
"2000-02",-0.613403176896061,0.00252898200000007,0.00579614587241571,0.0463668918179962,-8.25175078264959,-0.10062049304041,-0.00376588002281686,0.0106135560457925,0.00732487413739547,-0.0254347499637855,0.00357325042630123,1.0385898472215,-0.103649843170801
"2000-03",-1.42293712573162,0.00234730000000005,0.00546570454422741,-0.399131142032005,30.6400535639963,0.201240986080805,0.00738552851704255,0.000311108318731046,-0.00110994849443835,-0.0241334366117107,-0.00410346985468789,1.4898244454468,0.0412358835692699
"2000-04",2.98791481407283,0.00191260399999993,0.0041727399039025,-0.814678801542001,16.1343442934438,1.7105483816871,0.00376213889888444,-0.00365138877926585,-0.00289837489882361,-0.0425726330453906,0.000831210133535744,1.684894984347,0.0758067595951881
"2000-05",0.699521634772047,-0.000808300999999956,-0.000444008807501921,-1.15516677145959,16.8292285698775,-0.704343451283009,-0.00132956942281992,0.00384664792249878,0.00852555335294714,0.0378721702602272,0.00053401011821578,1.58200063415779,-0.00528931487397943
"2000-06",0.429212865087061,0.00211612800000005,0.00450989423816347,-1.40927813412311,8.6426231881435,0.402481972161695,0.00412489187559895,0.00251079336603177,0.000798323832639669,0.0142452981063664,0.00596511585741744,1.7749275407625,-0.00385425216801683
"2000-07",0.358389986496785,0.00478501599999992,0.00922241435752884,-1.63824422603331,-19.804201878359,0.10062049304041,0.0131064054353001,0.00890667769811415,0.00546305203115049,-0.00110194670498125,-0.000162039290028173,1.97964442499291,0.00634113137247883
"2000-08",0.330597890335407,-0.000888795000000053,-0.000350778052241454,-1.91793826744369,-1.30290801831309,-0.100620493040395,0.0018467682036325,-0.00848789479957324,-0.000672963832285989,-0.0127021035848276,-0.00367748494533467,2.3086919823686,0.0779636881452475
"2000-09",0.292672899564898,-0.000928465999999961,-0.000420862563438412,-2.2827895674053,26.5141781726715,-1.00620493040421,0.00396838539063959,0.000158174530289656,-0.000698569159324425,-0.00926628110946425,0.000998057352652881,2.6495295173701,-0.120343461030383
"2000-10",0.221704582727729,-0.002314437,-0.00274906923838356,-2.6660760831474,-11.3787300266011,0,0.00569473018838784,0.00798152350380854,0.00680154251730913,-0.0155482705369949,-0.0222285616567239,2.72884391230761,0.0540621714972218
"2000-11",0.133872746645108,-0.00444219599999995,-0.0063557499645295,-2.9545112759106,6.0585222851559,-0.704343451282895,-0.00167679501944418,0.00155666803648247,0.00194656389385561,-0.00906793298986766,0.00132107614847163,2.6473858850745,0.0895070522866506
"2000-12",0.0415264204029349,0.00203801599999998,0.0046029532011965,-3.041536877906,6.14538281971009,0,-0.00437012937430958,-0.00101500500982055,0.00407307882790064,-0.0170678713975324,0.0175291015778919,2.8638927469308,-0.122004642191638
"2001-01",-0.0460990405482379,-0.000404588999999955,0.00107024480749686,-2.88745868054001,-24.7335372143103,-1.1068254234445,-0.0229988036356833,-0.00385026005532829,0.0027063192958614,-0.0184798436541997,0.0186445484502449,2.99358250081499,-0.0505268645045984
"2001-02",-0.134868375543052,-0.00103156100000001,2.93685459586009e-06,-2.50214891088679,-18.9790268000941,0.201240986080805,-0.00104187744180051,-0.00509673636463059,0.000638404255623337,0.00840374545042901,-6.7243590963879e-05,2.99358250081499,0.0816862745098039
"2001-03",-0.230847562544182,-0.000386222000000047,0.00109364345971178,-1.9450940169088,-29.8148784857313,-0.100620493040395,-0.00228503984302009,0.00500667335737304,0.00612029610117704,0.0557003673751231,-3.19658932143629e-05,2.99465431696281,-0.0869013522822029
"2001-04",-0.326228632993677,0.002745357,0.00568050666111177,-1.3420769725606,-7.1877092343606,-0.10062049304041,0.00207822623448584,0.0126271872022079,0.0142401954467166,0.0445419128684352,0.0058029083624055,3.0600351019789,0.0357738426109744
"2001-05",-0.414453317440831,-0.00105192399999998,-0.000764319426347406,-0.820101371007112,2.757821972096,0.301861479121214,0.0102671471065237,0.00613523176798347,0.00273897944421675,-0.0201162285414132,0.00393909215601859,3.5380651038992,0.0772032046613256
"2001-06",-0.488187468616436,-0.000826516000000055,-0.000386797789434033,-0.4456383938805,-37.8494779319954,-0.201240986080805,-0.00446266134638373,0.00193845753624111,0.00145693246585865,-0.00156316998243715,-0.000959725792630686,3.5369932877514,0.0422049037400805
"2001-07",-0.684488129991527,0.000653522000000017,0.00224842224033779,-0.157071277740798,-4.90762020231269,0.201240986080791,0.00121488604653575,0.00288480008103176,0.00361449510561274,0.00853453577583662,0.0010010725777619,3.33227640352099,-0.0422371700754601
"2001-08",-2.25748417903645,0.000782045000000009,0.0024632899222945,0.153661004921801,-22.2145817122383,0.100620493040395,0.00107570680981239,-0.000501671008590665,0.00286831454177094,0.0101041689210149,-0.00306554937155607,3.1286313354383,0.0136541889483066
"2001-09",2.45767269134564,-0.00198788399999994,-0.0022281669554776,0.565584979540304,-24.2775194079007,0.905584437363814,0.0111413356407792,0.00352685448518164,-3.36861465534133e-05,-0.00928644680378375,0.00188112002523918,2.92391445120781,-0.0126261738121197
"2001-10",0.881611074007927,0.000508364999999955,0.00212287464534451,1.0516269572049,-15.5263205515644,-0.402481972161695,-0.00603186169505776,-0.000685917208635645,0.00396069022779222,0.0163412868381334,0.0057990035103898,2.92498626735559,-0.0325924342808293
"2001-11",0.488779609002246,0.00134002700000002,0.00353199889531349,1.5299980959756,-18.0669911872749,-1.4210854715202e-14,0.0100619658751793,0.00730461279795613,0.00537815071381553,0.0419841216724759,-0.00181347389313982,2.7888656165846,0.039176700173055
"2001-12",0.278776799781742,-0.001578831,-0.00141739906819214,1.91027693363699,-6.5579703588426,-0.100620493040395,-1.29957543489878e-05,0.00548329387541902,0.00216218228301646,0.012915373308643,-0.00904449647708787,2.78886561658449,0.0184601211777629
"2002-01",0.135793754942919,0.000564695999999976,0.00237570954903663,2.140069261343,5.8413709487704,0.9055844373637,-0.000102741915871452,0.0057071670680342,0.00812974021091883,-0.0095813796194921,-0.0093850006972888,2.3805036642715,0.000452268299471204
"2002-02",0.0191273159045373,0.00178113199999996,0.0044366018495592,2.1952697230838,19.6521959428892,0.503102465202105,0.00711703799302077,0.0115418968148921,0.00791838523939581,-0.00151218247585451,-2.51554176003931e-05,1.83602106118731,0.00799805264805098
"2002-03",-0.0872067441220233,-0.00048964600000001,0.000584540210280433,2.0811677337698,-20.6728072239012,0.503102465202105,-0.00201620558665594,-0.013091750891,-0.00196624627334308,-0.0288906803275694,0.00280200404659415,1.97214171195829,0.00234587918722196
"2002-04",-0.17896712580901,-0.00135159799999995,-0.00139004653510274,1.84613324120261,-10.0975371419264,0.100620493040296,0.00446137397593582,0.00863875966297623,0.00643085852028147,-0.010168624899947,-0.00109122640932114,1.9732135281061,0.0376527275856136
"2002-05",-0.259225394064247,0.000479824000000018,0.00170972987831667,1.55497518299271,-1.9543620274696,0.905584437363899,0.00207292385806657,0.00234187356549076,-0.00205547583986754,-0.00419594032144437,0.00088059535268248,1.9721417119584,-0.0196358088162129
"2002-06",-0.325792755057182,0.00112350900000002,0.00279896961938383,1.27103263749461,13.2462315195165,0.503102465202005,-0.00170170828060945,0.00238124509231019,0.00472453491336955,-0.0205604897638707,0.0093640660935229,1.8370928773351,0.0232432249551713
"2002-07",-0.369159756358208,-0.000199039000000067,0.00074830446967588,1.0423463059941,22.909465988672,0.201240986080805,5.91154432689756e-05,0.00274459414690331,0.00234941895832219,-0.0260630570743984,-0.000924199164920232,1.9056891107945,0.0190450998545166
"2002-08",-0.340654951501013,0.00300169000000006,0.00616296950160076,0.896117651327899,3.9955845894935,-0.201240986080705,-0.00236835499744725,0.00293294985922166,0.000340245658589478,-0.00980414395465163,-3.5593651908838e-05,1.9732135281061,0.0723880597014925
"2002-09",-0.155153133970223,-0.000525633000000081,0.000197691388991203,0.829250385269006,-11.5307359620709,-0.100620493040509,0.0063003839641762,0.00440627482366462,0.00140806658226289,0.0281260589630635,-0.00103077904805215,1.9056891107945,-0.0235696348068137
"2002-10",0.059112705267383,-0.000143481999999917,0.000948491764970865,0.793019799524501,-1.8457863592768,0.100620493040395,-0.0044178174117333,-0.00020387395487409,0.00153565248529008,-0.000655186586618401,-0.00664692934002078,1.9035454784989,-0.00802553296975705
"2002-11",0.054255779953547,0.00250796099999995,0.0054166109517913,0.724621230697011,-10.0106766073723,0.402481972161709,0.00174953643021425,-0.00149442300867031,-0.00346523293526169,-0.0036981656190843,0.00380958859844558,1.9721417119583,-0.0245212882266579
"2002-12",-0.13469880750196,0.00205482099999998,0.0046366535080736,0.576563083303995,-3.5178516494453,0.201240986080805,0.00404818188278222,0.00563338848897366,0.0010075809602581,-0.0145073848099724,-0.000956039265898429,2.03966612927,0.0362815422057128
"2003-01",-0.443576259496111,0.00250708500000008,0.00572183110299814,0.348411238142006,-23.1917627259731,-0.201240986080805,-0.00450169649282361,-0.00152810740981235,-0.00340389425316601,-0.0083656382965854,-0.00781269966072344,2.10933417887721,0.0681993757918482
"2003-02",-1.23161673000865,0.000685548999999952,0.00266664981149378,0.0695720669079947,-21.9974303758527,-0.402481972161695,0.00401254189991218,-0.00129068883284433,-0.0034500066505081,0.00214806599349026,0.00735298293256319,2.44909989773089,-0.0673744503587133
"2003-03",5.91893424524283,-0.00388046200000003,-0.00493715147375575,-0.212138775590006,15.1571632797091,4.32668120073788,0.00620883174877496,0.00721661885691383,-0.00246286847561628,0.0145268295762912,-0.00192901119262463,2.72026938312521,-0.0200688606966717
"2003-04",0.607335572134161,-0.000659136999999976,-0.000191312840072458,-0.438257231103009,5.79794068149319,-0.100620493040282,-0.00199537506446312,-0.00128225152086103,-0.0024141010426858,-0.0130460905077603,-0.00471168195308436,2.8585336661918,-0.0290579893643961
"2003-05",0.0263662976428967,0.000582786000000057,0.00188807088350155,-0.560331604656,-27.9473769928159,-1.10682542344472,0.00188924208523589,-0.00158481979931557,0.00436774430514841,0.0164216873827674,-0.00189302112796989,2.7899374327323,0.0294060116059203
"2003-06",-0.384487266327017,-0.00206084299999998,-0.00254025945693046,-0.564552647193011,-3.3224154466984,-0.804963944323291,-0.00108891138976142,0.000559042870251103,0.0013906224216893,0.00706940485947298,-0.00292876105934933,2.8585336661918,0.081517608310109
"2003-07",-0.975201594546489,-0.001148539,-0.000864846157828784,-0.503836050480999,-23.3003383941659,-0.9055844373637,0.00139467273174199,0.0055075698006013,0.00693521558090038,0.0190401312623036,-0.00361662787966387,2.92605808350341,0.0173060029282577
"2003-08",-34.4802419468944,0.00295389000000001,0.00603786293308184,-0.452990107865006,-1.693780423807,-9.9475983006414e-14,-0.00663710721735056,-0.00453697863292979,0.00238689471446718,0.0221243241950738,0.00363648611058725,2.8563900338962,-0.00630379090987598
"2003-09",0.42799492925652,-9.2789000000093e-05,0.00090759722119102,-0.468535116392005,14.3102730678056,-1.207445916485,-0.0037951226021371,-0.00259343611034657,0.000154581601829573,-0.0187590267980126,0.000850242653952,2.85639003389619,0.0219280458837843
"2003-10",-0.150268648633702,0.000809673000000011,0.00249171131526037,-0.547806178450998,0.325727004578198,0.603722958242599,0.00475668693136022,0.00663002958666969,0.00327857944856835,0.0420542498905148,-0.00356999985597649,2.7213411992729,0.00875875166529672
"2003-11",-0.540778969556863,-0.000864372000000002,-0.000313307104965782,-0.655513863704002,-7.0574184325293,-0.9055844373638,0.00646998219225448,0.00543065377564478,0.000913145077909627,-0.0127808902034184,0.00816670447548376,2.721341199273,-0.00798021805102844
"2003-12",-1.4064771636101,0.00128978800000001,0.00329393163340024,-0.745726862294987,-13.0507953167695,-0.40248197216161,0.00659170571786016,0.00518882144177613,0.00541275503079741,0.00185931371769692,0.00630042752901077,2.58629236464971,0.0146442329481078
"2004-01",2.56475390059067,-0.000709710999999946,0.000182028028678039,-0.781813006668202,7.6871573080472,-0.20124098608089,-0.00565927331524341,0.00740185861644638,0.0109032057687473,0.0325508470579499,-0.00102732069283184,2.51662431504249,0.0453923676055945
"2004-02",0.158919684408947,-0.000582858000000019,0.000391132729653627,-0.737939807893298,-18.2841425236605,0.100620493040495,0.00528965472439458,0.00791966469438776,0.00420816462062135,0.0682723919423588,-0.00917075584227379,2.65274496581351,-0.00392554810799262
"2004-03",-0.408411868533934,0.00127652699999992,0.00350543885424645,-0.604465717605393,-8.6860534554207,-5.03102465202079,-1.76384941525942e-05,0.00309307088792488,-0.0003456098713015,0.0339624038747637,0.00083497355946829,2.44909989773089,0.0858981233243967
"2004-04",-1.11054096339024,0.000136224000000018,0.00104908702899883,-0.399078392755086,-7.4700059716617,0.603722958242386,-0.0030253327833264,-0.00150542837982404,0.00133575329799518,-0.0373533807973695,-0.00446407295025988,2.10719054658159,-0.0408354730396998
"2004-05",7.64029312789308,0.000515234000000087,0.00168194874250313,-0.151541458864003,3.4744213821683,0.503102465202119,-0.0098861526496854,-0.00474658873993694,0.000170544955227392,-0.022312703583062,-0.00268201262910007,2.0407379454178,-0.0292921492921493
"2004-06",0.105192136077913,-0.000206270000000064,0.000475496878480027,0.106387922695006,-9.2289317963845,-0.10062049304041,0.00693164510751854,0.00733412562575864,0.00131968413695605,0.00350485900908092,0.00168611846447571,2.0385943131221,0.100657615613067
"2004-07",-0.475983553610485,-0.000109269999999939,0.000962465270868108,0.348007591121004,-18.3275727909376,0,-0.00486327766949368,0.00126180735834103,0.00158955177497488,0.0155772100044252,0.0009854407931359,2.311907430812,-0.00729979762937261
"2004-08",-1.25666533418262,-0.000908825999999974,-0.000375592666117765,0.549210152095,7.86087837715559,0.6037229582425,-0.00177807782603501,-0.00575235747401792,-0.0041448098986403,0.0178939508665659,0.00079056797931056,2.3140510631076,0.0174978764713021
"2004-09",3.63126121143956,0.00287800499999991,0.00596037918652637,0.687186493176995,4.4950326631801,0.704343451283009,0.0104334460090294,0.0127519407823666,0.0118454407150852,-0.0288890183165463,-0.00179552761929859,2.24545482964821,0.0155273577255162
"2004-10",0.448601661514551,0.00265835999999997,0.00561832406709506,0.742024054374994,-3.95215432221639,-0.3018614791213,0.000284172645297565,0.000385800005771486,-0.00124677234598469,-0.0363630041756215,0.006301456601633,2.3805036642715,0.102003429081429
"2004-11",0.215432473841757,0.00163412500000004,0.0038986800467967,0.700648664282994,5.68936501330059,0.3018614791212,-0.0029082715590053,-0.000150515965094189,0.000720862863167415,-0.0269887961129318,-0.00728102091756655,2.3805036642714,0.00609548167092933
"2004-12",0.237168313798262,-0.000125720999999968,0.000978411188618778,0.566728041847,-0.0651454009157035,0.201240986080791,-0.002957338677128,0.00529203760980224,0.00508109451896788,-0.0116097745396162,-0.00541552771231126,2.3794318481237,0.0633182222598823
"2005-01",0.275424936997662,0.00224455199999996,0.00530809927394507,0.37747488220019,-4.4298872622645,-5.7353681033037,-0.00882029259100581,-0.0069311488993985,-0.0011130771573894,-0.0049006626846739,-0.00520403193631514,2.431950839366,-0.0696882159577648
"2005-02",0.272358547415698,0.000964803999999986,0.0031811682872277,0.176742841290306,17.9584155190822,-0.201240986080904,-0.0018731847863509,0.00103116413614068,0.00338277294187961,-0.0477290480640555,-0.0021449261063455,2.22830577128339,0.0238773368738892
"2005-03",0.236222601960034,0.00158284600000003,0.00419388426229759,-0.00791618876250766,2.6926765711804,0.3018614791213,0.00318138237135468,0.00659152454631329,0.00281193895206,-0.0499491188323209,0.0145494637813147,2.06324608452161,0.0454697565464737
"2005-04",0.187893355970759,0.00183836300000007,0.00397364080972022,-0.187384340776504,23.5392048641899,-0.704343451282895,0.000434995537729854,0.000807400868636732,-0.00293115984847103,0.0356906725667277,0.00047230596965719,1.9035454784989,-0.0085824030728604
