"","LMUNRRTTATM156S","LRHUTTFEATM156S","LMUNRLTTBEM647S","LFHUTTTTBEM647S","LMUNRLTTIEM647S","LMUNRRTTNOM156S","LMUNRLTTESM647S","LFHUTTTTESM647S","LMUNRLTTCHM647S"
"2008-03",-0.0003746997983703,-0.004,-0.00181909341522335,-0.0420420420420421,0.0156551427959193,0.0163540095444337,0.00201652728375179,0.0145063172671971,0.00557875804042318
"2008-04",0.00147842999570889,0.003,0.00951128173524585,-0.0313479623824452,-0.0267981096460408,0.0149540332964741,0.0337415961654095,0.0608856088560885,0.0132581499221893
"2008-05",-0.000146257518735496,-0.00199999999999999,-0.0111214397237073,-0.0129449838187702,0.00509188785431869,0.0160689637602777,0.0337841760996116,0.0452173913043479,-0.00588411289518298
"2008-06",-0.000223210302410695,-0.005,0.0187828473986985,0.0688524590163935,0.0154879532541567,0.0155882498640087,0.0363416363674487,0.0391014975041597,0.00664125200642052
"2008-07",0.0009879675195862,0.009,-0.0110759310581567,0.104294478527607,0.0035072998207708,0.0166869935334574,0.0278752400582463,0.0240192153722978,-4.98295828267326e-05
"2008-08",0.000489766883523,-0.004,0.00138433285271722,0.0222222222222221,0.00479728998755879,0.0170260034324928,0.0304439382433339,0.0359655981235341,0.000129563371438213
"2008-09",0.000691607040271991,0.00199999999999999,0.00345759926591094,-0.0380434782608695,0.0036231186357123,0.0174926294251325,0.0350005603526979,0.0475471698113208,0.0143497757847533
"2008-10",0.0013055881874938,0,0.00357881356062539,-0.0706214689265536,0.0204505492592399,0.0180205619410549,0.0530236818517775,0.0760086455331412,0.0205619412515965
"2008-11",0.0017408320291161,0.00600000000000001,0.00662707740788715,-0.0364741641337386,-0.00698903885329538,0.0193744750899994,0.047175772501125,0.0726481419484433,0.0293503268099689
"2008-12",0.0022059114911658,0,-0.00527223797192167,0.0347003154574133,-0.00917277831649033,0.0208932544631861,0.0458312730102617,0.0745942571785267,0.0293925111285678
"2009-01",0.00121000046618949,-0.003,0.0040663573337576,0.143292682926829,0.035068754730107,0.0226424089537007,0.0323455769440275,0.072320650595411,0.0547263229616171
"2009-02",0.00283662171992491,-0.002,0.00164610772932883,0.0106666666666666,-0.0213963539856301,0.0245857623984386,0.0388776843687404,0.0593174431202601,0.0514560848930654
"2009-03",0.0022658015164501,0.006,0.00439600530216744,0.0079155672823219,-0.0139341859550448,0.0257622759256051,0.0414008036000089,0.0434671439529533,0.0628148730677547
"2009-04",0.00104071570933389,0.002,-0.00737508455070501,-0.00261780104712039,-0.018838231147811,0.0276347034144758,0.0275150565647864,0.0166625827003186,0.0494292475007898
"2009-05",0.000914792901924297,-0.004,-0.00369028562589424,-0.0131233595800525,-0.00483243811319611,0.0277283585574235,0.0192734833814632,0.00650759219088948,0.0273954492706787
"2009-06",0.00142106817196271,0.004,0.00433779047269578,0.0132978723404256,-0.0127094379388515,0.0280618020243511,0.00709165423207847,-0.00550766283524906,0.0661119213062251
"2009-07",0.000326108018815996,0.002,-0.00948048239724453,0.00262467191601057,-0.00438990680039586,0.0279422041954878,0.00876767285952718,0.00288947748615453,0.0311401979454442
"2009-08",0.000291676625690601,-0.00600000000000001,0.00690431717392892,0,-0.000277253131389488,0.0276657616470462,0.0137010944109648,0.0120048019207684,0.0232285922380606
"2009-09",0.000126295623599296,0.015,-0.00683843024994313,0,-0.00170159464455977,0.0269434898649961,0.0172555288689669,0.0154211150652432,0.0207756056638788
"2009-10",-0.0010100025470485,-0.00800000000000001,0.00142114835198393,0,-0.00774912878818568,0.0277305559152883,0.00719850346470263,0.00864485981308416,0.00815604823897842
"2009-11",-0.0015428863295975,-0.00399999999999999,0.000826138039931257,0.0183246073298429,-0.000750786443847407,0.0270008934432427,0.00515544370978738,0.00347463516330793,0.00725635625930199
"2009-12",-0.000698227439461796,-0.012,0.00611773023778639,0.0488431876606683,0.000192704591842618,0.0273017836599441,0.0150768320249586,0.0120036934441368,0.00204779831025981
"2010-01",0.000223088811590985,0.004,-0.0120077402958275,0.0441176470588236,0.00757394095981101,0.0290915264636262,0.0026670865765579,0.0136861313868613,-0.00234342494921558
"2010-02",0.000211565833881516,0.001,0.001137811878693,0,-0.0149883382717405,0.0284287789502681,0.0114693209849996,0.00855085508550846,-0.00517009806627289
"2010-03",-0.0013029118916526,0.003,-0.00428058419075383,-0.00938967136150237,0.000682541838477158,0.029574383940729,0.0119859999440342,0.0136099955377065,-0.0084335121139264
"2010-04",-0.000503436534971105,0.003,0.000757684803575187,-0.0118483412322274,0.00455679476180615,0.0295510908786871,0.00976175501481658,0.0191503411842395,-0.016848833016252
"2010-05",-0.0005888937690504,-0.004,0.00144228237111299,-0.0119904076738609,-0.00432900432900429,0.0288152275378274,0.00572561506208658,0.00885529157667397,-0.0133812258113475
"2010-06",-0.000451926004209402,0,0.00293565352389136,0.00242718446601953,-0.00317604355716883,0.0292000310622701,0.00232037530089824,0.00428173838578472,-0.0152099784637473
"2010-07",-0.000738709125921597,-0.001,0.00226889155600274,0.0121065375302662,0.00727253877792444,0.0280880453488544,-0.00383940765929081,-0.0072479215519079,-0.0158158848759787
"2010-08",-0.000268051207745895,0,-0.0106833293839429,-0.0167464114832536,0.00224983297507397,0.0278520025615601,0.0061945935140133,0.00601245436976594,-0.0108588547280988
"2010-09",-0.000427825033913101,0,0.00454320029491739,-0.00973236009732359,0.0013113294618281,0.0290813931081771,0.00498630925959986,0.00128068303094975,-0.0198033041164397
"2010-10",-0.000504840566341105,0.00600000000000001,-0.00335090315177289,-0.0171990171990172,-0.0165982030309254,0.028867981354323,-0.00269031890119587,0.0012790449797484,-0.021328840657804
"2010-11",0.000249079474926903,-0.01,-0.00016861671498325,-0.025,0.00127252552662815,0.0290954153994255,-0.00295533829201844,0.00468384074941453,-0.0200652346635815
"2010-12",0.000711054714056594,0.00199999999999999,0.00148447285991427,-0.0333333333333333,0.0213043834830032,0.0283541233942521,0.0010896465147805,0.00953591862682779,-0.0136341329843602
"2011-01",-0.000644082473477595,0.001,-0.000722273207630408,-0.0583554376657824,-0.0154300856094578,0.0282905075409709,0.00333949088122654,0.000629722921914322,-0.0233549168625529
"2011-02",-0.0012000479163347,0.00899999999999999,0.000917315288082032,-0.0394366197183098,0.00359066716626577,0.0284608959032287,0.0066278403348341,0.0039857352632684,-0.0249248783657077
"2011-03",0.000207744907772894,-0.00799999999999999,0.00570574677890545,-0.0146627565982405,-0.000451653713350986,0.027723652158559,0.0102092013919279,0.00731299623903059,-0.0184824829069212
"2011-04",-0.000422943239119192,-0.003,-0.00245190508554627,0,-0.00268877558192548,0.0276008843240685,0.000287966432838349,-0.00103712922630161,-0.0490858597546864
"2011-05",0.000768544290368392,0.001,0.00245462235321914,0.0178571428571428,-0.00381346657054094,0.0267070645461805,0.00389740964375118,0.00602159468438535,-0.0284017620287669
"2011-06",-0.000358221055866498,-0.001,-0.00745241405862096,0.0175438596491229,0.00673459322391923,0.0261900912613654,0.00699782233271273,0.0171310629514965,0.00102700265517752
"2011-07",-0.000149937944291995,-0.003,0.00972460591275026,0.0402298850574712,0.000222537466728401,0.0263167064881607,0.00384082569908539,0.0170454545454546,-0.0110769128110169
"2011-08",0.000546415943491696,0.000999999999999994,-0.00493962665763625,0.0138121546961325,0.00359065556151306,0.0260441560688224,0.00412427940852966,0.0141660015961691,2.53034303017152e-05
"2011-09",0.000525434296601596,-0.000999999999999994,-4.13065571169824e-06,-0.00817438692098094,-0.0167849374561905,0.026021717440477,0.0143964739491569,0.0184930159354713,-0.0035002192908471
"2011-10",0.000361621687351404,0.012,0.00483663853321459,-0.0302197802197802,0.0152359097862801,0.0257002579005942,0.0108701568289822,0.0131350202820166,0.0107914582434046
"2011-11",7.63017165105045e-05,0.00199999999999999,-0.00017123446307088,-0.0113314447592068,-0.00316643645530457,0.0257945822432742,0.00567041463738382,0.0112488083889419,0.00504086280814575
"2011-12",-0.000106462473493607,-0.003,-0.00345050790334411,-0.0114613180515759,-0.00315006211796698,0.0251494841242983,0.00673553866497856,0.0130090497737556,0.00235782247179772
"2012-01",0.000451182269407199,-0.005,0.0133912851348789,0.0202898550724637,-0.00226143924161037,0.0246902486768826,0.0117929159377956,0.0147031453564117,-0.000648330548836729
"2012-02",0.000958252186074898,0.00600000000000001,-0.00906739823422642,0.00852272727272729,0.00179028807432335,0.0246589529093321,0.0148549212474536,0.0170579603815113,0.0104715090118188
"2012-03",-0.000889795085731587,-0.002,-0.00533452040119486,-0.0028169014084507,-0.00228143089631871,0.0248446490532839,0.0103305379899052,0.0108205590622181,-0.00290558893736115
"2012-04",0.000733531093928694,-0.003,0.00373286244327764,0.00564971751412435,0.00248566888902735,0.0246030635495637,0.0136449753824472,0.0139161462979482,0.0159653945532743
"2012-05",-0.000178042314398996,-0.005,0.0013049136627834,0.0140449438202248,-0.00161120257641667,0.0244851875389458,0.0151548288376893,0.0156607425655464,0.00798725938685796
"2012-06",0.000476847902360397,0.01,0.00167722149960992,0,0.0114858022729225,0.0251411089001293,0.00220400136104426,0.00606375606375598,0.00597320521708289
"2012-07",0.0004495627616974,-0.00300000000000001,-0.00512504189651464,-0.00277008310249305,-0.0126162035347512,0.02536971881453,0.00676265234679874,0.0118822111245049,0.00779678673023754
"2012-08",-0.000113195679398603,0.00300000000000001,0.00878128456320459,0.0277777777777777,0.00387512129927969,0.0250710948321541,0.000480145072886184,0.00697753573859772,0.00964474270084592
"2012-09",0.000263833693016191,-0.00300000000000001,-0.0069116289369866,0.0324324324324323,-0.000692880028679399,0.0249526269045518,0.00777273554056523,0.00726719621429783,0.00459911325316376
"2012-10",0.000945936431729008,-0.003,0.00155015930803892,0.049738219895288,0.00114782987452522,0.0245775591879442,0.00569833041328249,0.00620805369127519,0.0161094344059891
"2012-11",0.000609333823444094,0,0.00095358160712955,0.032418952618454,-1.3312589833836e-06,0.0245943266090862,0.00803234382559737,0.00900450225112559,0.0102067582163248
"2012-12",0.000299768965250108,0.002,-0.00195313857960655,0.0120772946859904,-0.000694815612332755,0.0250114630235963,-0.00364505156942541,0.00214840522227733,0.00640736809145959
"2013-01",0.000986798764052499,0.005,-0.00193268394476753,0.00477326968973757,-0.000466603582033764,0.0246471597303902,-1.01546432820232e-05,0.00989445910290243,0.0128317979693737
"2013-02",0.0003828978372801,-0.003,0.0034058261910761,0.00237529691211402,-0.00139813344239714,0.0245716079719748,0.00327203172104973,0.00636838667537565,0.00531942789927542
"2013-03",0.00108737252533679,0.00599999999999999,0.00184099442563923,0.00236966824644558,-0.000712820206624887,0.0247783457036994,0.00131641790241055,-0.0037319487262697,-0.00287666843042711
"2013-04",-0.000312268318258188,-0.00599999999999999,-1.38911077931514e-05,0.00945626477541373,-0.0014238497477278,0.0255048190883513,0.00600908367429787,-0.00521172638436485,0.0138642869421586
"2013-05",-2.33569637722031e-05,-0.00100000000000001,-0.00157707055131473,0,0.00184880714229363,0.0264903332545495,0.00079648818500333,-0.00622134905042571,0.00718013741043255
"2013-06",0.000717462376641706,0.002,-0.000146262489798099,-0.0117096018735363,0.000220271327093902,0.0261971675659072,-0.00354497178849267,-0.00461285008237233,0.000709967356140151
"2013-07",0.0018700616781876,0.002,0.00363017314420033,0,-0.00381032165850381,0.0263391192014361,-0.00246909499239822,0.0021516054286661,0.00953753209043096
"2013-08",0.000748905776333103,-0.004,-0.00596946294418843,-0.00710900473933651,-0.000536204129633844,0.0270316425425098,-0.00816555039741296,-0.00297274979355899,-0.00445564998152537
"2013-09",0.000468817386236595,0.011,0.00515045909848255,0.00477326968973757,0.00378974290628886,0.0270495636630684,-0.00434485778525495,-0.0024846778201093,0.00577824353040501
"2013-10",0.0004945463189195,-0.005,-0.00572424937983285,0,-0.00413413001846785,0.0266825755357205,-0.00368627574446467,-0.00215875124543341,-0.00408086479602909
"2013-11",0.000820658135923302,0.005,0.00302179926859192,0.00712589073634207,0.000171743562394133,0.0277039798869948,-0.00707334560980599,-0.00732234980862045,0.0038433036427834
"2013-12",0.000685735924706998,-0.004,-0.000164815521858763,0.00943396226415105,0.00116144102351057,0.0270036858553981,-0.0131175261471613,-0.0164291701592624,0.00340158209754571
"2014-01",-3.4772695864993e-05,0.003,0.00196266260849143,0.0186915887850467,0.00143638956941039,0.0273643848760955,-0.00250961452006515,-0.00255667291631156,-0.00302219401187243
"2014-02",0.000245940882922083,-0.006,-0.00739378299990201,-0.00458715596330272,-0.000780839866611704,0.0273431766233565,-0.00799375742169717,-0.0111073137388927,-0.00645338658100736
"2014-03",0.000780876177726514,0.008,0.0021237898783959,-0.00460829493087556,-0.00104632995823695,0.0276124702469767,-0.000697059842891368,-0.00397442543632276,0.00166023447171049
"2014-04",0.000697579161258691,-0.013,-0.000773775143448896,-0.00694444444444442,0.00171322619765857,0.0274544360760992,-0.00750231121019429,-0.010235947258848,-0.00482705476962442
"2014-05",0.0013634724037512,0.00799999999999999,6.70133573780207e-05,-0.00699300699300698,-0.00257791619652459,0.0286287986823189,-0.00372855428808749,-0.00876424189307623,-0.00757520417257151
"2014-06",0.000637197104307707,-0.002,-0.00224327834463001,-0.00704225352112675,-0.00135377853921659,0.0284318071818329,-0.00536782153853377,-0.0114942528735632,0.00684543306565
"2014-07",0.000279072891678792,0,0.00467054831726743,0.00709219858156018,0.000163096792031081,0.0283749058460668,0.00333861405117664,-0.00429338103756705,-0.000869965713116039
"2014-08",0.000496487661352102,0.00100000000000001,-0.00387335810121314,0,0.00199982652041975,0.0281606303456441,-0.00753401450609603,-0.0093424362199066,-0.0042950800479995
"2014-09",0.000928811864676096,-0.00100000000000001,0.00189931470415305,0.00704225352112675,-0.00480231531510789,0.0282118360104058,-0.00574419542621341,-0.00507798331519771,0.00664310226997156
"2014-10",0.000410752376760318,-0.00399999999999999,-0.00198780959157274,0.00466200466200473,0.0027802948737482,0.0288234597523765,-0.00486007312151526,0.00218738607364211,-0.00183231740701539
"2014-11",0.000662881857807898,0.007,0.000753730059249613,0.00464037122969829,-0.00117107968239316,0.0276721548953276,-0.00929696495804333,-0.00545652964714438,-0.00583614901926366
"2014-12",0.000638022172111383,-0.00300000000000001,-0.00603305074591443,0.00461893764434174,0.000699768282960367,0.0279219394634996,-0.00490335031058142,-0.00530358449158741,0.00298669962335207
"2015-01",0.000815900318513613,-0.00199999999999999,0.00644412166490305,0.0137931034482759,0.000447737229144485,0.0272978061168484,-0.00810455163584023,-0.0113991542562971,-0.00455472268266566
"2015-02",0.0014563339832827,0.00199999999999999,-0.000479563088554569,0.00907029478458043,-0.00315006782749994,0.0281382064585066,-0.00980783476822555,-0.0124604798214618,0.0158486895911465
"2015-03",0.000746985115456011,-0.003,-0.000300864675475188,0.00449438202247188,-0.000728381957429969,0.0284613370210975,-0.00973657553371865,-0.0092278719397364,0.0124318208193106
"2015-04",0.00129947058874499,0.005,-0.0090967490658711,-0.0178970917225951,0.00894480282881638,0.0283124586527715,-0.0100824341458958,-0.00779319521003607,0.01020876019085
"2015-05",0.000216893426989884,0.002,0.00738323726024581,-0.020501138952164,-0.00260046962350391,0.0286201720050993,-0.00705998754764348,-0.00900383141762451,0.00794264277254975
"2015-06",0.000661057211010105,-0.005,0.0014411341254924,-0.0186046511627908,0.00254643925448306,0.0295709553045009,-0.00161386369218786,-0.010632128358786,0.00851327296648874
"2015-07",-0.000714156881142305,0.000999999999999994,-0.00607243763116871,-0.0379146919431279,-0.00118152639278113,0.0294193451842326,-0.0083150623718129,-0.0212973817897616,0.00123481767254319
"2015-08",0.000287053170925908,-0.00399999999999999,0.00476345703863335,-0.0073891625615764,0.0028833111783132,0.0302206489167093,-0.00543460988296729,-0.0145737672190058,0.00735099430036645
"2015-09",5.87550890606969e-05,0.000999999999999994,-0.0019327590562942,0.0248138957816377,-0.00907816604113165,0.0303734131033155,-0.00405510785084995,-0.0109400324149108,0.00442682935264527
"2015-10",2.77516936385003e-05,-0.000999999999999994,0.000606266679715195,0.0508474576271187,-0.00192235951285102,0.0309609582604783,-0.00277759714874837,-0.00655469070053261,0.00419383939454465
"2015-11",7.78988681969101e-05,0.00899999999999999,0.00155233100868868,0.0207373271889402,0.0052089697040838,0.0307589826637684,-0.012618274919171,-0.014639175257732,0.0123095280547516
"2015-12",-0.000422550813643605,-0.003,0.0017815913048872,0,0.000226430611162454,0.0308657163126717,-0.00413007936587051,-0.00502197112366609,-0.000589363013745015
"2016-01",-0.000390799717063003,0,-0.00447286483932252,-0.0383747178329571,-0.00526657616459858,0.0308031403251542,-0.0110618475937976,-0.01198738170347,0.00484647190401954
"2016-02",-0.000529834600939097,-0.002,-0.000148547097808538,-0.0211267605633803,0.00321601659176063,0.0308081282076095,-0.00592068119141154,-0.00532141336739034,0.00613848696414721
"2016-03",0.000670638858698294,0.002,0.00290876413054852,-0.00959232613908878,-0.000112121628300876,0.0302852207308012,-0.0096987734212115,-0.00791782580783218,0.00308404009252117
"2016-04",-8.32059238558835e-05,-0.00399999999999999,0.00224248535858762,0.00242130750605329,-0.00486136981523899,0.0301720824684653,-0.00301209957915394,0.00107851596203634,6.68382180935012e-06
"2016-05",0.000149085238255492,0.00899999999999999,-0.00523821492062237,-0.0144927536231884,0.00489880741672055,0.0308259751895121,-0.00970189963679413,-0.00818789054083169,0.0060889209710191
"2016-06",-0.000432187165705603,-0.003,0.00390028974615741,-0.0122549019607843,0.00378490961143352,0.0308820945940717,-0.0116367424324914,-0.0130349771887899,-0.00848352787207607
"2016-07",-0.000246725425324404,-0.00599999999999999,-0.00412124975967332,-0.032258064516129,-0.0118231190231604,0.0306001936858205,-0.0129554324211902,-0.0187101034558662,0.00151423785594629
"2016-08",-0.000150746437035193,0.012,0.00417717132048456,-0.017948717948718,0.022312397775597,0.0305076386803691,-0.00822674332067552,-0.0130103185284881,0.00401402231796411
"2016-09",-0.000224163941259806,-0.005,-0.00120536739635058,-0.0234986945169713,-0.0352176464076166,0.0295402170465613,-0.0039889524947273,-0.0113636363636364,-0.00237213145339699
"2016-10",-0.000121415952109197,-0.003,0.000578848783850838,-0.0187165775401069,0.0205770428410871,0.0300865379465546,-0.0105108467917088,-0.016551724137931,-0.00276516163505214
"2016-11",-0.000613037353116505,-0.000999999999999994,-0.00036829149547124,0.0027247956403269,0.00161193967378792,0.0297308495398905,-9.04964750003678e-06,-0.00233754090696592,-0.00369040761925177
"2016-12",-0.000656185748764901,-0.005,-0.0039979202001853,0.013586956521739,-0.00393866780717678,0.0287579215851901,-0.0135681257719289,-0.0131208997188379,-0.00278309972774027
"2017-01",0.000349993199034199,0.00399999999999999,0.0044284113596027,0.0402144772117963,-0.000888763842236129,0.0289169161945032,-0.00944653287519193,-0.008309591642925,0.00261559514901477
"2017-02",-0.0008912106216626,-0.00699999999999999,0.000595057111319464,0.0154639175257731,0.00303433711586198,0.0288472019487455,-0.00857305230815519,-0.00885803208044056,-0.00880796616665214
"2017-03",-0.000915707285349093,0.006,-0.00583315772349835,-0.0177664974619289,-0.00849556326220824,0.027365734939777,-0.00823100201874172,-0.0111111111111111,-0.00573874466656266
"2017-04",-0.0008425120707162,-0.004,0.0037847810960342,-0.0387596899224806,0.00777240706340787,0.0271323525038649,-0.0171856298555831,-0.0205178309721544,-9.55155451549672e-05
"2017-05",-0.000298372383861212,0.004,-0.00103837945665841,-0.021505376344086,0.00361378514850885,0.0277271535966894,-0.0114652577810426,-0.016209476309227,-0.00795584031004581
"2017-06",-0.000575303746288697,-0.002,-0.00130628670271715,-0.0137362637362637,-0.00575068870523421,0.0279420113009999,-0.00855515378050808,-0.0172370088719899,-0.0113691855866513
"2017-07",-0.000687911614193792,-0.004,-0.000965142216948323,0.00278551532033422,0.000184955587375857,0.0269666574081278,0.00105921598115,-0.01341243229301,0.00303325448726866
"2017-08",-0.000901824520906813,0.006,0.00116440588200095,-0.0111111111111111,-0.00681647333595625,0.0268182943907819,0.000699060011220665,-0.00836601307189544,-0.0108686605260238
"2017-09",-0.000681322119077482,-0.003,-0.000962049625752748,-0.0308988764044944,0.0146800821515601,0.0265060799055529,-0.000945830950826787,-0.00184550487740576,-0.0153426501833686
"2017-10",-0.00117108871342439,-0.002,0.00466087682364758,-0.0347826086956522,-0.00643837487262211,0.0259218580964105,-0.00582536011228385,0,-0.00599625412153448
"2017-11",-0.000972138772645625,0.004,-0.00700151175042363,-0.039039039039039,0.00146492956988309,0.0243729823707188,-0.00423582753520257,0,-0.0175456193266895
"2017-12",-0.000556530075254497,0.00199999999999999,0.00564452915576952,-0.021875,-0.00298868532372087,0.0244827573438284,-0.00866740601561478,-0.00396196513470681,-0.00917377670823305
"2018-01",-0.00182459238172049,-0.00899999999999999,-0.00219914645738573,-0.0159744408945687,0.00271143481382907,0.0232859469121269,-0.00654719834225814,-0.00954653937947492,-0.0195698893075836
"2018-02",0.000439672114218206,0.003,0.00138122199189361,0.00649350649350655,-0.00138775909200406,0.0230309651360717,-0.00754767861778594,-0.0115127175368139,-0.0136623302530534
"2018-03",-0.000792905202078614,-0.001,-0.00255344626107845,0.0161290322580645,0.000690148399785429,0.0233293163588177,-0.00887680106786148,-0.016522210184182,-0.0497058442991636
"2018-04",-0.000653536544866093,-0.002,0.00220238191308741,0.034920634920635,-0.0074649513442191,0.0229857682230092,-0.00759595765647869,-0.0145965298815753,-0.0414057119059441
"2018-05",-0.00120926977606581,-0.001,-0.00219922722951382,-0.00613496932515334,0.00927883486023029,0.0234430182341444,-0.00583833668954659,-0.0125768585802124,-0.040111285633125
"2018-06",0.000101832297173698,0,0.001729280030078,-0.0308641975308642,-0.00808887454850193,0.0238242476975564,-0.00866666188167842,-0.0195301443532409,0.0162588888598758
"2018-07",0.000180376832323109,0.004,0.01544885956648,-0.0509554140127388,0.00282612504716229,0.0241959274994336,0.000876799963173136,-0.016743648960739,-0.00629501794294229
"2018-08",-0.000486388225133999,0.00799999999999999,-0.0186350579590797,-0.0469798657718121,-0.00299328491348327,0.0240323354005216,0.00185341610217837,-0.0108631826189078,-0.0113855753981935
"2018-09",-0.00031808990194071,-0.005,0.00522305836856563,0,0.00573432361821724,0.024482882711677,-0.000799555818789544,-0.00534283170080141,-0.00537910952634191
"2018-10",-0.000279171488692692,-0.01,0.000239786204710102,0.0422535211267605,-0.0025287942538994,0.0238746668266833,-0.00604453193712762,-0.00208892867800659,-0.0165664498711499
"2018-11",-0.000824048432178204,0.002,-0.000452491102038044,0.0135135135135136,0.0045745920745921,0.0242533185624944,-0.00608133588094795,-0.00538277511961727,-0.0136011979036685
"2018-12",-0.000738468102331094,0.005,-0.00226209354924745,-0.00666666666666671,-0.00157079315242581,0.0232616064374637,-0.00736190865634156,-0.0069152134696332,-0.013436342278847
"2019-01",0.000339511883551608,-0.006,0.00385484002429171,-0.0234899328859061,-0.00408445297871807,0.0220809562549682,0.000618800495941541,-0.00968816227671809,-0.00946117985400663
"2019-02",-0.00130637771159002,0.006,-0.00396565937645343,-0.0137457044673539,-0.000267830791933044,0.0217901398946596,-0.0046116743832828,-0.0058086212167533,-0.0117059639389736
"2019-03",-0.000147145919173294,-0.005,0.0011085679428785,0,0.00429867819013718,0.0220917438057944,-0.00574099123138139,-0.000615006150061492,0.000308745930167387
"2019-04",0.000287728192323408,0.00700000000000001,0.00065360042942697,0.0104529616724738,0.0127159898489776,0.0217199263648814,-0.0116058251370378,0.00461538461538469,-0.00146842878120412
"2019-05",-1.42032317140828e-06,-0.005,-0.0011036512433209,-0.00344827586206897,-0.0087451207140119,0.022392877448269,-0.00859777421919905,0.00490045941807038,-0.00165792431622336
"2019-06",2.94205547107101e-05,-0.004,0.00604084470229627,-0.0207612456747405,0.00356240288236598,0.0230129896900449,-0.00305913041091588,-0.00365742151782988,0.00669900453167949
"2019-07",0.000761307769358094,0.005,-0.00595666102298698,-0.049469964664311,-0.00106410237005361,0.023484720211699,0.00965665335371324,-0.00336494340776994,-0.00146322823564493
"2019-08",0.000355869233346906,0.001,0.00205813199609428,-0.0260223048327137,-0.0047500281309163,0.0233621574239487,0.00594315994136041,-0.00644567219152858,-0.00854022773940644
"2019-09",-0.000384259189872407,-0.009,0.00821917737878897,0.00763358778625944,0.0126008243612977,0.0237142211957059,-0.000407837510707054,-0.00803212851405621,0.0024005648387857
"2019-10",-0.00043107220518869,0.005,-0.00466542232441292,0.0265151515151516,-0.0121609273658939,0.0230355998545233,0.00917608434577621,0.00124571784490812,0.00356874530428253
"2019-11",-0.00193354960103541,-0.004,-0.00292373312352667,0.00738007380073791,0.00256764368250728,0.0221718463044407,0.00128401079445872,0.00031104199066867,0.00271383118098445
"2019-12",-0.0013816026315516,0.002,0.00750012443392845,0,0.00317125069681634,0.0221428215510649,-0.00452390004279934,0.000932835820895539,0.000653289780681243
"2020-01",-0.00132098198967939,0.003,-0.00762131265005173,-0.0256410256410257,-0.000558847710075749,0.0209053153605496,0.00283197967349769,0.00652376514445474,-0.0154262264502891
"2020-02",-0.000868434212327004,-0.004,0.00705915454234374,-0.018796992481203,-0.00490975034183472,0.0205689861591217,-0.00895839888912375,-0.0287037037037037,-0.00191349487524395
"2020-03",0.0478367105417608,0.006,0.0106440635536766,-0.0076628352490421,0.14189917995314,0.0963089544274848,0.09697785368457,0.0524308865586272,0.234102729585058
"2020-04",0.00792231514619,0.016,0.0382895994255801,0.00772200772200771,-0.0846695658638121,0.0883755774739118,0.0958456548794691,0.0217391304347827,0.172075674844267
"2020-05",-0.00450758357812601,0.004,-0.056441860617917,0.0268199233716475,0.0149556877218553,0.0682037861048215,0.0244396202133568,-0.00206855791962179,0.0566976149076475
"2020-06",-0.00721877633248698,0.012,-0.00471896482733303,0.0708955223880596,-0.118549085075486,0.0531483380418325,0.0183795146888932,0.0355344980752146,-0.0081777877128274
"2020-07",-0.007814350137057,-0.015,-0.0046908758198686,0.0940766550522647,0.114688098496859,0.0485594428825187,-0.00987340724736219,0.040034315127252,-0.010574159983472
"2020-08",-0.005323420700964,-0.006,0.0133413653549835,0.0605095541401275,-0.120834558227029,0.0444659987802325,-0.00206490225748901,0.0316194665933462,-0.0021829916476841
"2020-09",-0.0034056464791602,0.00199999999999999,-0.00711164336336845,-0.015015015015015,0.0697137209080271,0.0406927565964364,-0.00953416373058769,0.00586353944562901,-0.011509559592885
"2020-10",-0.00164198911618721,-0.004,-0.00111879297658535,-0.0762195121951219,-0.0470810990572087,0.0391988010738508,-0.00795587592617442,-0.00529941706412296,-0.00729407236335644
"2020-11",-0.000213958639851394,-0.00100000000000001,0.0114015202685712,-0.00990099009900991,0.00604423125404074,0.0418105800810886,0.00254430482021584,-0.00372935535428875,-0.0014669484241614
"2020-12",-0.000767743111464603,0.01,-0.0108860822643957,0.0333333333333334,-0.00911692815708931,0.0387614630181508,0.0147635503597023,0,-0.00372129747081207
"2021-01",-0.000911837088462111,0.00800000000000001,0.00235825651745647,0.0709677419354839,0.0250782987900906,0.0385015086777066,-0.00481899253889251,-0.0310160427807487,0.00707413879343388
"2021-02",-0.00119923042804408,-0.004,-0.00217970341349272,0.036144578313253,0.00179614568846909,0.0387907699651166,0.00379208806576981,-0.0113134657836644,0.00308972456943812
"2021-03",-0.0017422638214388,-0.001,-0.00634854237284266,-0.0058139534883721,-0.000791967695203843,0.0385243543931372,-0.0123484943008116,-0.0161875523304493,-0.0212399282356648
"2021-04",-0.00317414459006629,0.00399999999999999,0.00533641967666909,-0.0350877192982456,0.00244768849603982,0.0375017541493642,0.00385955217757505,0.0178723404255319,-0.0154396015925785
"2021-05",-0.00372801141583461,-0.00799999999999999,-0.00500475613370088,-0.0212121212121212,-0.00795625450342619,0.0355643632309654,-0.0154584625155761,0.00529542920847259,-0.0157217595558403
"2021-06",-0.0025880491307141,-0.005,0.00297526481406385,0,-0.00106791379935267,0.032473087928853,-0.0279016182806004,-0.00499029664541173,-0.0445016949152542
