"","RBBEBIS","CCRETT01BEM661N","RNBEBIS","CCUSSP01BEM650N","CPGRLE01BEM657N","IR3TIB01BEM156N","IRSTCI01BEM156N","IRLTCT01BEM156N","IRLTLT01BEM156N","NBIEBIS","CCRETT01IEM661N","CPGRLE01IEM657N","CSINFT02NLM460S","NLDCPHPLA01IXOBM","IRLTLT01NLM156N","RBESBIS","CCUSMA02ESM661N","RNESBIS","CPGRLE01ESM657N","CPGRLE01CHM657N","IRSTCI01CHM156N"
"2016-02",0.00448796409628716,2.141080090055,1.5,-0.00293040293040303,-0.00141547867205541,-0.000375,-0.002404,-0.0026,-0.0014,0.0113975287601193,1.592628096708,-0.000139387142950089,0.063,0.52000000000001,-0.00275,0.170000000000002,-0.0217677122256402,-0.5,0.00143390557204787,0.00345548276725655,0.0015
"2016-03",-0.000304630381803395,4.0786028537798,3.18000000000001,0.045646583394563,0.00655760506178272,-0.000449,-0.002877,-5e-04,-0.001,-0.00410742496050553,3.3253959865949,0.00018040632105106,-0.076,0.339999999999989,-0.00051,0.930000000000007,-0.00352640995953402,-0.0100000000000051,0.00054508075253376,0.00029974388870428,-0.0025
"2016-04",0.00345352971051294,4.69081872123139,3.64,0.00158102766798418,-0.00264919965535469,-0.000207,-0.003378,0.000200000000000001,-0.000699999999999999,0.00719120135363793,4.55569774317441,0.00157557570423348,0.077,-0.959999999999994,0.00075,1.5,-0.0185916186041029,0.299999999999997,-0.00358991332128796,0.00457498178316997,0.001
"2016-05",0.00141714748456323,4.1181079042106,3.06,-0.0218363588529336,0.00249279355706448,-7.99999999999998e-05,-0.00338,0,0,-0.000419991600167924,3.3597682484484,0.00225699032207274,0.061,-0.140000000000001,-0.00011,0.790000000000006,0.00316455773879509,-0.180000000000007,-0.00023282338516154,-0.00118928212315438,-0.0025
"2016-06",-0.00272920246639052,3.18244645633901,2.49000000000001,-0.0046620046620045,-0.00359479490071054,-0.000107000000000001,-0.003325,-0.0017,-0.0012,-0.00199579831932772,3.845152222273,0.00394173033097818,0.074,-0.120000000000005,-0.00134,0.260000000000005,0.00641321427360264,-0.379999999999995,-0.000765100960103988,-0.000667611958848191,-0.005
"2016-07",-0.000912223798905321,3.46708028761689,3.05000000000001,0.000990812466222124,0.00120315628687355,-0.000265999999999999,-0.003288,-0.0023,-0.0023,0.00115777286601415,6.7453513825791,0.00016642642867774,0.048,-0.150000000000006,-0.00188,0.760000000000005,0.0157591358284317,0.11999999999999,0.000946656908496999,0.00161708213123478,0.0075
"2016-08",0.00182611342193373,2.378489183276,2.56,0.0017097093494105,0.000459124540147874,-3.70000000000006e-05,-0.003388,-4e-04,-5e-04,0.00525651808242222,5.80006239221001,-0.00731635378872067,-0.054,0.719999999999999,-0.00035,0.299999999999997,-0.0133376933989265,0.259999999999991,0.00280319192477965,0.000222145102048752,-0.0265
"2016-09",-0.00162025316455694,1.39093573887099,1.86,0.00260510240747402,-0.00044404483473804,-3.39999999999993e-05,-0.00343,6e-04,3e-04,0.00125496758000399,4.31984893842599,-0.00213094313118481,-0.027,-0.579999999999998,0.00034,-0.109999999999999,-0.00037137981099844,0.189999999999998,-0.000402093111299922,-0.00149778121928373,0.027
"2016-10",-0.000202860330662413,1.239190093909,1.90000000000001,-0.0192635068542246,-0.00293104052630522,-7.40000000000003e-05,-0.003466,0.0013,9e-04,0.000313348652600798,5.340663061315,-0.00541886322636739,0.064,0.200000000000017,0.00095,0.430000000000007,0.0176680986931228,0.810000000000002,0.000108338705587401,-0.0015869997102015,0.000999999999999999
"2016-11",-0.00101450745662979,2.12793126503901,2.49000000000001,-0.0284122053718254,-0.0013651988357964,-3.69999999999997e-05,-0.003487,0.0027,0.003,-0.00689151091155893,6.47580153019061,0.0020369617863643,0.024,0.219999999999985,0.00229,1.53999999999999,0.0220268978299665,1.28,0.00073122205694486,-0.00044818885070823,-5e-04
"2016-12",-0.00822585559053524,0.471492508740994,1.38,-0.00883874000940277,-0.000771753810534354,-3.10000000000006e-05,-0.003504,0.000599999999999999,4e-04,-0.00935758595310698,3.1861051669908,-0.000666287421275241,0.068,-0.0900000000000034,0.00051,0.840000000000003,0.0228323635695507,1.06,0.0019392515728532,0.000461672192995728,0
"2017-01",0.00983002252713505,0.235189406977,1.43000000000001,0.020301679157575,0.00090281075331239,-9.69999999999999e-05,-0.003515,0.0012,9e-04,0.00488219061770323,2.386185635432,-0.00195989885820461,0.098,0.730000000000018,0.00045,1.34,-0.0085409487931164,1.81999999999999,0.000685755327975599,0.0013609503415396,0
"2017-02",-0.00375177448793351,-0.573202008794993,0.759999999999991,-0.0146908414690839,-0.00079715373106739,-3.09999999999998e-05,-0.003528,0.000399999999999999,0.0017,-0.00411913814955644,0.295234034054999,0.0004161935061665,0.082,-0.280000000000015,4.99999999999997e-05,0.370000000000005,-0.00147039780754432,0.929999999999993,-0.000753687684851212,0.00163978800957015,-0.000499999999999999
