"","BELLOCOBXNOSTSAM","BELXTIMVA01CXMLM","DNKLOCOXGNOSTSAM","IRLLOCOTXORSTSAM","XTIMVA01IEM657S","EXP4210","NLDXTIMVA01CXMLM","XTEXVA01NOM657S","EXP4550","IMP4550","EXP4700","ESPXTEXVA01CXMLM","XTIMVA01ESM657S","XTEXVA01CHM657S","CHEXTEXVA01CXMLM"
"1989-06",-0.000454494894556512,201017908.98042,0.00138014985472967,0.0297588089636673,0.0266602054535461,192.9,103225580.3913,-0.0421593941781528,-36.5,-0.600000000000001,227.4,369383856.85445,0.023632078469179,0.112480435611901,184915866.5563
"1989-07",-0.000907781185470191,793931102.316241,0.000467553696853695,-0.0486338917630172,0.0479249639411718,36.7,467485042.93259,0.0975671453724564,-8.7,2.5,-192.5,389932008.83686,-0.0493476577422081,0.000291418422828936,231616281.858391
"1989-08",-0.00116728996729876,649639694.88355,-0.000186061394433668,0.00151552134221777,-0.0622685404206736,123.4,823819168.42589,0.0275779614716147,8.9,-6.6,118.5,141152149.30314,0.102635101453535,-0.0485339325626698,181258791.702
"1989-09",-0.00102651774017126,579111556.83148,-0.000364357443828567,0.0435749662769924,0.0334901623580598,376.8,-7346852.55980015,-0.102258248318061,-6.4,-2.8,-3,-282381479.58067,-0.0520287987745611,0.0557225636235253,261713220.44919
"1989-10",-0.00069382825238018,986811565.031101,-0.000468573237775272,-0.0340772131978098,0.0656025514386216,20.6999999999999,1202043229.15332,0.0183480038827425,7.5,-0.600000000000001,93,873031328.104589,0.0357720549312722,0.00835480684690636,447469837.561329
"1989-11",-0.000391415452420607,334780892.830709,-0.000417725488485066,0.0934875862497246,-0.022618042840682,39,674674846.433901,0.0384531751387453,0.5,-2.5,-135.5,240081724.79038,0.049288800430311,0.00974917478197162,175259140.18184
"1989-12",-6.78046004329858e-05,614378147.28287,-0.00126022449620289,-0.0652779951134264,0.0503729988247558,-61.6999999999999,450277099.28668,-0.0363372551519451,-0.599999999999998,-6.1,-108.1,-9150417.74883986,-0.0474191112330922,0.0657271187259236,10015430.1934099
"1990-01",0.000168007578787766,1613200227.83993,-0.00241064117604395,0.131318971165881,0.0212864732738498,255.3,1720773188.7021,0.148224695053473,9.5,-18.1,76.8,220355936.73075,0.155565705092498,-0.0810700250771443,248013194.545441
"1990-02",0.000230768421126903,1465662725.62872,-0.00283581761685237,-0.0579637751505285,-0.0180399271358618,280.3,1620428988.5621,-0.0645365008708178,-18.5,2.6,-5.5,430382208.11606,-0.014266670553534,0.0723168105060915,317004013.49334
"1990-03",-0.000164196794782301,1886608506.27082,-0.00215681995180173,-0.0386273649766726,0.0396004974236085,85,1415575373.34934,-0.0152587860280861,1.3,1.2,9.49999999999994,768615864.78886,-0.0199740359994184,-0.0213516710771551,487577758.767489
"1990-04",-0.000574371738034318,1334704185.51896,-0.00046433633807319,0.0799813213464575,0.0435976961451687,376.3,763329513.13217,0.0280477958834336,-71.9,0.5,121.1,372119682.29018,-0.0119188004187752,-0.000574307625640122,148602792.46728
"1990-05",-0.000629171197936595,1291266946.54476,0.00120336182681902,-0.0431878608156733,-0.0231349088726445,46.0999999999999,2403057246.67242,-0.0130110520652772,17.5,0.199999999999999,30.2,1342415871.45715,0.0716820771972351,0.0597718674175505,949748155.36489
"1990-06",-0.00062022848033505,1161652441.40268,0.00231610341690236,-0.0661263982752671,-0.0199540951842448,-7.5,1224086697.86594,0.0916619051534206,47,0.899999999999999,-36,775288061.93053,0.0170232818250482,-0.0150823355384276,308059049.50224
"1990-07",-0.0011888011368455,1642291916.83521,0.00316433273168326,-0.0170854294961177,0.0305849177959511,-22.1,1834161131.19757,-0.0233906277635719,7.4,7.4,-28.0000000000001,1105010652.86214,-0.030349373361751,0.037828179324118,721958606.22231
"1990-08",-0.0015650382909882,2286841257.74683,0.00400122270270931,0.092175569398977,0.045023444725276,231.5,2156424889.92975,0.122407554810113,74.6,6.3,-83.8,931672078.2696,0.0550596423508032,0.0329800705544172,803127530.0752
"1990-09",-0.00128456653709974,1523876174.46284,0.00396559888894488,-0.037475658958037,0.0719954185207382,-227.7,2456841230.09633,0.140740978767489,-69.3,8.8,-0.400000000000034,1235961528.26163,-0.0359369145767785,-0.00825002187129134,574361664.840701
"1990-10",-0.00120288977961569,3320986299.70342,0.00337266075540454,0.089265646847299,-0.0250151109845765,173,2673781998.74471,0.0805817047371728,-11.8,8.9,-56.9,1211540850.86413,0.150750609196258,0.0203636195028589,986792456.279671
"1990-11",-0.00154716307193126,2649764613.85035,0.0019243337718613,-0.0431084534634919,0.0145575524375158,248.8,2480863265.19304,0.007810487138873,21.4,-0.100000000000001,115.4,2190304745.78718,0.0666842466929093,0.0528100541997245,1097967772.92553
"1990-12",-0.00233479183891649,1564306707.75499,0.000237581948479448,-0.0161280037992352,-0.0170272265020981,219,1497333803.50014,-0.0909476888835621,0.0999999999999979,2.7,-29.2,1630354501.36492,-0.141839174957498,-0.0677477407919542,282963831.40366
"1991-01",-0.00261657413309124,2308093304.79456,-0.00133034226204021,-0.0248439538106496,0.00269084484088852,-55.1000000000001,1442891615.3497,0.00102430570364458,-26.8,-2.3,14.9,1238380196.78073,0.247943350893204,0.0732533480976407,1029399569.50629
"1991-02",-0.00260734467960411,1263486272.5589,-0.00264422459443592,-0.0160531380009286,0.0559678425845293,53.7,1762841518.24942,-0.075242948274931,27.6,-1.8,-109.1,1731025612.29328,-0.131936834640816,-0.0247759596588206,627975666.05615
"1991-03",-0.0021049286686553,472160745.125999,-0.00299081800573775,0.104958500210275,-0.0863003449484026,34.2,586398556.2931,-0.045083525416193,3.5,-6.2,210.4,500967941.657339,-0.166181643072063,-0.0736150274244998,-61493984.6213102
"1991-04",-0.000908933179546656,656101202.49699,-0.00269275378026612,-0.0998113176391625,-0.0910383877601206,-165.9,1046863941.88689,-0.0204229205469682,3.5,-1.7,-230,1341388359.72954,0.229833288742713,-0.0394384961436404,570044190.39073
"1991-05",0.000504917368029822,13410117.857069,-0.00158189288421251,0.0709348952406899,0.0491655018181703,325.8,-535688083.456701,-0.0172542767064434,-9.59999999999999,3.2,-24.6,-17826521.5036602,-0.137515785411737,-0.0215097131351178,-217887154.1729
"1991-06",0.00142107202562447,-287142689.011879,-8.35608933937859e-05,0.028824966585647,-0.045338684526232,38.5,-598832468.338942,0.00829497836743307,3.8,-7.3,121.5,94366355.9602995,-0.0650470199181595,-0.0373625016220827,-447593627.72136
"1991-07",0.00163489609778988,218207269.71126,0.001515438735741,-0.0418170535698942,0.00696883183736305,129.2,720314857.534241,-0.0307697818288413,-8.3,-13.6,90.8,-145862688.22313,0.0957560052943423,-0.014471391234193,-443843738.505969
"1991-08",0.00128231995327965,-1331007483.82011,0.00236438032541075,0.068283670539584,0.0115558020101881,-164,-1455942691.56204,-0.136784201776287,-73.8,-1.8,-120.7,-208042900.30297,-0.00344088898869649,0.00324470055411533,-667343430.6764
"1991-09",0.000817177891067278,33170733.2431011,0.00237560967493033,-0.289847397898379,0.0321560179161305,-143.5,-528343806.109699,0.351089954006082,72.3,-3.8,129.3,-66626941.887269,-0.00352466009160812,0.0684548725484106,-224875233.60636
"1991-10",0.000612136910726813,-1503171855.9024,0.00184789650936179,0.0844475107356089,0.00301673219042812,315,-1170229599.0346,-0.156972309489569,3.6,-10.8,-85.4,554344516.92049,0.125950629119389,0.0127849367361429,-450760725.31006
"1991-11",0.000993317998599919,-1244104184.8844,0.000626425350639614,0.253362396940671,0.0633941347271935,32.3000000000002,-1231633662.0227,0.0255809703931452,-9.4,-5.3,51.2,-450601028.709299,0.00570473913526415,0.0271245597545243,-750496139.816521
"1991-12",0.00120690975931037,59009113.354269,-0.000390054982974286,-0.0701001757504432,-0.0211269328546842,88.3000000000002,402228717.314699,0.0841825681284458,4.9,-0.300000000000004,-7.09999999999997,-44510234.8228102,-0.0301031332003811,0.00362980192735207,-66153578.65096
"1992-01",0.00169762116193661,-1334743139.2422,-0.00131476926615814,0.092001559893562,0.0213787207517069,81.8,-81287718.9990005,-0.0146002509988766,-1.2,2.9,44.9,-429669304.06864,0.0900058087853731,0.0492298703763312,-252421949.364711
"1992-02",0.00126452733316218,-401869257.717999,-0.00207993142954888,-0.0463209736979233,-0.0232311462818373,355.5,-371752594.222401,-0.0935646470707602,-7.8,-1,-84.2,143796801.6198,-0.0304283657191561,-0.0171922458384373,-214673498.335851
"1992-03",0.000167163161299833,747211036.330299,-0.00240863246853029,-0.0828156123605645,-0.0171074948699418,28.3,461281407.3437,0.133569952617977,-0.199999999999996,3.7,-0.899999999999977,349545527.56071,-0.0306791888052049,-0.0549555060454765,302645409.48487
"1992-04",-0.00100590324509719,432112838.5821,-0.00206012922192456,0.096162878823167,0.0204912833648849,-17.5999999999999,498824395.6728,-0.0631134476874807,-15.3,0,31.9999999999999,-208924881.827319,-0.0054491729418867,0.0210006766931276,-140880022.81117
"1992-05",-0.00198793152273435,-253855849.697029,-0.0012624342074492,-0.0287761857080968,0.037008463555459,-316.4,-76883479.7122002,0.038635882966675,11.9,-7.5,43.6,564581535.17118,0.0186507775134653,-0.00311765465548935,-5856534.11478996
"1992-06",-0.00253658995597206,1508684843.038,-0.000269099896554437,-0.0012527108833652,0.0141104968647154,67.4,1822735439.96964,0.0445174956717621,3.9,0.400000000000002,-203.7,1137104443.33437,0.00743564841285836,0.0327370300868701,849886276.82674
"1992-07",-0.00204705524571858,968901343.882879,-0.000603933897602049,0.0983623274677365,0.0663705858739936,66.5,1824870142.6898,0.00349078763723342,13.9,6.3,67.2,1208490562.89357,0.133270940339029,0.049467305855378,924755314.319869
"1992-08",-0.0019262888524243,1154213823.64931,-0.000778580585358513,-0.0398407021141924,0.04426044533529,24.4,1323029607.13904,0.00401848820914793,-13.5,-1.5,67.5,405532076.03385,-0.061392138941356,0.0602839531035587,854115674.06394
"1992-09",-0.00207885400304653,1335801723.1309,-0.000286520715960914,0.00287277250868656,-0.0511653202078178,194.9,1589076830.8322,0.0209353609546066,9.7,0.5,-91.9,1056815129.20619,-0.0530745030420103,-0.00155725719956999,1050660315.24267
"1992-10",-0.00247973848234828,237125902.244799,-0.00010158368923241,0.0114485065874985,-0.0208479258631487,-110.4,932509034.630098,-0.0761678765122158,14,1.8,147,450031781.09556,-0.0231436636289637,-0.0289277545360774,581217867.612659
"1992-11",-0.0027436768319048,-427891899.228159,-0.000249274757743057,-0.028778902613055,-0.0515675868622006,-109.4,-186761793.368999,-0.0144116848233876,13.9,5.2,-123.3,-572603862.61639,-0.145971426641816,-0.0803814572789014,100185292.60153
"1992-12",-0.00241009389693103,174514738.2854,-9.07249160381207e-05,-0.00634076427056718,0.00786551008023885,-24,-13134343.2056007,-0.0460291355408517,92.1,7.3,-111.5,52074099.0759907,0.122041923054561,-0.0451530973266496,-40748952.0586605
"1993-01",-0.0019871978354371,-1987659318.90049,0.000675101890146079,-0.329439732160136,-0.018932351634343,-13.5,-1115627723.611,-0.0685071922033283,-87.7,-3.9,-28.3000000000001,-80312921.8321209,-0.132669666362033,-0.00167315057110942,-582890394.4432
"1993-02",-0.00182129865546865,-664009995.30822,0.000807678686300939,0.276786522247082,0.0564720476826181,-349.2,-1154194636.0826,0.043206093252026,3.99999999999999,-0.700000000000003,109.7,-773918151.06933,-0.0306482880982679,0.00942763099244466,-283399084.48683
"1993-03",-0.00095162035782359,-293819706.568199,0.000529055655521304,0.0304164379252501,-0.0986921459615591,15.3000000000002,-246687592.863199,-0.0512993136006694,38.8,7.5,-142.9,302803891.570551,0.0691722534565063,-0.0413754635785496,-62350154.15553
"1993-04",0.000430414355913733,-469498526.746901,-2.48486434071271e-05,0.0399296056992196,0.0233205908023808,22.3999999999999,-444518077.595798,0.22180112150092,-2.89999999999999,9.8,23.5000000000001,-15902508.01793,-0.00349990445694964,0.0957946106603677,143508257.07718
"1993-05",0.00143898666436049,-414980087.129341,-0.000894409251399941,0.0438127985689605,0.0189433088508227,31.5999999999999,-629225163.143188,-0.0453722915282372,-44.6,8.4,44.2,144071895.95777,-0.046211800351091,-0.0254392459075108,43844065.6573601
