"","EXP6021","XTEXVA01ILM667S","XTIMVA01ILM667S","XTEXVA01KRM657S","XTIMVA01KRM657S","KORXTIMVA01NCMLM","IMPKR"
"2005-07",-0.461907725077545,-0.01353301286673,0.0229311297174561,0.0361306633666367,0.0292121391832866,1013632565214.5,-505.175407
"2005-08",-0.0821401707873717,0.109208377459219,-0.011328399659874,0.016446892199549,0.00496592089663187,1479888412964.2,-141.621486
"2005-09",0.258949704659123,0.0613183987717283,0.233486905391715,0.0127122670519013,0.034523935292363,2583028719555.5,-1049.62546
"2005-10",-1.01728885563344,-0.294079117908401,-0.278688945718499,0.011403877624519,0.00467118183918381,395049506265.801,-368.775854
"2005-11",-57.5781505505284,0.249665619992749,0.105871269496152,-0.00417059670162435,0.0173696546850602,2722865897718.4,-415.626425
"2005-12",-0.138053092473287,-0.0576577740910221,0.0199999586174029,0.00935075991684698,0.0143425394709236,2704382724829.3,-60.661846
"2006-01",1.64752883020582,0.023938276884151,0.027341010574361,0.00736897171955706,0.00815945275447948,2473201269385.8,-233.025896
"2006-02",-0.917205738386782,0.0330765854727826,-0.0107209796678441,0.0394990188965775,0.049659108247259,4020813224462,148.991089
"2006-03",1.89795160275392,0.00408069748475004,-0.0539570633417782,-0.00940779339131485,-0.0148670640971254,2334007390726,77.2101339999999
"2006-04",0.562630602082726,0.0367660066160971,0.0676537373624251,-0.0122181465962603,0.0208797810084377,1885689663695.1,96.3606650000002
"2006-05",-0.215808900262272,0.133114901049457,0.0439417059491993,0.0699854645836716,0.0197298814514883,3478477601473.8,434.351527
"2006-06",-0.982406012920015,-0.0632863979645453,-0.00266851695794457,-0.0106407773872868,0.0115883763439399,3301739149900.9,79.1799120000001
"2006-07",40.017899291785,-0.103397786719377,-0.0783183762592529,-0.0283882935579033,0.0153792500403457,1997929934095.3,530.36397
"2006-08",2.65816928681762,0.118459106341538,0.0872406389903597,0.0754242203972722,0.019908856819953,3525503104060.8,354.441836
"2006-09",-0.275439202501438,0.0336301909692698,0.037729475398665,0.0578170819368644,0.033272255195334,2882411041228.7,344.50935
"2006-10",0.956978104175781,-0.0266659190911699,0.0271608081970096,-0.088023234880066,-0.070536855110497,741434331015.098,237.930908
"2006-11",-0.402802510324287,-0.00472315198227602,-0.0329925515128481,0.0735140852883104,0.0248808971098363,222053578918.004,-64.5811960000001
"2006-12",-0.0924585276608253,0.000971515144663204,0.00457435887514324,-0.0307069326472881,0.0265801221888373,739165233212.199,16.4135969999998
"2007-01",-1.2198634353427,0.0508097888353545,-0.0299651369588918,0.0646365529192289,0.0143738818256376,3147721578478.3,329.180668
"2007-02",-5.85246494551234,-0.0545567453730182,0.0509108260632181,-0.0454108197702361,0.0037878487353352,1002127190800,40.884951
"2007-03",0.0757139833386629,0.0477451754086025,-0.0107020242685189,0.0260472398912113,0.027028862396189,2337633761980.2,438.611523
"2007-04",-1.10229705355917,0.00743502538916951,0.0222882416926053,-0.00181364108715662,0.0350352705122521,4218486391000,485.899818
"2007-05",-10.0400150587663,0.114036948454825,0.0311097188278391,0.0276272276917279,-0.000554024589402876,3039517538304.4,211.693998
"2007-06",0.213663473989907,-0.0793741280857471,0.0785580571104767,0.0264711884948927,-0.00341948809611238,1620056119194.8,111.667955
"2007-07",-0.766260384416427,0.053098427639185,0.0278100899892832,-0.0269226783539786,-0.0100851959545197,2533216209177.5,405.650774
"2007-08",1.76165336413959,-0.0102248958099264,0.0382813153330503,0.0591145721481878,0.0104401426816943,1730603177347.8,-223.615638
"2007-09",0.115281679729145,-0.0271900113082,-0.0723045626167271,-0.0700118812042977,-0.00957864102032019,-1077516115333.3,-170.174163
"2007-10",-0.513379489304172,0.0898198775695438,0.0609065493665339,0.115698029639824,0.0827368084933043,5533183433600.8,-28.0052839999998
"2007-11",0.16963739579753,0.0473974146360607,0.0558825494276731,0.029840266290238,0.0574938213416471,6138451777772.8,378.60833
"2007-12",0.869899335944516,-0.0127484081980714,0.0404079419841448,-0.0469776628293566,0.0288968927094718,6111538684333.3,-221.678521
"2008-01",-0.500076387195152,0.00436286737437119,-0.0482215073301534,0.0672680210142114,0.0509913447014626,8413378111826.1,-329.670595
"2008-02",3.62016955702131,0.0371158104972136,0.0258364181258344,-0.0192240699401524,-0.0155970529517572,7009124089314.3,227.904111
"2008-03",-0.00860078233989059,0.0466174861444106,0.0659589157466474,0.0339970474882056,0.0429600173937516,8815046716833.2,-205.53654
"2008-04",-0.564753537774845,-0.0613194274251261,-0.0100701873639665,0.0407326301729683,0.0117430816936577,10210492531420.4,356.479773
"2008-05",0.992729945388249,0.0674375331735906,0.04110925018623,0.0545068336225065,0.0430657350007329,12332289465221.6,-11.2697209999997
"2008-06",0.164534331216964,0.0664131419388518,-0.0163939488394017,-0.0685965004063868,0.00496597920984996,12514130328219,-36.3984879999998
"2008-07",0.287170455338181,0.00119908059619767,0.0342992080628413,0.117354191648291,0.0641876627268531,16895291510336,240.338291
"2008-08",-0.646892358704309,-0.073593896398255,-0.0417950219620242,-0.0454629824585018,-0.00104895973528718,14594016233973.7,66.9983200000001
"2008-09",-0.258505550933484,0.0246065847844754,0.00553804028734728,-0.0291997375868116,-0.0504679338815025,19617785588847.6,613.37572
"2008-10",0.614557732776435,-0.293947405767454,-0.146574455920217,-0.0405377539075229,-0.122615027287374,17498478307795.8,389.068452
"2008-11",-0.584426478955097,0.113575219677051,0.00550321470025161,-0.214947433347841,-0.139660040013035,9249140979159.5,-598.363545
"2008-12",-3.69698246350263,-0.106547320557425,-0.230034202217468,-0.0624214241153118,-0.128326513636873,4886318543350,-206.15843
"2009-01",-0.413836724920712,-0.0789545776925252,-0.0329986045341613,-0.125782622666282,-0.0332255951416735,-420952359254.398,-290.463917
"2009-02",0.732856438056805,-0.0428839756167526,-0.0639470179389285,0.208449351398116,-0.030501957576458,1696203163435.7,-964.423052
"2009-03",-0.00449245686586186,0.0787239180892503,-0.0231517603036191,-0.0255737237471594,-0.0353670600641857,-1799416076728.7,-820.873221
"2009-04",0.159754195589514,-0.0599946188184767,0.027801638396667,0.0801421326748138,0.0302499101979146,-4657310537897.6,-1312.656438
"2009-05",0.504337981466493,0.144096119033006,-0.0101355596232598,-0.0567283007845942,0.0019947773728151,-10703295457085.7,-1070.175662
"2009-06",0.0950386319031911,0.0268790587491228,0.104769148575311,0.116334878603322,0.060086946231562,-6625497877922.89,-673.458727
"2009-07",0.31422711171365,0.0245478331846183,0.0824667352453674,0.0123777150755459,0.0458202247687056,-8854250061208.8,-1106.049979
"2009-08",-0.713320810768064,0.0510143374005196,0.0654261075048299,-0.0242955436859854,0.0584214669753109,-8355804942783.29,-737.918649
"2009-09",0.0176307832086782,0.0390467287825664,-0.0405444806477515,0.108476684647672,0.0390857095326344,-8799008939029.51,-762.543192000001
"2009-10",-1.59182549288384,0.101034781991831,0.00255312966082055,-0.0225250094797527,0.0152950199005775,-11816678051807.5,-899.577512
"2009-11",-1.19535571531382,-0.109292740880463,0.122984373389882,0.000980027250677793,0.00126895468956162,-6103363351633.6,-304.351732
"2009-12",-19.9693560343765,0.132970129072745,-0.0665604510254658,0.0582442150802681,0.048817302370949,1830977540155.4,89.0019349999998
"2010-01",-0.60790755060908,-0.0276438817474635,0.0759550033669603,-0.0389359505419032,0.0336290887087178,2097845532902.4,-497.111416
"2010-02",-0.932557846341549,-0.0885486096550216,-0.0713905278862853,0.076392985628006,0.0307377923913813,3315030643980,249.103052
"2010-03",7.18471594969426,0.133495598834097,0.058814693546507,-0.00664593551543682,0.0116283542656221,5760236232177.9,540.24031
"2010-04",4.61818958467234,0.0463656569578315,0.0488765043905117,0.0543102768429672,0.0256046905358205,6514334144843.1,797.633222
"2010-05",-0.466662074467114,-0.115054232728943,-0.0314417003083124,0.0213115656274798,0.0239678005945848,11328555930971.5,928.496479
"2010-06",-0.120391174292869,0.177645116101867,0.0111178990682996,0.0410737157692075,-0.00695740118280296,10443570267290.9,1115.739607
"2010-07",0.546880070708106,-0.0680409829245073,0.0170615944298045,-0.0108066799022258,-0.00498467488873047,7790273960890.9,1063.144438
"2010-08",-1.11187957348326,-0.00460958196846217,0.00259950771403039,-0.0424905953122112,0.0103028565606277,7651848930100.5,1319.760485
"2010-09",-8.76165135434985,-0.098430449507384,-0.0293514320274587,0.029586083327078,-0.00380719934191173,4522677858182.01,908.651654
"2010-10",-1.16403590119246,0.118056748222722,0.238743287104602,0.081026523516262,0.0441166851452978,5846647685883.91,1063.612844
"2010-11",-5.06939632206651,-0.0602684315806322,-0.15303328780641,-0.0575270739454538,0.0343553089385474,9346295677975.8,1476.302563
"2010-12",-1.14759286679725,0.0751389535174192,0.0964316009581818,0.0715931415259456,0.011352726771618,7569000957529.3,694.009145
"2011-01",-10.4955213597542,0.00202483997006908,0.0509310098133315,0.125130290531049,0.0932145826278714,11050317759874,1095.340459
"2011-02",0.136455689651152,0.0403969575916479,-0.0191986587727295,-0.128076775183108,-0.0519257140972313,4854956604520,769.617902
"2011-03",-0.841399817095841,0.0870595111092767,0.103369832047757,0.0979296209690409,0.0787650707943827,10572595710145.9,943.088854
"2011-04",2.76237962696174,-0.0349149475513528,0.0266425453610539,0.0212750615379485,0.0138923136307548,8235428996367.3,1013.15735
"2011-05",0.422666635487301,0.0606096723287923,-0.00841509134181118,-0.00789015570708628,0.0392098571145062,8424998436014.5,1077.618555
"2011-06",0.657189094109506,0.0241275146922406,-0.0144637679579906,-0.0414853601012447,-0.0153645122678346,5603890877363.49,700.826046
"2011-07",0.408342961153913,-0.0336278782549499,0.0440751505704768,0.0848497306248262,0.00598681954877407,4185324396794.8,681.239124
"2011-08",-0.0116339288373882,0.0161912382408753,-0.0799621388691558,-0.025058688021008,-0.00331376139287165,7141354600709.1,95.3322680000001
"2011-09",-0.475699511880823,-0.0131182377311734,0.0679800140886404,-0.0232524802413844,-0.00186571101823183,10080104702222.5,643.986108
"2011-10",1.61910899839986,-0.179946976524915,-0.0843962548749306,-0.0146039846357584,-0.0325624099999075,7682338241273.9,272.060911
"2011-11",-0.51656410588928,0.107923454924133,0.0961080687043023,-0.0205392346281698,-0.020328601829505,5104703624375.5,72.022688
"2011-12",0.637476394407026,0.0261855774389299,-0.105158025495631,0.0462932875669111,0.0415946929311319,6381475702333.3,421.898248
"2012-01",-0.408873562918489,-0.0931389422065297,0.0998956229406529,-0.0575266200461524,-0.00266889105987641,2718617991917,351.724513
"2012-02",0.0312910834817206,0.00598181513729479,0.0102280229738372,0.144424941486351,0.0711379920498035,9937894573664.2,520.309164
"2012-03",0.794779115046793,0.0532925011328045,0.0126337875480926,-0.0922651904692267,-0.0681266336123286,-246612360819.305,119.548081
"2012-04",-0.640551407081707,0.0740053561081626,0.00272416982670109,-0.0206537449057856,0.00240396524512677,2031449964524.01,572.111966
"2012-05",0.637727580954163,-0.00516004495320033,-0.0469959852607406,0.028038129572615,-0.0143611463909331,2395459608414,268.360887
"2012-06",0.00190570970265624,-0.159039328050307,-0.0368285294170265,-0.00881005010569643,-0.0196247645584822,460320354555.203,-286.840411
"2012-07",-0.39295458855522,0.130784253678736,-0.0292543978914386,-0.0346489548726967,-0.0188794143235481,1082166344369.1,259.51824
"2012-08",-0.217641542863198,-0.00816992060142685,0.0774464504901233,0.00903074472801156,-0.0161401971048198,-2214245154554.5,244.880126999999
"2012-09",0.139743397879031,0.00325530066603652,-0.122500529660762,0.0317604139025661,0.0605360600735667,-2873504703875.1,-195.708014
"2012-10",-2.42136002471787,0.0241799694466369,0.231745539331357,-0.0132945700825057,-0.0360137123211514,-1215622274018,288.621639
"2012-11",-1.43853519755889,-0.0996259124070513,-0.269552366436855,0.0244282377258317,0.0186017839232408,-1620637106781.5,-14.0494559999997
"2012-12",-1.86862043959846,-0.0239025400013603,0.148172215830185,-0.0451932113535206,-0.00154613447532556,-5946808053804.5,109.090294000001
"2013-01",1.2267102721639,0.0757154636080066,0.0312843217226015,0.0884702157316838,0.0329740204854024,-1378034098817.2,677.021293999999
"2013-02",0.368224052131045,0.079868330626587,0.0535524306516939,-0.040656991688309,-0.0126640033144691,-6640766158358.2,230.220626
"2013-03",0.405206683590478,-0.0359828803662225,-0.138340835899677,-0.0035911760062177,-0.00547400572907462,-2238898822611.3,362.030693
"2013-04",-0.417961352374945,0.191878182979976,0.23463451385728,-0.0337017832009736,-0.0188213983987284,-962429776908.102,114.933253
"2013-05",0.160450382435222,-0.177979817400377,-0.104665109398181,0.0712811553637869,-0.0138928999409431,-4336715493402.8,202.509267
"2013-06",-0.320840081680612,-0.00894027910666373,-0.013430742523162,-0.043852073840761,0.0082548786895427,-2633586268861.4,343.036382
"2013-07",0.85925670338237,-0.0109014419748862,0.0717852062756952,-0.0157825102728771,-0.00955190172381811,924724123362.695,207.111698
"2013-08",-0.131820602046124,0.00977282614344066,-0.0628930311368087,0.0731754773694982,0.00679944246289592,-98657155627.2031,332.521857000001
"2013-09",-0.0295103540622028,-0.0137742163527502,0.0373183273969528,-0.0727593591948498,-0.000601048942813552,-3249160095419,392.221976
"2013-10",-0.161265752642517,0.239839503956414,0.0492679365489503,0.0860658244439869,0.0351917317963608,686432356906.5,101.51478
"2013-11",0.583577708666982,-0.133757302036468,9.6910800991612e-05,-0.0343648097132186,-0.0112445840591625,-1343680763536.5,212.148505
"2013-12",-0.786806189315078,-0.0174359495450913,-0.10961347024168,0.00159233953555087,0.00311138621011312,561526344836.398,296.255376
"2014-01",-2.2259188294177,0.0512270673417743,0.15201036324334,0.0219378512970855,0.0120409097969236,-622212331539,65.7207120000003
"2014-02",-0.511207784282299,0.160712009848281,-0.0653111508197182,-0.0187588099158284,0.0308671729925863,1068419456114,-65.4455349999998
"2014-03",-1.99215257551253,-0.227459244166483,-0.0183873396959404,0.0149622546630028,-0.00537097068531176,288694199671.102,479.156324
"2014-04",-4.98518176297688,0.0310941817732069,0.00982742830262318,0.0144957115826169,-0.0073696247406518,-1080150599898.9,549.389212
"2014-05",-1.27954347132272,0.116345222734408,0.0391739379715565,-0.0161154867678383,-0.029800450591392,-3467631640938.9,584.58435
"2014-06",3.2878720588999,-0.119972547413544,-0.062115263918782,-0.0283320866033946,0.00411769139826829,-2932160274339.6,639.958288
"2014-07",-1.45370849540927,0.120932006097914,0.0619150605006564,0.0179721269851114,0.0173600801325285,-2049821148843.6,571.9961
"2014-08",0.389998901728,-0.116108760017248,-0.0270675024474326,0.0253944186515397,0.000546164426877225,-2587853888785.09,523.433075999999
"2014-09",0.115471464273625,0.178865037910553,0.0207451684619082,-0.0299233793865812,-0.00320263605269028,1119636610271.6,666.169576
"2014-10",-0.354453201098788,-0.114901534231299,-0.0852093169130209,0.0597044645518735,-0.0289032356616257,-1861657676147.5,886.196028
"2014-11",-0.25018001549668,0.0465954330112937,0.0299333401375588,-0.0761515636271296,-0.0101660593487794,-441608739964.703,1387.737109
"2014-12",-4.17018725252692,-0.123562372533901,-0.0011351967974802,0.0432691894126215,-0.0277623287812517,1613066066652.3,1017.543148
"2015-01",-0.555393514877414,0.06278950349622,-0.125053116177969,-0.00157679678381897,-0.0475505175624212,-4894022120205.3,1008.823149
"2015-02",0.52623724536174,0.0341353241974069,-0.022326405691608,-0.0461777162074119,-0.0555355387651108,-7685578460730,413.358072
"2015-03",-1.05716245731761,-0.0177770381413573,0.102800295617795,-0.00974001170335007,0.00151347737577305,-5936977499941.5,634.889537
"2015-04",-17.3196498308451,-0.0287898432758056,-0.0864726728614091,-0.014905329476503,-0.00748564902348804,-6689696302313.7,486.388161
"2015-05",-1.38962324390707,0.0799471766350328,0.0627876065019168,-0.03319804316599,0.0102417441889716,-4349432469386.6,159.290562
"2015-06",-1.72931925578575,-0.158167029641601,-0.014151920563449,0.037425624255058,-0.0130469729194828,-2576028077408.5,420.156489
"2015-07",-2.85617413965557,0.159132838036728,0.0021176438244408,-0.000743220464772958,0.0072439012930492,-2544275271503.99,145.352283
"2015-08",-3.06558513996316,-0.105784862379317,0.0115920067191255,-0.0804718301600139,-0.0253234123966806,-2831712369347.3,551.084006
"2015-09",0.199881287544429,-0.03625387045414,-0.151788457478919,0.0417050700877839,-0.0292466883867559,-4717115966654.7,-204.865286
"2015-10",0.332279988396129,0.141842264949299,0.215482377772714,-0.010567675946138,0.0244792245868654,-4645395514715.3,-245.901080000001
"2015-11",-0.883904643968696,-0.0355951708478112,-0.0614288335111597,0.0226854500305908,-0.0474911569438493,-6115432701054.3,-748.782885
"2015-12",0.133463471875523,-0.0225964889387354,-0.0117851288233335,-0.0509070605170735,-0.0196754838691685,-6889418173291.2,-521.364791
"2016-01",7.03527262637561,0.0531305442007579,-0.00981618459942357,-0.0551490338536853,-0.0470446857439389,-5141160388920.1,-382.355855
"2016-02",-0.521459811810736,-0.0913361540489442,0.103462129701758,0.0193541406118988,-0.0155793259497158,-1907196790506.59,558.946707
"2016-03",0.290905268825691,0.0171027500511043,-0.0538147002975374,0.0408202587961469,0.00343077748639161,-3294015841116.2,172.162117
"2016-04",-0.58967831534179,-0.0264683658770086,-0.0381762852446008,-0.0319651779109703,0.0263807019699078,-4004567976636.5,-381.368258
"2016-05",1.97859857196267,-0.0165105924279798,0.165607638717872,0.0106744937376865,0.0277279497696854,-623729709631.195,-225.198399
"2016-06",-0.726419751409522,0.11572585093747,-0.0712345531154138,0.076661083262089,0.0178645246607918,-1087438781672.8,-20.0007239999995
"2016-07",5.54416732231475,-0.0258339282679584,0.00116209808721157,-0.0649676982839127,-0.000599925742566952,-6129276669498.41,-421.703294000001
"2016-08",-0.700215211405602,-0.0615515395358761,-0.00413314700126677,0.0204570494675485,0.0222453043640192,-2010335572794.7,-171.112120999999
"2016-09",-0.209198736093252,0.205582403166446,0.1861730689481,-0.0334708202834133,-0.00766991344441394,-3323906025118.3,-498.898088
"2016-10",-0.437380124419317,-0.252676652078104,-0.258293474875954,0.039035272730069,0.0339076254258589,-2669465848849.6,-684.283346
"2016-11",2.28285055976414,0.206564435762165,0.126118821022229,0.0574780052311379,0.0219547069710307,4044877925514.3,92.9470799999999
"2016-12",-0.727526444497462,0.0652703644766919,0.131291832627407,0.00218101868391037,0.0198310944073257,3766059394520.7,72.3234039999998
"2017-01",-2.7218756034058,-0.0288438750082192,-0.124460655953451,-0.0324487271370458,0.0189066558248517,6801191078624.5,34.8104560000002
"2017-02",1.30707664952115,-0.0308470735584406,-0.00936126036856133,0.12004144732858,0.034745091515727,5932301711086.59,-669.988043
"2017-03",-0.00877631737373996,-0.0716841092350539,0.021734557174472,-0.0243263482643674,0.0208273442967119,8732292816817.3,-155.510423
"2017-04",-0.660982493452733,0.0194093510560791,0.00747005552164759,0.0665005032291358,-0.0187337183398776,5872064955630,-56.3618919999999
"2017-05",1.21378496771137,0.0678814653618147,-0.00138325907086079,-0.0880044161985687,0.00136944352851297,5522599704788.7,-229.135691
"2017-06",0.138216904760293,-0.0562640334748591,0.0295012357438662,0.089176128922486,0.0212297024616959,6208723109618.09,-140.547997000001
"2017-07",-0.874749186871925,-0.0610359052898887,0.0219810453293767,-0.0196487386665987,-0.007200568783932,5623144295780.9,84.1726120000003
"2017-08",0.544033455231831,0.156515576812944,0.021629877967416,0.00172092913436738,0.0130883639055652,6869148115926.41,-58.9450350000006
"2017-09",0.519054570493438,-0.0792599215526898,0.0705932323981358,0.11665229337166,0.0395893318110395,9581830337201.7,688.406916
"2017-10",5.05110998140893,0.0100436181522736,-0.0571171077042905,-0.185146362008084,-0.0772097812231305,3467773198058.8,1177.213388
"2017-11",-0.740454147838478,0.0527632063636627,0.0258018600596115,0.0956948523965574,0.0671278095487522,3057763544200,308.177187
"2017-12",2.45278611844872,0.0187841660049402,0.0245410955396979,0.000115540518897544,0.0350425764985348,1864333440051.5,547.468452
"2018-01",-0.222560366643109,0.0477187282535603,-0.0285254599417917,0.0646965022461508,0.043804568966303,4422713298192,-301.38255
"2018-02",-0.707195718624537,-0.0742431588873762,0.137880055332924,-0.0393325176528214,0.00746867589469579,3676837685320,97.5159140000005
"2018-03",-1.53012531522572,0.0297924564782686,-0.054081758377088,0.00382512691381486,-0.0270643915434904,-179142521155.797,-137.975525
"2018-04",-4.34163308671446,0.0343812426375514,-0.000988318954505352,-0.0256670532224204,0.00538430509321766,3636678613060.4,-267.884058
"2018-05",-0.690926852958288,-0.0952988655354505,-0.0554314704418215,0.0591021385448562,0.00794882073911623,3633046757787,661.120054
"2018-06",1.90296269480925,0.0112946981582573,0.0988869159237722,-0.0263891459900402,0.0336103107126294,3332308575577.61,-33.1122359999999
"2018-07",-0.631089664078483,-0.058434684916033,-0.0460532238092812,0.0200575921383709,-0.0279032360944498,6678772874120.5,304.182376
"2018-08",3.34393560251356,0.201154281413604,0.0120957122475491,0.0336766351109412,-0.00296755282591575,3874258140069.3,435.011893
"2018-09",-1.14245742413951,-0.201005357214901,-0.143511033881194,-0.0485797794555116,-0.0106864938539049,-1271657788468.8,396.80863
"2018-10",6.26038190656623,0.175191373329445,0.222595056820074,0.0696256672144495,0.0588321277734694,11914144483949.5,937.193584000001
"2018-11",-2.2804900193012,-0.0750829437024729,-0.052409434130002,-0.063618473894509,-0.0133246878718746,6428960694204.7,295.736328
"2018-12",-1.66829483752855,-0.0262076952699746,-0.0825238024226267,-0.0537584634835621,-0.0445526284470156,2214583533266.8,435.117545
"2019-01",-0.364043101581322,-0.00408260947169559,0.115196223189567,0.0136012673399089,-0.0133269144513594,1772584692330.59,1244.723063
"2019-02",0.236807417802655,0.11522689929592,-0.0388045976429841,-0.0854332267180706,-0.0652871014051869,-3943139779085,1144.924493
"2019-03",-1.72282879258219,0.093693585847574,0.0492722824290206,0.0433419645254196,0.034199332435909,-617727326651.398,728.467414
"2019-04",-1.79197659579874,-0.186304284086572,-0.0346796381754092,0.0237159350517836,0.0386829972972899,4792289086282.3,766.446102
"2019-05",0.485325441092064,-0.0813860167661505,-0.0633597390087208,-0.0147823960363074,-0.00112029902192156,3733520308852.3,-217.896492
"2019-06",1.22913646097145,0.139226689559667,0.0483884908363617,-0.0585295501388179,-0.0177134869693908,-2089506735684.8,182.710114
"2019-07",-1.56897874136879,-0.017442102345434,0.0588184177696425,0.0300192682695987,-0.00354599860195482,1048379918649,214.410329
"2019-08",-1.38263002347343,0.0195393218608118,-0.0483443518143286,0.0177467850538522,0.00539330626872533,1641184825613.1,381.554337
"2019-09",-2.26725183849658,0.0251480076251012,-0.0186822465920966,-0.0424267008068601,-0.0526253265444841,402361805906.805,-538.154035
"2019-10",3.87833374339685,-0.197790217968037,-0.0388160034628638,0.0419500725427529,0.00266596816588213,-5849450131943.6,-688.698769000001
"2019-11",-1.05531716620224,0.251205884308936,0.0397753542400856,-0.0494980726757574,0.00746359810501979,-5201176361361.7,-171.641416
"2019-12",-30.8651756072164,-0.111457782675697,0.0230813089284509,0.0254557972570119,0.0254975830294647,1865430101809,190.573539
"2020-01",-1.17087541895617,0.0787702148451594,0.0194719209220833,0.00670387884694659,-0.00719827592967748,-851510952974.297,-548.023041
"2020-02",-3.95860346561209,0.0429824099055029,-0.0352982062080096,0.0243014922495887,-0.0196521559689857,3070449325200,-512.858306
"2020-03",-1.24357834978347,-0.278072204774607,-0.18379356781552,-0.0253337430240988,-0.0179666880485427,3520903456833.4,-202.686196000001
"2020-04",4.96874669457241,0.0194796053850588,-0.0378467547231984,-0.217243006825045,-0.0691407628375887,-5006177438645.3,-101.225774
"2020-05",-0.486153525875101,0.105614950577616,-0.0155860270316794,0.0282796711838402,-0.0238909924261454,-9001846885854.2,-901.754809
"2020-06",0.296235587855481,0.0665395895863432,0.115425653827747,0.0653425663189736,-0.010609723239697,-3837969417656.3,-339.583158
"2020-07",-0.735681227394533,-0.0858464540172221,0.039786687353526,0.0880310161432366,0.0434136719198734,-4922255697021.59,-624.269237
"2020-08",0.229885909009062,0.109033608547183,0.0163291402471903,-0.00686602591705344,-5.96125881218539e-05,-8889863507733.2,-618.844805
"2020-09",-0.92606807577022,0.100826938091708,0.064267209756004,0.123415018015836,0.0525544945527416,50692710433.1953,294.404067
"2020-10",44.6944764710585,-0.0423488072724179,-0.00416653715839221,-0.0473572196936643,-0.0116079390265097,-4216508944874.2,739.313761
"2020-11",-0.28882423890712,0.00482148245673253,0.0356287754294147,0.016751486965459,0.0341900967379038,-3025208215571.5,638.563025
"2020-12",1.94915377634671,0.0431475557645051,0.134173181848718,0.0966917891785969,0.041099636647603,-2432165828922.1,718.400285
"2021-01",-1.04509032171287,0.012371187139512,-0.0180017369445248,0.0230685097608054,0.0637340203015357,-957530840720.406,186.112159
"2021-02",-13.6069281196261,-0.0785390073906437,-0.0119769860201668,-0.015362821623659,0.0281315075427177,2950926824505,593.396224
"2021-03",-2.03292718774215,-0.0229302446845326,-0.0321208415487348,0.0346627771259619,0.0288010517248009,5249904786565.3,1340.624204
"2021-04",0.409418497101844,0.202995518615359,0.1426908036556,-0.0388412110308544,0.0428163902256576,10467479684208.9,1315.813604
"2021-05",0.0571305147253698,-0.0623858597593532,-0.0320005297624959,0.0583021678257187,0.0147590922165546,11241894910771.3,2497.431908
"2021-06",-0.264443089393442,0.0539949353806559,0.0353518124105083,0.0222081109475575,0.0198561453641959,13334025628886.4,2603.781182
"2021-07",-0.776014570644089,0.0244475622347475,0.00399171621134276,0.0171625556891679,0.0322483186270672,14888167465299.8,2095.418273
"2021-08",1.67871364230393,0.0295845835615745,0.0350856927177057,0.0160134360696204,-0.00161935987793503,17406219648351.5,2330.473749
"2021-09",-0.77939558688533,-0.172142131171985,-0.0566088329847295,-0.0166300433328969,0.00223632739131484,14096614581431.8,2786.103875
"2021-10",4.71378122276434,0.359930611468842,0.156572800247963,0.0211354302172298,0.0386405065079211,18901465556485.9,602.309222
"2021-11",-0.412433088229939,-0.107093296752097,-0.012386257432485,0.058912101273973,0.0256551781717602,23335670506151.3,1174.175375
"2021-12",-0.0148104769652619,0.0748399833764897,-0.0438385118132467,-0.00803438386925843,0.023440863363064,23520259341726.3,1375.268573
"2022-01",-0.036766501527033,-0.0206799771469951,0.10662805698052,-0.000401446954994795,0.066501407139847,23333795558190.6,2175.782839
"2022-02",1.09644049804395,-0.0444534130544705,-0.0227987526725233,0.0333236588253552,-0.0588627308776527,16784969735940,2166.184861
"2022-03",-1.30592842036758,0.0622318346540569,-0.0117584688851597,0.0145659220563761,0.0414938687160374,21412531501486.6,1525.913295
"2022-04",-3.25129195267692,0.202708011126255,0.087139430192436,-0.077712080049048,0.0032864022358896,17586505589878.1,2044.090743
"2022-05",-0.741735175172115,-0.22837503106459,0.040415912224814,0.118393128859755,0.0678290759056147,26301293473490.9,2359.597276
"2022-06",7.78244847069444,0.229351366669006,-0.0638315649508794,-0.106108598110319,-0.0597731075730312,20246620731649.8,1404.081663
"2022-07",-0.471724351346202,-0.131262219461695,-0.0496108664326324,0.0634312341181649,0.0949015361823389,24013205044224.1,1575.49211
