"","BSCICP03AUM665S","LCEAMN01ILM657S","ISRPPDMMINMEI","ISRPROMANMISMEI","ISRPIEAMP02GPM","PIEAMP02KRM659N","KORPPDMMINMEI","BSCICP03KRM665S","BSSPFT02KRM460S","BSOITE02KRM460S","KORPRMNTO01GPSAM","KORSLMNTO01IXOBSAM"
"1996-01",-0.466470286025835,0.0138379949110628,0.00871459681348297,-0.00587544065804912,0.00871459681348393,0.0345898004434588,0.00488155061019357,2.2064563998451,-0.08,-0.13,-0.00280667500533883,0.00580082868981258
"1996-02",-0.903730809463826,0.0254136550472324,0.00431965446170657,0.00709219858155907,0.00431965446170675,0.0314752169436682,0.0020002857551078,2.03353842633331,-0.09,-0.13,0.0226083764187598,0.0255980453434854
"1996-03",-8.49817469957266,0.0064765698444036,0.00768049169803797,0.00586854460093877,0.0076804916980373,0.0216342639964918,-0.00342221588478531,2.0642054430441,-0.1,-0.15,0,0.00180060389484504
"1996-04",0.909209901697179,0.00931355744069457,0.0161585365957202,0,0.0161585365957201,0.0197904540162979,0.00271855773358132,2.2159303747284,-0.12,-0.17,0.033147848979836,0.020849463554917
"1996-05",0.258895445253779,0.0101854689907893,0.00585058494905644,-0.00816802800466687,0.00585058494905661,0.0169614380979995,0.000998858447488704,2.365354282113,-0.12,-0.17,0,-0.00373801397692164
"1996-06",-0.0463994992955081,0.0085877856980923,0.00671140940646842,0.0188235294117649,0.00671140940646744,0.0119942196531792,-0.00171062009978629,2.4213807167708,-0.12,-0.17,-0.0294202814617477,-0.0280043501903232
"1996-07",-0.178139678850142,0.00343972481327519,-0.00162962968393598,-0.0254041570438807,-0.00162962968393542,0.0168539325842697,0.00799657289732969,2.4005711002952,-0.13,-0.19,0.019273226326153,0.0172307692307703
"1996-08",-0.186326797992534,0.0205910670155357,0,0.0213270142180109,0,0.0163863734368262,0.00169995750106233,2.32615443233151,-0.13,-0.17,-0.0053857862077041,0.00379475334103252
"1996-09",-0.0343478244147369,0.0120750579421645,0.00578720887177897,0.015081206496518,0.00578720887177875,0.0145985401459852,0.00254560882477728,2.22635497839701,-0.13,-0.16,0.0163037080635668,0.0151216305062472
"1996-10",0.106917968665571,0.00539298170148972,0.0107701387261387,-0.0182857142857145,0.0107701387261397,0.0179057441627273,0.00239808153477217,2.16384508053099,-0.13,-0.16,-0.0133781201135112,0.00944516407599227
"1996-11",0.143892557236059,0.0131838549491712,0.00569259951413881,-0.00698486612339821,0.00569259951413896,0.0254602991944766,0.00323670137911636,2.223134967954,-0.11,-0.19,0.0108300070439071,-0.01304603539539
"1996-12",0.109667765852854,0.0104253471214262,-0.00159651674410832,0.00703399765533308,-0.00159651674410949,0.0258435032304378,0.00224435404685086,2.460673011653,-0.1,-0.21,0.0268284893005428,0.0299041118153744
"1997-01",0.0420337457106661,0.0292214022503745,0.00479720905691261,0.0139697322467995,0.004797209056913,0.027861123017574,0.00685794261721484,2.73314619367801,-0.1,-0.23,-0.0574579386398981,-0.0687233706801339
"1997-02",-0.0731146992557246,0.00225075011128156,0.00564236100569282,-0.0103329506314571,0.00564236100569316,0.0288036503636106,0.00291909924937461,2.830893886266,-0.08,-0.2,0.0443404434044341,0.0582055409641618
"1997-03",-0.255623908843019,0.0036435425282885,0.00489138249235688,0.0174013921113685,0.00489138249235603,0.0313349549291745,-0.000970200970201063,2.587627456962,-0.07,-0.16,0.0185573525609719,0.02012276487857
"1997-04",-0.43787885143436,0.0184692662856869,0.00959198293599206,0.00342075256556296,0.00959198293599215,0.0303938356164383,0.00180355160932288,2.15363439885201,-0.06,-0.12,0.0182192514877176,0.028882377563834
"1997-05",-0.615845944328451,0.00373294304857163,0.00311968227760295,0.00795454545454666,0.00311968227760428,0.0290805416963647,-0.000276969948760475,1.72196040078299,-0.04,-0.09,-0.0076724925906433,0.00350895036615118
"1997-06",-0.47878638690946,0.010118696215952,0.00466497028420609,-0.00450958286358594,0.0046649702842053,0.0319862915893188,0.001108186729464,1.42283611773699,-0.03,-0.06,0.0231954446491372,0.0156337100288868
"1997-07",0.759016911054656,0.0193441646868201,0.00942732528601131,0,0.00942732528601093,0.0189828587618642,-0.00470458004704566,1.23826680981401,-0.02,-0.02,-0.025179365469078,-0.0188359154753897
"1997-08",1.08383010272663,0.0145720007326112,0.00473933645133218,-0.0147225368063419,0.00473933645133362,0.0182435299109037,0.000973168358125776,1.15502408902,-0.04,-0.05,0.028432305367437,0.0472691212367788
"1997-09",0.700279506032213,0.00763154717000947,0.00457824636363724,0.00689655172413839,0.00457824636363636,0.0210184793341798,0.00527777777777771,1.19184172659399,-0.06,-0.07,0.0100408163265307,-0.0201034306941515
"1997-10",0.27751091952402,0.00826053107413928,0.00704322619347342,0.00684931506849362,0.00704322619347334,0.0205460174500421,0.0019342359767891,1.33652583754301,-0.09,-0.1,-0.0273714270319783,-0.0102579350330773
"1997-11",-0.167468813002472,0.00698139552016188,0.00534832683360942,0.0249433106575954,0.00534832683360951,0.0238462617477906,0.00648097076668508,1.62154688634701,-0.05,-0.16,-0.0102207572777885,-0.020728501689824
"1997-12",-0.939828565364676,0.0143929173160572,-0.00613831674672616,-0.0353982300884944,-0.00613831674672691,0.109027291812456,0.0856281682422251,2.09176521928701,-0.01,-0.23,-0.0180780209324454,-0.00518955952654843
"1998-01",-21.0210030007737,-4.51708883681224e-05,0,-0.00229357798165264,0,0.153461217681401,0.0471983846542152,2.631819658921,0.03,-0.3,-0.0552610579115367,-0.0794315670452792
"1998-02",0.872748518399984,0.00332580090285157,-0.00384298657956839,0.0620689655172422,-0.00384298657956686,0.188496188496188,0.0333815377199325,3.091680280524,0.08,-0.32,0.00835620984041753,-0.0192613683946078
"1998-03",0.183890822423177,0.00350521867561879,0.00234224302183583,-0.0151515151515156,0.00234224302183481,0.182019977802442,-0.00641399416909616,3.353606046154,0.15,-0.35,-0.0442170765272543,-0.0214613041869474
"1998-04",-0.0282465256816636,0.0161204521980072,0.012233677007788,-0.0186813186813178,0.012233677007789,0.182246226284448,0.00199530516431934,3.468055292432,0.22,-0.38,-0.00867033930136474,0
"1998-05",-0.16486374472798,0.00189011847628421,0,0.00223964165733448,0,0.165258346031306,-0.0146421459529109,3.459205750877,0.11,-0.4,0.0116826118531148,0
"1998-06",-0.340526335689534,0.00875296663082192,-0.00217273220234471,0.0290502793296088,-0.0021727322023448,0.163553341635534,-0.00035663338088443,3.300433016252,0.01,-0.42,-0.0144190256234198,-0.00616655516448961
"1998-07",-0.585207444116536,0.00685136554827347,-0.00694066406592708,-0.019543973941368,-0.00694066406592728,0.161128875295426,-0.00677845165893698,2.99060587408599,-0.08,-0.45,-0.0234016276639539,-0.0139901074135848
"1998-08",-1.20205968165403,0.0138794696726586,0,0.00442967884828271,0,0.146111111111111,-0.0119731800766284,2.45431685575599,-0.07,-0.36,0.0419260700389106,0.0204814627920074
"1998-09",3.48123869454337,0.00452508024066273,0.00849664244477744,-0.00330760749724379,0.00849664244477713,0.136501796076264,-0.00315075133301002,1.581926236789,-0.07,-0.27,0.0603429496156599,0.0460164635387894
"1998-10",0.343530616622051,0.0134874829134535,0.03179779855579,0.00442477876106273,0.0317977985557897,0.139547710976282,0.00461949914903959,0.507308875642991,-0.06,-0.18,0.0243895280582295,0.0457996162509369
"1998-11",0.0142666987525921,0.00397178414232738,0.036085868574425,0.00220264317180585,0.036085868574425,0.129469790382244,-0.00242013552758957,-0.643851600106998,-0.08,0,0.0396814027447497,0.0146777281429495
"1998-12",-0.159438000464737,0.00851851681053436,0.00203381211870624,-0.00549450549450536,0.00203381211870628,0.0314235234729935,-0.00861232411450741,-1.803541865414,-0.11,0.19,0.017802028218695,0.0161425576519925
"1999-01",-0.0655062247198207,0.003808160764822,-0.00558163137854917,-0.027624309392266,-0.00558163137854947,-0.03000723065799,-0.0151719075003059,-2.93435485479401,-0.13,0.37,-0.00999079438999302,0
"1999-02",0.538532686502354,0.00362096047306876,-0.00574052813780201,0.0193181818181827,-0.00574052813780119,-0.0689212827988339,-0.00807553733383015,-3.99389592981501,-0.19,0.46,0.0454533023383016,0.0443831235815955
"1999-03",0.950517770256197,0.0305261884793265,0.0028226842102228,-0.0222965440356738,0.00282268421022194,-0.0659624413145541,-0.00325651302605212,-4.928066322495,-0.27,0.55,0.0168990504093964,0.037262019408844
"1999-04",0.549783319342694,-0.0158288335339727,0.012922210746223,0.0205245153933864,0.012922210746223,-0.0643083050251846,0.00376979140487554,-5.735618493076,-0.35,0.64,-0.00949244977233547,0
"1999-05",0.168222276961383,0.00729075807591907,0,-0.00670391061452569,0,-0.0446980504041846,0.00600901352028038,-6.3545761332789,-0.23,0.67,0.0551630999376689,0.0328286435271163
"1999-06",-0.16804156263014,-0.00589726038169415,-0.00277883029229564,0.0123734533183355,-0.00277883029229514,-0.0462599595671305,-0.00199104031856645,-6.68651335598079,-0.11,0.7,0.00681795805848185,0.00318082286504517
"1999-07",-0.397333167203857,0.0190341598430485,0.000633312168573985,0.0155555555555562,0.000633312168574775,-0.0429837164750956,-0.00336658354114705,-6.79818745095029,0,0.74,0.0293362669600292,0.0378420605197263
"1999-08",-0.596465422615723,-0.00620624264547768,0.0106329114758141,0.00656455142231827,0.0106329114758128,-0.0267813863305864,0.00475415988990369,-6.70201130542469,0.04,0.7,0,-0.00611025016604094
"1999-09",-0.612333365532231,0.0024598557796725,0.00626252500491087,0.0184782608695659,0.00626252500491063,-0.0168976416241187,0.00697297970364841,-6.3567889524205,0.09,0.66,0.0526303289395559,0.0489820465986566
"1999-10",0.232456684017547,-0.00691774005792321,0.00970873784665516,-0.00213447171824943,0.00970873784665664,-0.00568731848983548,0.0160751823914924,-5.8763013595312,0.14,0.64,0.00417409354482085,0.0146518590873363
"1999-11",1.21222554391363,0.0162667505440029,0.00147928997548186,0.0192513368983955,0.00147928997548169,0.0035177098495876,0.00681513934525979,-5.35744442285801,0.14,0.51,0.0456342964993484,0.040244438398594
"1999-12",0.875792778206849,0.00220704881979874,0.00406203837875463,0.00944386149003074,0.00406203837875401,0.00599535054447573,-0.006164631935211,-4.82115027215541,0.15,0.39,-0.00395384317854617,-0.0124129883716263
"2000-01",0.419771837136996,-0.0101750999448544,-0.0089493686759452,-0.0405405405405405,-0.00894936867594458,0.0331718225866568,0.0114327414254438,-4.2141598484251,0.16,0.28,0.0299872715897569,0.0337346452362044
"2000-02",0.0614870210230323,0.0137139968590379,0.000742206926768629,0.0520043336944749,0.000742206926767596,0.0393286573146294,-0.00216450216450204,-3.416991731203,0.14,0.18,-0.00163374735563327,0.00943935363089898
"2000-03",-0.305469593787457,0.00526196234551601,0.00556242275253815,0.0175077239958799,0.00556242275253879,0.0413420457401359,-0.00132562063147745,-2.3338482032138,0.14,0.09,0.00916815273261303,-0.00144463532719041
"2000-04",-0.656285033531706,0.0105741246318715,0.0102028272189105,0.0101214574898782,0.0102028272189107,0.0343014521782675,-0.00301677325932181,-1.16145804417781,0.14,0.01,-0.00864828905243029,-0.00521994134897319
"2000-05",-1.42044547997156,0.00691199596217016,0.00279873456410074,0.0220440881763533,0.00279873456410049,0.0214036834245893,-0.00653594771241839,-0.157027232437699,0.12,-0.04,0.0383341022522334,0.0296562702670844
"2000-06",0.526013169426987,0.0158160342400297,0.0101929376700942,0,0.0101929376700935,0.0258104738154613,0.00231481481481488,0.493322758033301,0.1,-0.09,-0.0123399442581896,-0.00790196976637758
"2000-07",-0.243994706525943,-0.00214766318218763,-0.00408408404853422,0.00980392156862719,-0.00408408404853389,0.0285249593394218,-0.000729305943843461,0.985316972259298,0.07,-0.13,0.034701347565589,0.0396513909731042
"2000-08",1.46507078133799,0.00981443576495841,-0.00735737546815662,0.00970873786407855,-0.00735737546815578,0.0246544639521853,0.000973117625593156,1.5834059136247,0.04,-0.21,0.0171146245059288,0.0141194322618852
"2000-09",2.10350794406421,0.00311946100201735,0.00741190765571509,-0.0192307692307699,0.00741190765571417,0.0212687028564362,0.00364564345606988,2.4660002594855,0.01,-0.3,-0.024987370302724,-0.0263494033064496
"2000-10",0.903122366439283,0.0247180390902735,0.0067543119570177,0.00980392156862719,0.00675431195701808,0.0071802360958989,0.0020583605763409,3.46461084963821,-0.02,-0.4,-0.00934635312873657,-0.0155178230068579
"2000-11",0.399517820606013,-0.000601084938834689,0.0053911585080737,-0.0194174757281549,0.00539115850807293,-0.000967001087876117,-0.00132914451425814,4.30535077324801,-0.05,-0.38,-0.0137192975397798,-0.0183894917190178
"2000-12",0.121357842927643,0.00264854427543151,-0.0086987607581821,0,-0.0086987607581816,0.0069326198005352,0.0016938898971568,4.73442121148541,-0.08,-0.38,-0.0124824083705563,0
"2001-01",-0.00353563852429128,0.00729294408930821,-0.0147854309320719,0.00990099009900969,-0.0147854309320723,-0.00733525733525733,-0.00289890083343414,4.8014679467051,-0.11,-0.38,-0.0101410661544499,0.00678768132805785
"2001-02",-0.0827817711546681,0.0117893850896863,-0.00134211815105123,-0.00980392156862719,-0.00134211815105078,-0.00879730055435055,-0.00363416111447601,4.509197674498,-0.08,-0.32,0.00961899595209277,-0.00940016180606318
"2001-03",-0.168029466632582,0.00984774005220708,0.00549786195108659,-0.0138613861386143,0.00549786195108746,-0.00953300349945714,-0.00206686930091182,3.8137770544468,-0.07,-0.27,0.00357534048401431,0.00948936335705608
"2001-04",-0.244518983277475,0.00788223207570074,0.00874848121177996,-0.0160642570281125,0.00874848121177885,-0.00859356088114271,-0.00207115009746595,2.99578973262281,-0.06,-0.23,0.00576606260296553,0.00389105058365713
"2001-05",-0.326034859954048,0.00670392622198922,0.00409539866313202,-0.0204081632653057,0.00409539866313303,-0.00523879142300178,-0.00317421560249043,2.3776930651146,-0.04,-0.23,0.00782145782145777,0.0118197866298264
"2001-06",-0.443317886888353,0.00848983060196041,-0.000719769769134349,-0.0302083333333334,-0.000719769769134896,-0.0142214659049472,-0.00673606858542575,2.1750825076535,-0.02,-0.23,0.00170655397992764,0.00402032921186346
"2001-07",-0.732182409771276,0.00822732970502384,-0.0120048018353998,0.023630504833513,-0.0120048018353992,-0.0164213599318817,-0.00295930949445122,2.136824386594,0,-0.24,-0.0207885450046648,-0.0182456935630101
"2001-08",-2.56068592419962,-0.0244081011102211,-0.00546780073745612,-0.0115424973767054,-0.00546780073745687,-0.025154939846883,-0.0079149146673263,1.89379899264199,-0.02,-0.15,0.0251444667674654,0.0251260148524388
"2001-09",1.56127781321788,0.0220495356167844,0.00342089190202532,0.00318471337579651,0.0034208919020255,-0.0311175687129193,-0.00249314385440047,1.15453220250001,-0.04,-0.06,-0.0025053035660166,-0.00258989565348111
"2001-10",0.616838137839132,-0.000329475749983802,0.0054791184790528,-0.00952380952381005,0.00547911847905208,-0.0374577090381829,-0.00449887528117965,0.0943534090839933,-0.06,0.03,0.00804115776467959,0.0103864825198519
"2001-11",0.40646384479851,-0.00571141568059507,-0.00411721962968803,-0.00961538461538392,-0.00411721962968784,-0.0441621294615851,-0.00828521215164446,-1.06315701410701,-0.04,0.11,0.00681160585114932,0.00635032962121462
"2001-12",0.302074794933718,0.00878953750315091,-0.00814688725655366,0.00323624595469285,-0.0081468872565534,-0.0572532914603214,-0.0120253164556963,-2.155049209675,-0.02,0.2,-0.0260642225637136,-0.0267399470752601
"2002-01",0.197080167514268,-0.00509884455244403,0.00208409952826072,-0.00537634408602283,0.0020840995282612,-0.0542701393095094,0.000256245996156368,-3.079312738903,0,0.28,0.0366181020880719,0.0367342282389629
"2002-02",0.0653529466530061,-0.00889457925421504,0.00746268656836113,0.0097297297297303,0.00746268656836053,-0.0443768996960487,0.0067887793006276,-3.680948282712,0.01,0.27,0.0211512611686566,0.031562924109598
"2002-03",-0.0989600590156705,0.00571532189824968,0.00886460234255093,0.0171306209850111,0.00886460234255189,-0.0361842105263157,0.00648854961832068,-3.79442704463079,0.03,0.27,0.0232684192187075,0.00963606947926166
"2002-04",-0.227765296080082,0.00724464207923106,0.0201011073766473,0.00210526315789417,0.020101107376647,-0.0242949578806006,0.0102389078498293,-3.6200191035135,0.05,0.27,0.00601589103291726,0
"2002-05",-0.370638420232832,-0.000548193702148239,0.0125073746403004,-0.0084033613445379,0.0125073746403002,-0.0176362522963872,0.00362862862862845,-3.3517724720797,0.04,0.26,-0.0125991951558917,-0.00598707496169959
"2002-06",-0.622812404212195,-0.00709871106555052,0.00454492474928703,-0.00211864406779638,0.0045449247492871,-0.0168927250308261,-0.0059842912355067,-3.082137894162,0.03,0.25,-0.00809400472308963,-0.0231359280058118
"2002-07",-1.38150309625014,-0.0138723978262136,0.00464037128790196,-0.0138004246284499,0.00464037128790244,-0.017437546376453,-0.00351185250219488,-2.81167329659689,0.02,0.24,0.026169767486512,0.0261864606568387
"2002-08",1.57908579780499,0.0233420268364797,-0.0039260969634749,0.00538213132400411,-0.00392609696347481,-0.0100972326103216,-0.000503461296412877,-2.4938590805891,0.05,0.17,0.0124798862403172,0.0121936133740954
"2002-09",-0.59491813567176,0.0092365512967772,0.00904242984664805,0.00535331905781566,0.00904242984664812,-0.00687328167958018,0.000755572346052169,-2.080743432715,0.08,0.1,-0.0226932530075953,0.00481868812961705
"2002-10",-2.63847020787407,-0.021698283387724,0.0121783088323171,-0.00851970181043671,0.0121783088323171,0.00338940497112748,0.0057883478042029,-1.615937254375,0.1,0.03,0.0165642431691407,0.00590759821381948
"2002-11",0.92104453699801,0.0188302964360389,-0.0056753688581157,-0.00966702470461767,-0.00567536885811671,0.0112658227848102,-0.000500437883147797,-1.198091236547,0.1,0.03,0.0143226502483212,0.0119185393743637
"2002-12",-0.391244707567385,-0.000314128963433385,-0.00445205486102351,0.0184381778741856,-0.00445205486102346,0.0212684176809737,-0.00225309800976348,-0.99606346502101,0.1,0.02,0.0163209917294749,0.00706689653995118
"2003-01",-1.35116813285528,0.0140523079654985,0.0121545694390888,-0.00106496272630507,0.012154569439089,0.0272832073779942,0.00614728390415276,-1.2171268651048,0.01,-0.11,-0.0249544396528391,-0.0152719629811686
"2003-02",2.92318565598284,0.00442836279679304,0.0114421661387147,-0.00533049040511702,0.0114421661387141,0.0310432569974557,0.0104738154613466,-1.2635872906562,0.06,-0.21,0.00751323142973475,0.00125654089782401
"2003-03",-0.0722867521337143,-0.018513559263381,0.012432795658823,-0.010718113612004,0.0124327956588238,0.0362785994185312,0.011599210266535,-1.0442382607077,0,-0.29,0.0195981191683196,0.00823462669119235
"2003-04",-0.726068712063305,0.00970870289681144,-0.000553158487756611,0.00866738894907915,-0.00055315848775716,0.0195195195195196,-0.00609904854842647,-0.703081247350099,-0.06,-0.3,-0.0200861090594657,-0.0117651070795242
"2003-05",-3.93281285301673,-0.00151418011688271,-0.0142793890542781,-0.0010741138560677,-0.0142793890542776,0.00261812741553435,-0.0130093274423172,-0.685048193203599,-0.08,-0.3,-0.00461430987572604,-0.00112150177714909
"2003-06",1.51310500342218,0.00252026570824201,-0.00561482309282924,-0.00860215053763447,-0.00561482309282916,0.00426439232409376,-0.00435215120616772,-1.14790547366979,-0.08,-0.31,0.0327823437067134,0.0260653274143672
"2003-07",0.505959013501814,0.00427739839596492,-0.00248447213242198,0.0119305856832959,-0.00248447213242263,0.00818124606670842,0.000374672161858491,-1.71425079531801,-0.09,-0.29,-0.0474964234620888,-0.0450658226995714
"2003-08",0.123667496798167,-0.00900362331619045,-0.00135854171526328,-0.0128617363344045,-0.00135854171526223,0.0114595139151239,0.00274656679151053,-2.05781258602219,-0.06,-0.24,0.0560040552718534,0.0471925958572048
"2003-09",-0.188955368251683,0.0109658908197546,0.00952272977432367,0.00325732899022801,0.0095227297743233,0.0140933685667549,0.00336155378486058,-2.12397217626341,-0.06,-0.15,0.00965384820523759,0.0266320999292959
"2003-10",-0.407052486543555,-0.00173469566408264,0.0043795621095386,0.0530303030303025,0.00437956210953838,0.00913299136744634,0.000868594118376809,-2.048491176075,-0.04,-0.08,0.0276281035393557,0.0203659976387245
"2003-11",-0.580705518076848,0.00167575483734732,0.00872093021637199,-0.051387461459404,0.00872093021637198,0.0161472024033046,0.00644681378626344,-1.8290627171566,-0.02,-0.05,0.00442091194160265,-0.00339086555459078
"2003-12",-0.46919989530835,0.00636670054030874,-0.00121924189383782,0.024918743228602,-0.00121924189383774,0.0267218667670306,0.00813008130081294,-1.36332257196,-0.03,-0.09,0.0207448351160927,0.0188341530274929
"2004-01",0.207283683371406,-0.00383943108403462,-0.000554877324487002,0.0518644534407255,-0.000554877324487462,0.03428927680798,0.0135630498533725,-0.443458326058703,0.09,0,-0.00193872946367398,0.00873652723042673
"2004-02",0.324610935216064,-0.0020874335127512,0.0154341549923249,-0.0134408602150539,0.0154341549923256,0.0410908193484699,0.0171187462326703,0.36962877274631,0.06,0.06,0.0512584356213474,0.0183258805993565
"2004-03",-0.0516557429090566,0.00787630525966755,0.00732640781747684,0.0204359673024517,0.00732640781747716,0.0428153208099535,0.0132748607324877,0.883556040527594,0.09,0.11,-0.0193379846443022,-0.00949108669861243
"2004-04",-0.417542991167924,-0.0148870128866162,0.0163916630646768,-0.0160213618157546,0.0163916630646762,0.0586647029945998,0.0090069013919758,1.02342047481909,0.11,0.11,0.00985965824182965,0.0128797424051523
"2004-05",-1.37870473733606,0.00627815278341891,0.00363131471791367,0,0.00363131471791338,0.0802039293708033,0.00707164386737769,0.9923293465081,0.09,0.13,0.0144440333917744,0.0104584197189592
"2004-06",5.33477810611229,0.00952200760325793,0.00649143343728564,0.0176390773405704,0.00649143343728634,0.0854252529037093,0.000460458155864929,0.98165624117199,0.03,0.12,-0.0313466203681684,-0.0271293087725702
"2004-07",0.796183713059711,0.00102942391141322,-0.0100444068212062,-0.0146666666666668,-0.0100444068212066,0.0856429463171036,0.000575307789667523,1.01478278192451,0.06,0.13,-0.0129640542133176,-0.00215587945821794
"2004-08",0.177856957293817,0.00584233457860648,0.00480615188193312,0.0216508795669819,0.00480615188193376,0.092878486055777,0.00942962281508741,0.995241615844705,0.08,0.13,0.0177777777777779,0.00648161194871011
"2004-09",-0.223013211091987,0.00555020437057811,0.0112670068110128,-0.00662251655629065,0.0112670068110128,0.101625511850105,0.0113921166552746,0.823469397596398,0.07,0.11,0.0110962653979013,0.0181685255183783
"2004-10",-0.456967185986505,0.00372604791745374,0.0134538574206116,0.050666666666666,0.0134538574206113,0.109223902801885,0.00777202072538863,0.528757598786612,0.07,0.09,-0.00170821716919405,0.0042166373844621
"2004-11",-0.389994185915483,0.00461417862525753,0.0104750052386924,-0.0368020304568525,0.0104750052386919,0.102981029810298,0.000782385157035881,0.1412656774705,0,0.01,0.021017966971766,0.0114862089425087
"2004-12",0.975468829622631,0.00278738753210809,-0.00523452730728735,-0.021080368906455,-0.00523452730728745,0.0816226783968719,-0.0113915568461024,-0.200616528503701,-0.03,-0.04,-0.0114626318202659,-0.0206208825918233
"2005-01",0.837478856361599,-0.00144017814176862,-0.00278580275513385,0.052489905787348,-0.00278580275513376,0.078963230861965,0.0110709444193402,-0.312415453293497,-0.07,-0.02,0.036705904932506,0.0474698610151272
"2005-02",0.287329846359761,0.00381643410236403,0.00165545783106213,-0.00255754475703351,0.00165545783106266,0.059973924380704,-0.000782122905027882,-0.22120969457481,-0.08,-0.01,-0.026381153674077,-0.0231944403718154
"2005-03",-0.0933882263424851,0.0029061604868986,0.0109492821068293,-0.0115384615384613,0.0109492821068292,0.049479471283191,0.00324275970032417,-0.0538310887524887,-0.07,0.02,0.0294094344705193,0.0175312199807887
"2005-04",-0.229621254965894,-0.00123870545032119,0.0171656278732861,0.0246433203631644,0.0171656278732861,0.0445165777880824,0.0042353990191708,0.0967488168786019,-0.06,0.01,-0.0157623335642269,-0.00908661789001697
"2005-05",-0.0367570810931548,0.00478765527061579,0.00391762925902261,-0.00632911392404989,0.00391762925902263,0.0286635202026016,-0.00821309655937841,0.228859444869201,-0.07,0,-0.00351886895732008,-0.00713052280576343
"2005-06",0.553500581659416,0.00788939245513392,-0.00560336193006006,-0.00636942675159291,-0.00560336193005934,0.0222068806811645,-0.00581915846016112,0.319021163077409,-0.02,0.04,0.0158829807269758,0.0226247057588791
"2005-07",0.520942793424781,1.84352772061708e-05,0.00845240484417742,0.0012820512820515,0.00845240484417708,0.0275988960441584,0.00585321927059868,0.302244299956499,-0.02,0.04,0.00546903967371158,0.00296161628009228
"2005-08",0.245177201322483,-0.0132489570177534,-0.00339253639038806,0.00384122919334229,-0.00339253639038793,0.0208475734791524,0.00279767233661588,0.281626475090803,-0.05,0.02,0.00499370025506271,0.0030990527423691
"2005-09",-0.0121547616873068,-0.00804654135467408,0.0112134561036048,0.00637755102040738,0.0112134561036046,0.0155440414507771,0.00613770784510659,0.357780056851396,-0.03,0.04,-0.00743039735808065,-0.00107840279801807
"2005-10",-0.156432097656801,0.0177176655934941,0.0237623762756514,0.00126742712294048,0.0237623762756514,0.0138593942103497,0.00610026619343396,0.537040343983392,-0.03,0.08,0.0305294126707845,0.020132465789398
"2005-11",-0.258283777868363,-0.00484554067341527,-0.000483558952704244,0.022784810126582,-0.000483558952704766,0.0091579182488272,-0.00385845000551199,0.805191508216808,-0.02,0.05,0.0454239720191918,0.0422303578068244
"2005-12",-0.355062878142615,-0.00328526209022656,-0.0135462022037919,-0.00371287128712772,-0.0135462022037917,0.0125395390872119,-0.00807879592740157,1.1355557125991,0.01,0.16,-0.0258928826742159,-0.0103459158330934
