"","EXPCA","IMPCA","FRALOCOBXNOSTSAM","IMPGE","DEUXTIMVA01CXMLM","IMPUK","BOPGSTB","BOPSTB","WOTHAST","EXPMANUS","BSXRLV02USM086S","AUESA","BOPSIMP"
"1999-08",0.687219395390603,3483.9,0.00326802713040064,539.5,3539437971.4566,408.8,-0.0205194805194805,-0.00127569099929126,1.126,3292.1,0.1,-0.0491071428571428,0.00622695121213956
"1999-09",-0.309266158121932,2166.8,0.00312757766247329,555.7,399163374.56459,421.7,0.00322637673473003,-0.00723814930457001,0.3628,2184.8,0.16,0.0469483568075117,0.00865176640230714
"1999-10",-0.30297063607568,2073.2,0.00280480114109283,209.3,-2557658016.69559,330.3,0.0296488832107142,-0.0237312365975697,0.140250000000002,317.900000000001,0.04,0.0426008968609866,0.00160829163688359
"1999-11",0.870916236796857,2986.2,0.00263038285050454,761.900000000001,2282605797.0755,573.6,0.0750470648639399,-0.0191828964709327,-1.10975000000001,2341,0.12,0.103225806451613,0.015581326196848
"1999-12",-0.182826757697105,2545.4,0.00240104880941994,270.900000000001,-2193853327.5748,538.8,0.0323569211175674,-0.00940579277396236,-0.986200000000004,3833.8,0.05,-0.0506822612085769,-0.00743690343737191
"2000-01",0.181314267352186,3028.4,0.00229739197734791,655.8,2667760641.83649,188.8,0.0459539689270982,-0.0613413715146948,-1.28075,1361.7,0.05,0.0780287474332648,0.0189380530973451
"2000-02",0.306222373342401,2797.4,0.0023421633519618,420.7,880799677.7743,579.3,0.0981534038553684,0.0308285163776494,-1.51925,3822.8,0.06,0.0361904761904761,0.0235655144461815
"2000-03",0.0939712619741773,3661.4,0.00223754674715404,557.8,2934755468.9286,880.599999999999,0.0256091830569913,0.0543613707165109,-0.411999999999999,3996.5,0.1,-0.112132352941177,0.00633555832107713
"2000-04",-0.682291914529102,2517.4,0.00198178339147259,546.8,-908336888.032196,182.1,-0.0641096966325229,0.045058354262077,1.58475,2458.7,0.05,0.0331262939958592,0.0114671163575042
"2000-05",1.52112043139605,3491.8,0.00170723161529462,281.3,4300820930.658,601.3,0.0198265612979929,-0.0503251342945999,0.756550000000004,4050.7,0.13,0.0841683366733468,0.0127264643770146
"2000-06",-0.116748856277107,3259.2,0.00106014190294346,-111.900000000001,1414891111.7067,262.5,0.042516715240871,0.0212860970526942,1.3752,6895.5,0.09,-0.0757855822550833,0.0104812599462218
"2000-07",-0.57385981434145,2256.4,0.000168208149845528,-47.5,2495222169.7735,157.4,0.0278572603190266,-0.0852645386969829,2.27325,3666.2,0.04,0.02,0.0255783642880416
"2000-08",1.38405682715075,2577.9,-0.000615959755203233,725.700000000001,2194821527.15859,504.4,-0.0422692947651351,-0.0269279796048438,1.29935,6668.2,0.03,0.0901960784313727,0.0109081281440297
"2000-09",-0.718996225915381,2053.7,-0.00130414924518907,394.900000000001,-380898636.943893,-121.6,0.113661421268918,-0.0412641231373834,1.0304,3942.89999999999,0.05,-0.174460431654676,0.00497616678015822
"2000-10",1.1225259189444,2713.1,-0.00182468056207208,309,897463253.368195,501.9,0.00135001350013497,0.0495303159692571,1.35575,4643.1,-0.07,0.183006535947712,-0.0109976024184301
"2000-11",-0.933503552397869,1792.9,-0.00197097322624051,-124.6,2004300041.75591,383.1,-0.0196237042363233,-0.00211554109031731,0.574600000000004,3335.8,-0.02,-0.0976058931860037,-0.00384716732542822
"2000-12",-9.64607679465781,1977.6,-0.00189305897327996,-323.400000000001,3472117493.333,-12,0.0213000030559545,0.062133072407045,0.611550000000001,-302.199999999997,-0.05,0.285714285714286,-0.0202624060945932
"2001-01",-1.11990731801506,2863.4,-0.0016928999010124,668.3,3937828208.7041,908,0.0533213644524237,-0.147551051742668,0.999000000000002,4501.7,-0.09,-0.212698412698413,0.0402829526432313
"2001-02",-26.9549114331722,171.400000000001,-0.00173797378642182,372.4,2671983543.1441,82.0999999999999,-0.167632520879495,0.0814121037463977,1.25025,1375.3,-0.08,0.030241935483871,-0.0228912535686479
"2001-03",-0.03089713363941,-785.700000000001,-0.00209142180404476,-64.6999999999998,-2263413620.01879,-485.4,0.119825261936453,-0.045802798134577,2.1381,1333.7,0.02,0.131115459882583,0.00919039524011889
"2001-04",-0.749615877080667,95,-0.00245368424212922,359.7,3941727573.6439,263.7,-0.069822016335487,-0.025309827194973,1.42125,-1220.1,-0.03,0.140138408304499,0.00315839343054169
"2001-05",0.856302735873185,-233.199999999997,-0.00270790269152832,390.3,-2656975036.0799,-228.4,-0.11225058156679,-0.00877507163323787,2.77359999999999,636.100000000006,-0.08,-0.209408194233688,0.000157422469433843
"2001-06",0.381542699724518,-1476.4,-0.00308337659930547,139.5,-1583129660.6703,-259,0.0758811588854031,0.0260162601626017,2.4595,-4373.5,-0.06,0.168905950095969,-0.00855194123819514
"2001-07",-0.548753738783651,-1096,-0.00327089479950826,483.2,-1603056628.4693,-44.2000000000003,0.0257624095228295,-0.0714914597640429,2.039,-4576,-0.03,0.00164203612479485,-0.0201090120124887
